ticker,almost_up_cond_date,trender_up_at_almost,previous_swing_high_price,breakout_price
DAL,2026-03-02,62.5795,76.183,76.183
DAL,2026-03-05,60.368,76.183,76.183
DASH,2022-08-09,70.5271,87.0,87.0
DASH,2024-04-19,125.8328,143.34,143.34
DASH,2026-01-12,209.0385,239.0,239.0
DASH,2026-02-03,200.1988,239.0,239.0
DD,2005-12-01,14.5755,15.5397,15.5397
DD,2005-12-16,14.3637,15.5397,15.5397
DD,2006-03-22,14.0234,14.6932,14.6932
DD,2006-03-29,13.7468,14.6932,14.6932
DD,2007-11-08,15.1695,16.7845,16.7845
DD,2008-01-07,13.2216,16.1016,16.1016
DD,2008-01-09,13.0583,16.1016,16.1016
DD,2008-05-21,14.8942,15.7028,15.7028
DD,2018-09-19,34.7083,36.725,36.725
DD,2018-12-06,28.5145,31.1121,31.1121
DD,2019-07-08,26.4119,28.2638,28.2638
DD,2019-12-03,23.1344,27.076,27.076
DD,2021-06-11,31.3979,32.9216,32.9216
DD,2023-10-02,29.0098,31.3173,31.3173
DD,2024-11-04,33.1133,36.5716,36.5716
DD,2024-12-04,33.5056,36.5716,36.5716
DD,2024-12-05,33.3339,36.5716,36.5716
DD,2025-03-13,30.4238,34.6738,34.6738
DD,2025-03-28,30.287,34.6738,34.6738
DD,2025-03-31,30.0665,34.6738,34.6738
DDOG,2020-10-21,101.4875,118.13,118.13
DDOG,2020-11-02,88.1954,118.13,118.13
DDOG,2021-11-23,168.3873,199.675,199.675
DDOG,2024-04-02,119.1209,138.61,138.61
DDOG,2025-01-16,135.5789,170.08,170.08
DDOG,2025-02-13,134.8628,170.08,170.08
DDOG,2025-02-24,114.7449,170.08,170.08
DDOG,2025-03-07,108.1903,170.08,170.08
DE,2006-05-15,29.3886,31.4733,31.4733
DE,2011-07-29,58.9581,65.8934,65.8934
DE,2011-08-01,58.7576,65.8934,65.8934
DE,2013-02-07,72.0553,74.7936,74.7936
DE,2013-06-11,66.6722,73.8817,73.8817
DE,2013-06-12,66.3374,73.8817,73.8817
DE,2018-02-01,146.0861,152.6285,152.6285
DE,2019-11-13,159.2041,165.5029,165.5029
DE,2019-11-20,156.6271,165.5029,165.5029
DE,2022-12-15,409.6083,428.7852,428.7852
DE,2022-12-16,406.4539,428.7852,428.7852
DE,2023-07-27,410.3714,434.2085,434.2085
DECK,2008-01-02,8.3443,9.25,9.25
DECK,2009-01-08,4.0951,4.7722,4.7722
DECK,2011-12-07,16.7777,19.8167,19.8167
DECK,2011-12-08,16.514,19.8167,19.8167
DECK,2011-12-14,15.8479,19.8167,19.8167
DECK,2016-09-01,10.6254,11.6567,11.6567
DECK,2016-09-02,10.5156,11.6567,11.6567
DECK,2021-09-02,67.4767,74.08,74.08
DECK,2021-09-03,66.7052,74.08,74.08
DECK,2021-09-08,66.746,74.08,74.08
DECK,2025-09-08,116.5054,126.5,126.5
DECK,2025-09-09,115.2091,126.5,126.5
DECK,2025-09-10,113.9395,126.5,126.5
DECK,2026-03-02,113.5294,122.29,122.29
DELL,2025-11-04,153.6562,167.3479,167.3479
DELL,2025-11-05,151.5316,167.3479,167.3479
DG,2011-01-05,25.9611,29.2107,29.2107
DG,2014-01-31,47.789,54.4984,54.4984
DG,2014-06-30,49.0219,57.1484,57.1484
DG,2016-08-02,82.032,85.3945,85.3945
DG,2016-08-03,81.6604,85.3945,85.3945
DG,2016-08-09,81.0958,85.3945,85.3945
DG,2023-05-22,199.6315,210.3627,210.3627
DG,2024-03-14,143.1787,155.2908,155.2908
DG,2024-04-09,146.1127,160.6927,160.6927
DG,2024-04-10,144.7032,160.6927,160.6927
DGX,2006-09-01,45.5395,46.9585,46.9585
DGX,2008-10-06,34.8058,44.1932,44.1932
DGX,2010-01-05,44.4846,46.7725,46.7725
DGX,2010-05-06,40.8488,45.0249,45.0249
DGX,2011-07-20,42.856,46.0668,46.0668
DGX,2013-06-05,47.2735,48.8798,48.8798
DGX,2017-07-25,91.0566,94.8279,94.8279
DGX,2018-06-27,92.4674,99.611,99.611
DGX,2020-08-10,108.6833,118.3559,118.3559
DGX,2020-08-11,107.657,118.3559,118.3559
DHI,2006-04-13,24.9626,26.9677,26.9677
DHI,2006-04-18,24.6503,26.9677,26.9677
DHI,2007-02-23,20.9928,24.3325,24.3325
DHI,2007-02-26,20.8188,24.3325,24.3325
DHI,2008-04-24,12.5227,14.5683,14.5683
DHI,2008-10-06,8.0182,12.6952,12.6952
DHI,2010-06-04,9.5402,12.9832,12.9832
DHI,2011-02-03,10.0233,11.4659,11.4659
DHI,2011-02-04,9.8831,11.4659,11.4659
DHI,2013-05-21,22.8712,24.2979,24.2979
DHI,2013-05-23,22.322,24.2979,24.2979
DHI,2015-12-18,27.3716,29.5229,29.5229
DHI,2018-01-25,45.7109,48.6829,48.6829
DHI,2021-12-20,96.6134,105.7108,105.7108
DHI,2022-01-06,97.0909,105.7108,105.7108
DHI,2025-09-15,169.5725,183.458,183.458
DHI,2025-09-16,167.4381,183.458,183.458
DHI,2025-09-22,162.0025,183.458,183.458
DHI,2026-02-25,155.8458,169.17,169.17
DHI,2026-03-03,149.0845,169.17,169.17
DHR,2006-05-15,13.1047,13.7288,13.7288
DHR,2008-08-20,16.2815,17.0949,17.0949
DHR,2011-05-25,21.3623,22.6813,22.6813
DHR,2012-04-09,21.9983,22.8707,22.8707
DHR,2014-06-25,32.0183,33.0144,33.0144
DHR,2016-08-16,68.2036,69.5267,69.5267
DHR,2016-08-18,67.9619,69.5267,69.5267
DHR,2022-08-18,253.0698,264.8094,264.8094
DHR,2022-12-19,225.3293,245.6208,245.6208
DHR,2022-12-20,222.7159,245.6208,245.6208
DHR,2024-09-03,261.4562,279.342,279.342
DHR,2024-09-04,259.4571,279.342,279.342
DIS,2007-05-30,28.5354,29.7607,29.7607
DIS,2007-06-06,28.2142,29.7607,29.7607
DIS,2008-06-02,27.5527,29.0268,29.0268
DIS,2008-06-03,27.4549,29.0268,29.0268
DIS,2008-06-30,25.8518,29.0268,29.0268
DIS,2011-03-14,35.9264,38.1456,38.1456
DIS,2011-03-15,35.6343,38.1456,38.1456
DIS,2013-05-23,57.2993,60.2983,60.2983
DIS,2020-01-24,136.6453,148.9878,148.9878
DIS,2022-09-06,106.0884,123.57,123.57
DIS,2024-04-25,108.3684,121.287,121.287
DIS,2025-01-13,106.4311,116.8148,116.8148
DIS,2025-01-16,105.1155,116.8148,116.8148
DIS,2025-07-15,118.1118,123.852,123.852
DIS,2026-01-20,109.0244,116.03,116.03
DLR,2007-11-27,17.1805,21.6604,21.6604
DLR,2008-10-06,19.3097,25.9285,25.9285
DLR,2008-10-10,17.407,25.9285,25.9285
DLR,2010-08-20,31.19,34.5655,34.5655
DLR,2010-08-24,30.8234,34.5655,34.5655
DLR,2010-09-22,32.7683,34.5754,34.5754
DLR,2010-10-06,32.321,34.5754,34.5754
DLR,2016-07-14,76.8499,81.4441,81.4441
DLR,2016-07-15,76.1665,81.4441,81.4441
DLR,2024-12-09,180.2671,190.827,190.827
DLTR,2013-10-30,58.332,60.19,60.19
DLTR,2015-03-24,81.2218,84.22,84.22
DLTR,2018-02-01,112.0389,116.65,116.65
DLTR,2018-05-04,93.5656,101.75,101.75
DLTR,2019-10-30,111.816,119.71,119.71
DLTR,2023-08-04,149.0857,154.96,154.96
DLTR,2026-01-21,130.1129,142.4,142.4
DOC,2007-02-09,13.197,13.7165,13.7165
DOC,2008-10-10,9.8644,14.9282,14.9282
DOC,2008-11-06,8.5892,14.9282,14.9282
DOC,2008-11-11,8.0883,14.9282,14.9282
DOC,2009-01-09,8.0544,10.2481,10.2481
DOC,2009-03-03,5.8307,9.5204,9.5204
DOC,2015-02-02,23.3001,24.8194,24.8194
DOC,2015-10-30,19.3959,20.7772,20.7772
DOC,2015-11-03,19.08,20.7772,20.7772
DOC,2022-04-25,26.866,28.3724,28.3724
DOC,2022-04-28,26.6681,28.3724,28.3724
DOC,2023-02-16,21.1083,23.3486,23.3486
DOC,2023-02-22,20.7508,23.3486,23.3486
DOC,2023-02-23,20.5803,23.3486,23.3486
DOC,2023-08-03,17.8039,18.8491,18.8491
DOC,2024-10-10,19.5006,21.0845,21.0845
DOV,2006-05-15,22.7402,23.788,23.788
DOV,2007-10-15,22.8993,24.296,24.296
DOV,2007-10-16,22.7238,24.296,24.296
DOV,2007-10-22,22.3229,24.296,24.296
DOV,2010-05-06,23.8958,27.736,27.736
DOV,2014-09-10,56.9541,59.5212,59.5212
DOV,2018-04-06,66.1964,74.8646,74.8646
DOV,2022-01-24,162.634,174.4597,174.4597
DOV,2022-01-25,159.7019,174.4597,174.4597
DOV,2022-01-27,156.2592,174.4597,174.4597
DOV,2022-02-04,150.7188,174.4597,174.4597
DOV,2022-02-24,144.3953,174.4597,174.4597
DOV,2024-12-10,196.3012,204.965,204.965
DOV,2025-07-24,183.7345,190.8852,190.8852
DOV,2026-03-02,218.8948,236.9962,236.9962
DOW,2019-11-20,36.498,39.3051,39.3051
DOW,2024-10-22,46.7963,50.3889,50.3889
DOW,2024-10-23,46.4895,50.3889,50.3889
DOW,2024-10-24,46.1514,50.3889,50.3889
DOW,2026-02-20,29.1792,34.363,34.363
DPZ,2006-04-10,12.495,13.254,13.254
DPZ,2007-09-10,13.4177,17.2223,17.2223
DPZ,2007-09-14,13.0703,17.2223,17.2223
DPZ,2008-04-29,9.6409,12.1147,12.1147
DPZ,2008-06-18,9.7631,12.1147,12.1147
DPZ,2008-06-20,9.5582,12.1147,12.1147
DPZ,2008-09-18,9.6901,11.3325,11.3325
DPZ,2009-06-08,6.651,8.0365,8.0365
DPZ,2009-06-12,6.1113,8.0365,8.0365
DPZ,2009-06-22,5.7397,8.0365,8.0365
DPZ,2009-07-22,5.9273,8.0365,8.0365
DPZ,2009-08-17,5.8349,8.0365,8.0365
DPZ,2019-02-19,255.5265,273.8965,273.8965
DPZ,2019-06-24,252.3261,279.1432,279.1432
DPZ,2019-07-15,249.6411,279.1432,279.1432
DPZ,2022-07-25,368.5698,405.931,405.931
DPZ,2022-07-26,363.0798,405.931,405.931
DPZ,2022-12-06,350.6734,377.1873,377.1873
DPZ,2023-01-03,320.5651,377.1873,377.1873
DPZ,2023-01-13,312.5051,377.1873,377.1873
DRI,2006-03-02,20.4972,21.3388,21.3388
DRI,2006-10-17,21.1444,22.1887,22.1887
DRI,2006-10-18,20.9685,22.1887,22.1887
DRI,2007-09-25,21.1591,22.9212,22.9212
DRI,2007-10-15,21.4273,22.9212,22.9212
DRI,2018-01-31,76.2594,79.41,79.41
DRI,2018-02-01,75.9097,79.41,79.41
DRI,2018-09-20,93.9103,97.9072,97.9072
DRI,2020-02-24,99.2137,104.8077,104.8077
DRI,2021-10-19,126.598,141.5765,141.5765
DTE,2007-10-17,20.3742,21.4985,21.4985
DTE,2008-10-06,16.4894,19.4894,19.4894
DTE,2011-05-25,25.7935,26.7428,26.7428
DTE,2011-05-26,25.6899,26.7428,26.7428
DTE,2011-06-02,25.6135,26.7428,26.7428
DTE,2013-04-26,39.3662,40.4856,40.4856
DTE,2016-08-03,59.81,62.4053,62.4053
DTE,2017-12-18,72.3854,75.479,75.479
DTE,2021-05-19,99.5021,105.8991,105.8991
DTE,2022-04-25,118.9794,123.5712,123.5712
DTE,2022-04-27,117.7903,123.5712,123.5712
DTE,2022-08-29,117.0401,121.4237,121.4237
DTE,2022-08-30,116.6821,121.4237,121.4237
DTE,2022-12-16,103.7368,109.4164,109.4164
DUK,2008-05-27,24.5633,25.7154,25.7154
DUK,2008-05-29,24.3712,25.7154,25.7154
DUK,2008-06-20,23.8626,25.7154,25.7154
DUK,2009-02-12,20.7631,22.233,22.233
DUK,2010-01-04,25.1427,26.5919,26.5919
DUK,2013-11-08,42.5675,43.8675,43.8675
DUK,2013-11-20,42.2349,43.8675,43.8675
DUK,2021-08-24,87.9367,90.9543,90.9543
DUK,2022-04-25,96.2354,99.5639,99.5639
DUK,2022-08-25,95.5677,99.0717,99.0717
DUK,2023-05-15,86.514,89.3086,89.3086
DVA,2006-03-22,29.1343,30.225,30.225
DVA,2006-04-03,29.2337,30.35,30.35
DVA,2006-04-04,28.895,30.35,30.35
DVA,2007-10-26,32.0115,33.72,33.72
DVA,2008-08-21,27.9112,30.1,30.1
DVA,2010-04-28,31.6709,33.405,33.405
DVA,2010-05-06,30.258,33.405,33.405
DVA,2018-12-06,61.7161,79.11,79.11
DVA,2020-02-28,75.8738,90.15,90.15
DVA,2021-09-01,128.9273,136.48,136.48
DVN,2006-09-25,36.8293,46.4397,46.4397
DVN,2012-10-22,39.8592,42.129,42.129
DVN,2013-11-06,40.8005,44.7585,44.7585
DVN,2014-07-15,51.4642,54.4866,54.4866
DVN,2015-06-01,43.8268,48.1941,48.1941
DVN,2017-01-30,31.6623,35.7317,35.7317
DVN,2017-02-07,31.1061,35.7317,35.7317
DVN,2017-02-08,30.7969,35.7317,35.7317
DVN,2020-01-08,18.3908,19.5512,19.5512
DVN,2024-04-16,49.2365,52.2625,52.2625
DVN,2024-04-17,48.8708,52.2625,52.2625
DVN,2024-07-23,43.8687,47.1779,47.1779
DVN,2024-08-01,42.8174,47.1779,47.1779
DXCM,2006-05-09,5.7829,6.675,6.675
DXCM,2006-05-11,5.5631,6.675,6.675
DXCM,2006-05-12,5.4427,6.675,6.675
DXCM,2006-05-15,5.3055,6.675,6.675
DXCM,2006-05-16,5.2124,6.675,6.675
DXCM,2006-05-26,4.8008,6.675,6.675
DXCM,2006-06-08,4.7142,6.675,6.675
DXCM,2006-12-14,2.6408,3.0375,3.0375
DXCM,2006-12-22,2.483,3.0375,3.0375
DXCM,2007-01-11,2.2354,3.0375,3.0375
DXCM,2007-01-16,2.1433,3.0375,3.0375
DXCM,2007-01-17,2.1324,3.0375,3.0375
DXCM,2007-01-19,2.0768,3.0375,3.0375
DXCM,2007-02-27,2.0968,3.0375,3.0375
DXCM,2007-02-28,2.0194,3.0375,3.0375
DXCM,2007-03-01,1.9695,3.0375,3.0375
DXCM,2008-01-24,2.0277,2.505,2.505
DXCM,2008-05-09,1.5803,2.05,2.05
DXCM,2008-06-04,1.7804,2.0675,2.0675
DXCM,2008-06-26,1.6559,2.0675,2.0675
DXCM,2008-06-27,1.5869,2.0675,2.0675
DXCM,2008-09-05,1.5088,1.9725,1.9725
DXCM,2008-10-06,1.2944,1.975,1.975
DXCM,2011-04-19,3.845,4.2125,4.2125
DXCM,2015-09-25,22.8692,25.8225,25.8225
DXCM,2017-04-13,18.3157,22.2,22.2
DXCM,2017-07-13,17.165,19.8275,19.8275
DXCM,2017-09-18,17.2301,19.73,19.73
DXCM,2017-09-19,17.0267,19.73,19.73
DXCM,2020-10-02,95.5791,112.495,112.495
DXCM,2022-04-18,119.958,134.765,134.765
DXCM,2022-12-19,110.784,125.55,125.55
DXCM,2023-01-09,108.7262,125.55,125.55
DXCM,2023-07-24,127.578,138.92,138.92
DXCM,2024-04-19,129.3471,142.0,142.0
EA,2006-02-02,51.6241,56.9129,56.9129
EA,2006-03-07,48.754,56.9129,56.9129
EA,2007-10-24,54.4334,59.8561,59.8561
EA,2009-06-18,19.7966,23.0799,23.0799
EA,2009-10-27,18.3865,20.4474,20.4474
EA,2013-09-27,24.9456,27.3248,27.3248
EA,2013-09-30,24.7213,27.3248,27.3248
EA,2013-10-02,24.361,27.3248,27.3248
EA,2017-09-05,113.0709,119.2751,119.2751
EA,2018-07-24,139.552,146.9301,146.9301
EA,2019-04-15,94.3902,105.6856,105.6856
EA,2022-12-07,123.7503,131.0796,131.0796
EA,2026-01-30,203.147,204.6963,204.6963
EBAY,2005-12-20,16.4232,17.8292,17.8292
EBAY,2006-02-10,14.5724,17.9266,17.9266
EBAY,2006-02-28,14.8992,17.9266,17.9266
EBAY,2007-11-02,12.5646,15.256,15.256
EBAY,2008-05-28,10.9875,12.5366,12.5366
EBAY,2011-03-07,11.7434,13.2408,13.2408
EBAY,2011-03-09,11.4912,13.2408,13.2408
EBAY,2011-05-23,11.8407,13.2408,13.2408
EBAY,2014-03-27,20.6071,22.3614,22.3614
EBAY,2014-04-03,20.4124,22.3614,22.3614
EBAY,2015-12-03,25.2098,26.5476,26.5476
EBAY,2020-07-21,50.7447,55.6161,55.6161
ECL,2006-11-28,36.0406,37.1293,37.1293
ECL,2008-01-09,39.8796,42.791,42.791
ECL,2008-10-06,34.3945,42.6481,42.6481
ECL,2008-10-10,30.7977,42.6481,42.6481
ECL,2010-10-19,42.6731,44.1573,44.1573
ECL,2011-07-18,46.7169,48.6378,48.6378
ECL,2015-11-02,104.3427,109.3276,109.3276
ECL,2019-09-09,187.1958,195.8941,195.8941
ECL,2019-09-10,183.9949,195.8941,195.8941
ECL,2019-09-16,179.3785,195.8941,195.8941
ECL,2019-10-02,179.0202,195.8941,195.8941
ECL,2019-10-03,177.4832,195.8941,195.8941
ECL,2021-04-27,206.6789,217.3521,217.3521
ECL,2022-09-01,154.7279,171.2272,171.2272
ED,2008-10-06,20.3109,22.9205,22.9205
ED,2013-11-08,36.0329,37.2681,37.2681
ED,2013-11-21,35.7533,37.2681,37.2681
ED,2015-02-02,45.6186,48.0086,48.0086
ED,2016-07-27,55.3489,57.7253,57.7253
ED,2017-12-14,64.6371,66.6299,66.6299
ED,2020-10-20,65.6144,68.3054,68.3054
ED,2020-10-28,65.7965,68.9545,68.9545
ED,2020-10-29,65.068,68.9545,68.9545
ED,2022-09-26,82.5813,90.597,90.597
EFX,2006-01-24,31.3241,32.3509,32.3509
EFX,2007-07-23,36.8204,38.2811,38.2811
EFX,2009-05-14,22.8708,24.7127,24.7127
EFX,2016-07-28,122.1059,125.3431,125.3431
EFX,2016-08-02,119.6956,125.3431,125.3431
EFX,2016-08-03,118.8879,125.3431,125.3431
EFX,2017-07-27,131.4379,136.0387,136.0387
EFX,2018-10-04,120.5683,130.373,130.373
EFX,2021-12-17,268.2669,291.4874,291.4874
EFX,2021-12-20,263.9045,291.4874,291.4874
EFX,2022-08-19,203.38,217.4519,217.4519
EFX,2022-08-22,201.3847,217.4519,217.4519
EFX,2022-08-24,198.0417,217.4519,217.4519
EFX,2023-07-06,219.4411,233.8509,233.8509
EFX,2024-10-17,274.6013,306.7222,306.7222
EFX,2024-11-06,254.1034,306.7222,306.7222
EFX,2025-05-20,265.7707,279.2723,279.2723
EG,2005-12-05,66.8206,72.004,72.004
EG,2006-11-21,66.7781,68.6483,68.6483
EG,2009-01-13,50.0062,65.7788,65.7788
EG,2009-10-23,63.2739,66.3829,66.3829
EG,2018-04-12,212.6475,225.8607,225.8607
EIX,2007-05-24,29.0022,30.5404,30.5404
EIX,2007-05-25,28.738,30.5404,30.5404
EIX,2010-01-05,18.9736,20.0638,20.0638
EIX,2013-08-06,29.8141,31.0774,31.0774
EIX,2015-04-16,39.8523,42.4149,42.4149
EIX,2016-07-13,50.2084,52.7659,52.7659
EIX,2016-08-05,50.2508,52.7659,52.7659
EIX,2016-08-08,50.018,52.7659,52.7659
EIX,2018-10-11,48.9392,51.165,51.165
EIX,2018-10-26,48.9678,51.165,51.165
EIX,2020-02-25,56.4637,59.5656,59.5656
EIX,2020-11-30,47.6385,52.1426,52.1426
EIX,2020-12-21,47.962,52.1426,52.1426
EIX,2021-01-04,47.4925,52.1426,52.1426
EIX,2022-04-25,59.0807,61.2047,61.2047
EIX,2022-04-27,58.3256,61.2047,61.2047
EIX,2022-08-24,57.9938,61.2567,61.2567
EIX,2022-09-01,56.8585,61.2567,61.2567
EL,2006-06-02,15.4574,16.1759,16.1759
EL,2008-09-29,19.2031,21.7627,21.7627
EL,2010-04-27,27.3798,29.2619,29.2619
EL,2013-12-04,62.1915,64.9165,64.9165
EL,2013-12-12,61.9919,64.9165,64.9165
EL,2013-12-13,61.6557,64.9165,64.9165
EL,2014-06-13,65.2886,66.6349,66.6349
EL,2022-09-19,223.287,266.9599,266.9599
EL,2022-09-22,219.6113,266.9599,266.9599
EL,2023-02-02,250.9823,262.0051,262.0051
EL,2023-02-10,233.138,267.6098,267.6098
EL,2024-10-22,84.8155,100.8498,100.8498
ELV,2008-08-20,42.4948,46.2333,46.2333
ELV,2008-08-21,41.9331,46.2333,46.2333
ELV,2010-01-22,50.9061,55.9338,55.9338
ELV,2010-02-16,45.9269,55.9338,55.9338
ELV,2010-04-08,49.2568,55.9338,55.9338
ELV,2012-04-26,55.6885,60.8697,60.8697
ELV,2012-06-04,53.2283,60.8697,60.8697
ELV,2012-06-21,56.8106,60.8697,60.8697
ELV,2012-06-22,56.5651,60.8697,60.8697
ELV,2012-06-26,56.0331,60.8697,60.8697
ELV,2015-07-24,129.9948,149.8213,149.8213
ELV,2016-04-27,124.5939,129.5248,129.5248
ELV,2016-04-29,122.435,129.5248,129.5248
ELV,2016-05-04,119.7424,129.5248,129.5248
ELV,2019-02-27,278.5189,289.8237,289.8237
ELV,2021-06-08,362.6811,380.6378,380.6378
ELV,2021-06-10,360.4235,380.6378,380.6378
ELV,2022-11-10,487.4782,523.8999,523.8999
ELV,2023-02-28,447.1094,486.2441,486.2441
ELV,2023-03-01,443.4648,486.2441,486.2441
ELV,2024-09-04,529.8083,552.5626,552.5626
ELV,2025-04-17,394.7095,451.9286,451.9286
EME,2007-11-08,26.7853,32.4881,32.4881
EME,2007-11-09,26.0963,32.4881,32.4881
EME,2007-11-15,24.7877,32.4881,32.4881
EME,2009-01-08,18.5664,21.8125,21.8125
EME,2012-05-31,24.9864,28.3308,28.3308
EME,2013-07-25,39.3068,41.4682,41.4682
EME,2015-12-04,47.7588,50.1788,50.1788
EME,2018-01-30,78.2222,82.5189,82.5189
EME,2019-11-21,85.2498,91.3939,91.3939
EME,2019-12-02,85.2068,91.3939,91.3939
EME,2023-09-05,216.9595,226.098,226.098
EME,2023-09-15,209.9821,226.098,226.098
EMR,2008-01-02,33.1511,35.6276,35.6276
EMR,2012-03-07,33.457,36.5399,36.5399
EMR,2014-05-15,48.2763,50.7488,50.7488
EMR,2017-03-14,46.9537,51.275,51.275
EMR,2017-03-27,46.1459,51.275,51.275
EMR,2017-05-02,47.2872,51.275,51.275
EMR,2018-09-26,64.1937,66.0916,66.0916
EMR,2023-09-13,93.1219,96.157,96.157
EOG,2006-02-02,27.1935,29.9465,29.9465
EOG,2006-04-25,25.1181,27.3258,27.3258
EOG,2010-05-04,37.9149,40.5353,40.5353
EOG,2010-05-06,35.9642,40.5353,40.5353
EOG,2010-05-21,33.0704,40.5353,40.5353
EOG,2011-04-07,40.3149,43.0224,43.0224
EOG,2011-04-11,39.8177,43.0224,43.0224
EOG,2013-02-15,46.2988,49.6038,49.6038
EOG,2014-06-24,81.1432,85.8758,85.8758
EOG,2015-11-12,59.5544,65.3626,65.3626
EOG,2015-12-04,57.5827,65.3626,65.3626
EOG,2020-01-23,61.5921,67.6122,67.6122
EOG,2023-11-16,109.0201,125.6481,125.6481
EPAM,2014-02-19,41.6619,46.7,46.7
EPAM,2022-08-29,414.988,462.99,462.99
EPAM,2022-09-01,406.7494,462.99,462.99
EPAM,2022-09-16,400.0373,462.99,462.99
EPAM,2023-02-17,329.5631,385.96,385.96
EPAM,2023-02-21,321.7764,385.96,385.96
EPAM,2024-03-14,298.6493,317.5,317.5
EPAM,2026-01-29,207.946,222.53,222.53
EQIX,2008-09-05,55.746,70.3853,70.3853
EQIX,2008-09-10,53.0851,70.3853,70.3853
EQIX,2017-11-29,397.4091,420.6105,420.6105
EQIX,2017-11-30,394.1393,420.6105,420.6105
EQIX,2018-09-05,366.9261,395.1117,395.1117
EQR,2007-06-21,19.3999,22.2555,22.2555
EQR,2012-08-08,32.2695,34.9768,34.9768
EQR,2012-09-11,31.4812,34.9768,34.9768
EQR,2013-06-19,29.9202,33.3268,33.3268
EQR,2019-10-23,68.3956,70.1812,70.1812
EQR,2020-07-27,42.8395,54.8793,54.8793
EQR,2020-09-10,44.7884,54.8793,54.8793
EQR,2022-04-25,76.8591,80.9637,80.9637
EQR,2025-10-02,62.4281,65.6762,65.6762
EQT,2014-09-08,47.1871,52.529,52.529
EQT,2014-09-11,46.8534,52.529,52.529
EQT,2014-12-05,42.79,50.1493,50.1493
EQT,2016-08-01,35.3129,40.2767,40.2767
EQT,2016-08-02,34.9231,40.2767,40.2767
EQT,2021-06-16,19.8898,21.7687,21.7687
EQT,2022-09-16,43.0078,49.3053,49.3053
EQT,2023-08-23,40.255,43.2806,43.2806
EQT,2023-09-15,39.9695,43.2806,43.2806
EQT,2023-09-18,39.6428,43.2806,43.2806
ERIE,2006-01-18,28.7746,29.7326,29.7326
ERIE,2007-01-08,31.8488,33.0028,33.0028
ERIE,2007-01-26,30.4813,33.0028,33.0028
ERIE,2007-02-27,31.0905,33.0028,33.0028
ERIE,2007-10-11,33.9234,35.8321,35.8321
ERIE,2008-05-28,29.5608,33.0645,33.0645
ERIE,2008-06-09,28.8921,33.0645,33.0645
ERIE,2008-06-10,28.6932,33.0645,33.0645
ERIE,2008-06-24,27.7002,33.0645,33.0645
ERIE,2008-06-26,27.399,33.0645,33.0645
ERIE,2012-03-02,51.5544,55.139,55.139
ERIE,2012-03-05,51.3707,55.139,55.139
ERIE,2013-05-22,58.6339,61.2228,61.2228
ERIE,2013-05-23,58.103,61.2228,61.2228
ERIE,2013-05-28,57.397,61.2228,61.2228
ERIE,2015-01-05,66.6934,72.3981,72.3981
ERIE,2015-04-17,65.81,70.9122,70.9122
ERIE,2015-12-18,74.6081,80.9308,80.9308
ERIE,2021-01-14,225.8522,238.464,238.464
ERIE,2021-01-15,224.7484,238.464,238.464
ERIE,2021-01-19,220.8593,238.464,238.464
ERIE,2021-01-22,214.8649,238.464,238.464
ERIE,2021-02-24,222.692,243.5491,243.5491
ERIE,2021-02-26,216.9866,243.5491,243.5491
ERIE,2021-11-18,203.5582,217.8966,217.8966
ERIE,2024-10-07,510.2739,534.7391,534.7391
ES,2007-05-01,16.8122,17.6468,17.6468
ES,2008-01-04,16.3378,17.7678,17.7678
ES,2008-01-09,16.2324,17.7678,17.7678
ES,2008-01-16,16.0573,17.7678,17.7678
ES,2008-09-05,14.1853,15.3291,15.3291
ES,2008-09-10,13.7619,15.3291,15.3291
ES,2012-07-24,24.6068,25.5408,25.5408
ES,2012-08-02,24.3042,25.679,25.679
ES,2012-08-22,23.913,25.679,25.679
ES,2013-05-08,28.5845,29.4807,29.4807
ES,2016-08-03,41.4685,43.6077,43.6077
ES,2021-02-08,70.5525,76.1441,76.1441
ES,2021-02-09,69.9812,76.1441,76.1441
ES,2022-08-29,78.2611,81.4162,81.4162
ES,2022-12-16,71.6669,76.1908,76.1908
ES,2023-01-13,72.8339,76.1908,76.1908
ES,2023-05-04,66.822,71.8474,71.8474
ES,2024-09-19,62.245,64.3554,64.3554
ES,2024-10-04,61.3121,64.3554,64.3554
ESS,2007-02-09,74.3509,77.7624,77.7624
ESS,2007-02-13,73.2352,77.7624,77.7624
ESS,2007-02-26,72.3826,77.7624,77.7624
ESS,2007-02-27,71.5299,77.7624,77.7624
ESS,2007-03-01,70.4377,77.7624,77.7624
ESS,2010-05-06,62.4114,68.3398,68.3398
ESS,2013-05-24,108.6849,114.1483,114.1483
ESS,2013-05-28,107.9379,114.1483,114.1483
ESS,2013-05-29,107.2893,114.1483,114.1483
ESS,2015-03-26,161.0531,170.8737,170.8737
ESS,2019-10-24,259.6569,268.285,268.285
ESS,2019-11-05,254.9462,268.285,268.285
ESS,2019-11-07,250.8575,268.285,268.285
ESS,2019-11-12,248.0321,268.285,268.285
ESS,2022-04-25,297.8025,315.0198,315.0198
ESS,2022-08-19,252.7179,262.5629,262.5629
ESS,2025-03-06,287.8383,304.786,304.786
ESS,2025-03-11,283.5366,304.786,304.786
ESS,2025-03-12,280.7989,304.786,304.786
ESS,2026-02-12,250.7189,266.49,266.49
