,ticker,current_up_trend,current_trend_length,last_trend_length,second_last_trend_length,current_jump_trender_up,last_jump_trender_up,second_last_jump_trender_up,current_trender_up_price,last_trender_up_price,second_last_trender_up_price
21,ADP,False,10,14,86,0,10,0,0.0,257.93017080229157,0.0
45,FAST,False,6,18,62,0,8,0,0.0,41.09556273003428,0.0
58,KHC,False,22,7,60,0,3,0,0.0,24.511991863380427,0.0
80,PAYX,False,4,14,92,0,4,0,0.0,111.86997847261797,0.0
93,TTWO,True,9,40,54,4,0,30,247.60969622778504,0.0,253.35705289170681
105,AOS,True,28,35,71,13,0,21,66.73724374641832,0.0,70.84862870500956
152,BIIB,True,2,11,55,0,0,23,169.69706536844706,0.0,170.8417220508738
160,BR,False,5,19,65,0,3,0,0.0,224.2805969746232,0.0
174,CAT,True,3,11,81,1,0,41,567.1989232300726,0.0,573.8509960401431
204,GLW,True,21,16,129,3,0,80,85.25369428009434,0.0,82.51064617965054
210,CMI,True,48,13,73,26,0,48,509.3921136130725,0.0,421.7897614943437
214,DVA,False,47,2,58,0,0,0,0.0,125.34466659684325,0.0
237,ELV,True,35,14,51,16,0,19,347.02303515446465,0.0,339.04174434388676
238,EME,True,18,29,91,1,0,52,601.6954148173646,0.0,673.4789677557054
286,GDDY,False,17,28,127,0,6,0,0.0,125.31530431818801,0.0
325,JNJ,True,18,2,51,4,0,28,202.80607050587517,0.0,201.5364285087828
328,KVUE,False,3,38,52,0,19,0,0.0,16.95371324198029,0.0
331,KMB,False,22,6,65,0,3,0,0.0,102.98113533366309,0.0
353,MLM,True,28,22,82,14,0,39,618.3652859487044,0.0,617.9476492381282
382,NDSN,True,29,6,67,10,0,20,239.76529113022818,0.0,227.84158551637583
384,NTRS,True,28,33,107,21,0,50,136.5707662044474,0.0,127.70971880267656
386,NCLH,True,19,49,66,10,0,29,21.26243310001838,0.0,24.626499088602145
416,PTC,False,4,7,73,0,1,0,0.0,170.30436884201288,0.0
427,RSG,False,21,13,78,0,6,0,0.0,211.56510606153918,0.0
443,SJM,False,32,7,53,0,3,0,0.0,104.41574475372292,0.0
462,TDY,True,23,38,74,11,0,31,506.5659276354509,0.0,575.1175967231167
486,UNH,True,24,23,55,8,0,31,326.7622286199346,0.0,349.203791930981
504,WAT,True,3,14,51,1,0,28,377.641192674197,0.0,385.6721344509147
508,WST,True,29,7,80,6,0,28,265.9024598830007,0.0,265.54419313004973
509,WY,False,1,26,62,0,18,0,0.0,23.180473636417943,0.0
