ticker,almost_up_cond_date,breakout_date,trade_date,trade_price,stop_loss_price,stop_loss_pct_vs_trade,target_gain_price,stop_loss_threshold,trade_outcome,exit_date,exit_price,current_price,YTD%,1D%,1W%,1M%,3M%,6M%,1Y%
ABNB,2026-01-14,2026-04-17,2026-04-20,141.0,132.7253,-5.87%,157.5494,132.7253,PENDING,,,140.46,3.49,0.41,0.07,6.89,15.82,14.8,15.44
ADI,2026-03-03,2026-04-17,2026-04-20,373.02,337.955,-9.40%,443.1499,337.955,PENDING,,,408.52,51.11,-1.71,1.56,18.0,27.22,79.29,112.04
ALGN,2026-01-29,2026-02-05,2026-02-06,177.89,160.8126,-9.60%,212.0447,160.8126,PENDING,,,168.39,7.84,-3.19,-4.33,-4.77,-4.12,24.12,-2.7
ALL,2026-03-12,2026-04-15,2026-04-16,217.12,203.3629,-6.34%,244.6342,203.3629,PENDING,,,213.67,3.17,-1.95,-1.65,0.75,-0.2,10.5,7.83
AMZN,2025-12-15,2026-04-22,2026-04-23,255.39,222.5218,-12.87%,321.1263,222.5218,PENDING,,,271.17,17.48,-1.39,2.31,22.56,21.77,8.76,46.57
ANET,2026-02-23,2026-04-13,2026-04-14,153.99,126.6259,-17.77%,208.7182,126.6259,PENDING,,,141.75,8.18,-3.61,-17.93,-2.29,10.17,-7.68,56.16
APD,2026-02-13,2026-04-08,2026-04-09,295.0,273.4019,-7.32%,338.1962,273.4019,PENDING,,,294.99,21.05,-1.74,-1.69,-0.55,4.71,24.19,13.18
ASML,2026-02-26,2026-05-06,2026-05-07,1549.0,1430.9424,-7.62%,1785.1151,1430.9424,PENDING,,,1516.6,42.25,-1.82,5.39,6.96,12.72,47.74,124.78
BEN,2026-02-27,2026-04-28,2026-04-29,29.86,26.0167,-12.87%,37.5465,26.0167,PENDING,,,30.52,29.62,-2.05,1.84,22.67,15.07,38.96,60.77
BKR,2026-03-03,2026-04-24,2026-04-27,69.7667,61.8632,-11.33%,85.5736,61.8632,PENDING,,,63.53,40.5,-4.71,-8.51,0.92,11.55,39.18,77.55
CAT,2026-03-03,2026-04-10,2026-04-13,786.9218,708.6633,-9.94%,943.4389,708.6633,PENDING,,,895.69,57.02,-3.37,0.63,16.31,32.3,64.27,182.15
CB,2026-01-05,2026-02-04,2026-02-05,329.0287,306.2862,-6.91%,374.5136,306.2862,PENDING,,,321.28,3.24,-0.19,-1.75,-3.42,-2.73,12.81,11.87
