,ticker,current_up_trend,current_trend_length,last_trend_length,second_last_trend_length,current_jump_trender_up,last_jump_trender_up,second_last_jump_trender_up,current_trender_up_price,last_trender_up_price,second_last_trender_up_price,current_price,1D,1W,1M,3M,6M,1Y
122,AEE,True,53,19,15,28,0,8,108.09440895555912,0.0,101.12747484431303,112.86000061035156,0.7318811925416336,2.21899906437824,3.920471062370185,16.839729083980018,13.547730536199746,18.540896159060736
180,CNP,True,52,19,14,33,0,8,42.4695459684083,0.0,38.875610622676035,44.13999938964844,0.2953898502005338,1.5179389474716707,6.537345408080681,18.89487602799667,16.713759864934833,30.481137973309806
184,CVX,True,52,26,20,38,0,2,188.50101019672803,0.0,149.2520727599791,196.83999633789062,0.010155986651777422,3.906246727785591,8.972346002433019,31.877357927338423,27.92657907701632,33.90936030155725
202,ED,True,62,10,12,27,0,5,110.48583429007132,0.0,97.70751937846944,115.45999908447266,0.5048762577659541,3.2736994032285036,4.159569474479704,21.671969899367348,20.283154248064818,14.09999525009745
245,EQIX,True,62,19,11,43,0,2,942.5975996913767,0.0,775.5292485926185,984.4600219726562,1.5011853997415618,4.185589098663849,3.336113839295725,31.253976726077127,26.275311206373097,20.78521431495694
257,XOM,True,53,8,4,30,0,2,148.19814385386383,0.0,114.03629988496778,157.22999572753906,0.7109919581526817,4.513422743912408,4.868941111431808,32.405882758461615,42.352334781508304,49.657044638552506
258,FFIV,True,75,28,28,33,0,13,276.09042699069374,0.0,323.726106332612,283.7300109863281,-1.9287223460487273,-0.5607456843770164,8.28563578465132,7.290602340454062,-11.794696694639136,10.22064959451172
325,JNJ,True,64,2,51,32,0,28,239.37351980165388,0.0,200.4707032627819,243.19000244140625,0.6914533535124371,0.24733340721927732,-0.027468186552080186,16.414854604692984,38.17539502278316,53.36262398400642
332,KIM,True,62,32,10,31,0,8,22.58520284203554,0.0,21.18521752339799,23.190000534057617,1.2221767285482388,-0.04310443341799659,5.059721190219078,16.489470356034186,6.0859949781597855,20.755024871589814
336,LHX,True,65,42,21,32,0,19,344.2639956659861,0.0,291.05121396791645,366.2099914550781,2.019723694167543,-1.3602376172254405,8.115806022083971,26.78038685444581,32.16897671099515,76.3819024939216
345,LMT,True,67,9,4,44,0,2,630.0008344563273,0.0,449.4964774774478,645.2000122070312,-0.12383711965460527,-2.8532728315036415,1.752398857935131,36.5819362515981,38.66131537536725,41.65088201851251
385,NOC,True,62,41,16,34,0,12,711.740452801888,0.0,604.3432476309324,735.9600219726562,0.30666066056323443,-1.5227345617623833,6.223508473368338,31.832936255473598,28.70852120274996,52.425962513710054
405,PNW,True,60,11,3,33,0,1,98.98819436409059,0.0,87.69497016307444,103.08000183105469,0.1651911018325077,1.777254219443928,5.9186212025202085,19.991292997043846,19.25801925742786,16.79411445370283
423,RTX,True,64,19,17,34,0,10,197.18710054098844,0.0,172.69637975429657,206.05999755859375,0.7529792949159331,-1.0421160320171505,2.786325112897258,16.528248354784168,33.18031404260674,62.181437849594886
425,REG,True,57,37,5,35,0,3,76.23680381706983,0.0,69.5979517742528,77.38999938964844,1.0577142063546936,-0.10884598927690241,3.3252084933625294,16.625398786154044,10.772891624814216,14.48735405310476
465,TPL,True,57,19,12,35,0,6,493.6185618176081,0.0,292.7104457076143,526.8900146484375,-0.7982961224927414,-2.389811575614838,28.219171489918406,77.74695184067323,69.17058447328678,26.743030012505365
