ticker,almost_up_cond_date,trender_up_at_almost,previous_swing_high_price,breakout_price,current_price,YTD%,1D%,1W%,1M%,3M%,6M%,1Y%
AZO,2026-03-03,3596.6164,3887.03,3887.03,3704.03,9.22,5.12,2.97,9.66,0.01,-2.6,-0.02
BIIB,2026-03-31,179.9904,202.41,202.41,189.28,7.55,-2.62,0.75,3.25,7.44,26.92,57.51
BIIB,2026-04-06,168.9257,202.41,202.41,189.28,7.55,-2.62,0.75,3.25,7.44,26.92,57.51
BK,2026-04-29,130.9471,138.5998,138.5998,134.37,16.72,1.59,-0.38,13.72,11.04,24.94,71.03
CF,2026-04-08,123.1881,141.96,141.96,124.2,61.45,-2.04,-1.11,-4.34,32.79,45.89,59.28
CFG,2026-02-12,64.7563,68.79,68.79,65.05,12.15,1.01,-0.18,8.47,3.18,28.77,79.57
CFG,2026-02-27,60.103,68.79,68.79,65.05,12.15,1.01,-0.18,8.47,3.18,28.77,79.57
CI,2026-03-03,274.7225,296.1684,296.1684,290.58,6.16,-0.6,3.88,8.93,7.71,-4.73,-12.0
COP,2026-04-08,124.3542,135.87,135.87,125.78,35.41,-1.93,1.13,-4.71,23.31,47.41,41.58
COP,2026-04-17,112.345,135.87,135.87,125.78,35.41,-1.93,1.13,-4.71,23.31,47.41,41.58
CTRA,2026-04-17,29.439,36.88,36.88,35.91,37.43,0.64,6.72,2.19,28.91,56.03,45.59
DAL,2026-03-02,62.5795,76.183,76.183,67.99,-1.77,2.6,-0.56,2.27,2.46,17.83,63.56
DAL,2026-03-05,60.368,76.183,76.183,67.99,-1.77,2.6,-0.56,2.27,2.46,17.83,63.56
DAL,2026-03-06,58.8245,76.183,76.183,67.99,-1.77,2.6,-0.56,2.27,2.46,17.83,63.56
DAL,2026-03-09,57.4467,76.183,76.183,67.99,-1.77,2.6,-0.56,2.27,2.46,17.83,63.56
DVN,2026-03-31,49.0084,52.71,52.71,51.37,40.97,0.57,6.69,2.09,29.29,62.36,68.37
DVN,2026-04-01,47.9954,52.71,52.71,51.37,40.97,0.57,6.69,2.09,29.29,62.36,68.37
DVN,2026-04-08,46.8924,52.71,52.71,51.37,40.97,0.57,6.69,2.09,29.29,62.36,68.37
DVN,2026-04-17,42.0864,52.71,52.71,51.37,40.97,0.57,6.69,2.09,29.29,62.36,68.37
EIX,2026-04-13,71.832,76.22,76.22,69.49,18.9,2.28,-1.21,-3.9,13.12,27.32,25.35
EOG,2026-04-08,134.4501,150.6999,150.6999,140.57,36.19,1.04,5.0,-2.01,26.39,35.04,28.91
EQIX,2026-04-28,1071.4049,1128.6801,1128.6801,1082.83,42.1,-0.57,-2.91,10.47,31.8,34.21,30.09
EQIX,2026-04-30,1056.5736,1128.6801,1128.6801,1082.83,42.1,-0.57,-2.91,10.47,31.8,34.21,30.09
EXPE,2026-04-29,234.7509,279.76,279.76,248.37,-12.14,-0.88,-0.8,7.57,-8.75,10.66,56.35
FAST,2026-04-13,45.4057,49.4067,49.4067,44.93,13.18,2.79,-0.62,-2.65,4.27,9.1,14.28
FER,2026-04-29,66.7704,72.47,72.47,68.91,6.66,1.97,-1.4,5.93,1.17,8.04,44.79
FTV,2026-03-06,55.9914,62.3518,62.3518,59.79,8.41,-3.17,-2.16,8.16,12.76,21.89,15.36
FTV,2026-03-12,54.2549,62.3518,62.3518,59.79,8.41,-3.17,-2.16,8.16,12.76,21.89,15.36
FTV,2026-04-30,59.478,62.3518,62.3518,59.79,8.41,-3.17,-2.16,8.16,12.76,21.89,15.36
GM,2026-02-23,78.3623,87.413,87.413,76.89,-5.22,0.35,-2.08,3.21,-10.65,10.53,65.47
GM,2026-02-27,78.0848,87.413,87.413,76.89,-5.22,0.35,-2.08,3.21,-10.65,10.53,65.47
GM,2026-03-02,77.1986,87.413,87.413,76.89,-5.22,0.35,-2.08,3.21,-10.65,10.53,65.47
GM,2026-03-03,75.7088,87.413,87.413,76.89,-5.22,0.35,-2.08,3.21,-10.65,10.53,65.47
GM,2026-03-06,73.8613,87.413,87.413,76.89,-5.22,0.35,-2.08,3.21,-10.65,10.53,65.47
GM,2026-03-09,72.964,87.413,87.413,76.89,-5.22,0.35,-2.08,3.21,-10.65,10.53,65.47
GWW,2026-03-09,1091.9016,1218.63,1218.63,1161.35,15.31,1.44,-0.31,6.47,7.52,21.05,15.69
GWW,2026-03-13,1066.0748,1218.63,1218.63,1161.35,15.31,1.44,-0.31,6.47,7.52,21.05,15.69
GWW,2026-03-16,1057.5266,1218.63,1218.63,1161.35,15.31,1.44,-0.31,6.47,7.52,21.05,15.69
HAS,2026-03-06,93.0357,106.2475,106.2475,95.84,17.68,1.94,-0.77,2.39,6.68,24.96,61.24
HAS,2026-03-09,91.7231,106.2475,106.2475,95.84,17.68,1.94,-0.77,2.39,6.68,24.96,61.24
HAS,2026-03-27,88.1367,106.2475,106.2475,95.84,17.68,1.94,-0.77,2.39,6.68,24.96,61.24
HAS,2026-04-21,89.1827,106.2475,106.2475,95.84,17.68,1.94,-0.77,2.39,6.68,24.96,61.24
ICE,2026-04-30,153.2941,168.2,168.2,158.09,-2.07,1.22,0.39,0.52,-9.42,1.15,-3.84
JPM,2026-03-27,280.513,324.7381,324.7381,313.23,-1.85,1.29,0.49,7.03,2.75,3.57,30.54
KMI,2026-04-01,32.5258,34.73,34.73,32.87,20.73,3.23,3.59,-1.97,9.75,28.7,26.01
KMI,2026-04-08,32.1879,34.73,34.73,32.87,20.73,3.23,3.59,-1.97,9.75,28.7,26.01
KMI,2026-04-13,31.7478,34.73,34.73,32.87,20.73,3.23,3.59,-1.97,9.75,28.7,26.01
KMI,2026-04-14,31.5865,34.73,34.73,32.87,20.73,3.23,3.59,-1.97,9.75,28.7,26.01
KR,2026-04-01,70.0336,76.58,76.58,68.07,9.49,1.45,-1.49,-5.93,10.79,1.6,-2.69
KR,2026-04-08,70.5848,76.58,76.58,68.07,9.49,1.45,-1.49,-5.93,10.79,1.6,-2.69
LYB,2026-04-08,73.2442,83.94,83.94,74.6,74.38,1.79,5.49,-7.4,51.16,63.15,38.55
LYV,2026-04-15,155.5255,168.55,168.55,157.94,10.84,3.14,3.09,3.56,6.88,4.55,19.38
MET,2026-02-05,75.1475,83.2534,83.2534,80.1,2.2,1.44,5.31,13.26,3.12,3.18,7.93
MET,2026-02-27,71.7939,83.2534,83.2534,80.1,2.2,1.44,5.31,13.26,3.12,3.18,7.93
MET,2026-03-27,67.358,83.2534,83.2534,80.1,2.2,1.44,5.31,13.26,3.12,3.18,7.93
MPC,2026-04-08,229.9609,255.77,255.77,248.29,53.44,2.68,12.3,1.68,41.99,30.48,83.37
MPC,2026-04-09,223.2002,255.77,255.77,248.29,53.44,2.68,12.3,1.68,41.99,30.48,83.37
MPC,2026-04-10,217.8074,255.77,255.77,248.29,53.44,2.68,12.3,1.68,41.99,30.48,83.37
OMC,2026-03-20,74.231,86.3088,86.3088,76.72,-4.04,0.7,-0.13,1.87,2.26,1.73,5.11
OMC,2026-04-09,73.9039,86.3088,86.3088,76.72,-4.04,0.7,-0.13,1.87,2.26,1.73,5.11
OMC,2026-04-24,75.2897,86.3088,86.3088,76.72,-4.04,0.7,-0.13,1.87,2.26,1.73,5.11
OMC,2026-04-29,73.9895,86.3088,86.3088,76.72,-4.04,0.7,-0.13,1.87,2.26,1.73,5.11
