ticker,almost_up_cond_date,trender_up_at_almost,previous_swing_high_price,breakout_price,current_price,YTD%,1D%,1W%,1M%,3M%,6M%,1Y%
ADM,2026-06-17,76.2014,85.37,85.37,76.5,34.95,-1.95,-5.88,-4.83,8.66,28.88,45.7
AEP,2026-05-13,127.059,138.4346,138.4346,128.27,12.93,-1.14,-0.2,0.46,-1.35,12.48,29.85
AMP,2026-05-21,450.3206,485.2877,485.2877,471.97,-3.11,0.14,4.74,0.17,9.51,-3.34,-6.75
APP,2026-06-09,511.8378,622.0,622.0,479.49,-28.84,-6.93,-2.74,-2.62,8.34,-28.98,29.35
APP,2026-06-11,475.2111,622.0,622.0,479.49,-28.84,-6.93,-2.74,-2.62,8.34,-28.98,29.35
ARM,2026-06-09,303.1942,427.99,427.99,418.88,283.2,5.69,36.25,94.72,226.33,236.8,194.9
CCI,2026-06-17,85.7494,93.9734,93.9734,85.77,-1.14,-2.68,-7.08,-3.5,2.19,-1.83,-9.2
COP,2026-06-15,111.9707,121.52,121.52,111.21,20.62,-0.12,-7.26,-10.7,-9.39,19.66,20.94
CRWD,2026-06-04,678.6519,785.66,785.66,682.96,45.7,0.51,5.44,10.36,56.71,40.1,42.46
CRWD,2026-06-09,626.2263,785.66,785.66,682.96,45.7,0.51,5.44,10.36,56.71,40.1,42.46
CSCO,2026-06-09,117.1976,130.37,130.37,117.33,53.96,-1.87,-1.24,-1.3,52.02,51.56,83.22
DASH,2026-05-13,148.3942,191.17,191.17,165.66,-26.85,-2.57,9.71,1.84,0.41,-27.02,-25.29
DASH,2026-06-11,146.7021,191.17,191.17,165.66,-26.85,-2.57,9.71,1.84,0.41,-27.02,-25.29
DD,2026-06-10,45.0511,51.4359,51.4359,47.95,20.23,-0.19,6.41,-1.42,9.41,19.02,71.7
DIS,2026-06-03,99.3203,110.48,110.48,100.86,-11.35,-0.41,2.28,-2.94,1.45,-8.72,-14.65
EIX,2026-04-13,71.832,76.22,76.22,70.9,21.31,-1.61,-0.84,3.59,-1.24,23.22,55.35
EIX,2026-05-18,67.8271,76.22,76.22,70.9,21.31,-1.61,-0.84,3.59,-1.24,23.22,55.35
