Rank,Industry,Sector,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
1,Semiconductor Materials & Equipment,Information Technology,187.84,99,96,98,75,"LRCX,TER,KLAC,AMAT"
2,Electronic Components,Information Technology,144.53,98,94,99,95,"GLW,APH"
3,"Technology Hardware, Storage & Peripherals",Information Technology,141.84,97,93,96,81,"WDC,STX,AAPL,HPE,DELL,NTAP,SMCI,HPQ"
4,Broadcasting,Communication Services,140.79,96,95,97,80,"WBD,FOXA,FOX"
5,Semiconductors,Information Technology,126.94,95,84,91,64,"MU,INTC,AMD,MPWR,ADI,MCHP,TXN,NVDA,FSLR,ON,AVGO,NXPI,MRVL,QCOM,SWKS,ARM"
6,Air Freight & Logistics,Industrials,126.31,94,81,75,26,"CHRW,EXPD,FDX,UPS"
7,Construction Machinery & Heavy Transportation Equipment,Industrials,125.63,93,85,83,60,"CMI,CAT,PCAR,WAB"
8,Construction & Engineering,Industrials,124.49,92,90,94,93,"FIX,PWR,EME,J"
9,Oil & Gas Equipment & Services,Energy,122.38,91,56,70,15,"HAL,SLB,BKR"
10,Passenger Airlines,Industrials,120.04,90,88,51,61,"LUV,DAL,UAL"
11,Automobile Manufacturers,Consumer Discretionary,119.1,89,92,92,69,"GM,F,TSLA"
12,Interactive Media & Services,Communication Services,118.52,88,86,85,78,"GOOGL,GOOG,META,MTCH"
13,Agricultural Products & Services,Consumer Staples,118.51,87,60,76,59,"BG,ADM"
14,Steel,Materials,117.7,86,89,78,28,"NUE,STLD"
15,Specialty Chemicals,Materials,115.08,85,59,31,10,"ALB,DD,ECL,PPG,SHW,IFF,LYB"
16,Biotechnology,Health Care,113.55,84,80,84,52,"MRNA,INSM,INCY,GILD,BIIB,REGN,AMGN,ABBV,VRTX,ALNY"
17,Regional Banks,Financials,113.03,83,70,50,52,"CFG,KEY,FITB,RF,MTB,HBAN"
18,Electronic Manufacturing Services,Information Technology,113.01,82,91,93,94,"JBL,TEL"
19,Investment Banking & Brokerage,Financials,112.73,81,87,95,96,"GS,IBKR,MS,HOOD,SCHW,RJF"
20,Aerospace & Defense,Industrials,112.01,80,71,81,86,"HII,LHX,LMT,RTX,NOC,HWM,GE,GD,BA,TXT,TDG,AXON"
21,Cargo Ground Transportation,Industrials,111.81,79,72,28,3,"JBHT,ODFL"
22,Integrated Oil & Gas,Energy,110.28,78,47,61,36,"XOM,CVX"
23,Health Care Distributors,Health Care,109.67,77,82,82,50,"CAH,COR,MCK,HSIC"
24,Diversified Banks,Financials,109.09,76,77,73,62,"C,USB,PNC,TFC,WFC,BAC,JPM"
25,Consumer Staples Merchandise Retail,Consumer Staples,108.83,75,75,47,70,"DG,DLTR,WMT,TGT,COST"
26,Pharmaceuticals,Health Care,108.27,74,66,46,12,"VTRS,JNJ,MRK,LLY,BMY,PFE,ZTS"
27,Apparel Retail,Consumer Discretionary,107.74,73,79,69,45,"ROST,TJX"
28,Independent Power Producers & Energy Traders,Utilities,107.14,72,76,88,90,"AES,NRG"
