ticker,almost_up_cond_date,breakout_date,trade_date,trade_price,stop_loss_price,stop_loss_pct_vs_trade,target_gain_price,stop_loss_threshold,trade_outcome,exit_date,exit_price,current_price,YTD%,1D%,1W%,1M%,3M%,6M%,1Y%
ABNB,2026-01-14,2026-04-17,,,132.7253,,,,PENDING,,,141.55,4.3,2.71,9.76,7.95,6.75,13.91,23.47
ADI,2026-03-03,2026-04-17,,,337.955,,,,PENDING,,,371.45,37.39,4.99,6.09,20.37,23.34,57.01,110.05
ADM,2026-02-03,2026-03-02,2026-03-03,68.44,64.39,-5.92%,76.54,64.39,PENDING,,,67.04,17.49,-2.39,-3.86,-5.4,1.47,7.47,50.65
AEE,2026-03-19,2026-04-09,2026-04-10,113.99,108.6264,-4.71%,124.7171,108.6264,PENDING,,,112.71,13.63,0.38,-0.65,1.77,9.91,8.45,17.1
AEP,2025-12-02,2026-02-12,2026-02-13,127.32,117.8898,-7.41%,146.1804,117.8898,PENDING,,,133.66,16.83,-0.67,-1.94,2.05,12.83,14.55,29.47
AES,2025-12-17,2026-01-02,2026-01-05,14.7948,13.2368,-10.53%,17.9108,13.2368,PENDING,,,14.47,2.1,-0.21,0.56,2.05,1.39,0.53,48.96
ALGN,2026-01-29,2026-02-05,2026-02-06,177.89,160.8126,-9.60%,212.0447,160.8126,PENDING,,,190.07,21.72,2.73,9.78,10.24,10.85,48.0,15.79
ALL,2026-03-12,2026-04-15,2026-04-16,217.12,203.3629,-6.34%,244.6342,203.3629,PENDING,,,216.16,4.37,1.07,2.45,5.76,11.14,8.91,13.3
ANET,2026-02-23,2026-04-13,2026-04-14,153.99,126.6259,-17.77%,208.7182,126.6259,PENDING,,,164.23,25.34,2.0,11.46,20.7,25.76,14.54,124.36
APD,2026-02-13,2026-04-08,2026-04-09,295.0,273.4019,-7.32%,338.1962,273.4019,PENDING,,,291.81,19.74,-1.83,-2.31,4.34,10.4,14.91,12.94
CAT,2026-03-03,2026-04-10,2026-04-13,788.42,710.0125,-9.94%,945.235,710.0125,PENDING,,,794.65,39.04,2.85,0.5,14.57,23.07,49.57,174.54
CB,2026-01-05,2026-02-04,2026-02-05,329.0287,306.2862,-6.91%,374.5136,306.2862,PENDING,,,330.83,6.31,0.73,0.89,0.87,10.19,19.22,16.9
CMS,2026-01-05,2026-02-13,2026-02-17,76.58,68.151,-11.01%,93.438,68.151,PENDING,,,77.75,12.01,-0.46,-2.05,0.35,9.89,4.8,10.17
CTVA,2026-03-05,2026-03-25,2026-03-26,81.74,76.4073,-6.52%,92.4053,76.4073,PENDING,,,80.34,20.13,-1.01,-4.16,1.26,14.21,30.41,35.89
DELL,2026-03-31,2026-04-13,2026-04-14,185.55,156.9476,-15.41%,242.7547,156.9476,PENDING,,,196.55,56.82,1.79,10.55,31.73,64.98,28.9,134.18
DOV,2026-01-29,2026-02-03,2026-02-04,212.3727,198.9618,-6.31%,239.1945,198.9618,PENDING,,,219.07,12.46,2.29,0.9,3.22,6.66,35.37,35.63
DOW,2026-02-20,2026-03-11,2026-03-12,35.75,29.1792,-18.38%,48.8916,29.1792,PENDING,,,35.6,54.07,-10.82,-8.74,-5.55,28.93,64.67,37.22
ED,2026-01-05,2026-01-16,2026-01-20,103.1993,96.2617,-6.72%,117.0744,96.2617,PENDING,,,110.15,11.78,-0.33,-3.0,-2.98,8.22,9.43,1.8
EIX,2026-03-20,2026-04-09,2026-04-10,75.81,68.2651,-9.95%,90.8998,68.2651,PENDING,,,70.75,21.06,-1.19,-6.56,-1.45,16.39,28.06,31.73
EQIX,2026-03-09,2026-04-01,2026-04-02,989.8,920.4643,-7.01%,1128.4714,920.4643,PENDING,,,1088.62,42.86,1.65,5.67,11.82,36.51,33.92,41.44
ETN,2025-12-12,2026-02-11,2026-02-12,398.7566,329.4281,-17.39%,537.4135,329.4281,PENDING,,,406.21,27.93,3.43,0.8,12.67,22.2,7.04,48.39
ETR,2026-03-19,2026-03-27,2026-03-30,111.54,102.3872,-8.21%,129.8456,102.3872,PENDING,,,115.52,25.8,0.01,-0.82,10.8,21.54,19.87,42.21
FCX,2026-03-03,2026-04-17,,,62.8703,,,,PENDING,,,70.21,38.89,2.83,3.78,26.9,17.35,69.12,112.85
FFIV,2026-03-27,2026-04-06,2026-04-07,307.2,279.9498,-8.87%,361.7005,279.9498,PENDING,,,310.87,21.79,0.91,7.27,10.16,13.46,-6.01,17.96
FIX,2026-03-05,2026-04-08,2026-04-09,1531.51,1309.3098,-14.51%,1975.9104,1309.3098,PENDING,,,1650.47,76.94,2.77,3.62,15.99,51.35,97.39,364.65
FRT,2026-03-09,2026-04-14,2026-04-15,109.98,104.4862,-5.00%,120.9676,104.4862,PENDING,,,112.53,14.12,2.26,3.19,7.76,11.73,17.11,27.51
HLT,2026-03-06,2026-04-17,,,292.0818,,,,PENDING,,,341.03,18.78,3.22,5.44,15.78,13.03,28.77,61.73
HST,2026-03-09,2026-04-14,2026-04-15,20.84,18.3579,-11.91%,25.8042,18.3579,PENDING,,,21.12,20.39,2.67,4.87,11.93,15.57,31.33,64.07
