Rank,Industry,Sector,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
1,Communications Equipment,Information Technology,223.1,99,99,98,97,"LITE,CIEN,CSCO,ANET,FFIV,MSI"
2,Semiconductor Materials & Equipment,Information Technology,186.6,99,98,99,94,"TER,LRCX,AMAT,KLAC"
3,Electronic Components,Information Technology,184.72,98,99,97,98,"COHR,GLW,APH"
4,Wireless Telecommunication Services,Communication Services,166.34,97,97,99,99,"SATS,TMUS"
5,Construction & Engineering,Industrials,152.15,96,96,92,95,"FIX,PWR,EME,J"
6,"Technology Hardware, Storage & Peripherals",Information Technology,145.77,95,95,95,96,"WDC,STX,DELL,HPE,AAPL,NTAP,HPQ,SMCI"
7,Oil & Gas Refining & Marketing,Energy,143.67,94,91,70,74,"VLO,MPC,PSX"
8,Agricultural Products & Services,Consumer Staples,139.96,93,87,63,64,"BG,ADM"
9,Oil & Gas Equipment & Services,Energy,136.31,92,92,81,28,"HAL,BKR,SLB"
10,Construction Machinery & Heavy Transportation Equipment,Industrials,131.81,91,93,87,75,"CAT,CMI,WAB,PCAR"
11,Integrated Oil & Gas,Energy,131.31,90,86,57,34,"XOM,CVX"
12,Oil & Gas Exploration & Production,Energy,129.17,89,76,31,24,"APA,OXY,DVN,COP,TPL,CTRA,FANG,EOG,EQT,EXE"
13,Apparel Retail,Consumer Discretionary,127.72,88,82,79,66,"ROST,TJX"
14,Electrical Components & Equipment,Industrials,127.59,87,89,72,77,"VRT,GNRC,AME,ETN,ROK,EMR"
15,Cargo Ground Transportation,Industrials,126.34,86,94,71,5,"JBHT,ODFL"
16,Specialty Chemicals,Materials,123.67,85,81,59,14,"ALB,LYB,DD,IFF,ECL,PPG,SHW"
17,Fertilizers & Agricultural Chemicals,Materials,122.25,84,57,16,50,"CF,CTVA,MOS"
18,Steel,Materials,121.22,83,84,88,52,"STLD,NUE"
19,Semiconductors,Information Technology,121.17,82,80,86,86,"MU,INTC,MPWR,MRVL,AMD,ADI,ARM,ON,AVGO,NVDA,TXN,MCHP,FSLR,NXPI,SWKS,QCOM"
20,Electronic Manufacturing Services,Information Technology,120.65,81,75,89,92,"JBL,TEL"
21,Air Freight & Logistics,Industrials,118.73,80,90,83,44,"FDX,CHRW,EXPD,UPS"
22,Oil & Gas Storage & Transportation,Energy,118.69,79,79,35,27,"TRGP,WMB,KMI,OKE"
23,Data Center REITs,Real Estate,118.2,78,69,17,36,"EQIX,DLR"
24,Biotechnology,Health Care,116.77,77,83,77,78,"MRNA,INSM,GILD,BIIB,REGN,INCY,AMGN,ABBV,VRTX,ALNY"
25,Pharmaceuticals,Health Care,115.64,76,73,60,30,"JNJ,VTRS,MRK,BMY,PFE,LLY,ZTS"
26,Broadcasting,Communication Services,115.32,75,85,96,93,"WBD,FOXA,FOX"
27,--- Reference ---,--- Reference ---,114.57,74,51,34,44,"^VIX,QQQ,SPY"
28,Interactive Media & Services,Communication Services,114.01,73,74,93,88,"GOOGL,GOOG,META"
29,Aerospace & Defense,Industrials,112.05,72,88,76,81,"HII,HWM,LHX,LMT,NOC,RTX,GD,GE,TXT,BA,TDG,AXON"
30,Consumer Staples Merchandise Retail,Consumer Staples,111.38,71,77,75,25,"TGT,WMT,COST,DLTR,DG"
31,Multi-Utilities,Utilities,111.16,70,63,39,65,"NEE,SRE,CNP,NI,PNW,ED,PCG,AEE,DTE,XEL,CMS,D"
32,Integrated Telecommunication Services,Communication Services,110.62,69,68,25,42,"VZ,T"
33,Electric Utilities,Utilities,109.05,68,60,46,73,"EIX,ETR,FE,AEP,EVRG,LNT,EXC,DUK,PPL,WEC,SO,ES,PEG,VST,CEG"
34,Passenger Airlines,Industrials,108.9,67,70,91,55,"DAL,LUV,UAL"
35,Health Care Distributors,Health Care,108.25,66,78,80,63,"CAH,MCK,COR,HSIC"
36,Rail Transportation,Industrials,108.05,65,71,51,60,"CSX,NSC,UNP"
37,Health Care REITs,Real Estate,106.94,64,58,54,57,"WELL,VTR,DOC"
38,Retail REITs,Real Estate,106.46,63,62,36,41,"O,KIM,REG,FRT,SPG"
39,Industrial Gases,Materials,106.3,62,38,14,22,"LIN,APD"
40,Regional Banks,Financials,106.13,61,66,73,53,"CFG,KEY,MTB,FITB,RF,HBAN"
41,Automobile Manufacturers,Consumer Discretionary,105.35,60,72,90,82,"GM,TSLA,F"
42,Independent Power Producers & Energy Traders,Utilities,104.86,59,67,82,89,"AES,NRG"
43,Diversified Banks,Financials,103.62,58,54,84,70,"C,USB,PNC,TFC,JPM,BAC,WFC"
44,Broadline Retail,Consumer Discretionary,103.52,57,40,62,79,"EBAY,AMZN"
45,Tobacco,Consumer Staples,102.94,56,61,40,72,"MO,PM"
46,Health Care Services,Health Care,102.77,55,49,33,54,"DVA,DGX,LH,CVS,CI"
47,Hotel & Resort REITs,Real Estate,102.4,54,52,44,29,"HST,VICI"
48,Industrial Machinery & Supplies & Components,Industrials,102.29,53,59,53,26,"HUBB,PH,NDSN,DOV,GWW,SNA,IEX,ITW,FTV,SWK,IR,XYL,PNR,OTIS"
49,Industrial Conglomerates,Industrials,101.0,52,56,50,35,"HON,MMM"
50,Soft Drinks & Non-alcoholic Beverages,Consumer Staples,100.96,51,47,45,23,"KO,PEP,MNST,KDP"
51,Investment Banking & Brokerage,Financials,100.74,50,53,94,99,"GS,IBKR,MS,SCHW,RJF,HOOD"
52,Trading Companies & Distributors,Industrials,100.18,49,55,49,87,"FAST,URI"
53,Electronic Equipment & Instruments,Information Technology,100.1,48,46,30,48,"KEYS,TDY,TRMB,ZBRA,ROP"
54,Health Care Facilities,Health Care,99.11,47,65,74,68,"HCA,UHS"
55,Construction Materials,Materials,98.79,46,48,66,80,"MLM,VMC,CRH"
56,"Hotels, Resorts & Cruise Lines",Consumer Discretionary,98.61,45,36,64,59,"MAR,HLT,EXPE,RCL,CCL,ABNB,NCLH,BKNG"
57,Health Care Supplies,Health Care,98.56,44,45,48,2,"ALGN,WST,COO"
58,Casinos & Gaming,Consumer Discretionary,98.55,43,30,78,62,"MGM,LVS,WYNN"
59,"Apparel, Accessories & Luxury Goods",Consumer Discretionary,97.73,42,50,67,76,"TPR,RL,LULU,NKE"
60,Property & Casualty Insurance,Financials,97.2,41,37,47,58,"CB,TRV,HIG,CINF,ACGL,ALL,WRB,PGR"
61,Multi-line Insurance,Financials,96.7,40,42,56,69,"L,AIZ,AIG"
62,Life & Health Insurance,Financials,96.33,39,34,55,47,"PFG,GL,AFL,PRU,MET"
63,Self-Storage REITs,Real Estate,95.99,38,44,12,21,"PSA,EXR"
64,Internet Services & Infrastructure,Information Technology,95.46,37,14,11,12,"AKAM,VRSN,GDDY"
65,Distillers & Vintners,Consumer Staples,95.25,36,15,4,0,"STZ,BF.B"
66,Interactive Home Entertainment,Communication Services,95.02,35,41,69,91,"EA,TTWO"
67,Building Products,Industrials,93.92,34,39,28,38,"JCI,TT,AOS,CARR,ALLE,MAS,LII,BLDR"
68,Home Improvement Retail,Consumer Discretionary,93.1,33,33,24,31,"LOW,HD"
69,Environmental & Facilities Services,Industrials,92.92,32,27,29,40,"WM,RSG,ROL,VLTO"
70,Asset Management & Custody Banks,Financials,92.81,31,28,68,61,"IVZ,BK,STT,NTRS,BEN,TROW,BLK,AMP,APO,BX,KKR,ARES"
71,Other Specialty Retail,Consumer Discretionary,92.41,30,64,58,71,"ULTA,TSCO"
72,Household Products,Consumer Staples,92.27,29,32,2,4,"CL,CHD,CLX,KMB"
73,Paper & Plastic Packaging Products & Materials,Materials,91.79,28,43,20,10,"PKG,AVY,SW,AMCR,IP"
74,Automotive Retail,Consumer Discretionary,91.66,27,19,61,85,"ORLY,AZO,CVNA"
75,Restaurants,Consumer Discretionary,91.58,26,31,22,11,"SBUX,MCD,YUM,DRI,DPZ,CMG"
76,Life Sciences Tools & Services,Health Care,90.02,25,22,65,39,"CRL,MTD,TMO,TECH,A,DHR,IQV,WAT"
77,Movies & Entertainment,Communication Services,89.54,24,29,38,83,"TKO,LYV,NFLX,DIS,PSKY"
78,Consumer Finance,Financials,89.46,23,20,85,67,"SYF,AXP,COF"
79,Financial Exchanges & Data,Financials,89.09,22,21,42,46,"CBOE,CME,NDAQ,MSCI,ICE,MCO,SPGI,COIN,FDS"
80,Homebuilding,Consumer Discretionary,88.33,21,26,21,43,"PHM,DHI,NVR,LEN"
81,Publishing,Communication Services,87.78,20,12,18,20,"NWS,NWSA"
82,Personal Care Products,Consumer Staples,87.77,19,35,52,18,"KVUE,PG,EL"
83,Health Care Equipment,Health Care,86.98,18,18,43,33,"HOLX,BDX,EW,IDXX,ZBH,MDT,RMD,GEHC,STE,SYK,RVTY,DXCM,ISRG,ABT,PODD,BAX,BSX"
84,Multi-Family Residential REITs,Real Estate,86.81,17,16,19,8,"EQR,ESS,UDR,CPT,AVB,MAA"
85,Packaged Foods & Meats,Consumer Staples,85.9,16,24,8,7,"HSY,TSN,MDLZ,SJM,KHC,HRL,CAG,GIS,CPB,MKC"
86,Cable & Satellite,Communication Services,84.05,15,25,0,0,"CMCSA,CHTR"
87,Telecom Tower REITs,Real Estate,83.85,14,23,13,9,"AMT,CCI,SBAC"
88,Diversified Support Services,Industrials,81.88,13,17,23,37,"LDOS,CTAS,CPRT"
89,Insurance Brokers,Financials,77.97,12,9,9,19,"AON,WTW,MRSH,ERIE,AJG,BRO"
90,Distributors,Consumer Discretionary,77.42,11,7,6,32,"GPC,POOL"
91,Transaction & Payment Processing Services,Financials,76.83,10,11,10,16,"CPAY,XYZ,JKHY,MA,V,GPN,PYPL,FIS,FISV"
92,Systems Software,Information Technology,76.59,9,6,15,56,"FTNT,CRWD,PANW,MSFT,GEN,NOW"
93,Managed Health Care,Health Care,76.56,8,13,26,15,"ELV,CNC,UNH,HUM"
94,Application Software,Information Technology,74.65,7,8,41,84,"PLTR,DDOG,CDNS,APP,SNPS,PTC,ADSK,ORCL,CRM,ADBE,TYL,INTU,FICO,WDAY"
95,Research & Consulting Services,Industrials,71.91,6,10,5,6,"EFX,VRSK"
96,IT Consulting & Other Services,Information Technology,70.97,5,2,36,3,"IBM,CTSH,EPAM,ACN,IT"
97,Human Resource & Employment Services,Industrials,70.34,4,0,3,13,"PAYX,ADP"
98,Office REITs,Real Estate,69.98,3,4,0,17,"BXP,ARE"
99,Advertising,Communication Services,69.49,2,5,1,1,"OMC,TTD"
100,EDP Services,Technology,69.29,1,1,27,90,"PDD,ZS"
101,Real Estate Services,Real Estate,69.22,0,3,32,49,"CBRE,CSGP"
102,Computer Software,Technology,58.46,0,0,7,50,"SHOP,TRI,MSTR,TEAM"
