,ticker,current_up_trend,current_trend_length,last_trend_length,second_last_trend_length,current_jump_trender_up,last_jump_trender_up,second_last_jump_trender_up,current_trender_up_price,last_trender_up_price,second_last_trender_up_price
35,CSGP,False,104,47,24,0,33,0,0.0,91.26566967368528,0.0
43,EA,True,72,2,36,48,0,15,203.26058968433225,0.0,167.4436845179158
68,MSTR,False,62,6,5,0,2,0,0.0,319.5730703150223,0.0
72,NFLX,False,54,10,19,0,4,0,0.0,117.75870061128927,0.0
81,PYPL,False,61,5,48,0,3,0,0.0,69.0784075452633,0.0
86,ROP,False,53,11,26,0,1,0,0.0,496.6031046139622,0.0
87,ROST,True,59,3,10,36,0,5,181.27644557807938,0.0,147.8022122921113
92,TMUS,False,94,25,8,0,12,0,0.0,249.1785990740197,0.0
99,WBD,True,55,8,23,32,0,16,27.63438750127212,0.0,17.873625756687648
116,ALGN,True,67,45,6,24,0,4,156.93745518781031,0.0,193.43853620270235
117,ALLE,False,53,2,7,0,0,0,0.0,172.68862893353173,0.0
120,MO,False,58,12,8,0,4,0,0.0,63.38570141567144,0.0
128,AME,True,56,17,39,38,0,18,205.07200093994615,0.0,184.30785611495244
140,T,False,74,33,19,0,11,0,0.0,28.088568628412908,0.0
212,DHR,True,70,27,19,33,0,9,227.60251114177584,0.0,202.53217906668212
226,DOV,True,56,33,7,28,0,4,193.0163312700526,0.0,175.1113882818972
232,ETN,False,54,30,25,0,10,0,0.0,361.61192898748095,0.0
254,EXPE,True,55,18,34,27,0,25,280.0974948542484,0.0,215.59111739521882
262,FDX,True,51,11,34,37,0,14,286.21567133721373,0.0,233.76826923128365
270,FOXA,True,51,12,8,33,0,2,72.11119969306432,0.0,59.961307058199004
271,FOX,True,51,13,7,32,0,1,64.78668816100785,0.0,54.191383801994476
290,HAS,True,53,32,18,19,0,10,81.83679026921884,0.0,78.12891082460803
306,HII,True,187,5,22,87,0,15,338.1183619560142,0.0,191.11049711239173
388,NUE,True,51,34,11,26,0,5,160.34171161823994,0.0,141.78023080496624
398,PH,True,53,26,25,27,0,13,872.5430506636617,0.0,744.861267017309
399,PAYC,False,111,7,29,0,4,0,0.0,227.28280308259178,0.0
451,STLD,True,103,21,29,43,0,18,167.66629510323813,0.0,129.7126710011811
454,SMCI,False,53,31,24,0,17,0,0.0,50.61009488497797,0.0
470,TSCO,False,89,61,10,0,36,0,0.0,60.32106537896058,0.0
476,TYL,False,104,8,15,0,4,0,0.0,565.3071000048424,0.0
484,UPS,True,55,7,5,25,0,3,99.9486970275201,0.0,82.256579958805
491,VRSN,False,70,18,26,0,10,0,0.0,280.11888070954257,0.0
496,VST,False,56,28,13,0,9,0,0.0,195.62271586333708,0.0
