,ticker,current_up_trend,current_trend_length,last_trend_length,second_last_trend_length,current_jump_trender_up,last_jump_trender_up,second_last_jump_trender_up,current_trender_up_price,last_trender_up_price,second_last_trender_up_price,current_price,1D,1W,1M,3M,6M,1Y
25,CDNS,False,51,13,15,0,4,0,0.0,304.69835561029595,0.0,288.20001220703125,8.484532196871575,3.1532972177547434,-0.730227012849296,-11.948912542630532,-17.34304611578999,8.898552372443381
34,CSGP,False,168,47,24,0,33,0,0.0,91.26566967368528,0.0,37.060001373291016,1.5899173199910948,-10.00485405865074,-14.529518331133314,-36.638741135590145,-52.199146192702784,-52.90978041884311
54,ISRG,False,61,16,5,0,5,0,0.0,557.8352160831571,0.0,458.9599914550781,1.8507825725136187,1.4096966441519336,-4.23769441529008,-21.711244694926243,3.425270721776192,-12.236355150254791
90,SNPS,False,51,41,62,0,21,0,0.0,488.36553972170947,0.0,417.7699890136719,6.508769991566118,5.2131818842088995,-0.22688484052867303,-20.45203647512496,-13.756944353882691,-2.549573800357384
93,TSLA,False,71,18,13,0,16,0,0.0,457.2523699631363,0.0,352.4200134277344,0.994412121884203,-0.11337052553167896,-10.78200432519696,-20.806272736798736,-19.084353557984205,29.470976349438587
103,ZS,False,102,15,12,0,7,0,0.0,315.9215262231083,0.0,122.62000274658203,3.871240640985455,-12.112959438329591,-19.12142849882039,-43.42268944593479,-61.09894798050616,-39.33306663920709
108,ACN,False,51,14,4,0,6,0,0.0,265.1760702212068,0.0,191.9499969482422,6.91806286046584,-2.7002771420927334,-1.261007303522345,-31.03010891747354,-23.195601385816232,-34.81674112178773
115,ARE,False,52,16,21,0,12,0,0.0,54.843452409935935,0.0,43.75,2.6754268324781223,1.6260180611962518,-11.559714697413897,-17.655656068766948,-39.40937240138332,-42.27505577557979
132,APO,False,58,50,26,0,25,0,0.0,142.10538562728422,0.0,109.94999694824219,5.437282542499416,3.618882589579416,9.62113021223408,-24.290823026268647,-10.286599364545697,-13.091214698386352
136,ARES,False,58,36,44,0,18,0,0.0,162.5696736058601,0.0,106.68000030517578,6.191520284081411,3.7440420164987227,12.054274527327308,-38.52971628844849,-26.093640424271936,-22.555559567938705
158,BSX,False,62,5,19,0,3,0,0.0,94.75158819549182,0.0,63.18000030517578,2.2495539230509083,0.9426428361551874,-7.83370168857247,-35.292912023641435,-35.053452818688,-34.71116823718249
161,BRO,False,69,13,40,0,5,0,0.0,78.50600246485098,0.0,67.45999908447266,3.6570331691083156,1.4131125809433267,-0.2808609565715475,-16.15199255865893,-29.05071562985152,-41.73906139324954
165,BXP,False,87,7,19,0,4,0,0.0,67.84329984697557,0.0,53.56999969482422,1.0754711223098468,3.217722774271213,2.9841680142509652,-20.118347032370746,-23.221957943530768,-8.792539449364433
174,CASY,True,65,19,20,32,0,11,722.1894915720521,0.0,542.7505654060778,735.0,-0.4294380675923628,-1.7077469272243708,9.081195390854264,23.894570106138556,33.365125327162765,67.84949042972418
248,EQIX,True,81,19,11,51,0,2,992.2837542450634,0.0,775.5292690156497,1056.8399658203125,2.581920313526766,4.011490044574381,8.787713227553384,32.76692604700621,32.25228016155382,35.603973875471496
289,GDDY,False,82,28,127,0,6,0,0.0,125.31530431818801,0.0,81.94999694824219,3.3547685735919033,-1.050474220946419,1.4860643321884675,-27.822796998907734,-38.75187213819308,-52.93475807124414
291,HAL,True,69,11,9,35,0,6,37.475498212304,0.0,27.58655813412936,38.61000061035156,2.71348883645442,2.0888443202062157,10.820896788898661,18.899940193966085,66.85345826293789,79.73960844483395
314,PODD,False,55,11,20,0,0,0,0.0,277.5896685808415,0.0,197.80999755859375,0.44686178618881567,-2.796069995777027,-16.20706086270361,-31.563108320400353,-38.25769569141869,-25.275764337249672
319,IVZ,False,53,41,6,0,28,0,0.0,27.18851319520046,0.0,24.299999237060547,3.053432212400662,6.206294267391781,6.113535553936947,-14.259298330269528,3.3997202245086315,85.31496290340105
429,HOOD,False,81,8,18,0,5,0,0.0,119.01161719751629,0.0,71.66999816894531,3.584326694653977,2.708511640457615,-5.846038382909194,-37.82423852160637,-52.9909517166337,69.79388704917028
470,TSCO,False,51,6,96,0,4,0,0.0,51.79993205415684,0.0,45.439998626708984,0.9105037941964416,0.11015474274703255,-5.53014538834809,-11.389491003467183,-15.450920808659511,-10.032458885990128
488,VLO,True,68,14,35,40,0,12,234.8987005572259,0.0,169.20722664347574,242.0800018310547,1.3650424616268495,-1.425197481026083,2.6589221565565624,31.4553871962504,51.28472227850981,115.00959617722289
496,V,False,63,31,28,0,14,0,0.0,344.5891852683518,0.0,309.3900146484375,1.6526578850583378,1.9978334963358884,0.9429085313009788,-11.362315966782417,-10.488106451260872,-6.234238213742377
