Rank,Industry,Sector,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
1,Semiconductor Materials & Equipment,Information Technology,173.68,97,98,94,68,"LRCX,TER,AMAT,KLAC"
2,Electronic Components,Information Technology,145.07,96,96,95,95,"GLW,APH"
3,"Technology Hardware, Storage & Peripherals",Information Technology,139.16,95,95,92,81,"WDC,STX,AAPL,HPE,DELL,NTAP,HPQ,SMCI"
4,Broadcasting,Communication Services,138.76,94,97,93,75,"WBD,FOXA,FOX"
5,Air Freight & Logistics,Industrials,128.56,93,84,75,23,"CHRW,FDX,EXPD,UPS"
6,Construction Machinery & Heavy Transportation Equipment,Industrials,128.19,92,87,76,51,"CMI,CAT,PCAR,WAB"
7,Semiconductors,Information Technology,125.31,91,88,87,60,"MU,INTC,AMD,MPWR,ADI,MCHP,TXN,ON,FSLR,AVGO,NVDA,NXPI,QCOM,MRVL,SWKS,ARM"
8,Passenger Airlines,Industrials,123.74,90,90,43,58,"LUV,DAL,UAL"
9,Construction & Engineering,Industrials,123.41,89,93,90,93,"FIX,EME,PWR,J"
10,Steel,Materials,121.2,88,92,71,22,"STLD,NUE"
11,Oil & Gas Equipment & Services,Energy,121.02,87,69,64,11,"HAL,SLB,BKR"
12,Agricultural Products & Services,Consumer Staples,119.36,86,65,76,59,"BG,ADM"
13,Automobile Manufacturers,Consumer Discretionary,117.84,85,89,88,69,"GM,F,TSLA"
14,Interactive Media & Services,Communication Services,117.56,84,86,81,78,"GOOGL,GOOG,META,MTCH"
15,Cargo Ground Transportation,Industrials,116.97,83,74,37,4,"JBHT,ODFL"
16,Regional Banks,Financials,114.54,82,72,50,45,"CFG,KEY,FITB,RF,MTB,HBAN"
17,Specialty Chemicals,Materials,112.77,81,63,33,16,"ALB,DD,PPG,ECL,SHW,IFF,LYB"
18,Electronic Manufacturing Services,Information Technology,111.99,80,94,89,94,"JBL,TEL"
19,Consumer Staples Merchandise Retail,Consumer Staples,111.99,80,77,42,76,"DG,DLTR,WMT,TGT,COST"
20,Integrated Oil & Gas,Energy,111.2,79,55,54,31,"XOM,CVX"
21,Biotechnology,Health Care,110.89,78,80,79,54,"MRNA,INSM,GILD,INCY,BIIB,REGN,AMGN,ABBV,VRTX,ALNY"
22,Health Care Distributors,Health Care,110.21,77,79,82,62,"CAH,COR,MCK,HSIC"
23,Aerospace & Defense,Industrials,109.99,76,75,78,84,"HII,LMT,LHX,RTX,NOC,HWM,GE,BA,GD,TXT,TDG,AXON"
24,Investment Banking & Brokerage,Financials,109.98,75,91,91,96,"GS,MS,IBKR,SCHW,HOOD,RJF"
25,Pharmaceuticals,Health Care,109.85,74,67,46,18,"VTRS,JNJ,MRK,LLY,BMY,PFE,ZTS"
26,Diversified Banks,Financials,109.76,73,81,73,63,"C,USB,PNC,TFC,WFC,BAC,JPM"
27,Apparel Retail,Consumer Discretionary,108.75,72,78,68,47,"ROST,TJX"
28,Other Specialty Retail,Consumer Discretionary,108.45,71,62,58,83,"ULTA,TSCO"
29,Oil & Gas Refining & Marketing,Energy,106.32,70,60,80,27,"VLO,PSX,MPC"
30,Tobacco,Consumer Staples,106.25,69,42,36,88,"PM,MO"
31,Health Care Facilities,Health Care,106.0,68,76,83,26,"HCA,UHS"
32,"Hotels, Resorts & Cruise Lines",Consumer Discretionary,105.97,67,70,41,70,"EXPE,CCL,RCL,MAR,HLT,NCLH,ABNB,BKNG"
33,Electrical Components & Equipment,Industrials,105.6,66,58,67,74,"ROK,AME,EMR,GNRC,ETN"
34,Broadline Retail,Consumer Discretionary,103.97,65,61,70,91,"EBAY,AMZN"
35,Independent Power Producers & Energy Traders,Utilities,103.87,64,83,85,87,"AES,NRG"
36,Automotive Retail,Consumer Discretionary,103.81,63,57,49,92,"CVNA,ORLY,AZO"
37,Personal Care Products,Consumer Staples,102.43,62,53,32,50,"EL,PG,KVUE"
38,Construction Materials,Materials,102.17,61,68,62,57,"CRH,MLM,VMC"
39,Life Sciences Tools & Services,Health Care,101.85,60,64,66,7,"CRL,IQV,TMO,WAT,TECH,MTD,DHR,A"
40,Soft Drinks & Non-alcoholic Beverages,Consumer Staples,101.25,59,49,38,52,"MNST,KO,PEP,KDP"
41,Oil & Gas Storage & Transportation,Energy,101.16,58,37,21,30,"TRGP,WMB,KMI,OKE"
42,Interactive Home Entertainment,Communication Services,101.15,57,71,84,79,"EA,TTWO"
43,Industrial Machinery & Supplies & Components,Industrials,100.85,56,52,44,20,"PH,NDSN,HUBB,SWK,DOV,SNA,IEX,IR,GWW,ITW,FTV,PNR,XYL,OTIS"
44,Asset Management & Custody Banks,Financials,100.84,55,66,48,71,"IVZ,NTRS,BK,STT,BEN,AMP,BLK,TROW,APO,BX,ARES,KKR"
45,"Apparel, Accessories & Luxury Goods",Consumer Discretionary,100.39,54,73,50,80,"TPR,RL,NKE,LULU"
46,Rail Transportation,Industrials,99.85,53,54,56,43,"CSX,NSC,UNP"
47,Oil & Gas Exploration & Production,Energy,99.2,52,41,39,17,"APA,DVN,CTRA,COP,FANG,EXE,EQT,OXY,EOG,TPL"
48,Life & Health Insurance,Financials,99.14,51,51,51,39,"PFG,GL,PRU,AFL,MET"
49,Consumer Finance,Financials,98.88,50,85,77,65,"AXP,SYF,COF"
50,Health Care REITs,Real Estate,98.66,49,56,65,53,"WELL,VTR,DOC"
51,Multi-line Insurance,Financials,98.33,48,59,60,46,"AIZ,L,AIG"
52,Integrated Telecommunication Services,Communication Services,98.05,47,25,26,67,"VZ,T"
53,Communications Equipment,Information Technology,97.33,46,48,55,89,"CSCO,ANET,FFIV,MSI"
54,Casinos & Gaming,Consumer Discretionary,97.09,45,82,74,73,"LVS,WYNN,MGM"
55,Hotel & Resort REITs,Real Estate,96.79,44,47,41,38,"HST,VICI"
56,Retail REITs,Real Estate,96.32,43,35,40,25,"SPG,O,FRT,REG,KIM"
57,Home Improvement Retail,Consumer Discretionary,96.18,42,28,34,33,"LOW,HD"
58,Property & Casualty Insurance,Financials,95.94,41,43,45,41,"HIG,CB,CINF,TRV,ACGL,ALL,WRB,PGR"
59,Industrial Conglomerates,Industrials,95.75,40,45,52,49,"HON,MMM"
60,Multi-Utilities,Utilities,94.34,39,44,57,56,"NEE,NI,CNP,ED,D,AEE,PNW,SRE,XEL,DTE,CMS,PCG"
61,Fertilizers & Agricultural Chemicals,Materials,94.13,38,18,24,61,"CTVA,CF,MOS"
62,--- Reference ---,--- Reference ---,93.99,37,34,63,44,"QQQ,SPY,^VIX"
63,Trading Companies & Distributors,Industrials,93.99,37,40,53,85,"FAST,URI"
64,Environmental & Facilities Services,Industrials,93.94,36,29,29,55,"ROL,WM,VLTO,RSG"
65,Paper & Plastic Packaging Products & Materials,Materials,93.53,35,21,7,19,"PKG,AVY,SW,AMCR,IP"
66,Restaurants,Consumer Discretionary,93.12,34,21,14,28,"YUM,MCD,DRI,SBUX,CMG,DPZ"
67,Industrial Gases,Materials,92.61,33,15,8,35,"LIN,APD"
68,Building Products,Industrials,92.55,32,27,28,42,"JCI,AOS,ALLE,TT,MAS,CARR,LII,BLDR"
69,Health Care Services,Health Care,92.1,31,32,47,34,"CVS,DGX,LH,CI,DVA"
70,Homebuilding,Consumer Discretionary,92.05,30,24,30,36,"PHM,DHI,NVR,LEN"
71,Electric Utilities,Utilities,92.03,29,50,61,72,"EIX,FE,EVRG,ETR,AEP,ES,LNT,WEC,PPL,DUK,EXC,PEG,SO,VST,CEG"
72,Health Care Equipment,Health Care,91.32,28,38,36,37,"IDXX,MDT,STE,HOLX,RVTY,BDX,GEHC,EW,DXCM,RMD,SYK,ISRG,BSX,PODD,ABT,BAX,ZBH"
