Rank,Industry,Sector,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
1,Electronic Components,Information Technology,208.24,99,99,99,99,"COHR,GLW,APH"
2,Semiconductor Materials & Equipment,Information Technology,188.03,99,99,98,98,"TER,LRCX,AMAT,KLAC,Q"
3,"Technology Hardware, Storage & Peripherals",Information Technology,171.67,98,95,96,96,"WDC,STX,DELL,HPE,AAPL,NTAP,HPQ,SMCI"
4,Communications Equipment,Information Technology,167.47,97,97,91,93,"CIEN,ANET,CSCO,FFIV,MSI"
5,Wireless Telecommunication Services,Communication Services,158.41,96,98,99,99,"SATS,TMUS"
6,Construction & Engineering,Industrials,151.82,95,96,94,97,"FIX,PWR,EME,J"
7,Semiconductors,Information Technology,148.06,94,78,89,89,"MU,MRVL,INTC,MPWR,ON,AMD,ADI,TXN,ARM,AVGO,MCHP,NVDA,NXPI,FSLR,SWKS,QCOM"
8,Steel,Materials,134.48,93,74,86,80,"STLD,NUE"
9,Construction Machinery & Heavy Transportation Equipment,Industrials,133.76,92,89,93,81,"CAT,CMI,WAB,PCAR"
10,Cargo Ground Transportation,Industrials,130.43,91,85,76,32,"JBHT,ODFL"
11,Oil & Gas Equipment & Services,Energy,129.71,90,93,92,72,"HAL,SLB,BKR"
12,Electrical Components & Equipment,Industrials,128.76,89,88,74,83,"VRT,GNRC,ETN,AME,ROK,EMR"
13,Electronic Manufacturing Services,Information Technology,125.86,88,80,83,92,"JBL,TEL"
14,Oil & Gas Refining & Marketing,Energy,124.71,87,94,62,84,"VLO,MPC,PSX"
15,Air Freight & Logistics,Industrials,119.29,86,81,90,61,"FDX,CHRW,EXPD,UPS"
16,Oil & Gas Exploration & Production,Energy,118.52,85,91,48,26,"APA,DVN,OXY,FANG,CTRA,COP,TPL,EOG,EQT,EXE"
17,Data Center REITs,Real Estate,118.39,84,73,19,25,"EQIX,DLR"
18,Interactive Media & Services,Communication Services,117.82,83,69,95,90,"GOOGL,GOOG,META"
19,Apparel Retail,Consumer Discretionary,115.62,82,87,68,69,"ROST,TJX"
20,Agricultural Products & Services,Consumer Staples,115.6,81,92,88,78,"BG,ADM"
21,Broadcasting,Communication Services,113.82,80,72,97,95,"WBD,FOXA,FOX"
22,Rail Transportation,Industrials,113.14,79,61,51,48,"CSX,UNP,NSC"
23,Integrated Oil & Gas,Energy,112.65,78,90,66,50,"XOM,CVX"
24,Specialty Chemicals,Materials,112.5,77,86,85,33,"ALB,LYB,DD,PPG,ECL,SHW,IFF"
25,Food Retail,Consumer Staples,110.53,76,82,53,57,"CASY,KR"
26,Oil & Gas Storage & Transportation,Energy,109.19,75,84,58,14,"TRGP,WMB,KMI,OKE"
27,Electronic Equipment & Instruments,Information Technology,107.53,74,57,32,17,"KEYS,TDY,ZBRA,ROP"
28,Broadline Retail,Consumer Discretionary,106.94,73,49,65,82,"EBAY,AMZN"
29,Regional Banks,Financials,106.75,72,56,79,46,"CFG,KEY,FITB,RF,MTB,HBAN"
30,Diversified Banks,Financials,104.9,71,49,67,70,"C,USB,PNC,TFC,BAC,JPM,WFC"
31,Pharmaceuticals,Health Care,104.46,70,75,69,38,"VTRS,MRK,JNJ,BMY,PFE,LLY,ZTS"
32,Biotechnology,Health Care,103.53,69,77,84,76,"MRNA,BIIB,INSM,REGN,INCY,AMGN,GILD,ABBV,VRTX,ALNY"
33,Retail REITs,Real Estate,103.32,68,59,36,40,"SPG,FRT,REG,KIM,O"
34,Fertilizers & Agricultural Chemicals,Materials,102.95,67,83,40,22,"CF,CTVA,MOS"
35,Industrial Gases,Materials,101.97,66,64,25,11,"APD,LIN"
36,Integrated Telecommunication Services,Communication Services,101.31,65,76,15,34,"VZ,T"
37,Automobile Manufacturers,Consumer Discretionary,101.29,64,60,87,91,"GM,F,TSLA"
38,Hotel & Resort REITs,Real Estate,101.13,63,55,44,37,"HST,VICI"
39,Consumer Staples Merchandise Retail,Consumer Staples,100.76,62,70,75,45,"TGT,WMT,DG,COST,DLTR"
40,Independent Power Producers & Energy Traders,Utilities,100.75,61,62,71,88,"AES,NRG"
41,Trading Companies & Distributors,Industrials,100.64,60,45,52,49,"URI,FAST"
