ticker,almost_up_cond_date,breakout_date,trade_date,trade_price,stop_loss_price,stop_loss_pct_vs_trade,target_gain_price,stop_loss_threshold,trade_outcome,exit_date,exit_price,current_price,YTD%,1D%,1W%,1M%,3M%,6M%,1Y%
ADM,2026-02-03,2026-03-02,2026-03-03,68.44,64.39,-5.92%,76.54,64.39,PENDING,,,68.84,20.65,-1.4,-4.59,-4.36,11.51,14.96,60.22
AEE,2026-03-19,2026-04-09,2026-04-10,113.99,108.6264,-4.71%,124.7171,108.6264,PENDING,,,111.86,12.78,0.07,0.48,-0.16,12.4,9.42,19.0
AEP,2025-12-02,2026-02-12,2026-02-13,127.32,117.8898,-7.41%,146.1804,117.8898,PENDING,,,135.46,18.4,0.74,1.91,1.38,17.12,17.57,35.64
AES,2025-12-17,2026-01-02,2026-01-05,14.7948,13.2368,-10.53%,17.9108,13.2368,PENDING,,,14.4,1.61,0.0,-0.21,1.48,3.78,4.87,47.8
ALGN,2026-01-29,2026-02-05,2026-02-06,177.89,160.8126,-9.60%,212.0447,160.8126,PENDING,,,184.69,18.28,2.23,10.68,12.46,7.38,46.82,15.33
ANET,2026-02-23,2026-04-13,2026-04-14,153.99,126.6259,-17.77%,208.7182,126.6259,PENDING,,,154.37,17.81,1.55,15.51,15.57,25.08,0.18,112.48
APD,2026-02-13,2026-04-08,2026-04-09,295.0,273.4019,-7.32%,338.1962,273.4019,PENDING,,,296.63,21.72,-0.68,1.45,3.65,11.78,16.96,16.24
CAT,2026-03-03,2026-04-10,2026-04-13,788.42,710.0125,-9.94%,945.235,710.0125,PENDING,,,794.25,38.97,0.32,9.64,14.45,26.41,62.51,178.45
CB,2026-01-05,2026-02-04,2026-02-05,329.0287,306.2862,-6.91%,374.5136,306.2862,PENDING,,,325.74,4.67,-1.28,-0.51,-0.98,6.55,15.44,16.1
CMS,2026-01-05,2026-02-13,2026-02-17,76.58,68.151,-11.01%,93.438,68.151,PENDING,,,78.82,13.56,0.47,0.29,1.27,13.69,7.99,13.49
CTVA,2026-03-05,2026-03-25,2026-03-26,81.74,76.4073,-6.52%,92.4053,76.4073,PENDING,,,82.95,24.03,-0.67,-2.79,4.72,21.39,34.82,44.57
DELL,2026-03-31,2026-04-13,2026-04-14,185.55,156.9476,-15.41%,242.7547,156.9476,PENDING,,,184.51,47.22,-2.78,3.84,21.69,53.83,23.52,138.07
DOV,2026-01-29,2026-02-03,2026-02-04,212.3727,198.9618,-6.31%,239.1945,198.9618,PENDING,,,218.48,12.16,-0.35,5.27,7.13,7.64,36.01,38.42
DOW,2026-02-20,2026-03-11,2026-03-12,35.75,29.1792,-18.38%,48.8916,29.1792,PENDING,,,39.16,69.48,-2.37,-5.43,6.94,49.52,94.73,53.21
ED,2026-01-05,2026-01-16,2026-01-20,103.1993,96.2617,-6.72%,117.0744,96.2617,PENDING,,,111.66,13.31,-0.21,-2.45,-2.8,13.87,10.83,6.54
EIX,2026-03-20,2026-04-09,2026-04-10,75.81,68.2651,-9.95%,90.8998,68.2651,PENDING,,,72.37,23.83,-0.03,-0.33,2.11,22.09,42.6,38.39
EQIX,2026-03-09,2026-04-01,2026-04-02,989.8,920.4643,-7.01%,1128.4714,920.4643,PENDING,,,1057.37,38.76,0.05,4.97,9.02,35.63,33.6,40.37
ETN,2025-12-12,2026-02-11,2026-02-12,398.7566,329.4277,-17.39%,537.4144,329.4277,PENDING,,,401.9,26.57,-0.36,8.96,13.08,22.5,9.23,49.87
ETR,2026-03-19,2026-03-27,2026-03-30,111.54,102.3872,-8.21%,129.8456,102.3872,PENDING,,,115.57,25.86,0.21,1.49,9.46,24.42,22.93,47.91
FAST,2026-03-20,2026-04-09,2026-04-10,49.27,43.6922,-11.32%,60.4256,43.6922,PENDING,,,44.62,11.8,-2.58,-2.23,-1.85,7.59,-1.49,20.22
FFIV,2026-03-27,2026-04-06,2026-04-07,307.2,279.9498,-8.87%,361.7005,279.9498,PENDING,,,295.19,15.64,-0.97,-4.5,2.03,9.1,-11.02,15.76
FIX,2026-03-05,2026-04-08,2026-04-09,1531.51,1309.3098,-14.51%,1975.9104,1309.3098,PENDING,,,1650.48,76.94,1.39,15.83,20.88,59.06,102.48,390.56
FRT,2026-03-09,2026-04-14,,,104.4862,,,,PENDING,,,110.21,11.76,1.12,2.92,6.61,9.43,17.87,29.57
HST,2026-03-09,2026-04-14,,,18.3579,,,,PENDING,,,20.91,19.19,3.16,9.53,14.17,15.23,36.19,64.13
HSY,2026-01-23,2026-02-04,2026-02-05,217.4223,188.0843,-13.49%,276.0984,188.0843,PENDING,,,197.68,9.34,0.04,-4.49,-8.94,3.03,4.36,24.17
HUBB,2026-02-27,2026-04-09,2026-04-10,537.17,505.426,-5.91%,600.6579,505.426,PENDING,,,545.62,23.19,1.08,9.27,16.74,15.7,34.39,61.59
JBL,2026-03-09,2026-03-25,2026-03-26,277.07,235.6857,-14.94%,359.8387,235.6857,PENDING,,,305.97,34.23,0.2,12.14,22.07,32.74,57.84,132.09
KEYS,2026-03-30,2026-04-08,2026-04-09,318.0,268.0822,-15.70%,417.8355,268.0822,PENDING,,,330.46,62.64,-0.2,9.93,18.11,58.32,107.2,147.7
KLAC,2025-11-20,2026-01-05,2026-01-06,1367.5331,1096.6408,-19.81%,1909.3176,1096.6408,PENDING,,,1795.91,47.99,1.53,15.95,26.59,25.91,83.29,175.52
LNT,2026-03-19,2026-04-09,2026-04-10,73.4,70.6918,-3.69%,78.8165,70.6918,PENDING,,,72.3,12.12,-0.29,-0.48,-0.67,11.84,8.39,23.95
