,ticker,current_up_trend,current_trend_length,last_trend_length,second_last_trend_length,current_jump_trender_up,last_jump_trender_up,second_last_jump_trender_up,current_trender_up_price,last_trender_up_price,second_last_trender_up_price
0,SPY,False,5,17,4,0,10,0,0.0,684.92111314664,0.0
1,QQQ,False,5,6,15,0,2,0,0.0,612.8505582437782,0.0
2,^VIX,True,5,35,82,0,0,14,12.716804538013582,0.0,17.658234485655967
3,ADBE,False,16,18,26,0,12,0,0.0,335.0465520283515,0.0
4,AMD,True,7,4,5,5,0,1,230.3773433042008,0.0,203.648443690847
5,ABNB,False,7,27,22,0,19,0,0.0,132.72527549690162,0.0
6,ALNY,False,10,3,20,0,0,0,0.0,378.6680159209362,0.0
7,GOOGL,True,15,11,43,8,0,28,319.646456786108,0.0,300.9612690097067
8,GOOG,True,13,13,42,7,0,27,320.0185944627959,0.0,302.2335941596675
9,AMZN,False,5,17,24,0,9,0,0.0,231.11675351880865,0.0
10,AEP,True,8,29,44,5,0,17,115.87708762017681,0.0,119.86103954138198
11,AMGN,True,13,2,7,2,0,4,328.5372874794722,0.0,322.47635479491595
12,ADI,True,14,12,15,11,0,13,292.31657260554965,0.0,262.2013453858008
13,AAPL,False,26,41,6,0,22,0,0.0,273.75954763957407,0.0
14,AMAT,True,15,11,14,12,0,9,295.6334533400295,0.0,253.36363344020273
15,APP,False,16,23,11,0,13,0,0.0,672.4008230942401,0.0
16,ARM,True,3,53,24,1,0,14,104.88662578619719,0.0,159.74462063407955
17,ASML,True,16,10,13,14,0,7,1282.4437374904642,0.0,1068.9748225527565
18,TEAM,True,1,15,20,0,0,11,119.50211459735043,0.0,156.18226687560474
19,ADSK,False,16,23,37,0,11,0,0.0,291.31478340050256,0.0
20,ADP,True,12,10,14,2,0,10,254.8438340725326,0.0,257.9301708022914
21,AXON,True,31,24,7,15,0,3,589.2677020008532,0.0,684.8883831782967
22,BKR,True,15,18,31,10,0,15,51.28877519530385,0.0,48.07049963507471
23,BKNG,False,8,29,64,0,18,0,0.0,5265.732743602082,0.0
24,AVGO,False,29,13,14,0,8,0,0.0,362.39303263723195,0.0
25,CDNS,True,11,15,11,2,0,6,303.2749575272375,0.0,316.5194515922376
26,CHTR,False,9,22,43,0,8,0,0.0,202.082093268091,0.0
27,CTAS,True,30,30,6,12,0,2,190.2006196960727,0.0,185.70404692247328
28,CSCO,True,1,25,36,0,0,14,72.82729012739101,0.0,76.60239156083638
29,CCEP,True,5,25,23,3,0,12,86.58409083840023,0.0,89.31770291366298
30,CTSH,True,60,78,4,41,0,2,81.60679584820602,0.0,76.27707937500536
31,CMCSA,True,28,65,17,19,0,9,27.91126978814209,0.0,30.305369824681193
32,CEG,False,13,17,24,0,0,0,0.0,339.139089644278,0.0
33,CPRT,True,8,52,6,6,0,2,39.71550648879249,0.0,43.51865714501947
34,CSGP,False,115,47,24,0,33,0,0.0,91.26566967368528,0.0
35,COST,True,12,21,4,10,0,1,934.546926535327,0.0,892.3792110273807
36,CRWD,False,46,57,31,0,27,0,0.0,522.7308591590778,0.0
37,CSX,True,4,11,25,2,0,12,34.837607303135584,0.0,36.062234470283364
38,DDOG,True,1,36,66,0,0,24,118.27163691142583,0.0,156.50614400277593
39,DXCM,True,39,19,7,13,0,3,66.54387759560723,0.0,66.59420768057878
40,FANG,False,27,24,4,0,15,0,0.0,152.68459362556482,0.0
41,DASH,False,11,26,31,0,15,0,0.0,218.95356899226596,0.0
42,EA,True,83,2,36,51,0,15,203.70824574142944,0.0,167.4436845179179
43,EXC,True,6,31,2,3,0,0,43.47926588314936,0.0,45.24698545166616
44,FAST,True,11,7,18,6,0,8,41.09874543329653,0.0,41.09556273003429
45,FER,True,15,8,32,7,0,17,65.26065444562109,0.0,65.27405218359569
46,FTNT,True,2,24,9,0,0,2,73.87884635134523,0.0,80.28314851675559
47,GEHC,False,5,38,13,0,20,0,0.0,81.7086111638371,0.0
48,GILD,True,4,11,9,2,0,4,126.08948946756985,0.0,119.68560440540593
49,HON,True,28,18,18,13,0,5,212.9523356485263,0.0,192.9199545232674
50,IDXX,True,14,18,25,8,0,12,682.5806582537975,0.0,699.7587734475379
51,INSM,False,33,47,4,0,34,0,0.0,198.03198156132865,0.0
52,INTC,False,2,14,10,0,11,0,0.0,43.38206523908278,0.0
53,INTU,False,16,14,30,0,6,0,0.0,649.250247064542,0.0
54,ISRG,False,8,16,5,0,5,0,0.0,557.8352160831571,0.0
55,KDP,False,26,13,14,0,10,0,0.0,28.110733263213433,0.0
56,KLAC,True,36,10,21,23,0,7,1402.2741399034514,0.0,1124.7026834746418
57,KHC,False,4,4,26,0,1,0,0.0,22.93308590171197,0.0
58,LRCX,True,36,12,15,26,0,9,203.8747899117077,0.0,150.54569229543142
59,LIN,True,29,51,14,24,0,2,436.9364839806077,0.0,465.66919330811794
60,MAR,True,28,5,22,17,0,12,311.0344569802973,0.0,290.71486656626945
61,MRVL,False,29,10,8,0,5,0,0.0,88.10387161658848,0.0
62,MELI,True,15,38,9,4,0,5,2011.3953015368236,0.0,2118.21013322087
63,META,True,3,6,32,1,0,10,608.7100612918908,0.0,635.4825997338115
64,MCHP,True,37,19,10,20,0,0,68.75606998992838,0.0,60.313504050983525
65,MU,True,24,3,6,21,0,3,352.6658796227164,0.0,233.49844214338464
66,MSFT,True,1,55,36,0,0,19,442.3399597600313,0.0,515.4015635556597
67,MSTR,True,9,64,6,3,0,2,155.04581208582536,0.0,319.5730703150223
68,MDLZ,True,11,23,5,9,0,0,55.49776104895594,0.0,54.828474977230236
69,MPWR,True,14,12,11,8,0,7,996.193130137042,0.0,919.6843199317211
70,MNST,True,24,6,23,11,0,16,77.57118451456736,0.0,72.80147923841352
71,NFLX,False,65,10,19,0,4,0,0.0,117.75870061128927,0.0
72,NVDA,False,5,17,32,0,9,0,0.0,181.22309729153716,0.0
73,NXPI,True,14,3,20,8,0,12,220.51245652026935,0.0,219.9700562040538
74,ORLY,True,11,22,10,8,0,5,95.08684271037657,0.0,98.59425311820767
75,ODFL,True,38,55,14,29,0,3,166.5584433938846,0.0,144.65492536046804
76,PCAR,True,43,4,19,32,0,5,116.21651375777138,0.0,94.0452773252645
77,PLTR,False,17,17,20,0,11,0,0.0,179.9666307183974,0.0
78,PANW,False,2,11,41,0,5,0,0.0,180.1944981457206,0.0
79,PAYX,False,16,14,92,0,4,0,0.0,111.86997847261821,0.0
80,PYPL,False,72,5,48,0,3,0,0.0,69.0784075452633,0.0
81,PDD,False,9,12,27,0,9,0,0.0,112.97637329195193,0.0
82,PEP,True,8,14,24,5,0,8,142.11261544342042,0.0,145.6876625928792
83,QCOM,False,9,5,3,0,1,0,0.0,168.91109863367518,0.0
84,REGN,False,8,16,12,0,9,0,0.0,757.5948901476596,0.0
85,ROP,False,64,11,26,0,1,0,0.0,496.6031046141673,0.0
86,ROST,False,3,67,3,0,43,0,0.0,187.23939159601392,0.0
87,STX,True,33,11,16,10,0,9,307.3367902195427,0.0,241.69055149763724
88,SHOP,False,6,35,15,0,14,0,0.0,157.06743387241386,0.0
89,SBUX,True,51,8,9,19,0,7,91.73229613650403,0.0,82.66262141098099
90,SNPS,True,39,62,45,21,0,21,488.36553972170947,0.0,593.5392980258365
91,TMUS,False,105,25,8,0,12,0,0.0,249.1785990740197,0.0
92,TTWO,False,9,12,40,0,4,0,0.0,247.60969622778504,0.0
93,TSLA,False,18,18,13,0,16,0,0.0,457.2523699631363,0.0
94,TXN,True,40,59,10,21,0,6,181.23093869197032,0.0,192.75359466603646
95,TRI,False,60,10,49,0,8,0,0.0,155.9807540426217,0.0
96,VRSK,False,4,15,55,0,2,0,0.0,217.75020354373746,0.0
97,VRTX,True,2,5,29,0,0,10,439.79343177390075,0.0,445.44201370057164
98,WMT,True,14,9,21,7,0,19,114.81135376561755,0.0,112.61354418632088
99,WBD,True,66,8,23,32,0,16,27.63438750127212,0.0,17.873625756687648
100,WDC,True,34,10,16,18,0,10,207.55774554174437,0.0,148.3432331174196
101,WDAY,False,54,36,1,0,13,0,0.0,230.77432998218723,0.0
102,XEL,True,8,29,2,5,0,0,74.07215260012941,0.0,79.0074060400583
103,ZS,False,49,15,12,0,7,0,0.0,315.9215262231083,0.0
104,MMM,False,5,9,19,0,6,0,0.0,163.04555831178538,0.0
105,AOS,True,40,35,71,19,0,21,68.84872990429946,0.0,70.84862870442112
106,ABT,False,6,22,17,0,5,0,0.0,122.25281657693452,0.0
107,ABBV,False,15,6,16,0,3,0,0.0,221.41458206810282,0.0
108,ACN,True,12,4,27,6,0,17,267.4248519967409,0.0,261.7949725839
109,AES,False,9,11,6,0,6,0,0.0,14.032049231312167,0.0
110,AFL,False,2,26,17,0,4,0,0.0,107.64858156420158,0.0
111,A,False,6,9,18,0,5,0,0.0,139.78751733409598,0.0
112,APD,True,15,18,21,9,0,12,256.51403765324693,0.0,251.2053455774224
113,AKAM,True,23,11,19,6,0,15,90.19228742784519,0.0,84.66408826732243
114,ALB,True,51,5,28,31,0,15,168.61215985351137,0.0,88.58160994575456
115,ARE,True,15,21,4,12,0,2,55.70997130263089,0.0,49.5429283277956
116,ALGN,True,78,45,6,31,0,4,163.091022111544,0.0,193.43853620270235
117,ALLE,True,4,60,2,2,0,0,160.43318328248853,0.0,172.68862893353173
118,LNT,True,9,29,13,6,0,7,65.87338901824675,0.0,66.56739571755249
119,ALL,False,9,19,7,0,5,0,0.0,203.17941373122144,0.0
120,MO,True,10,59,12,8,0,4,60.01331812674359,0.0,63.38570141567136
121,AMCR,False,6,8,18,0,2,0,0.0,41.680537681488985,0.0
122,AEE,True,19,19,15,7,0,8,101.10338978353556,0.0,101.81441394819974
123,AXP,False,10,29,9,0,14,0,0.0,367.5398666343742,0.0
124,AIG,False,14,17,38,0,15,0,0.0,83.02296724779546,0.0
125,AMT,True,7,18,8,4,0,4,172.51134694197165,0.0,173.26836558457617
126,AWK,False,15,13,34,0,3,0,0.0,129.33279449308534,0.0
127,AMP,True,36,99,13,21,0,10,486.4769725594542,0.0,522.1778085124832
128,AME,True,67,17,39,46,0,18,212.4874698836847,0.0,184.30785611508577
129,APH,True,16,13,10,8,0,5,142.19557575879017,0.0,130.84139365979027
130,AON,False,16,13,2,0,10,0,0.0,346.32039423940563,0.0
131,APA,True,9,18,26,7,0,14,23.788410123223716,0.0,24.768191163831073
132,APO,False,5,50,26,0,25,0,0.0,142.68586826960853,0.0
133,APTV,False,6,24,29,0,6,0,0.0,80.9167502909701,0.0
134,ACGL,False,16,13,4,0,8,0,0.0,94.07955233028385,0.0
135,ADM,True,14,41,15,10,0,4,63.382635834156744,0.0,58.873518450893364
136,ARES,False,5,36,44,0,18,0,0.0,164.78295309274048,0.0
137,ANET,True,3,9,3,1,0,1,121.08870324064745,0.0,126.15371623548286
138,AJG,False,4,26,44,0,12,0,0.0,252.00590195293842,0.0
139,AIZ,False,9,21,7,0,13,0,0.0,235.34944646013642,0.0
140,T,False,85,33,19,0,11,0,0.0,27.763074475915555,0.0
141,ATO,False,37,16,7,0,6,0,0.0,171.60931587505368,0.0
142,AZO,True,11,22,10,8,0,4,3548.102162862641,0.0,3814.0190734631506
143,AVB,False,3,20,9,0,6,0,0.0,176.67497278677826,0.0
144,AVY,True,36,10,19,15,0,7,179.36598896897726,0.0,169.80120212717307
145,BALL,True,29,3,21,24,0,5,54.44333842140891,0.0,47.03306419002356
146,BAC,False,9,30,8,0,18,0,0.0,54.78597807784411,0.0
147,BAX,False,5,35,33,0,18,0,0.0,19.548611087711596,0.0
148,BDX,True,51,10,19,26,0,5,198.34987761913945,0.0,184.2247951511853
149,BRK.B,False,33,22,18,0,12,0,0.0,499.4278949636547,0.0
150,BBY,False,5,9,19,0,0,0,0.0,65.85584248465048,0.0
151,TECH,True,15,18,8,10,0,4,64.92792171840323,0.0,60.31976716807054
152,BIIB,False,8,6,11,0,4,0,0.0,174.8327734148936,0.0
153,BLK,True,36,30,28,14,0,15,1067.5943275015154,0.0,1125.2111729711978
154,BX,False,2,38,45,0,20,0,0.0,152.8284302128971,0.0
155,XYZ,False,7,13,53,0,5,0,0.0,65.39260838305891,0.0
156,BK,True,40,7,23,24,0,9,117.52786908334538,0.0,108.1942602235227
157,BA,True,37,22,3,32,0,1,241.87071937839215,0.0,212.78438560902802
158,BSX,False,9,5,19,0,3,0,0.0,94.75158819549182,0.0
159,BMY,True,59,2,19,36,0,5,53.78860014859995,0.0,42.41863273987182
160,BR,False,17,19,65,0,3,0,0.0,224.2805969747005,0.0
161,BRO,False,16,13,40,0,5,0,0.0,78.68642469040994,0.0
162,BF.B,True,7,16,20,3,0,6,26.083301492728072,0.0,28.157874621663378
163,BLDR,True,15,12,14,8,0,6,114.64893858117472,0.0,103.39521438934266
164,BG,True,15,17,38,12,0,18,105.65962434192177,0.0,91.59191945785564
165,BXP,False,34,7,19,0,4,0,0.0,68.77229860965501,0.0
166,CHRW,True,25,7,27,17,0,17,171.14248174097511,0.0,153.11245925947273
167,CPT,False,3,23,7,0,11,0,0.0,106.8140598757493,0.0
168,CPB,False,37,14,9,0,3,0,0.0,29.7569367941743,0.0
169,COF,False,10,30,8,0,27,0,0.0,243.51725662575356,0.0
170,CAH,True,8,3,11,3,0,4,201.98736774976834,0.0,202.0815775951364
171,CCL,False,7,23,31,0,15,0,0.0,30.033302704488456,0.0
172,CARR,True,39,9,12,9,0,2,53.649539000874135,0.0,54.140256688148206
173,CVNA,True,11,5,25,6,0,16,444.241973333059,0.0,413.63752864942626
174,CAT,True,15,11,81,10,0,41,616.5644160030965,0.0,572.511488292431
175,CBOE,True,12,19,27,10,0,14,264.56481044488896,0.0,250.71275104229244
176,CBRE,True,23,10,10,10,0,8,162.82228739988156,0.0,155.73449516650464
177,CDW,False,24,8,24,0,3,0,0.0,142.08304026948593,0.0
178,COR,True,8,29,49,4,0,34,340.6404529241247,0.0,358.79702431327996
179,CNC,True,60,13,39,27,0,23,43.42561610745839,0.0,35.726900256330886
180,CNP,True,18,19,14,5,0,8,38.39995239481409,0.0,39.09003150971138
181,CF,True,16,54,15,11,0,7,85.67680671566056,0.0,85.00411708486335
182,CRL,True,41,19,21,32,0,15,209.8998888543595,0.0,183.6414216649225
183,SCHW,True,35,12,4,19,0,1,99.62814411051741,0.0,93.0596681301821
184,CVX,True,18,26,20,10,0,2,159.53128481273117,0.0,150.71210743785022
185,CMG,True,41,19,18,26,0,7,38.47226974462199,0.0,39.82410928570433
186,CB,False,13,51,6,0,31,0,0.0,307.1903955157711,0.0
187,CHD,True,26,7,25,10,0,9,89.47274570893897,0.0,82.59115415354951
188,CI,False,8,20,31,0,10,0,0.0,271.22818390918326,0.0
189,CINF,False,16,12,9,0,4,0,0.0,162.21480255950934,0.0
190,C,False,9,30,5,0,23,0,0.0,116.63379302227129,0.0
191,CFG,True,41,6,5,29,0,3,59.17046220127019,0.0,50.80044139908922
192,CLX,True,13,20,9,11,0,4,109.06667296533068,0.0,101.84100010329027
193,CME,True,6,7,8,4,0,3,271.64120711868327,0.0,267.34973908928094
194,CMS,True,6,31,14,3,0,9,69.95151922068209,0.0,73.14488434750925
195,KO,True,11,23,39,8,0,22,70.08375564992369,0.0,70.420017924217
196,COIN,False,5,10,56,0,6,0,0.0,231.2158823400165,0.0
197,CL,True,12,4,5,10,0,3,81.95331182134571,0.0,77.29160132962062
198,FIX,True,9,17,5,7,0,1,1049.1939000936857,0.0,921.8091842370927
199,CAG,True,1,23,5,0,0,3,16.733504260907615,0.0,17.33310868894116
200,COP,True,16,11,24,5,0,13,92.6144508304342,0.0,91.88069450773234
201,ED,True,28,10,12,12,0,5,101.15388018987403,0.0,98.47513034116777
202,STZ,True,12,14,17,9,0,14,150.53622323640312,0.0,141.16774895959037
203,COO,True,50,10,19,16,0,10,80.60335339905801,0.0,69.79337338198587
204,GLW,True,6,5,22,3,0,3,88.71080117285877,0.0,85.2536942800986
205,CPAY,False,5,46,46,0,28,0,0.0,312.77916362293433,0.0
206,CTVA,True,53,42,12,29,0,5,68.61460283973625,0.0,71.65602182066172
207,CTRA,True,4,25,28,2,0,18,24.23154266613747,0.0,26.275645354178597
208,CRH,False,13,28,14,0,15,0,0.0,123.0512515751901,0.0
209,CCI,True,8,17,5,2,0,1,84.64651257164849,0.0,87.08162587162596
210,CMI,True,60,13,73,38,0,48,559.0220353424542,0.0,421.78976149434396
211,CVS,True,30,6,3,12,0,1,78.85061017061945,0.0,76.31131909113832
212,DHR,True,81,27,19,36,0,9,229.42034107675113,0.0,202.53217228203553
213,DRI,False,1,40,48,0,23,0,0.0,200.60501524481649,0.0
214,DVA,False,59,2,58,0,0,0,0.0,125.34466659684325,0.0
215,DAY,False,5,53,15,0,29,0,0.0,69.09904687766486,0.0
216,DECK,False,10,30,56,0,20,0,0.0,102.76559136646206,0.0
217,DE,True,14,26,24,10,0,10,489.78907868491825,0.0,465.8913669555983
218,DELL,False,26,11,18,0,7,0,0.0,128.77662087427373,0.0
219,DAL,False,8,33,15,0,19,0,0.0,68.60081030659485,0.0
220,DVN,True,2,11,3,0,0,0,35.76682313574864,0.0,34.8859112382194
221,DLR,True,9,20,5,5,0,2,155.05564840484823,0.0,155.09136207834243
222,DG,True,51,9,11,34,0,5,142.3425512264743,0.0,101.30296211350581
223,DLTR,False,3,37,5,0,23,0,0.0,131.1087651596008,0.0
224,D,True,7,30,16,4,0,11,58.63158329615016,0.0,59.7271864014156
