,ticker,current_up_trend,current_trend_length,last_trend_length,second_last_trend_length,current_jump_trender_up,last_jump_trender_up,second_last_jump_trender_up,current_trender_up_price,last_trender_up_price,second_last_trender_up_price,current_price,1M,3M,6M,1Y
30,CTSH,True,65,78,4,43,0,2,81.91291029779215,0.0,76.27707937687968,82.91000366210938,-0.10842932275978916,15.35215473130781,18.491485644035315,1.8012251354836921
128,AME,True,72,17,39,51,0,18,216.75557301070094,0.0,184.3078561149921,227.72000122070312,10.915203316250466,15.003472330320486,25.272950144769528,23.254274153512824
148,BDX,True,56,10,19,26,0,5,198.34987761914087,0.0,184.2247951863199,201.91000366210938,4.0397774215533,13.172584682037817,15.729637599454533,-16.98733000982548
159,BMY,True,64,2,19,36,0,5,53.78860014858463,0.0,42.41863268771829,55.88999938964844,4.839620988950473,23.959865075285133,29.61277073307616,-0.7213598014430991
206,CTVA,True,58,42,12,34,0,5,70.45240484602294,0.0,71.65602182066172,73.19999694824219,9.204831092509284,18.95591971674653,3.3782695385755854,11.792910108641445
210,CMI,True,65,13,73,39,0,48,561.1718042899172,0.0,421.7897614943465,595.1300048828125,16.58928213355322,36.43308568196359,68.82521450282353,68.77194330725234
226,DOV,True,72,33,7,38,0,4,199.63820372612454,0.0,175.11138828209647,207.32000732421875,6.187257473457531,15.410589462861655,19.16195882061714,2.057468132871199
231,DD,True,66,12,6,36,0,2,42.7810143070861,0.0,32.05679742735728,44.43000030517578,10.522386721285793,31.003948432819506,53.41092618339503,41.509367826115536
255,EXPD,True,63,30,31,39,0,19,157.89559337234184,0.0,120.71191068487236,163.5500030517578,9.757740474418206,36.793229774544905,43.40321462083801,45.54467874979522
262,FDX,True,67,11,34,46,0,14,306.6016997512995,0.0,233.76826923128354,335.29998779296875,16.07699397508643,35.386908856515774,56.231379100312786,27.482383310754084
290,HAS,True,69,32,18,30,0,10,86.40488592217432,0.0,78.12891082457486,93.83999633789062,14.43901992425686,23.725515521472467,28.028147507110102,63.84327824133835
300,HST,True,59,5,6,23,0,3,18.092079229576605,0.0,15.859986653265448,18.670000076293945,5.301751598009644,18.372149354298465,23.987025290120272,18.869637499749533
306,HII,True,203,5,22,100,0,15,405.85823532599966,0.0,191.1104951429301,420.29998779296875,23.592195354134738,32.30748302901008,57.22272527807725,120.02146634275712
361,MRK,True,56,6,24,32,0,11,106.55478759123636,0.0,84.60844994103334,113.37000274658203,7.704731565419665,32.520836874592774,45.62796604256126,18.880307054776456
388,NUE,True,67,34,11,34,0,5,172.1280139785412,0.0,141.7802208957906,180.9600067138672,10.943538738717164,21.261521582533362,31.47319572657058,42.92000711021129
398,PH,True,69,26,25,36,0,13,912.6388959530354,0.0,744.8612670173089,952.0,8.30981798960772,23.207694287951103,34.290884798940795,36.56710452295845
451,STLD,True,119,21,29,45,0,18,169.7193384867745,0.0,129.71267438798017,186.5500030517578,10.091476194442631,18.28106094922127,53.446924451079255,44.78966445652274
493,VTRS,True,56,3,13,38,0,7,12.436293401956837,0.0,10.058544416437439,13.680000305175781,9.87952220686215,33.57879005134831,58.86347185170682,25.876083419542397
