ticker,almost_up_cond_date,trender_up_at_almost,previous_swing_high_price,breakout_price,current_price,YTD%,1D%,1W%,1M%,3M%,6M%,1Y%
AZO,2026-03-03,3596.6164,3887.03,3887.03,3594.0801,5.97,-2.97,0.45,4.89,-2.98,-3.1,-4.48
BIIB,2026-03-31,179.9904,202.41,202.41,187.06,6.29,-1.17,1.45,1.78,3.99,26.51,54.49
BIIB,2026-04-06,168.9257,202.41,202.41,187.06,6.29,-1.17,1.45,1.78,3.99,26.51,54.49
BK,2026-04-29,130.9471,138.5998,138.5998,133.78,16.21,-0.44,0.19,11.03,12.0,26.02,69.5
CF,2026-04-08,123.1881,141.96,141.96,122.69,59.48,-1.22,1.46,-4.13,32.3,47.45,60.19
CFG,2026-02-12,64.2938,68.2986,68.2986,64.42,11.86,-0.97,1.71,7.12,3.75,29.56,80.28
CFG,2026-02-27,59.6737,68.2986,68.2986,64.42,11.86,-0.97,1.71,7.12,3.75,29.56,80.28
CI,2026-03-03,274.7225,296.1684,296.1684,282.9,3.35,-2.64,2.63,5.83,3.78,-4.37,-15.04
COP,2026-04-08,124.3542,135.87,135.87,123.19,32.62,-2.06,1.17,-4.04,19.11,42.26,42.96
COP,2026-04-17,112.345,135.87,135.87,123.19,32.62,-2.06,1.17,-4.04,19.11,42.26,42.96
CTRA,2026-04-17,29.439,36.88,36.88,35.38,35.4,-1.48,5.52,4.3,23.53,53.99,48.99
DAL,2026-03-02,62.5795,76.183,76.183,68.98,-0.34,1.46,0.77,2.04,4.97,17.71,67.73
DAL,2026-03-05,60.368,76.183,76.183,68.98,-0.34,1.46,0.77,2.04,4.97,17.71,67.73
DAL,2026-03-06,58.8245,76.183,76.183,68.98,-0.34,1.46,0.77,2.04,4.97,17.71,67.73
DAL,2026-03-09,57.4467,76.183,76.183,68.98,-0.34,1.46,0.77,2.04,4.97,17.71,67.73
DVN,2026-03-31,49.0084,52.71,52.71,50.56,38.75,-1.58,5.47,4.05,26.4,59.6,70.57
DVN,2026-04-01,47.9954,52.71,52.71,50.56,38.75,-1.58,5.47,4.05,26.4,59.6,70.57
DVN,2026-04-08,46.8924,52.71,52.71,50.56,38.75,-1.58,5.47,4.05,26.4,59.6,70.57
DVN,2026-04-17,42.0864,52.71,52.71,50.56,38.75,-1.58,5.47,4.05,26.4,59.6,70.57
EIX,2026-04-13,71.832,76.22,76.22,69.88,19.57,0.56,1.48,-3.88,13.56,29.56,38.35
EOG,2026-04-08,134.4501,150.6999,150.6999,138.95,34.62,-1.15,4.37,-0.28,24.88,33.36,30.43
EQIX,2026-04-28,1071.4049,1128.6801,1128.6801,1085.03,42.39,0.2,-2.14,8.94,32.89,37.58,28.98
EQIX,2026-04-30,1056.5736,1128.6801,1128.6801,1085.03,42.39,0.2,-2.14,8.94,32.89,37.58,28.98
EXPE,2026-04-29,234.7509,279.76,279.76,251.84,-10.92,1.4,0.16,10.62,-4.7,15.04,61.79
FAST,2026-04-13,45.4057,49.4067,49.4067,44.91,13.13,-0.04,1.03,-3.18,4.13,10.49,13.25
FER,2026-04-29,66.7704,72.47,72.47,68.98,6.76,0.1,-0.16,2.92,1.46,9.54,41.31
FTV,2026-03-06,55.9914,62.3518,62.3518,59.03,7.04,-1.27,-3.37,5.6,11.9,17.52,12.92
FTV,2026-03-12,54.2549,62.3518,62.3518,59.03,7.04,-1.27,-3.37,5.6,11.9,17.52,12.92
FTV,2026-04-30,59.478,62.3518,62.3518,59.03,7.04,-1.27,-3.37,5.6,11.9,17.52,12.92
GM,2026-02-23,78.3623,87.413,87.413,75.77,-6.6,-1.46,-2.92,0.97,-9.58,10.08,69.19
GM,2026-02-27,78.0848,87.413,87.413,75.77,-6.6,-1.46,-2.92,0.97,-9.58,10.08,69.19
GM,2026-03-02,77.1986,87.413,87.413,75.77,-6.6,-1.46,-2.92,0.97,-9.58,10.08,69.19
GM,2026-03-03,75.7088,87.413,87.413,75.77,-6.6,-1.46,-2.92,0.97,-9.58,10.08,69.19
GM,2026-03-06,73.8613,87.413,87.413,75.77,-6.6,-1.46,-2.92,0.97,-9.58,10.08,69.19
GM,2026-03-09,72.964,87.413,87.413,75.77,-6.6,-1.46,-2.92,0.97,-9.58,10.08,69.19
GWW,2026-03-09,1091.9016,1218.63,1218.63,1148.62,14.05,-1.1,0.05,3.71,6.56,20.29,13.13
GWW,2026-03-13,1066.0748,1218.63,1218.63,1148.62,14.05,-1.1,0.05,3.71,6.56,20.29,13.13
GWW,2026-03-16,1057.5266,1218.63,1218.63,1148.62,14.05,-1.1,0.05,3.71,6.56,20.29,13.13
HAS,2026-03-06,93.0357,106.2475,106.2475,95.27,16.98,-0.59,0.2,6.59,7.41,24.19,59.42
HAS,2026-03-09,91.7231,106.2475,106.2475,95.27,16.98,-0.59,0.2,6.59,7.41,24.19,59.42
HAS,2026-03-27,88.1367,106.2475,106.2475,95.27,16.98,-0.59,0.2,6.59,7.41,24.19,59.42
HAS,2026-04-21,89.1827,106.2475,106.2475,95.27,16.98,-0.59,0.2,6.59,7.41,24.19,59.42
ICE,2026-04-30,153.2941,168.2,168.2,154.75,-4.14,-2.11,-2.34,-2.11,-10.66,3.38,-6.79
JPM,2026-03-27,280.513,324.7381,324.7381,312.47,-2.09,-0.24,1.36,6.33,2.67,3.27,30.22
KMI,2026-04-01,32.5258,34.73,34.73,32.53,19.48,-1.03,2.49,-1.06,7.73,28.25,27.64
KMI,2026-04-08,32.1879,34.73,34.73,32.53,19.48,-1.03,2.49,-1.06,7.73,28.25,27.64
KMI,2026-04-13,31.7478,34.73,34.73,32.53,19.48,-1.03,2.49,-1.06,7.73,28.25,27.64
KMI,2026-04-14,31.5865,34.73,34.73,32.53,19.48,-1.03,2.49,-1.06,7.73,28.25,27.64
KR,2026-04-01,70.0336,76.58,76.58,67.77,9.01,-0.44,0.8,-3.93,8.37,3.68,-4.23
KR,2026-04-08,70.5848,76.58,76.58,67.77,9.01,-0.44,0.8,-3.93,8.37,3.68,-4.23
LYB,2026-04-08,73.2442,83.94,83.94,74.99,75.29,0.52,7.33,-2.24,54.9,67.17,40.76
LYV,2026-04-15,155.5255,168.55,168.55,158.25,11.05,0.2,1.03,3.68,8.8,6.07,19.48
MET,2026-02-05,75.1475,83.2534,83.2534,80.23,2.36,0.16,3.26,12.73,2.44,3.92,9.62
MET,2026-02-27,71.7939,83.2534,83.2534,80.23,2.36,0.16,3.26,12.73,2.44,3.92,9.62
MET,2026-03-27,67.358,83.2534,83.2534,80.23,2.36,0.16,3.26,12.73,2.44,3.92,9.62
MPC,2026-04-08,229.9609,255.77,255.77,246.15,52.11,-0.86,9.82,3.35,40.41,27.01,82.98
MPC,2026-04-09,223.2002,255.77,255.77,246.15,52.11,-0.86,9.82,3.35,40.41,27.01,82.98
MPC,2026-04-10,217.8074,255.77,255.77,246.15,52.11,-0.86,9.82,3.35,40.41,27.01,82.98
OMC,2026-03-20,74.231,86.3088,86.3088,76.92,-3.79,0.26,1.56,2.27,0.84,4.27,4.97
OMC,2026-04-09,73.9039,86.3088,86.3088,76.92,-3.79,0.26,1.56,2.27,0.84,4.27,4.97
OMC,2026-04-24,75.2897,86.3088,86.3088,76.92,-3.79,0.26,1.56,2.27,0.84,4.27,4.97
OMC,2026-04-29,73.9895,86.3088,86.3088,76.92,-3.79,0.26,1.56,2.27,0.84,4.27,4.97
OXY,2026-04-08,58.9217,67.45,67.45,58.71,43.46,-3.09,2.78,-5.66,29.96,46.21,52.2
RCL,2026-03-02,292.7417,354.5014,354.5014,265.55,-4.29,0.68,-0.11,-5.85,-17.77,-4.35,25.38
RCL,2026-03-06,270.4017,354.5014,354.5014,265.55,-4.29,0.68,-0.11,-5.85,-17.77,-4.35,25.38
RCL,2026-03-09,263.126,354.5014,354.5014,265.55,-4.29,0.68,-0.11,-5.85,-17.77,-4.35,25.38
RF,2026-02-12,29.3498,30.8732,30.8732,28.19,5.02,-1.26,1.55,7.02,-0.14,19.49,43.97
RSG,2026-03-10,219.6496,232.7588,232.7588,206.56,-1.97,-1.27,-1.54,-6.12,-3.69,-1.3,-16.72
RSG,2026-03-25,211.6572,232.7588,232.7588,206.56,-1.97,-1.27,-1.54,-6.12,-3.69,-1.3,-16.72
RSG,2026-04-14,209.0731,232.7588,232.7588,206.56,-1.97,-1.27,-1.54,-6.12,-3.69,-1.3,-16.72
SHW,2026-03-02,347.6112,376.9365,376.9365,318.0,-1.64,-1.12,-5.83,-2.36,-10.13,-7.6,-9.09
SHW,2026-03-03,342.1798,376.9365,376.9365,318.0,-1.64,-1.12,-5.83,-2.36,-10.13,-7.6,-9.09
SHW,2026-03-05,333.4382,376.9365,376.9365,318.0,-1.64,-1.12,-5.83,-2.36,-10.13,-7.6,-9.09
SHW,2026-03-06,328.1466,376.9365,376.9365,318.0,-1.64,-1.12,-5.83,-2.36,-10.13,-7.6,-9.09
SHW,2026-03-09,322.1271,376.9365,376.9365,318.0,-1.64,-1.12,-5.83,-2.36,-10.13,-7.6,-9.09
SHW,2026-03-19,304.9858,376.9365,376.9365,318.0,-1.64,-1.12,-5.83,-2.36,-10.13,-7.6,-9.09
SHW,2026-04-29,314.787,376.9365,376.9365,318.0,-1.64,-1.12,-5.83,-2.36,-10.13,-7.6,-9.09
TRI,2026-04-09,84.6632,113.35,113.35,94.41,-27.87,-1.34,5.19,7.22,-14.01,-37.49,-48.28
TRI,2026-04-10,83.2488,113.35,113.35,94.41,-27.87,-1.34,5.19,7.22,-14.01,-37.49,-48.28
USB,2026-02-12,56.9002,60.5646,60.5646,56.3,6.6,-0.64,1.3,6.73,1.37,23.14,45.48
USB,2026-02-23,55.2151,60.5646,60.5646,56.3,6.6,-0.64,1.3,6.73,1.37,23.14,45.48
USB,2026-02-24,54.2256,60.5646,60.5646,56.3,6.6,-0.64,1.3,6.73,1.37,23.14,45.48
USB,2026-03-09,49.8429,60.5646,60.5646,56.3,6.6,-0.64,1.3,6.73,1.37,23.14,45.48
VLO,2026-04-08,234.8987,258.43,258.43,246.87,52.58,-2.26,4.67,2.24,36.9,46.46,118.91
VLO,2026-04-17,222.5976,258.43,258.43,246.87,52.58,-2.26,4.67,2.24,36.9,46.46,118.91
VRSN,2026-04-24,256.8917,282.53,282.53,272.44,12.56,1.41,1.2,8.64,11.97,17.82,-2.23
VRTX,2026-04-29,419.921,507.92,507.92,423.92,-6.49,-0.81,-1.48,-5.22,-9.79,1.61,-16.8
VTRS,2026-02-26,15.0977,16.1619,16.1619,15.04,21.84,0.67,3.08,10.34,15.88,49.41,86.95
WMB,2026-03-09,72.6269,76.3211,76.3211,75.54,26.57,-1.01,4.66,5.16,13.12,34.63,33.2
WMB,2026-03-10,72.157,76.3211,76.3211,75.54,26.57,-1.01,4.66,5.16,13.12,34.63,33.2
WMB,2026-04-01,71.125,76.3211,76.3211,75.54,26.57,-1.01,4.66,5.16,13.12,34.63,33.2
WMT,2026-02-20,122.573,134.4141,134.4141,131.6,18.36,-0.25,1.29,5.5,10.68,28.97,36.52
WMT,2026-03-19,119.5197,134.4141,134.4141,131.6,18.36,-0.25,1.29,5.5,10.68,28.97,36.52
WMT,2026-03-20,118.3957,134.4141,134.4141,131.6,18.36,-0.25,1.29,5.5,10.68,28.97,36.52
XOM,2026-04-01,160.5256,176.41,176.41,152.75,27.78,-1.02,2.58,-4.99,8.75,33.2,49.58
XOM,2026-04-08,154.8948,176.41,176.41,152.75,27.78,-1.02,2.58,-4.99,8.75,33.2,49.58
