,ticker,current_up_trend,current_trend_length,last_trend_length,second_last_trend_length,current_jump_trender_up,last_jump_trender_up,second_last_jump_trender_up,current_trender_up_price,last_trender_up_price,second_last_trender_up_price,current_price,1M,3M,6M,1Y
16,ARM,False,53,24,3,0,14,0,0.0,159.74462063407955,0.0,113.91999816894531,0.36119815434659386,-33.57434509099399,-27.20766890163239,-23.676803992024865
30,CTSH,True,57,78,4,41,0,2,81.55495862799127,0.0,76.27707565850741,84.02999877929688,0.3223455541790381,26.53315751465175,10.381557687647486,9.740148327819746
34,CSGP,False,112,47,24,0,33,0,0.0,91.26566967368528,0.0,64.7699966430664,-0.16954472103613955,-13.593920178578317,-23.943173018104492,-12.295195692165857
42,EA,True,80,2,36,51,0,15,203.70824574142824,0.0,167.44368452812412,204.14999389648438,0.12260912578885097,1.869993224237388,30.280650415180794,44.45595532688309
66,MSFT,False,53,36,13,0,19,0,0.0,515.4015635564327,0.0,444.1099853515625,-8.237948826339423,-13.90289434639934,-11.795151538293926,4.2785113949273645
71,NFLX,False,62,10,19,0,4,0,0.0,117.75870061128927,0.0,85.36000061035156,-9.191488712391955,-31.08125672121086,-28.273730933966775,-0.5244108624230126
80,PYPL,False,69,5,48,0,3,0,0.0,69.0784075452633,0.0,55.88999938964844,-5.9724080065260585,-19.047396456484908,-26.290524613530597,-38.983546928547604
85,ROP,False,61,11,26,0,1,0,0.0,496.60310461396244,0.0,404.6600036621094,-9.993352625855332,-19.846419492338654,-27.96496767362558,-22.01429207787385
86,ROST,True,67,3,10,43,0,5,187.23939159601377,0.0,147.80221228458856,192.32000732421875,5.340417159914644,22.424977100956855,42.36487355004831,30.37484664988177
91,TMUS,False,102,25,8,0,12,0,0.0,249.17859907382825,0.0,183.60000610351562,-8.323761828189864,-19.80980269098522,-20.617392498190167,-14.844734941329655
95,TRI,False,57,10,49,0,8,0,0.0,155.98075404197374,0.0,120.11000061035156,-8.640754928784968,-25.00256532870364,-40.25769509018197,-23.478608891633314
99,WBD,True,63,8,23,32,0,16,27.63438750127212,0.0,17.873625756687648,28.530000686645508,3.332126243956033,55.731447390284764,122.0233450559818,199.68486675206992
101,WDAY,False,51,36,1,0,13,0,0.0,230.77432998218723,0.0,183.41000366210938,-15.897834683532311,-23.95936733719514,-23.294716576497226,-26.530201846445507
116,ALGN,True,75,45,6,31,0,4,163.091022111544,0.0,193.43853620270235,169.9499969482422,5.271304743645921,25.954203048546315,-12.423993050433735,-24.207287077350827
128,AME,True,64,17,39,43,0,18,207.9349350057299,0.0,184.30785738571117,220.4199981689453,9.140419311449055,17.809652868179096,23.39532294452746,22.781939702792712
140,T,False,82,33,19,0,11,0,0.0,27.763074476193008,0.0,23.5,-1.9970592996169612,-8.906079001601881,-12.357834881214211,10.045864471602881
