,ticker,current_up_trend,current_trend_length,last_trend_length,second_last_trend_length,current_jump_trender_up,last_jump_trender_up,second_last_jump_trender_up,current_trender_up_price,last_trender_up_price,second_last_trender_up_price,current_price,1M,3M,6M,1Y
16,ARM,True,8,53,24,3,0,14,105.29530282841792,0.0,159.74462063407955,106.93000030517578,-2.177291470656389,-35.37020110152873,-22.27794818865932,-30.21601299571274
30,CTSH,True,65,78,4,43,0,2,81.91291029779215,0.0,76.27707937687968,82.91000366210938,-0.10842932275978916,15.35215473130781,18.491485644035315,1.8012251354836921
31,CMCSA,True,33,65,17,21,0,9,27.97676944532283,0.0,30.30537003009516,29.59000015258789,6.86735693987999,16.920395053428834,-0.7327714815032133,-1.133697397017521
36,CRWD,False,51,57,31,0,27,0,0.0,522.7308591590778,0.0,438.8500061035156,-6.380664527476236,-18.53233606772378,-1.7485329992747414,10.577773956918133
42,EA,False,1,87,2,0,51,0,0.0,203.70824574142858,0.0,203.60000610351562,-0.35726311407888195,1.9360323441873308,29.880041964579295,72.37515744598392
59,LIN,True,34,51,14,29,0,2,445.9309995172161,0.0,465.66919330809515,460.1600036621094,7.919976512938639,7.430562813884893,0.8527979460399394,4.475118732567731
75,ODFL,True,43,55,14,29,0,3,166.5584433938847,0.0,144.65491527135987,186.1300048828125,18.70535794656407,35.88280822171119,31.722342253463943,0.3691822204054389
86,ROST,False,8,67,3,0,43,0,0.0,187.23939159601397,0.0,190.11000061035156,5.534584908673005,20.543471961489708,39.444993425103206,25.699410196755778
89,SBUX,False,2,54,8,0,21,0,0.0,92.21819829159347,0.0,91.69000244140625,8.882559598926322,11.067231300389466,7.024824557271099,-13.647429938724699
91,TMUS,True,2,108,25,0,0,12,183.68836590858163,0.0,249.17859907382834,194.99000549316406,-3.9647301315777512,-6.975526129969207,-17.096665893568744,-15.504457734095094
94,TXN,True,45,59,10,25,0,6,195.4226356735041,0.0,191.50360952042868,225.00999450683594,30.54279403136018,42.358856858646355,26.340924738574937,26.211337426757435
99,WBD,False,3,68,8,0,32,0,0.0,27.63438750127212,0.0,27.520000457763672,-4.510753819660913,27.28954389226321,113.83061928883758,159.13371708398
114,ALB,False,2,54,5,0,33,0,0.0,175.4616446108616,0.0,164.92999267578125,16.60774167768139,68.99355059310763,144.95632130351453,96.55837198922106
116,ALGN,False,2,81,45,0,31,0,0.0,163.091022111544,0.0,163.6300048828125,4.790272993085614,18.204156281401055,19.8578961045493,-27.391726819468065
117,ALLE,True,9,60,2,5,0,0,162.21389854316394,0.0,172.68862893353173,165.52000427246094,3.9567912344285507,0.13915602617876205,0.23617718047377737,24.933836146753553
127,AMP,True,41,99,13,21,0,10,486.47697255945434,0.0,522.1778085157729,532.1799926757812,8.532854070720944,17.59964592935082,6.823442152494497,-1.614120963160178
140,T,True,4,86,33,2,0,11,23.817698242253,0.0,27.763073964274653,26.299999237060547,7.118922208589263,7.813372298679133,-3.0817813676397634,14.287478540182914
179,CNC,False,5,60,13,0,27,0,0.0,43.42561610745839,0.0,42.79999923706055,4.009714823811052,22.215872865792917,65.18718444274869,-33.766639712307374
181,CF,True,21,54,15,16,0,7,88.1276482962675,0.0,85.0041170797427,89.83999633789062,16.162400558423567,9.136393475380308,-0.7111054749118116,-0.21100119682312654
203,COO,False,4,51,10,0,16,0,0.0,80.60335339905795,0.0,80.6500015258789,-1.5983376930538904,15.033519931208131,13.799913080670159,-17.78796862351177
212,DHR,False,4,82,27,0,36,0,0.0,229.420341076751,0.0,223.4199981689453,-2.4025860754816812,4.035943357529431,13.716849177070287,0.7815671029561683
215,DAY,False,10,53,15,0,29,0,0.0,69.09904687766486,0.0,68.91999816894531,-0.34702932396684366,0.6866343924872809,24.696937937629873,-2.338106182533995
222,DG,False,3,53,9,0,35,0,0.0,142.59820696702656,0.0,143.50999450683594,8.550155968257195,44.72990533535343,33.59790870068811,103.28972381986397
230,DUK,True,13,53,25,8,0,18,118.09737285029998,0.0,124.95163375310011,119.48999786376953,1.9452254902362822,-3.738820829837402,-1.0897699564699557,10.290146069828204
232,ETN,True,11,59,30,6,0,10,335.0578955878423,0.0,361.61192898748055,359.44000244140625,12.850457260636647,-6.173482503475438,-5.456013972255684,10.995710437270022
254,EXPE,False,10,61,18,0,29,0,0.0,281.4930831718483,0.0,276.6700134277344,-2.3437168430620257,25.70050096914024,55.933540031021856,62.20022737924089
265,FSLR,False,18,129,11,0,47,0,0.0,248.11273711772185,0.0,230.5500030517578,-11.74444230918629,-1.2971995699736456,25.319346372767644,37.73224439477192
270,FOXA,False,11,56,12,0,34,0,0.0,72.11119969306432,0.0,72.37999725341797,-0.944303331446606,10.486940761963481,30.9209421403959,43.20735416576882
271,FOX,False,4,63,13,0,33,0,0.0,64.78668816100786,0.0,65.27999877929688,0.5390396927091871,10.963788454001742,29.332331087551044,36.34225868583596
368,TAP,False,3,55,10,0,22,0,0.0,47.60328633415878,0.0,48.43000030517578,3.7489288529545353,12.106994977027382,2.4681607895764213,-9.049205826807102
372,MSI,True,31,59,42,27,0,24,390.44021868353707,0.0,467.5767972314365,403.67999267578125,5.311485172320178,-6.240162606628023,-7.045330259342665,-13.651749941396737
378,NWS,True,19,66,8,10,0,4,30.14729463036069,0.0,32.97513809300714,30.8799991607666,4.2186973857735985,1.2127136319537344,-6.840732996548564,-1.656697595681305
454,SMCI,True,11,58,31,4,0,17,28.5783324877093,0.0,50.61009488497797,29.709999084472656,1.5032409286904458,-41.01647862917484,-47.54590500595508,3.7360325336143565
484,UPS,False,4,67,7,0,35,0,0.0,105.12033652230772,0.0,110.2699966430664,11.170474774617892,18.01695739958995,35.2729023087155,2.5667757315718878
496,VST,True,12,60,28,0,0,9,147.817291170268,0.0,195.6227159055944,154.25999450683594,-4.382326438961108,-18.57304613160105,-25.671050466512433,-12.022151142780189
