Rank,Industry,Sector,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
1,Communications Equipment,Information Technology,224.59,99,99,99,97,"LITE,CIEN,CSCO,FFIV,ANET,MSI"
2,Electronic Components,Information Technology,189.08,99,99,98,99,"COHR,GLW,APH"
3,"Technology Hardware, Storage & Peripherals",Information Technology,182.45,98,96,96,96,"WDC,STX,DELL,HPE,AAPL,NTAP,HPQ,SMCI"
4,Semiconductor Materials & Equipment,Information Technology,182.34,97,98,97,95,"TER,LRCX,AMAT,KLAC,Q"
5,Semiconductors,Information Technology,170.58,96,89,85,83,"MU,INTC,AMD,MRVL,ON,ARM,MPWR,ADI,MCHP,TXN,AVGO,NXPI,QCOM,NVDA,FSLR,SWKS"
6,Wireless Telecommunication Services,Communication Services,159.98,95,97,99,99,"SATS,TMUS"
7,Construction & Engineering,Industrials,152.4,94,95,95,94,"FIX,PWR,EME,J"
8,Steel,Materials,137.81,93,83,94,64,"STLD,NUE"
9,Electrical Components & Equipment,Industrials,131.77,92,90,77,74,"VRT,GNRC,ROK,ETN,AME,EMR"
10,Construction Machinery & Heavy Transportation Equipment,Industrials,131.47,91,93,92,80,"CAT,CMI,WAB,PCAR"
11,Oil & Gas Equipment & Services,Energy,129.65,90,94,89,71,"HAL,BKR,SLB"
12,Electronic Manufacturing Services,Information Technology,126.32,89,87,79,91,"JBL,TEL"
13,Oil & Gas Refining & Marketing,Energy,124.76,88,92,82,86,"VLO,MPC,PSX"
14,Interactive Media & Services,Communication Services,122.59,87,78,88,92,"GOOGL,GOOG,META"
15,Agricultural Products & Services,Consumer Staples,118.35,86,91,87,79,"BG,ADM"
16,Cargo Ground Transportation,Industrials,115.6,85,86,86,18,"JBHT,ODFL"
17,Specialty Chemicals,Materials,114.54,84,82,83,37,"ALB,LYB,DD,IFF,PPG,ECL,SHW"
18,Broadline Retail,Consumer Discretionary,111.72,83,53,21,73,"EBAY,AMZN"
19,Oil & Gas Exploration & Production,Energy,111.33,82,88,57,48,"APA,FANG,DVN,OXY,COP,CTRA,EOG,TPL,EQT,EXE"
20,Data Center REITs,Real Estate,111.25,81,76,24,35,"EQIX,DLR"
21,Broadcasting,Communication Services,110.75,80,77,91,98,"WBD,FOXA,FOX"
22,Food Retail,Consumer Staples,109.63,79,81,67,62,"CASY,KR"
23,Apparel Retail,Consumer Discretionary,109.03,78,84,69,72,"ROST,TJX"
24,Oil & Gas Storage & Transportation,Energy,108.36,77,80,65,30,"TRGP,WMB,OKE,KMI"
25,Managed Health Care,Health Care,108.3,76,11,9,16,"CNC,UNH,ELV,HUM"
26,Integrated Oil & Gas,Energy,106.44,75,85,81,58,"XOM,CVX"
27,Electronic Equipment & Instruments,Information Technology,106.2,74,68,36,15,"KEYS,TDY,ZBRA,ROP"
28,Rail Transportation,Industrials,105.17,73,69,64,46,"CSX,UNP,NSC"
29,Health Care REITs,Real Estate,105.06,72,62,53,77,"WELL,VTR,DOC"
30,Air Freight & Logistics,Industrials,104.97,71,79,93,76,"FDX,CHRW,EXPD,UPS"
31,Passenger Airlines,Industrials,102.71,70,70,90,40,"DAL,LUV,UAL"
32,Pharmaceuticals,Health Care,101.47,69,74,80,60,"VTRS,MRK,JNJ,BMY,LLY,PFE,ZTS"
33,Investment Banking & Brokerage,Financials,101.1,68,55,68,93,"IBKR,MS,GS,HOOD,RJF,SCHW"
34,Hotel & Resort REITs,Real Estate,100.93,67,52,43,53,"HST,VICI"
35,Regional Banks,Financials,100.63,66,67,84,45,"CFG,KEY,FITB,RF,MTB,HBAN"
36,Retail REITs,Real Estate,100.14,65,61,48,41,"FRT,SPG,KIM,O,REG"
37,Biotechnology,Health Care,99.68,64,72,78,87,"MRNA,BIIB,INCY,INSM,GILD,REGN,AMGN,ABBV,VRTX,ALNY"
38,Fertilizers & Agricultural Chemicals,Materials,99.3,63,75,49,26,"CF,CTVA,MOS"
39,Diversified Banks,Financials,98.79,62,64,74,67,"C,USB,PNC,TFC,BAC,JPM,WFC"
40,Health Care Services,Health Care,98.75,61,49,39,51,"DVA,CVS,DGX,CI,LH"
41,Automobile Manufacturers,Consumer Discretionary,98.63,60,54,76,90,"GM,TSLA,F"
42,Asset Management & Custody Banks,Financials,97.43,59,34,46,44,"STT,BEN,IVZ,NTRS,BK,TROW,BLK,APO,AMP,BX,KKR,ARES"
43,Industrial Gases,Materials,97.34,58,58,28,14,"LIN,APD"
44,Trading Companies & Distributors,Industrials,96.86,57,44,54,39,"URI,FAST"
45,Tobacco,Consumer Staples,95.36,56,56,58,49,"MO,PM"
46,Life & Health Insurance,Financials,94.95,55,40,37,49,"PFG,GL,MET,AFL,PRU"
47,Consumer Staples Merchandise Retail,Consumer Staples,94.58,54,66,75,50,"TGT,WMT,COST,DG,DLTR"
48,Internet Services & Infrastructure,Information Technology,94.47,53,37,10,29,"AKAM,VRSN,GDDY"
49,Self-Storage REITs,Real Estate,94.46,52,39,22,20,"PSA,EXR"
50,Multi-Utilities,Utilities,94.41,51,71,38,65,"NEE,NI,SRE,PNW,CNP,AEE,XEL,DTE,D,CMS,ED,PCG"
51,Independent Power Producers & Energy Traders,Utilities,94.37,50,65,70,85,"AES,NRG"
52,Health Care Supplies,Health Care,93.97,49,38,42,17,"WST,ALGN,COO"
53,Electric Utilities,Utilities,93.85,49,63,25,66,"ETR,EIX,AEP,CEG,LNT,EVRG,ES,WEC,PPL,DUK,SO,FE,EXC,PEG,VST"
54,--- Reference ---,--- Reference ---,93.46,48,51,30,69,"QQQ,SPY,^VIX"
55,"Hotels, Resorts & Cruise Lines",Consumer Discretionary,93.35,47,45,55,42,"MAR,EXPE,HLT,ABNB,CCL,RCL,BKNG,NCLH"
56,Industrial Machinery & Supplies & Components,Industrials,93.14,46,57,63,38,"NDSN,DOV,IEX,PH,SWK,HUBB,SNA,FTV,GWW,ITW,IR,XYL,OTIS,PNR"
57,Soft Drinks & Non-alcoholic Beverages,Consumer Staples,92.83,45,46,59,47,"MNST,KO,PEP,KDP"
58,Interactive Home Entertainment,Communication Services,92.7,44,33,32,81,"EA,TTWO"
59,Casinos & Gaming,Consumer Discretionary,92.0,43,50,56,82,"MGM,LVS,WYNN"
60,Aerospace & Defense,Industrials,91.29,42,73,71,78,"HWM,TXT,GE,GD,RTX,HII,BA,LHX,LMT,TDG,NOC,AXON"
61,Integrated Telecommunication Services,Communication Services,90.97,41,60,52,34,"VZ,T"
62,Multi-line Insurance,Financials,90.83,40,43,41,59,"AIZ,L,AIG"
63,Automotive Retail,Consumer Discretionary,90.32,39,35,50,57,"CVNA,ORLY,AZO"
64,Telecom Tower REITs,Real Estate,89.58,38,31,11,24,"SBAC,CCI,AMT"
65,Construction Materials,Materials,89.05,37,47,66,54,"CRH,VMC,MLM"
66,Movies & Entertainment,Communication Services,88.96,36,32,16,68,"LYV,TKO,DIS,PSKY,NFLX"
67,Multi-Family Residential REITs,Real Estate,88.92,35,20,18,13,"EQR,ESS,AVB,UDR,CPT,MAA"
68,Consumer Finance,Financials,88.24,34,28,47,75,"SYF,AXP,COF"
69,Publishing,Communication Services,88.05,33,17,5,11,"NWS,NWSA"
70,Property & Casualty Insurance,Financials,87.68,32,42,31,52,"CB,TRV,ALL,CINF,HIG,ACGL,WRB,PGR"
71,"Apparel, Accessories & Luxury Goods",Consumer Discretionary,87.54,31,41,61,43,"TPR,RL,LULU,NKE"
