ticker,almost_up_cond_date,breakout_date,trade_date,trade_price,stop_loss_price,stop_loss_pct_vs_trade,target_gain_price,stop_loss_threshold,trade_outcome,exit_date,exit_price,current_price,YTD%,1D%,1W%,1M%,3M%,6M%,1Y%
ABNB,2026-01-14,2026-04-17,2026-04-20,141.0,132.7253,-5.87%,157.5494,132.7253,PENDING,,,139.04,2.45,-1.43,-2.53,13.16,5.16,8.63,13.49
ADI,2026-03-03,2026-04-17,2026-04-20,373.02,337.955,-9.40%,443.1499,337.955,PENDING,,,383.26,41.76,-2.38,2.13,24.66,26.54,62.1,99.96
ADM,2026-02-03,2026-03-02,2026-03-03,68.44,64.39,-5.92%,76.54,64.39,PENDING,,,72.8,27.59,3.2,4.25,0.79,7.5,16.8,56.2
AEP,2025-12-02,2026-02-12,2026-02-13,127.32,117.8898,-7.41%,146.1804,117.8898,PENDING,,,135.59,18.52,0.38,2.81,4.22,14.43,18.76,31.27
AES,2025-12-17,2026-01-02,2026-01-05,14.7948,13.2368,-10.53%,17.9108,13.2368,PENDING,,,14.48,2.17,-0.07,0.28,3.43,-1.8,1.98,52.32
ALGN,2026-01-29,2026-02-05,2026-02-06,177.89,160.8126,-9.60%,212.0447,160.8126,PENDING,,,177.28,13.53,-4.02,-9.18,6.55,6.13,31.11,-3.31
ALL,2026-03-12,2026-04-15,2026-04-16,217.12,203.3629,-6.34%,244.6342,203.3629,PENDING,,,216.4,4.49,1.03,0.03,6.75,11.67,13.11,14.38
AMZN,2025-12-15,2026-04-24,2026-04-27,263.46,222.5218,-15.54%,345.3363,222.5218,PENDING,,,259.7,12.51,-0.54,3.92,30.28,6.14,15.83,37.41
ANET,2026-02-23,2026-04-13,2026-04-14,153.99,126.6259,-17.77%,208.7182,126.6259,PENDING,,,165.29,26.15,-4.16,-4.38,36.86,12.68,7.46,112.16
APD,2026-02-13,2026-04-08,2026-04-09,295.0,273.4019,-7.32%,338.1962,273.4019,PENDING,,,303.35,24.48,0.32,2.91,4.47,17.8,20.62,16.61
BEN,2026-02-27,2026-04-28,,,26.0167,,,,PENDING,,,29.46,25.12,6.86,8.15,31.39,17.22,32.67,66.38
BKR,2026-03-03,2026-04-24,2026-04-27,70.0,62.0701,-11.33%,85.8598,62.0701,PENDING,,,67.67,49.16,-1.04,12.32,7.04,20.22,44.29,89.41
CAT,2026-03-03,2026-04-10,2026-04-13,786.9218,708.6633,-9.94%,943.4389,708.6633,PENDING,,,817.87,43.37,-1.32,2.18,17.84,28.25,57.13,169.77
CB,2026-01-05,2026-02-04,2026-02-05,329.0287,306.2862,-6.91%,374.5136,306.2862,PENDING,,,330.34,6.15,1.77,0.32,3.53,9.9,17.51,19.1
CMS,2026-01-05,2026-02-13,2026-02-17,76.58,68.151,-11.01%,93.438,68.151,PENDING,,,75.92,9.38,-0.17,0.45,-0.38,6.17,3.1,8.36
CTVA,2026-03-05,2026-03-25,2026-03-26,81.74,76.4073,-6.52%,92.4053,76.4073,PENDING,,,78.94,18.03,-0.6,-1.75,-3.72,8.38,24.61,29.68
DELL,2026-03-31,2026-04-13,2026-04-14,184.9777,156.4635,-15.41%,242.0059,156.4635,PENDING,,,205.93,64.82,-4.65,-3.03,20.23,80.16,30.78,120.32
DOV,2026-01-29,2026-02-03,2026-02-04,212.3727,198.9618,-6.31%,239.1945,198.9618,PENDING,,,224.14,15.07,-0.92,1.75,8.49,8.39,26.97,34.06
DOW,2026-02-20,2026-03-11,2026-03-12,35.75,29.1792,-18.38%,48.8916,29.1792,PENDING,,,38.01,64.5,-0.24,-0.78,-6.88,38.3,57.32,35.18
ED,2026-01-05,2026-01-16,2026-01-20,103.1993,96.2617,-6.72%,117.0744,96.2617,PENDING,,,109.62,11.24,0.73,1.32,-1.84,4.87,11.36,2.56
ESS,2026-02-12,2026-04-28,,,248.0423,,,,PENDING,,,267.88,4.5,4.3,5.81,13.0,7.56,3.32,1.14
ETN,2025-12-12,2026-02-11,2026-02-12,398.7566,329.4281,-17.39%,537.4135,329.4281,PENDING,,,413.07,30.09,-0.89,0.82,15.59,21.44,10.42,44.78
ETR,2026-03-19,2026-03-27,2026-03-30,111.54,102.3872,-8.21%,129.8456,102.3872,PENDING,,,113.16,23.23,-0.25,1.73,2.99,17.94,18.72,37.41
FFIV,2026-03-27,2026-04-06,2026-04-07,307.2,279.9498,-8.87%,361.7005,279.9498,PENDING,,,303.79,19.01,2.04,-3.73,7.73,12.34,1.83,12.5
FIX,2026-03-05,2026-04-08,2026-04-09,1531.51,1309.3098,-14.51%,1975.9104,1309.3098,PENDING,,,1719.21,84.31,-4.17,2.69,25.79,48.24,75.33,333.8
FRT,2026-03-09,2026-04-14,2026-04-15,109.98,104.4862,-5.00%,120.9676,104.4862,PENDING,,,112.39,13.97,1.1,1.13,10.43,11.94,13.41,24.54
GL,2026-03-06,2026-04-23,2026-04-24,154.63,139.4678,-9.81%,184.9544,139.4678,PENDING,,,152.67,9.63,0.39,1.16,13.26,11.38,14.75,25.22
HLT,2026-03-06,2026-04-17,2026-04-20,339.86,292.0818,-14.06%,435.4163,292.0818,PENDING,,,323.36,12.62,-2.73,-4.95,9.97,9.23,20.89,47.56
HST,2026-03-09,2026-04-14,2026-04-15,20.84,18.3579,-11.91%,25.8042,18.3579,PENDING,,,20.94,19.36,0.29,-0.85,12.33,13.9,30.84,59.27
HUBB,2026-02-27,2026-04-09,2026-04-10,537.17,505.426,-5.91%,600.6579,505.426,PENDING,,,544.71,22.99,-1.91,-0.8,13.25,12.82,26.16,53.25
IBKR,2026-02-05,2026-04-15,2026-04-16,80.2,68.9865,-13.98%,102.6271,68.9865,PENDING,,,77.49,20.62,-0.13,-2.68,20.7,2.77,12.97,84.04
JBL,2026-03-09,2026-03-25,2026-03-26,277.07,235.6857,-14.94%,359.8387,235.6857,PENDING,,,330.83,45.13,-2.93,-0.85,26.71,36.59,55.84,125.53
KEYS,2026-03-30,2026-04-08,2026-04-09,318.0,268.0822,-15.70%,417.8355,268.0822,PENDING,,,332.3,63.54,-2.45,-2.06,19.08,52.56,96.08,130.75
LIN,2026-03-24,2026-04-24,2026-04-27,510.28,475.4228,-6.83%,579.9944,475.4228,PENDING,,,510.29,20.08,-0.09,3.12,3.9,13.02,15.22,15.34
MAR,2026-03-06,2026-04-17,2026-04-20,375.36,319.3706,-14.92%,487.3388,319.3706,PENDING,,,358.33,15.72,-0.65,-4.56,12.85,14.36,32.64,53.14
MGM,2026-01-05,2026-04-15,2026-04-16,38.2,35.844,-6.17%,42.912,35.844,PENDING,,,39.74,8.91,-2.0,1.61,9.42,18.7,21.12,25.48
MRNA,2026-02-11,2026-03-04,2026-03-05,56.955,36.6574,-35.64%,97.5502,36.6574,PENDING,,,47.14,59.85,-3.2,-13.07,-4.88,3.72,76.29,73.18
NDAQ,2026-03-27,2026-04-27,2026-04-28,90.71,81.3211,-10.35%,109.4877,81.3211,PENDING,,,91.31,-5.69,0.97,4.24,12.06,-7.01,3.88,22.64
NEE,2026-03-20,2026-04-23,2026-04-24,97.24,89.4624,-8.00%,112.7952,89.4624,PENDING,,,96.51,21.04,1.77,6.52,5.59,11.5,15.89,50.37
NTRS,2026-02-12,2026-04-16,2026-04-17,158.68,142.0693,-10.47%,191.9014,142.0693,PENDING,,,166.9,22.88,-0.54,-2.82,23.64,11.92,33.98,86.82
NUE,2026-02-13,2026-04-20,2026-04-21,202.66,180.7145,-10.83%,246.551,180.7145,PENDING,,,225.11,38.48,4.7,8.19,38.26,30.13,63.41,97.48
ON,2026-03-02,2026-04-16,2026-04-17,80.34,64.357,-19.89%,112.306,64.357,PENDING,,,93.3,72.3,-4.83,7.35,59.9,48.97,83.99,135.43
ORCL,2026-04-09,2026-04-16,2026-04-17,182.93,136.5478,-25.36%,275.6944,136.5478,PENDING,,,165.96,-14.33,-4.05,-8.4,19.25,-4.78,-41.07,21.04
PFE,2026-02-03,2026-02-06,2026-02-09,27.18,25.3501,-6.73%,30.8398,25.3501,PENDING,,,26.48,8.13,-1.16,-3.04,-2.07,-0.08,10.65,23.92
PFG,2026-02-10,2026-04-22,2026-04-23,96.48,92.6519,-3.97%,104.1362,92.6519,PENDING,,,100.06,14.45,0.32,4.52,15.0,9.47,28.0,41.48
PSA,2026-03-09,2026-04-20,2026-04-21,311.79,294.2711,-5.62%,346.8278,294.2711,PENDING,,,297.14,15.67,-2.73,-3.63,11.7,8.09,0.41,6.47
Q,2025-12-15,2026-02-10,2026-02-11,110.5491,76.4433,-30.85%,178.7606,76.4433,PENDING,,,137.59,68.62,-4.35,2.03,23.11,38.44,,
REG,2026-03-09,2026-04-14,2026-04-15,79.44,76.1511,-4.14%,86.0178,76.1511,PENDING,,,80.31,17.48,0.45,0.37,8.09,13.75,12.9,17.09
RL,2026-03-02,2026-04-20,2026-04-21,389.37,350.1765,-10.07%,467.757,350.1765,PENDING,,,366.87,4.03,-0.95,-5.15,11.91,2.82,9.87,68.74
SBAC,2025-12-03,2026-04-06,2026-04-07,211.15,184.047,-12.84%,265.356,184.047,PENDING,,,217.59,13.26,1.2,2.11,30.25,17.28,10.87,0.16
