,ticker,current_up_trend,current_trend_length,last_trend_length,second_last_trend_length,current_jump_trender_up,last_jump_trender_up,second_last_jump_trender_up,current_trender_up_price,last_trender_up_price,second_last_trender_up_price
45,FAST,False,7,18,62,0,8,0,0.0,41.095562730034295,0.0
58,KHC,False,23,7,60,0,3,0,0.0,24.511991863381056,0.0
80,PAYX,False,5,14,92,0,4,0,0.0,111.86997847261814,0.0
93,TTWO,True,10,40,54,4,0,30,247.60969622778504,0.0,253.35705289170681
105,AOS,True,29,35,71,13,0,21,66.73724374641805,0.0,70.84862870442113
152,BIIB,True,3,11,55,1,0,23,171.7969480160861,0.0,170.8417220508738
160,BR,False,6,19,65,0,3,0,0.0,224.28059697470042,0.0
174,CAT,True,4,11,81,1,0,41,570.8929422564981,0.0,573.850996040143
204,GLW,True,22,16,129,3,0,80,85.25369428009854,0.0,82.51064617988484
210,CMI,True,49,13,73,27,0,48,517.5335753935091,0.0,421.78976149057496
214,DVA,False,48,2,58,0,0,0,0.0,125.34466659684325,0.0
237,ELV,True,36,14,51,17,0,19,350.2323079546659,0.0,339.0417443438868
238,EME,True,19,29,91,2,0,52,601.6954148173647,0.0,673.4789677557056
286,GDDY,False,18,28,127,0,6,0,0.0,125.31530431818801,0.0
325,JNJ,True,19,2,51,4,0,28,202.80607050587912,0.0,201.5364285087992
328,KVUE,False,4,38,52,0,19,0,0.0,16.95371324198032,0.0
331,KMB,False,23,6,65,0,3,0,0.0,102.9811353336309,0.0
353,MLM,True,29,22,82,14,0,39,618.3652859487041,0.0,617.947649238138
382,NDSN,True,30,6,67,11,0,20,241.79877920862882,0.0,227.8415855170002
384,NTRS,True,29,33,107,22,0,50,137.3582409972025,0.0,127.70971880268246
386,NCLH,True,20,49,66,11,0,29,21.742759115358982,0.0,24.626499088602145
416,PTC,False,5,7,73,0,1,0,0.0,170.30436884201288,0.0
427,RSG,False,22,13,78,0,6,0,0.0,211.56510606153918,0.0
443,SJM,False,33,7,53,0,3,0,0.0,104.41574475370848,0.0
462,TDY,True,24,38,74,12,0,31,508.51759961948676,0.0,575.1175967231167
486,UNH,True,25,23,55,9,0,31,328.30228244864463,0.0,349.2037919309811
504,WAT,True,4,14,51,2,0,28,379.2544298297538,0.0,385.6721344509147
508,WST,True,30,7,80,6,0,28,265.9024598829999,0.0,265.54419312998635
509,WY,False,2,26,62,0,18,0,0.0,23.180473636418014,0.0
