,ticker,current_up_trend,current_trend_length,last_trend_length,second_last_trend_length,current_jump_trender_up,last_jump_trender_up,second_last_jump_trender_up,current_trender_up_price,last_trender_up_price,second_last_trender_up_price,current_price,1D,1W,1M,3M,6M,1Y
29,CTSH,False,59,65,78,0,43,0,0.0,81.49819214048135,0.0,55.119998931884766,0.8969391436741491,-8.817207218833309,-7.7180657051432515,-34.553473747926795,-18.00345523936249,-22.261429138641017
32,CPRT,False,60,12,52,0,7,0,0.0,39.71550648879249,0.0,33.34000015258789,0.4519479725383162,-1.1855409187314627,2.8060432896970235,-17.4139186655873,-25.347066129647942,-45.254516720462874
33,CSGP,False,3,6,170,0,3,0,0.0,37.2365259395914,0.0,35.959999084472656,-0.7726340536030204,-7.581600551292874,-9.580088834389864,-45.69616668440945,-53.83232845518325,-56.580537047840686
59,MAR,True,17,20,55,11,0,24,352.03153755727266,0.0,327.9281036681016,358.3299865722656,-0.6487999468626768,-4.559868179022796,12.845618482615004,14.356520404422579,32.63700289747022,53.14040182254153
63,MCHP,True,17,23,61,14,0,25,77.71721130963711,0.0,73.55091310626202,84.26000213623047,-2.9709745629439133,4.114669243170288,35.90322925198463,12.767597883783727,35.381683022340475,85.07097349999808
70,NFLX,False,8,36,85,0,18,0,0.0,99.22481273383227,0.0,92.2699966430664,0.9849993098725631,-0.3348511361600495,-1.2415751453712816,7.817240790925176,-15.711301691675283,-16.234694701625035
74,ODFL,True,19,18,65,15,0,41,211.74024115958304,0.0,191.89463261756973,221.77000427246094,0.5622842697265154,-1.1808189635976365,17.749818723897253,27.310094571237464,63.473538487356315,52.18761757197722
85,ROST,True,55,12,67,31,0,43,220.39430997693898,0.0,186.8423209910119,225.52000427246094,-0.28739174149828667,-0.0310262274772383,6.533138868890466,21.50498288123674,44.50660579658112,63.030471365745186
91,TMUS,False,29,32,108,0,14,0,0.0,213.20922671589634,0.0,186.72000122070312,2.1723672890304377,-4.437278364311536,-11.431555481568871,1.6953882520873227,-13.419051445159422,-18.412916232652577
94,TXN,True,17,28,59,12,0,35,223.9336189994234,0.0,215.016716604723,265.0,-1.6697588126159555,13.660736408878751,39.23185911342853,35.650570184890356,59.11458211652233,67.85463958936356
111,A,False,4,14,52,0,11,0,0.0,116.36906730364825,0.0,114.87000274658203,-0.6486766841234759,-5.913665171491097,4.437691525574686,-15.312894609101807,-22.08478546594012,8.969589459879627
115,ARE,False,1,9,53,0,5,0,0.0,44.87539235077244,0.0,40.40999984741211,-11.303778249879578,-15.477936233678724,-10.841715843733706,-29.39719172052289,-46.189474811370246,-43.21078941708448
123,AXP,False,3,14,57,0,11,0,0.0,315.25295154491914,0.0,315.8999938964844,-0.9220933619289667,-4.211775459699984,8.42668453769707,-11.837900259927766,-11.175003951529959,20.54350841162547
128,AME,True,15,23,93,8,0,62,222.3826715457449,0.0,226.69348670495225,228.9499969482422,-1.725545886336071,-1.96540056086538,9.419800677515303,3.9687540795587046,22.726770812680478,38.246607724192046
156,BK,True,19,33,52,15,0,26,131.17689983610094,0.0,117.85005970092664,133.5399932861328,-0.6916099696049737,-2.791417693770113,16.928371247385314,12.787140502690683,25.31541394238414,72.98079421315194
158,BSX,False,1,3,69,0,0,0,0.0,58.83030714034497,0.0,58.45000076293945,-2.5020850390502187,-1.7977145272092316,-15.498044946918515,-37.5600893261014,-42.191672030357616,-42.63984309353001
169,COF,False,3,12,59,0,9,0,0.0,192.36179405202836,0.0,192.10000610351562,-1.0354925045158894,-5.135799455054013,9.085746419903492,-11.180951195707495,-13.97340879759312,6.558735609622654
172,CARR,True,14,30,59,3,0,24,57.57213426683697,0.0,61.67543989343338,62.0,0.1453725614758707,0.4699415327009998,14.285714285714285,8.638514686417444,8.066002935142292,4.715571905279697
182,CF,False,14,66,54,0,41,0,0.0,123.18809716127706,0.0,122.30999755859375,-1.067701790948414,0.824334366602383,-10.362770029970743,34.03417343794377,43.051173531713424,59.49261354761622
188,CHD,True,14,24,52,6,0,28,92.29127299410503,0.0,100.56055545061523,97.08000183105469,1.7610065810324458,4.151918018017355,2.524025058640545,5.469437703881536,13.772632308553142,-0.9736813269596899
193,CFG,True,20,32,53,15,0,41,63.23863460522447,0.0,64.99735482281262,64.98999786376953,0.32417272063884345,-0.4747399287907632,12.47836489580555,3.195124526273064,26.558356839140647,81.77619961653242
213,CMI,True,16,41,67,12,0,41,618.9543463461074,0.0,567.6759137336219,642.4500122070312,-2.7739968336132095,0.5414829693008414,22.78304873434052,11.866767403677143,53.61090819910677,123.14522829141777
228,DOV,True,15,25,91,8,0,49,210.8074826154815,0.0,222.9255512256689,224.13999938964844,-0.9238369700575514,1.752315521945766,8.489831930278118,8.39250894432107,26.97035965850205,34.06300301899239
233,DD,True,15,23,87,7,0,50,45.105657206167244,0.0,47.435273400965535,45.33000183105469,-2.912822522287057,-2.9543936640253703,0.1546697130304113,2.0217462881535573,34.95598679126741,68.3140511354836
250,ERIE,False,10,5,82,0,3,0,0.0,244.55924894286306,0.0,229.94000244140625,-0.5535847991260479,-9.418949413914644,-3.98540260114607,-15.130140353900662,-28.395994221634584,-35.218255571814986
258,EXPD,True,7,45,70,4,0,42,144.23434805231855,0.0,159.07625105093683,147.3800048828125,-0.48615880555728985,-2.3844157812954005,4.3619909424036365,-6.94532116483962,25.758924441558573,37.38766046726646
261,FFIV,True,18,3,84,7,0,37,296.3516660915117,0.0,279.9497537690938,303.7900085449219,2.0388308811402247,-3.729873591308544,7.734589938593631,12.335915679713818,1.8267789347489083,12.502318230656293
265,FDX,True,15,22,89,10,0,64,374.46665596952874,0.0,370.315145911375,390.2099914550781,0.5981017089968986,-1.1100141725493382,13.443029935830308,25.4055348143917,63.300933005805135,88.54343337647902
267,FITB,True,20,26,59,16,0,35,48.93594672351331,0.0,51.23196994825082,50.310001373291016,-0.03973863905431286,-1.5459826309587104,13.975015047922176,-0.14856049933650498,20.092240482697694,47.718028457230986
268,FSLR,False,6,7,64,0,1,0,0.0,188.41751642899848,0.0,195.86000061035156,-0.8203337817682501,4.956861888294151,2.927115203500645,-16.673049109800115,-18.868316292108624,38.065698412283524
273,FOXA,True,37,33,56,18,0,34,61.900051497847244,0.0,71.7591934553377,63.150001525878906,-1.1118056337092597,-1.8037569223322625,6.834716416531121,-11.824681768927148,6.870621969117617,29.183731821142928
274,FOX,True,15,48,63,10,0,33,55.750642290960975,0.0,64.44037067584276,56.58000183105469,-0.9453730933609107,-1.821966367516652,5.9947558990418734,-12.351194011275837,7.531336434696612,24.856708776877838
275,BEN,True,15,22,62,10,0,31,25.964661563526334,0.0,26.06611342128513,29.459999084472656,6.855275337573731,8.149777283435581,31.387028214715446,17.217831076963474,32.66500041528877,66.3772694457676
291,HAL,True,3,5,72,1,0,35,37.638916827239946,0.0,37.47549821230396,40.810001373291016,1.6944936134478863,6.972476385375001,0.9648768481274762,19.695599106397324,55.43661812621824,101.09758661587203
293,HAS,True,8,24,96,1,0,40,89.18271664157072,0.0,94.06276575037009,95.54000091552734,0.8976644336312791,4.908313644100263,7.845134738609475,7.256886130713661,26.5873713453393,62.26002977082066
302,HST,True,15,18,85,12,0,31,20.296155859050153,0.0,18.893370830977577,20.940000534057617,0.287362910453358,-0.8522741383674812,12.33143007054255,13.90334506923525,30.843698584668704,59.27320027381677
305,HUBB,True,25,15,55,16,0,32,526.2366678452188,0.0,506.811922764602,544.7100219726562,-1.9141434740447831,-0.8012899958628898,13.25239008465825,12.816455006138867,26.15524189971691,53.25341983521598
310,IEX,True,15,22,70,11,0,43,199.00217908478623,0.0,200.0905299321338,205.36000061035156,-0.9788315662622058,0.27833748860098606,10.083086170400632,5.3938897498686345,22.720627437992835,20.55896078209183
323,JBHT,True,18,19,70,15,0,35,232.3604383743986,0.0,217.58927635234514,251.2899932861328,0.4517067506721467,0.07965149992397648,22.22870653352874,24.10932928149932,52.89816906093732,95.83546983747665
331,KEY,True,19,33,53,15,0,32,21.338970804804266,0.0,22.014593662390773,21.959999084472656,0.22820281793134067,-0.6334900207262337,12.904875182914235,3.3430829822400567,25.83787527066092,56.01303297065142
332,KEYS,True,16,5,57,13,0,27,325.6922737577097,0.0,272.3768966981803,332.29998779296875,-2.4483403290350947,-2.063071102811593,19.078331075809707,52.55714655190048,96.0818937861515,130.74786505682076
334,KIM,True,11,16,65,6,0,32,23.247388532355778,0.0,22.599491074019298,23.799999237060547,-0.3350080674939459,0.46432545598634123,7.110710947486193,14.929072729580376,9.120198377878166,22.59161763055931
340,LVS,False,4,8,81,0,6,0,0.0,54.76019537755827,0.0,54.2599983215332,-0.38553863496170315,-5.700386760176471,4.971947694144959,-9.622044395329933,-4.922070689944559,54.32953677701903
352,MTB,True,19,27,61,9,0,44,211.69733063647632,0.0,226.0596101495678,217.52000427246094,-0.18355079838715607,-0.630420129054924,8.256612850949123,0.7100090498760498,19.18975098260914,33.87060725347496
355,MLM,True,15,38,51,4,0,23,595.5960440191918,0.0,655.0623790706308,614.0399780273438,0.7035634321186962,-0.07323344792965775,7.548950047577146,-5.307013324784347,-0.9040102409249299,22.380217586597627
372,MSI,False,37,53,59,0,46,0,0.0,437.65942810195793,0.0,434.739990234375,0.7275217994566655,-2.410887242319552,-0.8167587675722192,7.340594933617595,-0.3736697225699352,2.1549875131283183
382,NDSN,True,15,23,67,11,0,36,273.1959489158062,0.0,286.85167630001064,281.7900085449219,-0.5786205317852057,-0.3289447763744379,8.293308404173734,3.4310236559515572,20.23751143622292,51.803519577448164
384,NTRS,True,18,28,58,14,0,30,153.90547514106316,0.0,142.0692676929627,166.89999389648438,-0.5422821496625262,-2.818220240986506,23.638778505669624,11.920282329154128,33.97579411400847,86.81588538909024
388,NUE,True,20,28,78,18,0,40,202.08309561800942,0.0,181.2210807983609,225.11000061035156,4.702325865279796,8.194753076912923,38.26148713105621,30.12891688435956,63.40875768414903,97.48013795008866
398,PH,True,15,23,90,4,0,50,917.77219488132,0.0,986.3354243253465,962.260009765625,-1.2398153372421874,-1.072283322497657,8.30894681929715,4.112813489120622,25.147441889078735,62.395711657591846
399,PNR,False,1,14,62,0,8,0,0.0,86.22202369054672,0.0,82.86000061035156,-10.198327056536154,-7.923099702937702,-2.1280250249442,-22.757544645130494,-24.067337063560927,-6.993752327163076
405,PNC,True,18,34,55,14,0,41,218.1597027647002,0.0,230.12693636445604,220.88999938964844,-0.1987992760882513,-3.139663918568049,9.97917071376677,-0.4976065807379136,20.30430419616015,44.08706189735614
407,PPG,True,24,20,63,10,0,42,104.17843267913447,0.0,123.19701568248747,107.68000030517578,-2.375342406248716,-2.9210222838577775,3.7179740143497577,-1.7964695573107248,5.414173033803365,7.7503283736600235
424,REG,True,16,11,60,10,0,35,78.42890755044434,0.0,76.23680381710864,80.30999755859375,0.4502822064954158,0.3749473995169862,8.088821345874427,13.751339710922855,12.895194882818487,17.093658089462185
425,RF,True,17,29,59,14,0,33,27.37222853566443,0.0,29.349809644354576,28.329999923706055,0.24769884733645112,-0.07054835095079814,12.599364449598765,2.627748342041756,17.6365964847809,45.61152643458158
