ticker,almost_up_cond_date,breakout_date,trade_date,trade_price,stop_loss_price,stop_loss_pct_vs_trade,target_gain_price,stop_loss_threshold,trade_outcome,exit_date,exit_price,current_price,YTD%,1D%,1W%,1M%,3M%,6M%,1Y%
ADI,2026-03-03,2026-04-17,2026-04-20,372.001,337.0319,-9.40%,441.9393,337.0319,PENDING,,,434.46,61.14,4.83,5.42,5.15,40.33,56.97,93.59
AFL,2026-03-05,2026-06-05,2026-06-08,117.32,109.712,-6.48%,132.536,109.712,PENDING,,,,,,,,,,
ANET,2026-02-23,2026-04-13,2026-04-14,153.99,126.6259,-17.77%,208.7182,126.6259,PENDING,,,169.67,29.49,2.87,8.48,19.84,24.52,34.52,89.19
APD,2026-02-13,2026-04-08,2026-04-09,295.0,273.4019,-7.32%,338.1962,273.4019,PENDING,,,,,,,,,,
ARES,2026-06-03,2026-06-11,2026-06-12,133.3368,120.8227,-9.39%,158.365,120.8227,PENDING,,,,,,,,,,
ARM,2026-06-09,2026-06-18,,,303.1942,,,,PENDING,,,439.46,302.03,4.91,28.41,96.93,238.51,262.89,203.66
AXP,2026-05-20,2026-06-16,2026-06-17,341.39,303.1247,-11.21%,417.9206,303.1247,PENDING,,,338.0,-8.14,-0.75,6.13,9.28,14.97,-10.75,16.64
BBY,2026-02-20,2026-05-28,2026-05-29,73.0282,61.286,-16.08%,96.5125,61.286,PENDING,,,,,,,,,,
BEN,2026-02-27,2026-04-28,2026-04-29,29.86,26.0167,-12.87%,37.5465,26.0167,PENDING,,,,,,,,,,
BIIB,2026-03-31,2026-05-13,2026-05-14,200.25,179.9904,-10.12%,240.7692,179.9904,PENDING,,,,,,,,,,
BNY,2026-04-29,2026-05-21,2026-05-22,139.59,130.9471,-6.19%,156.8758,130.9471,PENDING,,,,,,,,,,
CARR,2026-03-06,2026-06-04,2026-06-05,67.66,57.9185,-14.40%,87.1431,57.9185,PENDING,,,,,,,,,,
CAT,2026-06-10,2026-06-17,2026-06-18,979.0,855.2696,-12.64%,1226.4608,855.2696,PENDING,,,985.82,72.82,3.13,9.82,14.61,43.43,68.1,178.6
CMI,2026-05-19,2026-06-17,2026-06-18,,650.1552,nan%,,,PENDING,,,,,,,,,,
