ticker,almost_up_cond_date,trender_up_at_almost,previous_swing_high_price,breakout_price,current_price,YTD%,1D%,1W%,1M%,3M%,6M%,1Y%
AEP,2026-05-13,127.059,138.4346,138.4346,129.75,14.24,0.34,1.56,3.68,-2.19,15.42,30.09
AMP,2026-05-21,450.3206,485.2877,485.2877,471.33,-3.24,2.49,4.93,0.2,8.02,-3.89,-4.8
APP,2026-06-09,511.8378,622.0,622.0,515.2,-23.54,-1.09,-1.08,2.83,12.22,-23.18,41.35
APP,2026-06-11,475.2111,622.0,622.0,515.2,-23.54,-1.09,-1.08,2.83,12.22,-23.18,41.35
ARM,2026-06-09,303.1942,427.99,427.99,396.34,262.58,-3.93,22.0,89.49,211.32,202.8,192.39
CAT,2026-06-10,855.2696,946.83,946.83,945.46,65.74,1.23,3.36,6.43,34.94,58.8,167.66
CMI,2026-05-19,650.1552,715.8317,715.8317,699.97,38.02,2.98,4.59,0.81,29.25,38.13,122.57
CMI,2026-05-21,634.4179,715.8317,715.8317,699.97,38.02,2.98,4.59,0.81,29.25,38.13,122.57
COP,2026-06-15,111.9707,121.52,121.52,111.34,20.76,-0.82,-4.67,-9.04,-8.71,18.32,18.64
CRWD,2026-06-04,678.6519,785.66,785.66,679.49,44.95,-1.94,5.36,14.38,56.85,34.61,41.38
CRWD,2026-06-09,626.2263,785.66,785.66,679.49,44.95,-1.94,5.36,14.38,56.85,34.61,41.38
CSCO,2026-06-09,117.1976,130.37,130.37,119.57,56.9,-0.5,-0.66,1.15,51.66,55.35,90.86
DASH,2026-05-13,148.3942,191.17,191.17,170.03,-24.92,1.15,9.22,6.8,0.13,-25.26,-22.35
DASH,2026-06-11,146.7021,191.17,191.17,170.03,-24.92,1.15,9.22,6.8,0.13,-25.26,-22.35
DD,2026-06-10,45.0511,51.4359,51.4359,48.04,20.46,-1.03,2.08,-2.58,5.91,18.31,74.88
DIS,2026-06-03,99.3203,110.48,110.48,101.28,-10.98,-0.4,1.96,-1.4,0.98,-8.63,-13.18
EIX,2026-04-13,71.832,76.22,76.22,72.06,23.3,-0.11,1.12,4.19,0.01,26.91,57.99
EIX,2026-05-18,67.8271,76.22,76.22,72.06,23.3,-0.11,1.12,4.19,0.01,26.91,57.99
