ticker,almost_up_cond_date,breakout_date,trade_date,trade_price,stop_loss_price,stop_loss_pct_vs_trade,target_gain_price,stop_loss_threshold,trade_outcome,exit_date,exit_price,current_price,YTD%,1D%,1W%,1M%,3M%,6M%,1Y%
ABNB,2026-01-14,2026-04-17,2026-04-20,141.0,132.7253,-5.87%,157.5494,132.7253,PENDING,,,138.86,2.31,-1.98,-1.56,11.13,5.75,9.91,11.97
ADI,2026-03-03,2026-04-17,2026-04-20,373.02,337.955,-9.40%,443.1499,337.955,PENDING,,,397.02,46.85,-0.17,1.13,24.72,25.69,71.61,108.05
AES,2025-12-17,2026-01-02,2026-01-05,14.6146,13.0756,-10.53%,17.6926,13.0756,PENDING,,,14.28,2.0,0.0,-0.23,1.09,-1.86,5.66,50.9
ALGN,2026-01-29,2026-02-05,2026-02-06,177.89,160.8126,-9.60%,212.0447,160.8126,PENDING,,,171.88,10.07,-3.93,-6.94,0.75,5.04,24.16,-2.75
ALL,2026-03-12,2026-04-15,2026-04-16,217.12,203.3629,-6.34%,244.6342,203.3629,PENDING,,,219.87,6.17,1.51,2.65,6.2,10.07,15.71,13.67
AMZN,2025-12-15,2026-04-22,2026-04-23,255.39,222.5218,-12.87%,321.1263,222.5218,PENDING,,,272.05,17.86,1.41,4.19,29.69,11.97,22.07,43.03
ANET,2026-02-23,2026-04-13,2026-04-14,153.99,126.6259,-17.77%,208.7182,126.6259,PENDING,,,172.62,31.74,-0.05,0.09,36.26,24.75,8.95,96.52
APD,2026-02-13,2026-04-08,2026-04-09,295.0,273.4019,-7.32%,338.1962,273.4019,PENDING,,,298.35,22.42,-0.9,-1.33,1.64,10.79,23.61,12.56
BEN,2026-02-27,2026-04-28,2026-04-29,29.86,26.0167,-12.87%,37.5465,26.0167,PENDING,,,29.7,26.14,-0.47,7.73,26.92,11.32,34.16,67.55
BKR,2026-03-03,2026-04-24,2026-04-27,70.0,62.0701,-11.33%,85.8598,62.0701,PENDING,,,69.01,52.11,-0.16,0.92,14.29,22.71,43.27,94.55
CAT,2026-03-03,2026-04-10,2026-04-13,786.9218,708.6633,-9.94%,943.4389,708.6633,PENDING,,,874.78,53.35,-1.67,5.55,22.2,26.85,50.65,181.64
CB,2026-01-05,2026-02-04,2026-02-05,329.0287,306.2862,-6.91%,374.5136,306.2862,PENDING,,,325.12,4.47,-0.34,0.16,-0.98,4.76,17.27,15.49
CMS,2026-01-05,2026-02-13,2026-02-17,76.58,68.151,-11.01%,93.438,68.151,PENDING,,,75.69,9.05,-0.45,-0.47,-3.68,8.09,4.95,6.87
CTVA,2026-03-05,2026-03-25,2026-03-26,81.74,76.4073,-6.52%,92.4053,76.4073,PENDING,,,81.69,22.15,1.04,2.86,-4.41,11.85,33.05,33.01
DELL,2026-03-31,2026-04-13,2026-04-14,184.9777,156.4635,-15.41%,242.0059,156.4635,PENDING,,,211.64,69.39,0.7,-2.0,21.75,78.16,32.43,133.67
DOV,2026-01-29,2026-02-03,2026-02-04,212.3727,198.9618,-6.31%,239.1945,198.9618,PENDING,,,220.86,13.38,-2.18,-2.37,7.54,6.78,23.23,31.48
DOW,2026-02-20,2026-03-11,2026-03-12,35.75,29.1792,-18.38%,48.8916,29.1792,PENDING,,,40.58,75.62,0.72,6.51,-1.98,42.18,75.09,41.91
ED,2026-01-05,2026-01-16,2026-01-20,103.1993,96.2617,-6.72%,117.0744,96.2617,PENDING,,,109.63,11.25,-0.78,0.74,-5.02,4.81,13.47,0.65
ESS,2026-02-12,2026-04-28,2026-04-29,269.33,248.0423,-7.90%,311.9053,248.0423,PENDING,,,264.67,3.25,0.5,3.05,7.01,7.67,8.15,-3.23
ETN,2025-12-12,2026-02-11,2026-02-12,398.7566,329.4281,-17.39%,537.4135,329.4281,PENDING,,,422.44,33.04,-0.73,1.36,16.99,17.89,10.92,41.77
ETR,2026-03-19,2026-03-27,2026-03-30,110.9346,101.8315,-8.21%,129.1408,101.8315,PENDING,,,116.4,27.45,-0.03,3.17,1.86,23.37,23.47,44.23
FANG,2026-04-01,2026-04-29,2026-04-30,200.61,189.0193,-5.78%,223.7913,189.0193,PENDING,,,213.69,43.0,2.91,8.79,10.22,35.51,52.27,62.81
FFIV,2026-03-27,2026-04-06,2026-04-07,307.2,279.9498,-8.87%,361.7005,279.9498,PENDING,,,329.93,29.25,2.08,10.82,8.76,17.53,28.53,24.14
FIX,2026-03-05,2026-04-08,2026-04-09,1531.51,1309.3098,-14.51%,1975.9104,1309.3098,PENDING,,,1891.95,102.82,1.34,5.46,33.5,60.93,96.63,353.84
FRT,2026-03-09,2026-04-14,2026-04-15,109.98,104.4862,-5.00%,120.9676,104.4862,PENDING,,,114.47,16.08,-0.74,2.97,7.19,15.32,23.34,25.68
GL,2026-03-06,2026-04-23,2026-04-24,154.63,139.4678,-9.81%,184.9544,139.4678,PENDING,,,152.65,9.62,-0.05,0.38,7.05,6.67,15.76,30.78
HAL,2026-04-08,2026-04-29,2026-04-30,41.4,36.7708,-11.18%,50.6585,36.7708,PENDING,,,41.98,49.27,0.77,4.61,9.98,28.49,57.46,116.41
HLT,2026-03-06,2026-04-17,2026-04-20,339.86,292.0818,-14.06%,435.4163,292.0818,PENDING,,,311.38,8.45,-2.27,-6.34,2.11,2.84,19.8,33.31
HST,2026-03-09,2026-04-14,2026-04-15,20.84,18.3579,-11.91%,25.8042,18.3579,PENDING,,,20.86,18.91,-1.28,-0.1,8.99,12.92,33.67,51.57
IBKR,2026-02-05,2026-04-15,2026-04-16,80.2,68.9865,-13.98%,102.6271,68.9865,PENDING,,,81.72,27.21,1.57,5.32,20.64,8.69,19.56,88.46
JBL,2026-03-09,2026-03-25,2026-03-26,277.07,235.6857,-14.94%,359.8387,235.6857,PENDING,,,340.8,49.51,-0.49,0.0,26.9,40.16,53.99,131.29
KEYS,2026-03-30,2026-04-08,2026-04-09,318.0,268.0822,-15.70%,417.8355,268.0822,PENDING,,,351.35,72.92,-0.3,3.14,20.64,57.37,100.35,141.41
LIN,2026-03-24,2026-04-24,2026-04-27,510.28,475.4228,-6.83%,579.9944,475.4228,PENDING,,,493.55,16.14,-2.83,-3.37,-1.8,7.62,15.61,11.64
MAR,2026-03-06,2026-04-17,2026-04-20,375.36,319.3706,-14.92%,487.3388,319.3706,PENDING,,,347.24,12.14,-2.18,-3.72,4.61,8.96,32.97,43.69
MGM,2026-01-05,2026-04-15,2026-04-16,38.2,35.844,-6.17%,42.912,35.844,PENDING,,,38.24,4.8,-0.68,-5.7,4.25,14.18,24.48,23.91
MRNA,2026-02-11,2026-03-04,2026-03-05,56.955,36.6574,-35.64%,97.5502,36.6574,PENDING,,,47.3,60.39,4.25,-2.87,-3.86,11.16,68.09,74.99
NDAQ,2026-03-27,2026-04-27,2026-04-28,90.71,81.3211,-10.35%,109.4877,81.3211,PENDING,,,91.3,-5.7,-0.02,0.96,5.37,-5.39,7.24,21.37
NEE,2026-03-20,2026-04-23,2026-04-24,97.24,89.4624,-8.00%,112.7952,89.4624,PENDING,,,95.51,19.78,-1.49,0.72,2.53,11.39,18.58,48.9
NTRS,2026-02-12,2026-04-16,2026-04-17,158.68,142.0693,-10.47%,191.9014,142.0693,PENDING,,,161.24,18.71,-1.97,-3.92,13.35,6.94,28.54,74.11
NUE,2026-02-13,2026-04-20,2026-04-21,202.66,180.7145,-10.83%,246.551,180.7145,PENDING,,,225.81,38.91,-0.1,5.03,30.93,25.21,51.83,91.48
NXPI,2026-03-03,2026-04-29,2026-04-30,289.44,212.6079,-26.55%,443.1042,212.6079,PENDING,,,290.76,34.65,-1.52,22.75,49.45,26.48,42.25,62.95
ON,2026-03-02,2026-04-16,2026-04-17,80.34,64.357,-19.89%,112.306,64.357,PENDING,,,102.04,88.44,-0.96,4.08,64.08,65.84,100.67,157.68
ORCL,2026-04-09,2026-04-16,2026-04-17,182.93,136.5478,-25.36%,275.6944,136.5478,PENDING,,,180.29,-6.93,4.92,4.24,23.6,13.03,-29.39,25.16
ORLY,2026-04-28,2026-04-30,2026-05-01,100.0,91.1968,-8.80%,117.6063,91.1968,PENDING,,,93.98,3.04,-2.78,2.19,2.8,-4.11,-1.23,0.14
PFE,2026-02-03,2026-02-06,2026-02-09,27.18,25.3501,-6.73%,30.8398,25.3501,PENDING,,,26.3,7.39,-0.11,-1.83,-7.13,-1.35,12.03,17.88
PFG,2026-02-10,2026-04-22,2026-04-23,96.48,92.6519,-3.97%,104.1362,92.6519,PENDING,,,99.46,13.77,-1.61,-0.28,10.39,4.54,22.44,39.47
Q,2025-12-15,2026-02-10,2026-02-11,110.5491,76.4433,-30.85%,178.7606,76.4433,PENDING,,,141.06,72.87,-1.58,-1.94,21.05,40.21,51.24,
REG,2026-03-09,2026-04-14,2026-04-15,79.44,76.1511,-4.14%,86.0178,76.1511,PENDING,,,78.75,15.19,0.13,-1.5,2.3,10.47,15.89,13.23
RL,2026-03-02,2026-04-20,2026-04-21,389.37,350.1765,-10.07%,467.757,350.1765,PENDING,,,354.29,0.47,-2.19,-4.34,1.8,-0.36,10.31,59.65
SBAC,2025-12-03,2026-04-06,2026-04-07,211.15,184.047,-12.84%,265.356,184.047,PENDING,,,217.91,13.42,-0.31,1.35,6.8,21.12,15.42,-7.46
SLB,2025-12-16,2026-01-05,2026-01-06,44.0204,37.3466,-15.16%,57.3681,37.3466,PENDING,,,55.63,45.8,-2.27,0.72,12.52,16.46,55.29,69.92
SNA,2026-03-09,2026-04-23,2026-04-24,391.8,366.2202,-6.53%,442.9596,366.2202,PENDING,,,372.12,8.67,-2.17,-3.21,1.79,0.8,11.42,22.63
SRE,2025-12-08,2026-02-13,2026-02-17,94.5111,86.8494,-8.11%,109.8345,86.8494,PENDING,,,94.38,7.64,-0.31,2.08,-4.86,10.23,3.56,30.2
STLD,2026-02-13,2026-04-20,2026-04-21,211.99,188.3959,-11.13%,259.1782,188.3959,PENDING,,,229.82,36.05,0.24,2.12,27.54,23.58,46.17,78.78
TGT,2026-04-13,2026-04-17,2026-04-20,127.85,117.8345,-7.83%,147.8809,117.8345,PENDING,,,127.76,32.03,-0.88,-1.51,6.07,17.83,40.64,39.22
TPR,2026-01-20,2026-02-05,2026-02-06,145.0411,127.958,-11.78%,179.2074,127.958,PENDING,,,139.74,9.66,-2.1,-4.59,-1.03,8.05,26.25,101.11
TRGP,2026-04-08,2026-04-30,2026-05-01,258.09,238.7178,-7.51%,296.8345,238.7178,PENDING,,,258.98,41.78,1.85,7.87,6.5,31.01,73.78,63.18
TSN,2026-01-05,2026-01-20,2026-01-21,60.6399,56.3948,-7.00%,69.1301,56.3948,PENDING,,,68.75,18.23,7.96,8.08,6.37,5.42,36.0,17.44
TT,2025-12-12,2026-02-04,2026-02-05,440.1483,389.3621,-11.54%,541.7208,389.3621,PENDING,,,486.5,25.3,0.0,0.12,13.92,14.72,9.25,24.77
