ticker,almost_up_cond_date,trender_up_at_almost,previous_swing_high_price,breakout_price,current_price,YTD%,1D%,1W%,1M%,3M%,6M%,1Y%
AEP,2026-05-13,127.059,138.4346,138.4346,133.74,17.75,2.64,3.43,3.19,5.31,17.47,35.6
AES,2026-06-17,14.5814,14.74,14.74,14.7,5.0,0.34,0.14,0.07,5.69,10.07,48.47
AMP,2026-05-21,450.3206,485.2877,485.2877,466.11,-4.31,-1.12,1.35,3.45,5.62,-3.79,-7.45
AMT,2026-06-18,175.7,194.226,194.226,179.38,4.18,1.67,-3.43,-1.46,3.63,5.96,-14.33
APP,2026-06-09,511.8378,622.0,622.0,467.02,-30.69,-0.5,-10.34,-3.88,1.76,-32.74,43.83
APP,2026-06-11,475.2111,622.0,622.0,467.02,-30.69,-0.5,-10.34,-3.88,1.76,-32.74,43.83
AXON,2026-06-18,405.2571,515.8,515.8,433.04,-23.75,5.61,-2.29,11.08,-14.63,-23.12,-44.29
CCL,2026-06-23,27.8062,31.6,31.6,28.72,-4.95,-4.87,-4.65,9.7,13.54,2.43,22.13
COP,2026-06-15,111.9707,121.52,121.52,109.97,19.27,0.25,-2.04,-8.78,-12.9,21.06,19.99
CRWD,2026-06-04,678.6519,785.66,785.66,680.92,45.26,0.81,-1.73,5.04,64.75,42.67,42.96
CRWD,2026-06-09,626.2263,785.66,785.66,680.92,45.26,0.81,-1.73,5.04,64.75,42.67,42.96
CSCO,2026-06-09,117.1976,130.37,130.37,121.15,58.97,-0.31,0.82,2.5,54.54,59.14,86.88
DASH,2026-05-13,148.3942,191.17,191.17,171.52,-24.27,-0.33,2.04,7.69,7.21,-25.73,-22.2
DASH,2026-06-11,146.7021,191.17,191.17,171.52,-24.27,-0.33,2.04,7.69,7.21,-25.73,-22.2
DGX,2026-06-18,193.5993,209.79,209.79,197.18,14.65,1.86,-2.47,1.73,1.25,12.94,11.87
DIS,2026-06-03,99.3203,110.48,110.48,103.53,-9.0,1.05,1.81,-0.05,5.7,-7.46,-11.01
DXCM,2026-06-22,68.749,78.91,78.91,68.92,3.84,-0.22,-7.14,-4.14,4.52,4.57,-13.85
EIX,2026-04-13,71.832,76.22,76.22,72.94,24.8,1.02,1.11,3.73,4.46,24.49,55.64
EIX,2026-05-18,67.8271,76.22,76.22,72.94,24.8,1.02,1.11,3.73,4.46,24.49,55.64
F,2026-06-05,14.7877,17.78,17.78,14.0,9.22,-0.78,-5.21,2.41,20.55,7.58,38.72
FANG,2026-05-06,192.2517,213.3366,213.3366,187.91,26.44,0.06,-1.08,-6.5,-1.48,29.3,29.5
FANG,2026-05-07,186.9795,213.3366,213.3366,187.91,26.44,0.06,-1.08,-6.5,-1.48,29.3,29.5
FANG,2026-06-15,184.167,213.3366,213.3366,187.91,26.44,0.06,-1.08,-6.5,-1.48,29.3,29.5
FFIV,2026-06-18,375.8208,411.52,411.52,389.53,52.6,-0.44,-1.83,1.52,34.44,50.33,35.66
FLEX,2026-06-09,142.7963,166.86,166.86,151.85,151.32,-2.54,1.76,15.85,133.47,140.88,229.89
FSLR,2026-06-09,258.9046,320.95,320.95,249.24,-4.59,-5.27,-8.87,0.14,31.23,-4.79,71.89
FTNT,2026-06-09,135.3961,150.07,150.07,148.0,86.37,1.8,-1.0,14.32,78.81,85.58,48.22
GEN,2026-06-22,22.6863,27.81,27.81,23.26,-13.54,1.09,-4.71,-6.4,11.25,-15.1,-18.31
GM,2026-02-23,78.1928,87.224,87.224,78.95,-2.47,-1.84,-6.09,2.48,4.49,-2.29,65.3
GM,2026-02-27,77.9159,87.224,87.224,78.95,-2.47,-1.84,-6.09,2.48,4.49,-2.29,65.3
GM,2026-03-02,77.0316,87.224,87.224,78.95,-2.47,-1.84,-6.09,2.48,4.49,-2.29,65.3
GM,2026-03-03,75.545,87.224,87.224,78.95,-2.47,-1.84,-6.09,2.48,4.49,-2.29,65.3
GM,2026-03-06,73.7015,87.224,87.224,78.95,-2.47,-1.84,-6.09,2.48,4.49,-2.29,65.3
GM,2026-03-09,72.8062,87.224,87.224,78.95,-2.47,-1.84,-6.09,2.48,4.49,-2.29,65.3
GM,2026-05-19,71.7296,87.224,87.224,78.95,-2.47,-1.84,-6.09,2.48,4.49,-2.29,65.3
J,2026-06-22,118.2586,137.3351,137.3351,120.9,-8.2,1.85,-2.95,6.35,-6.14,-8.36,-4.06
J,2026-06-23,117.1791,137.3351,137.3351,120.9,-8.2,1.85,-2.95,6.35,-6.14,-8.36,-4.06
JNJ,2026-06-18,227.849,241.6,241.6,239.08,16.81,3.37,1.45,3.77,2.14,16.04,63.6
KDP,2026-06-23,30.1335,32.31,32.31,30.87,12.1,0.0,-2.83,7.26,17.3,11.75,-4.99
LYB,2026-04-08,72.486,83.071,83.071,57.6,36.05,-1.57,-9.0,-16.95,-18.56,36.81,6.36
LYB,2026-05-29,65.8417,83.071,83.071,57.6,36.05,-1.57,-9.0,-16.95,-18.56,36.81,6.36
LYB,2026-06-05,64.393,83.071,83.071,57.6,36.05,-1.57,-9.0,-16.95,-18.56,36.81,6.36
LYB,2026-06-08,63.6934,83.071,83.071,57.6,36.05,-1.57,-9.0,-16.95,-18.56,36.81,6.36
LYB,2026-06-09,62.9652,83.071,83.071,57.6,36.05,-1.57,-9.0,-16.95,-18.56,36.81,6.36
LYB,2026-06-15,60.9327,83.071,83.071,57.6,36.05,-1.57,-9.0,-16.95,-18.56,36.81,6.36
LYB,2026-06-18,59.2562,83.071,83.071,57.6,36.05,-1.57,-9.0,-16.95,-18.56,36.81,6.36
LYB,2026-06-22,58.2658,83.071,83.071,57.6,36.05,-1.57,-9.0,-16.95,-18.56,36.81,6.36
ON,2026-06-09,109.9016,134.92,134.92,117.06,116.18,-11.01,-7.02,6.8,95.46,115.42,121.62
PCG,2026-05-18,15.8475,18.92,18.92,16.77,4.66,0.84,1.15,2.01,-3.29,6.64,22.05
RCL,2026-03-02,291.2316,352.6728,352.6728,309.53,12.14,0.05,-1.32,19.52,11.53,9.46,15.58
RCL,2026-03-06,269.0069,352.6728,352.6728,309.53,12.14,0.05,-1.32,19.52,11.53,9.46,15.58
RCL,2026-03-09,261.7687,352.6728,352.6728,309.53,12.14,0.05,-1.32,19.52,11.53,9.46,15.58
RCL,2026-05-20,231.4394,352.6728,352.6728,309.53,12.14,0.05,-1.32,19.52,11.53,9.46,15.58
RCL,2026-06-23,287.079,352.6728,352.6728,309.53,12.14,0.05,-1.32,19.52,11.53,9.46,15.58
SATS,2026-05-22,122.8942,147.25,147.25,103.915,-4.4,-2.34,-11.84,-19.09,-5.09,1.29,313.67
SATS,2026-06-12,106.9477,147.25,147.25,103.915,-4.4,-2.34,-11.84,-19.09,-5.09,1.29,313.67
SWKS,2026-06-09,69.9149,85.18,85.18,73.44,18.23,-3.6,-3.7,0.73,35.95,16.25,6.1
TDY,2026-05-19,603.0221,687.0,687.0,612.91,20.01,-0.61,-2.46,0.95,-1.75,21.5,25.96
