ticker,almost_up_cond_date,breakout_date,trade_date,trade_price,stop_loss_price,stop_loss_pct_vs_trade,target_gain_price,stop_loss_threshold,trade_outcome,exit_date,exit_price
MRNA,2025-10-29,2025-12-11,2025-12-12,29.46,24.6003,-16.50%,39.1795,24.6003,WIN,2026-01-13,39.1795
MRVL,2025-10-22,2025-12-03,2025-12-04,99.3385,79.3498,-20.12%,139.3159,79.3498,LOSS,2026-01-14,79.3498
MS,2025-11-14,2025-12-03,2025-12-04,173.3643,159.7325,-7.86%,200.6279,159.7325,LOSS,2026-03-06,159.7325
MTD,2025-11-18,2025-11-25,2025-11-26,1492.25,1361.4671,-8.76%,1753.8158,1361.4671,LOSS,2025-12-10,1361.4671
MU,2025-11-19,2025-12-10,2025-12-11,261.4244,217.24,-16.90%,349.7932,217.24,WIN,2026-01-13,349.7932
NDSN,2025-11-17,2025-12-19,2025-12-22,240.46,226.7257,-5.71%,267.9285,226.7257,WIN,2026-01-15,267.9285
NOC,2025-10-15,2026-01-14,2026-01-15,638.3256,602.3673,-5.63%,710.2422,602.3673,WIN,2026-02-09,710.2422
NRG,2025-10-21,2025-10-29,2025-10-30,175.4306,159.8582,-8.88%,206.5755,159.8582,LOSS,2025-11-14,159.8582
NUE,2026-01-27,2026-02-03,2026-02-04,187.91,172.128,-8.40%,219.474,172.128,LOSS,2026-03-03,172.128
NVR,2025-12-19,2026-01-21,2026-01-22,7820.0,7370.4992,-5.75%,8719.0015,7370.4992,LOSS,2026-02-17,7370.4992
NXPI,2026-02-03,2026-02-11,2026-02-12,252.17,217.7529,-13.65%,321.0042,217.7529,LOSS,2026-03-03,217.7529
ON,2026-02-03,2026-02-10,2026-02-11,69.24,57.7509,-16.59%,92.2183,57.7509,LOSS,2026-03-06,57.7509
PFG,2026-01-20,2026-01-26,2026-01-27,92.0717,86.4518,-6.10%,103.3117,86.4518,LOSS,2026-03-12,86.4518
PG,2026-02-18,2026-02-23,2026-02-24,164.9,156.6755,-4.99%,181.3491,156.6755,LOSS,2026-03-05,156.6755
PGR,2025-12-08,2025-12-12,2025-12-15,221.2285,207.6764,-6.13%,248.3327,207.6764,LOSS,2025-12-17,207.6764
PHM,2025-12-19,2026-01-09,2026-01-12,131.76,119.4097,-9.37%,156.4605,119.4097,LOSS,2026-03-13,119.4097
PLD,2025-11-19,2025-11-26,2025-11-28,127.0106,120.7716,-4.91%,139.4885,120.7716,WIN,2026-02-10,139.4885
PNW,2025-10-28,2026-01-16,2026-01-20,92.7985,88.588,-4.54%,101.2197,88.588,WIN,2026-03-03,101.2197
PODD,2025-10-29,2025-11-12,2025-11-13,334.87,315.4701,-5.79%,373.6697,315.4701,LOSS,2025-11-20,315.4701
PSX,2025-11-19,2025-12-10,2025-12-11,140.8421,132.6637,-5.81%,157.199,132.6637,LOSS,2025-12-16,132.6637
RCL,2026-01-14,2026-01-29,2026-01-30,335.7513,276.8136,-17.55%,453.6268,276.8136,LOSS,2026-03-05,276.8136
RF,2026-01-02,2026-01-05,2026-01-06,27.8027,26.61,-4.29%,30.1881,26.61,WIN,2026-02-04,30.1881
RL,2026-02-05,2026-02-20,2026-02-23,379.94,338.2597,-10.97%,463.3007,338.2597,LOSS,2026-03-06,338.2597
ROST,2025-11-17,2025-11-21,2025-11-24,172.6091,157.4171,-8.80%,202.9933,157.4171,WIN,2026-02-25,202.9933
SPG,2026-01-02,2026-01-29,2026-01-30,187.684,181.6457,-3.22%,199.7607,181.6457,WIN,2026-02-17,199.7607
STE,2025-10-31,2025-11-06,2025-11-07,258.9116,233.7276,-9.73%,309.2795,233.7276,LOSS,2026-02-05,233.7276
TECH,2025-10-29,2026-01-14,2026-01-15,68.378,61.6884,-9.78%,81.7572,61.6884,LOSS,2026-02-04,61.6884
TFC,2026-01-20,2026-02-02,2026-02-03,52.2925,48.3967,-7.45%,60.0841,48.3967,LOSS,2026-03-02,48.3967
TGT,2025-11-19,2025-12-17,2025-12-18,97.6073,84.9834,-12.93%,122.855,84.9834,WIN,2026-03-04,122.855
TMO,2025-11-18,2026-01-05,2026-01-06,605.4614,561.3993,-7.28%,693.5857,561.3993,LOSS,2026-02-05,561.3993
TRGP,2026-01-05,2026-01-21,2026-01-22,189.1567,176.8645,-6.50%,213.7411,176.8645,WIN,2026-02-09,213.7411
UAL,2025-11-17,2025-12-03,2025-12-04,108.72,89.3411,-17.82%,147.4778,89.3411,LOSS,2026-03-09,89.3411
UDR,2026-01-28,2026-02-10,2026-02-11,40.0,36.2669,-9.33%,47.4662,36.2669,LOSS,2026-03-11,36.2669
UPS,2026-01-27,2026-02-02,2026-02-03,109.1577,103.5208,-5.16%,120.4316,103.5208,WIN,2026-02-12,120.4316
USB,2026-01-02,2026-01-05,2026-01-06,55.41,53.1602,-4.06%,59.9097,53.1602,WIN,2026-02-04,59.9097
VLO,2025-12-12,2026-01-08,2026-01-09,190.326,165.9306,-12.82%,239.1167,165.9306,WIN,2026-03-12,239.1167
VMC,2025-10-30,2026-01-09,2026-01-12,310.352,283.6776,-8.59%,363.701,283.6776,LOSS,2026-03-05,283.6776
VRTX,2025-11-04,2025-11-12,2025-11-13,434.02,409.488,-5.65%,483.084,409.488,WIN,2026-01-07,483.084
VTR,2025-10-13,2025-10-17,2025-10-20,70.4684,66.6145,-5.47%,78.1763,66.6145,WIN,2025-11-17,78.1763
WAB,2025-10-22,2025-10-30,2025-10-31,201.5727,189.5261,-5.98%,225.6659,189.5261,WIN,2026-01-09,225.6659
WFC,2025-11-14,2025-12-03,2025-12-04,88.9628,83.1357,-6.55%,100.6168,83.1357,LOSS,2026-02-24,83.1357
WMT,2025-11-06,2025-11-28,2025-12-01,110.2852,100.0261,-9.30%,130.8034,100.0261,WIN,2026-02-06,130.8034
XOM,2025-10-31,2025-11-11,2025-11-12,117.2856,111.1667,-5.22%,129.5233,111.1667,WIN,2026-01-14,129.5233
ZTS,2026-02-12,2026-02-27,2026-03-02,130.05,122.4187,-5.87%,145.3127,122.4187,LOSS,2026-03-05,122.4187
