ticker,almost_up_cond_date,trender_up_at_almost,previous_swing_high_price,breakout_price,current_price,YTD%,1D%,1W%,1M%,3M%,6M%,1Y%
AZO,2026-03-03,3596.6164,3887.03,3887.03,3554.8799,4.82,0.37,-4.03,2.6,-1.39,-3.29,-5.13
BIIB,2026-03-31,179.9904,202.41,202.41,191.38,8.74,0.37,1.11,6.38,3.25,28.16,63.82
BIIB,2026-04-06,168.9257,202.41,202.41,191.38,8.74,0.37,1.11,6.38,3.25,28.16,63.82
BK,2026-04-29,130.9471,138.5998,138.5998,130.69,13.52,-2.21,-2.74,2.55,8.88,22.03,60.59
CF,2026-04-08,123.1881,141.96,141.96,118.68,54.27,-0.9,-4.44,-5.93,30.65,41.96,48.13
CF,2026-05-07,113.8944,141.96,141.96,118.68,54.27,-0.9,-4.44,-5.93,30.65,41.96,48.13
CFG,2026-02-12,64.2938,68.2986,68.2986,64.22,11.52,-2.13,-1.28,1.41,-2.91,28.4,73.55
CFG,2026-02-27,59.6737,68.2986,68.2986,64.22,11.52,-2.13,-1.28,1.41,-2.91,28.4,73.55
CI,2026-03-03,274.7225,296.1684,296.1684,284.04,3.77,0.73,-2.25,2.33,0.38,8.52,-13.11
COP,2026-04-08,124.3542,135.87,135.87,114.88,23.68,-3.38,-8.67,-8.26,10.28,32.92,35.59
COP,2026-04-17,112.345,135.87,135.87,114.88,23.68,-3.38,-8.67,-8.26,10.28,32.92,35.59
COP,2026-05-07,114.7505,135.87,135.87,114.88,23.68,-3.38,-8.67,-8.26,10.28,32.92,35.59
DAL,2026-03-02,62.5795,76.183,76.183,73.11,5.63,-0.31,7.53,7.39,5.06,31.73,65.16
DAL,2026-03-05,60.368,76.183,76.183,73.11,5.63,-0.31,7.53,7.39,5.06,31.73,65.16
DAL,2026-03-06,58.8245,76.183,76.183,73.11,5.63,-0.31,7.53,7.39,5.06,31.73,65.16
DAL,2026-03-09,57.4467,76.183,76.183,73.11,5.63,-0.31,7.53,7.39,5.06,31.73,65.16
EIX,2026-04-13,71.832,76.22,76.22,68.57,17.33,-0.33,-1.32,-7.77,8.93,26.43,32.49
EOG,2026-04-08,134.4501,150.6999,150.6999,130.89,26.81,-2.82,-6.89,-5.14,17.26,26.51,24.68
EOG,2026-05-07,129.2493,150.6999,150.6999,130.89,26.81,-2.82,-6.89,-5.14,17.26,26.51,24.68
EQIX,2026-04-28,1071.4049,1128.6801,1128.6801,1066.76,39.99,-1.95,-1.48,4.82,32.82,30.02,24.69
EQIX,2026-04-30,1056.5736,1128.6801,1128.6801,1066.76,39.99,-1.95,-1.48,4.82,32.82,30.02,24.69
EXPE,2026-04-29,234.7509,279.76,279.76,252.79,-10.58,2.49,1.78,6.71,9.53,19.63,54.71
FANG,2026-05-06,193.3091,214.51,214.51,190.45,27.45,-2.37,-7.38,2.13,16.27,38.36,48.24
FANG,2026-05-07,188.0079,214.51,214.51,190.45,27.45,-2.37,-7.38,2.13,16.27,38.36,48.24
FAST,2026-04-13,45.4057,49.4067,49.4067,44.36,11.74,-0.78,-1.27,-7.44,-5.78,8.58,15.39
FDS,2026-05-05,212.4086,247.33,247.33,223.98,-22.42,5.76,-1.58,0.45,7.63,-14.57,-47.13
FER,2026-04-29,66.7704,72.47,72.47,70.03,8.39,-2.32,1.63,-0.28,1.88,11.7,44.51
FTV,2026-03-06,55.9914,62.3518,62.3518,60.9,10.43,0.83,1.86,2.56,1.27,21.25,20.72
FTV,2026-03-12,54.2549,62.3518,62.3518,60.9,10.43,0.83,1.86,2.56,1.27,21.25,20.72
FTV,2026-04-30,59.478,62.3518,62.3518,60.9,10.43,0.83,1.86,2.56,1.27,21.25,20.72
GM,2026-02-23,78.3623,87.413,87.413,78.41,-3.35,-0.37,1.98,2.18,-5.65,17.77,74.24
GM,2026-02-27,78.0848,87.413,87.413,78.41,-3.35,-0.37,1.98,2.18,-5.65,17.77,74.24
GM,2026-03-02,77.1986,87.413,87.413,78.41,-3.35,-0.37,1.98,2.18,-5.65,17.77,74.24
GM,2026-03-03,75.7088,87.413,87.413,78.41,-3.35,-0.37,1.98,2.18,-5.65,17.77,74.24
GM,2026-03-06,73.8613,87.413,87.413,78.41,-3.35,-0.37,1.98,2.18,-5.65,17.77,74.24
GM,2026-03-09,72.964,87.413,87.413,78.41,-3.35,-0.37,1.98,2.18,-5.65,17.77,74.24
HAS,2026-03-06,93.0357,106.2475,106.2475,97.39,19.59,-0.09,1.62,3.77,2.76,30.26,65.59
HAS,2026-03-09,91.7231,106.2475,106.2475,97.39,19.59,-0.09,1.62,3.77,2.76,30.26,65.59
HAS,2026-03-27,88.1367,106.2475,106.2475,97.39,19.59,-0.09,1.62,3.77,2.76,30.26,65.59
HAS,2026-04-21,89.1827,106.2475,106.2475,97.39,19.59,-0.09,1.62,3.77,2.76,30.26,65.59
ICE,2026-04-30,153.2941,168.2,168.2,156.11,-3.3,1.77,-1.25,-6.96,-6.94,6.87,-9.84
JPM,2026-03-27,280.513,324.7381,324.7381,306.27,-4.03,-2.74,-2.22,-0.55,-0.75,-0.01,25.27
KMI,2026-04-01,32.2279,34.4118,34.4118,31.52,16.84,-0.19,-3.22,-3.48,4.88,24.3,20.64
KMI,2026-04-08,31.893,34.4118,34.4118,31.52,16.84,-0.19,-3.22,-3.48,4.88,24.3,20.64
KMI,2026-04-13,31.4569,34.4118,34.4118,31.52,16.84,-0.19,-3.22,-3.48,4.88,24.3,20.64
KMI,2026-04-14,31.2972,34.4118,34.4118,31.52,16.84,-0.19,-3.22,-3.48,4.88,24.3,20.64
KR,2026-04-01,70.0336,76.58,76.58,66.41,6.82,0.61,-2.44,-6.41,0.11,5.24,-7.13
KR,2026-04-08,70.5848,76.58,76.58,66.41,6.82,0.61,-2.44,-6.41,0.11,5.24,-7.13
LYB,2026-04-08,73.2442,83.94,83.94,71.51,67.16,-2.68,-4.14,-3.65,34.33,67.55,39.8
LYV,2026-04-15,155.5255,168.55,168.55,165.75,16.32,-1.23,4.94,1.34,19.87,9.95,23.56
MET,2026-02-05,75.1475,83.2534,83.2534,78.82,0.56,-1.67,-1.6,6.03,4.65,-0.09,5.43
MET,2026-02-27,71.7939,83.2534,83.2534,78.82,0.56,-1.67,-1.6,6.03,4.65,-0.09,5.43
MET,2026-03-27,67.358,83.2534,83.2534,78.82,0.56,-1.67,-1.6,6.03,4.65,-0.09,5.43
OMC,2026-03-20,74.231,86.3088,86.3088,76.92,-3.79,0.01,0.26,0.07,12.4,6.68,5.23
OMC,2026-04-09,73.9039,86.3088,86.3088,76.92,-3.79,0.01,0.26,0.07,12.4,6.68,5.23
OMC,2026-04-24,75.2897,86.3088,86.3088,76.92,-3.79,0.01,0.26,0.07,12.4,6.68,5.23
OMC,2026-04-29,73.9895,86.3088,86.3088,76.92,-3.79,0.01,0.26,0.07,12.4,6.68,5.23
RCL,2026-03-02,292.7417,354.5014,354.5014,280.87,1.24,-2.16,6.49,0.58,-13.41,10.08,26.34
RCL,2026-03-06,270.4017,354.5014,354.5014,280.87,1.24,-2.16,6.49,0.58,-13.41,10.08,26.34
RCL,2026-03-09,263.126,354.5014,354.5014,280.87,1.24,-2.16,6.49,0.58,-13.41,10.08,26.34
RF,2026-02-12,29.3498,30.8732,30.8732,27.95,4.13,-0.92,-2.1,1.75,-7.48,18.08,40.68
