ticker,almost_up_cond_date,breakout_date,trade_date,trade_price,stop_loss_price,stop_loss_pct_vs_trade,target_gain_price,stop_loss_threshold,trade_outcome,exit_date,exit_price,current_price,YTD%,1D%,1W%,1M%,3M%,6M%,1Y%
AFL,2026-03-05,2026-06-05,2026-06-08,117.32,109.712,-6.48%,132.536,109.712,PENDING,,,117.75,7.91,-0.88,0.29,-0.09,11.45,7.82,14.71
ALL,2026-05-21,2026-06-23,2026-06-24,232.48,213.0479,-8.36%,271.3442,213.0479,PENDING,,,233.54,13.36,0.86,4.68,8.39,13.25,15.1,20.12
AME,2026-03-05,2026-06-22,2026-06-23,237.63,225.0425,-5.30%,262.8051,225.0425,PENDING,,,235.38,15.0,0.56,1.5,4.99,8.64,16.14,33.61
ANET,2026-02-23,2026-04-13,2026-04-14,153.99,126.6259,-17.77%,208.7182,126.6259,PENDING,,,161.74,23.44,-0.28,-3.73,5.01,23.65,23.35,75.9
APD,2026-02-13,2026-04-08,2026-04-09,295.0,273.4019,-7.32%,338.1962,273.4019,PENDING,,,278.73,14.37,-1.32,-0.62,-3.71,-2.02,17.74,4.77
ARM,2026-06-09,2026-06-18,2026-06-22,440.03,303.1942,-31.10%,713.7017,303.1942,PENDING,,,359.08,228.5,-2.0,-9.4,17.15,166.06,214.9,140.46
AXP,2026-05-20,2026-06-16,2026-06-17,341.39,303.1247,-11.21%,417.9206,303.1247,PENDING,,,342.56,-6.9,1.42,0.53,9.87,13.79,-8.53,15.53
BBY,2026-02-20,2026-05-28,2026-05-29,73.0282,61.286,-16.08%,96.5125,61.286,PENDING,,,77.63,19.32,3.3,4.08,27.64,27.47,11.18,23.49
BEN,2026-02-27,2026-04-28,2026-04-29,29.86,26.0167,-12.87%,37.5465,26.0167,PENDING,,,32.47,37.9,-3.91,-2.14,4.67,39.18,39.15,49.97
BIIB,2026-03-31,2026-05-13,2026-05-14,200.25,179.9904,-10.12%,240.7692,179.9904,PENDING,,,199.59,13.41,1.22,2.03,3.01,8.51,14.18,59.98
BNY,2026-04-29,2026-05-21,2026-05-22,139.59,130.9471,-6.19%,156.8758,130.9471,PENDING,,,143.56,24.7,-2.53,-0.62,3.17,22.25,24.97,63.18
CARR,2026-03-06,2026-06-04,2026-06-05,67.66,57.9185,-14.40%,87.1431,57.9185,PENDING,,,74.06,41.26,4.68,4.09,17.29,26.88,38.82,4.7
CAT,2026-06-10,2026-06-17,2026-06-18,979.0,855.2696,-12.64%,1226.4608,855.2696,PENDING,,,994.45,74.33,1.04,5.18,13.02,39.03,73.31,174.48
CFG,2026-02-12,2026-06-23,2026-06-24,69.1,64.2938,-6.96%,78.7124,64.2938,PENDING,,,69.46,20.61,0.68,3.26,10.45,18.7,19.03,68.72
CMI,2026-05-19,2026-06-17,2026-06-18,732.89,650.1552,-11.29%,898.3597,650.1552,PENDING,,,694.87,37.02,-0.6,-0.73,8.65,25.65,38.02,123.18
CPAY,2026-03-16,2026-06-01,2026-06-02,359.84,305.2405,-15.17%,469.0389,305.2405,PENDING,,,344.26,14.4,1.44,-4.47,-1.05,17.16,11.12,6.96
CPT,2026-03-06,2026-06-04,2026-06-05,111.6,104.6474,-6.23%,125.5052,104.6474,PENDING,,,111.26,2.18,0.69,-0.98,3.53,14.88,4.85,-0.39
D,2026-03-19,2026-05-18,2026-05-19,66.5338,60.3738,-9.26%,78.8537,60.3738,PENDING,,,69.26,20.67,1.18,1.11,3.37,16.07,18.96,29.42
DAL,2026-03-02,2026-05-22,2026-05-26,78.2,62.4139,-20.19%,109.7721,62.4139,PENDING,,,90.65,31.32,4.53,9.03,19.06,36.37,28.25,90.13
DOV,2026-01-29,2026-02-03,2026-02-04,211.853,198.4749,-6.31%,238.6092,198.4749,PENDING,,,224.31,15.44,0.34,0.75,7.13,4.3,14.86,27.67
DVA,2026-03-13,2026-05-06,2026-05-07,194.32,146.8105,-24.45%,289.3391,146.8105,PENDING,,,213.04,87.52,1.0,1.94,7.31,38.99,84.93,56.26
ESS,2026-02-12,2026-04-28,2026-04-29,269.33,248.0423,-7.90%,311.9053,248.0423,PENDING,,,281.65,9.87,0.84,0.39,1.79,16.92,11.7,2.5
ETR,2026-03-19,2026-03-27,2026-03-30,110.9346,101.8315,-8.21%,129.1408,101.8315,PENDING,,,114.69,25.58,0.77,2.05,2.04,12.48,26.86,42.39
EW,2026-01-29,2026-05-26,2026-05-27,87.63,80.8594,-7.73%,101.1711,80.8594,PENDING,,,89.66,5.17,3.12,1.22,4.52,9.76,4.67,19.04
FDS,2026-05-05,2026-06-01,2026-06-02,265.42,211.3772,-20.36%,373.5056,211.3772,PENDING,,,216.45,-24.66,-0.78,-8.89,-6.25,10.19,-24.23,-49.63
FITB,2026-02-23,2026-06-24,,,50.1854,,,,PENDING,,,54.96,18.47,0.53,2.84,11.08,20.58,16.93,41.8
FTV,2026-03-06,2026-06-09,2026-06-10,62.5285,55.9363,-10.54%,75.7128,55.9363,PENDING,,,60.39,9.61,0.08,-1.6,2.23,10.11,10.21,14.47
GE,2026-04-21,2026-06-16,2026-06-17,352.11,286.1246,-18.74%,484.0807,286.1246,PENDING,,,365.88,18.95,2.64,4.02,20.82,25.89,19.41,48.43
GL,2026-03-06,2026-04-23,2026-04-24,154.63,139.4678,-9.81%,184.9544,139.4678,PENDING,,,175.64,26.12,0.03,3.82,12.39,27.04,26.32,45.06
