Rank,Industry,Sector,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
1,Semiconductor Materials & Equipment,Information Technology,180.4,98,98,98,61,"TER,LRCX,AMAT,KLAC"
2,Electronic Components,Information Technology,149.83,97,96,99,98,"GLW,APH"
3,"Technology Hardware, Storage & Peripherals",Information Technology,144.48,96,94,96,79,"WDC,STX,AAPL,HPE,DELL,NTAP,SMCI,HPQ"
4,Air Freight & Logistics,Industrials,134.27,95,92,78,23,"CHRW,FDX,EXPD,UPS"
5,Steel,Materials,132.74,94,87,64,40,"STLD,NUE"
6,Broadcasting,Communication Services,131.95,93,97,97,90,"WBD,FOXA,FOX"
7,Passenger Airlines,Industrials,131.19,92,88,49,88,"LUV,DAL,UAL"
8,Construction Machinery & Heavy Transportation Equipment,Industrials,130.37,91,93,82,58,"CAT,CMI,PCAR,WAB"
9,Construction & Engineering,Industrials,130.22,90,86,95,95,"FIX,EME,PWR,J"
10,Oil & Gas Equipment & Services,Energy,128.85,89,79,72,11,"HAL,SLB,BKR"
11,Cargo Ground Transportation,Industrials,126.71,88,74,20,4,"JBHT,ODFL"
12,Semiconductors,Information Technology,123.66,87,84,88,68,"MU,INTC,MPWR,ADI,ON,AMD,MCHP,TXN,AVGO,NVDA,FSLR,NXPI,MRVL,SWKS,QCOM,ARM"
13,Agricultural Products & Services,Consumer Staples,123.02,86,73,76,62,"BG,ADM"
14,Regional Banks,Financials,121.6,85,78,48,57,"CFG,KEY,FITB,RF,MTB,HBAN"
15,Specialty Chemicals,Materials,119.26,84,68,35,20,"ALB,DD,PPG,ECL,LYB,IFF,SHW"
16,Oil & Gas Refining & Marketing,Energy,118.88,83,76,85,27,"VLO,PSX,MPC"
17,Integrated Oil & Gas,Energy,118.29,82,54,58,33,"XOM,CVX"
18,Automobile Manufacturers,Consumer Discretionary,117.93,81,95,92,69,"GM,F,TSLA"
19,Pharmaceuticals,Health Care,117.81,80,65,54,30,"VTRS,MRK,JNJ,LLY,BMY,PFE,ZTS"
20,Biotechnology,Health Care,116.97,79,82,86,75,"MRNA,BIIB,INSM,GILD,INCY,AMGN,REGN,VRTX,ABBV,ALNY"
21,Consumer Staples Merchandise Retail,Consumer Staples,116.05,78,80,50,72,"DG,DLTR,WMT,TGT,COST"
22,Other Specialty Retail,Consumer Discretionary,115.49,77,64,65,93,"ULTA,TSCO"
23,Diversified Banks,Financials,115.11,76,81,71,66,"C,USB,PNC,TFC,BAC,WFC,JPM"
