Rank,Ticker,Sector,Industry,Universe,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Open,High,Low,Close
1,WDC,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,491.53,99,99,99,99,774.0399780273438,779.7999877929688,726.5999755859375,732.6199951171875
2,MU,Information Technology,Semiconductors,S&P 500,486.68,99,99,98,99,1196.18994140625,1213.56005859375,1168.5699462890625,1211.3800048828125
3,STX,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,391.27,99,99,99,99,1089.0,1127.989990234375,1068.9599609375,1094.0400390625
4,INTC,Information Technology,Semiconductors,S&P 500,375.84,99,99,96,92,139.2050018310547,141.4499969482422,136.2100067138672,140.94000244140625
5,LITE,Information Technology,Communications Equipment,S&P 500,352.2,99,99,99,99,852.0,906.1799926757812,829.0,893.9299926757812
6,MRVL,Information Technology,Semiconductors,S&P 500,325.61,99,98,81,54,313.43499755859375,314.17169189453125,298.17999267578125,307.8599853515625
7,AMD,Information Technology,Semiconductors,S&P 500,276.49,98,98,89,96,545.5,562.9899291992188,535.7100830078125,551.6300048828125
8,DELL,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,264.58,98,96,93,61,415.19000244140625,444.0,414.48370361328125,418.7099914550781
9,ARM,Technology,Semiconductors,Nasdaq 100,263.0,98,97,81,4,440.5,444.95001220703125,402.0,407.7200012207031
10,COHR,Information Technology,Electronic Components,S&P 500,257.54,98,98,98,98,395.0400085449219,439.6199951171875,380.010009765625,425.4800109863281
11,TER,Information Technology,Semiconductor Materials & Equipment,S&P 500,251.34,98,97,99,97,459.18701171875,459.18701171875,439.6099853515625,457.0
12,CIEN,Information Technology,Communications Equipment,S&P 500,241.08,97,99,99,99,437.82501220703125,461.3999938964844,430.5133056640625,460.3299865722656
13,LRCX,Information Technology,Semiconductor Materials & Equipment,S&P 500,238.57,97,97,97,98,398.9700012207031,409.75,392.07501220703125,409.5400085449219
14,FLEX,Information Technology,Electronic Manufacturing Services,S&P 500,230.0,97,98,88,91,151.0500030517578,156.25999450683594,148.10000610351562,155.80999755859375
15,AMAT,Information Technology,Semiconductor Materials & Equipment,S&P 500,229.29,97,96,97,93,626.219970703125,641.1799926757812,620.6849975585938,640.1799926757812
16,GLW,Information Technology,Electronic Components,S&P 500,216.01,97,97,98,96,200.47999572753906,212.3936004638672,196.0749969482422,209.8300018310547
17,FIX,Industrials,Construction & Engineering,S&P 500,206.15,96,97,98,98,2011.3399658203125,2071.97998046875,1994.1700439453125,2066.510009765625
18,ON,Information Technology,Semiconductors,S&P 500,205.38,96,96,79,56,125.4000015258789,132.42250061035156,125.19000244140625,131.5500030517578
19,KLAC,Information Technology,Semiconductor Materials & Equipment,S&P 500,199.64,96,95,94,95,265.6099853515625,269.8999938964844,262.45001220703125,269.1600036621094
20,HPE,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,192.76,96,95,83,75,48.040000915527344,49.630001068115234,47.709999084472656,48.400001525878906
21,VRT,Industrials,Electrical Components & Equipment,S&P 500,183.85,96,96,98,93,338.8800048828125,358.5400085449219,338.239990234375,357.9599914550781
22,CAT,Industrials,Construction Machinery & Heavy Transportation Equipment,S&P 500,169.53,95,94,95,93,999.280029296875,1023.25,999.4099731445312,1022.280029296875
23,ASML,Technology,Industrial Machinery,Nasdaq 100,161.5,95,93,94,88,1953.8310546875,1958.0,1886.5,1929.25
24,TXN,Information Technology,Semiconductors,S&P 500,156.68,95,92,59,25,326.0400085449219,334.0299987792969,326.0400085449219,332.2799987792969
25,GNRC,Industrials,Electrical Components & Equipment,S&P 500,156.07,95,88,91,21,287.19000244140625,296.0199890136719,286.1700134277344,295.5400085449219
26,Q,Information Technology,Semiconductor Materials & Equipment,S&P 500,155.18,95,92,86,12,174.9600067138672,177.2799072265625,170.41000366210938,175.63999938964844
27,KEYS,Information Technology,Electronic Equipment & Instruments,S&P 500,153.75,94,95,96,80,370.94000244140625,374.962890625,367.57000732421875,373.3399963378906
28,MRNA,Health Care,Biotechnology,S&P 500,153.42,94,90,97,55,64.06999969482422,65.51000213623047,57.5,59.345001220703125
29,SATS,Communication Services,Wireless Telecommunication Services,S&P 500,150.13,94,98,99,99,105.48999786376953,108.73999786376953,104.04000091552734,106.4000015258789
30,CNC,Health Care,Managed Health Care,S&P 500,150.06,94,89,9,11,62.0,64.09500122070312,62.15999984741211,63.68000030517578
31,HUM,Health Care,Managed Health Care,S&P 500,149.22,94,87,3,43,363.2300109863281,369.9599914550781,356.3800048828125,360.7200012207031
32,FTNT,Information Technology,Systems Software,S&P 500,147.27,93,92,23,10,146.35499572753906,149.19000244140625,143.58999633789062,145.38999938964844
33,NUE,Materials,Steel,S&P 500,146.61,93,91,74,86,244.77999877929688,245.86000061035156,241.4199981689453,244.92999267578125
34,MPWR,Information Technology,Semiconductors,S&P 500,146.43,93,95,90,87,1592.68994140625,1594.8077392578125,1506.3699951171875,1537.8800048828125
35,GEV,Industrials,Heavy Electrical Equipment,S&P 500,146.17,93,93,96,94,1130.0400390625,1140.1400146484375,1112.45166015625,1127.5899658203125
36,CSCO,Information Technology,Communications Equipment,S&P 500,144.93,93,93,76,77,119.5999984741211,122.08999633789062,119.5999984741211,121.52999877929688
37,DDOG,Information Technology,Application Software,S&P 500,144.48,93,96,33,49,222.72999572753906,228.37939453125,216.4600067138672,221.3699951171875
38,PWR,Industrials,Construction & Engineering,S&P 500,143.94,92,93,93,81,712.0,742.72998046875,709.0449829101562,740.1400146484375
39,STLD,Materials,Steel,S&P 500,143.62,92,91,77,90,250.36000061035156,253.5,249.33999633789062,250.97999572753906
40,ADI,Information Technology,Semiconductors,S&P 500,143.51,92,88,86,78,438.0,445.8299865722656,436.4800109863281,445.4800109863281
41,CMI,Industrials,Construction Machinery & Heavy Transportation Equipment,S&P 500,141.48,92,89,90,92,720.0,731.5399780273438,716.9299926757812,724.9299926757812
42,JBHT,Industrials,Cargo Ground Transportation,S&P 500,140.97,92,91,86,90,272.8599853515625,277.1000061035156,266.8955993652344,273.4800109863281
43,JBL,Information Technology,Electronic Manufacturing Services,S&P 500,139.83,91,94,89,87,376.0,378.9909973144531,362.0,377.239990234375
44,MCHP,Information Technology,Semiconductors,S&P 500,137.74,91,89,52,60,101.98999786376953,104.02999877929688,101.0999984741211,102.70999908447266
45,NXPI,Information Technology,Semiconductors,S&P 500,135.81,91,87,25,50,320.0,327.5,316.0,323.239990234375
46,PANW,Information Technology,Systems Software,S&P 500,135.63,91,91,11,27,287.7799987792969,295.75,284.260009765625,286.3999938964844
47,IBKR,Financials,Investment Banking & Brokerage,S&P 500,134.62,91,84,78,80,96.77999877929688,97.83000183105469,96.04000091552734,96.81999969482422
48,ALB,Materials,Specialty Chemicals,S&P 500,133.61,90,94,97,98,160.36000061035156,160.36000061035156,152.5,156.69000244140625
49,DVA,Health Care,Health Care Services,S&P 500,133.16,90,89,78,4,209.07000732421875,215.30999755859375,208.68499755859375,209.67999267578125
50,QCOM,Information Technology,Semiconductors,S&P 500,131.47,90,89,11,61,223.0800018310547,233.44400024414062,215.5,221.89999389648438
51,STT,Financials,Asset Management & Custody Banks,S&P 500,130.95,90,86,72,83,170.5800018310547,173.8300018310547,170.12010192871094,173.7100067138672
52,CRWD,Information Technology,Systems Software,S&P 500,128.72,90,92,14,64,685.0700073242188,712.1799926757812,673.1950073242188,675.4400024414062
53,NTAP,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,128.67,89,76,42,44,159.8000030517578,164.65989685058594,157.35000610351562,158.30999755859375
54,BEN,Financials,Asset Management & Custody Banks,S&P 500,127.3,89,83,58,67,33.5,34.41999816894531,33.13629913330078,33.93000030517578
55,FDX,Industrials,Air Freight & Logistics,S&P 500,126.93,89,88,91,79,326.30999755859375,332.39990234375,325.6600036621094,328.7799987792969
56,MS,Financials,Investment Banking & Brokerage,S&P 500,126.25,89,85,62,88,226.7100067138672,228.2299041748047,224.99000549316406,227.08999633789062
57,FCX,Materials,Copper,S&P 500,125.67,89,83,86,90,68.49500274658203,69.91000366210938,68.33999633789062,69.20999908447266
58,C,Financials,Diversified Banks,S&P 500,125.61,88,84,79,92,144.7100067138672,146.36000061035156,144.47999572753906,145.6699981689453
59,HST,Real Estate,Hotel & Resort REITs,S&P 500,125.39,88,85,79,69,25.1200008392334,25.40999984741211,24.989999771118164,25.1299991607666
60,CASY,Consumer Staples,Food Retail,S&P 500,124.0,88,90,90,73,834.0599975585938,842.5,830.5599975585938,831.6699829101562
61,DAL,Industrials,Passenger Airlines,S&P 500,123.93,88,82,76,88,84.5,86.62999725341797,84.22000122070312,85.91999816894531
62,ANET,Information Technology,Communications Equipment,S&P 500,123.79,88,78,77,74,170.11000061035156,175.1699981689453,166.66009521484375,174.55999755859375
63,CVS,Health Care,Health Care Services,S&P 500,123.69,87,82,46,82,99.79000091552734,103.12000274658203,99.0,101.30000305175781
64,GS,Financials,Investment Banking & Brokerage,S&P 500,122.81,87,83,69,89,1109.699951171875,1115.97998046875,1091.62451171875,1106.3699951171875
65,URI,Industrials,Trading Companies & Distributors,S&P 500,122.61,87,68,37,53,1077.0,1096.6800537109375,1079.31005859375,1092.6800537109375
66,VTRS,Health Care,Pharmaceuticals,S&P 500,121.69,87,90,88,86,15.390000343322754,15.515000343322754,15.069999694824219,15.380000114440918
67,ROST,Consumer Discretionary,Apparel Retail,S&P 500,121.64,87,81,93,84,235.41000366210938,240.94000244140625,233.80999755859375,236.97000122070312
68,IRM,Real Estate,Other Specialized REITs,S&P 500,121.04,86,83,70,7,128.89999389648438,132.97999572753906,127.94999694824219,131.86000061035156
69,GOOGL,Communication Services,Interactive Media & Services,S&P 500,120.22,86,93,85,96,357.875,358.9200134277344,341.7218933105469,349.67999267578125
70,APH,Information Technology,Electronic Components,S&P 500,120.07,86,52,81,95,166.36000061035156,168.68499755859375,164.0500030517578,165.9600067138672
71,GOOG,Communication Services,Interactive Media & Services,S&P 500,119.95,86,92,84,96,357.135009765625,358.20001220703125,340.94000244140625,348.7799987792969
72,TRGP,Energy,Oil & Gas Storage & Transportation,S&P 500,119.85,86,90,88,48,260.9100036621094,264.54998779296875,256.3999938964844,264.510009765625
73,EME,Industrials,Construction & Engineering,S&P 500,119.73,86,86,90,79,844.9500122070312,870.7100219726562,831.5850219726562,868.8800048828125
74,UNH,Health Care,Managed Health Care,S&P 500,119.39,85,82,10,9,402.1400146484375,409.45001220703125,402.1400146484375,406.67999267578125
75,WBD,Communication Services,Broadcasting,S&P 500,119.27,85,94,96,98,26.270000457763672,26.989999771118164,26.25,26.950000762939453
76,HWM,Industrials,Aerospace & Defense,S&P 500,119.13,85,80,87,89,278.2200012207031,280.67498779296875,275.5,280.3599853515625
77,VLO,Energy,Oil & Gas Refining & Marketing,S&P 500,118.98,85,91,94,71,238.47999572753906,243.77999877929688,233.9499969482422,243.77999877929688
78,IVZ,Financials,Asset Management & Custody Banks,S&P 500,118.72,85,83,82,94,28.229999542236328,28.780000686645508,28.059999465942383,28.780000686645508
