ticker,almost_up_cond_date,trender_up_at_almost,previous_swing_high_price,breakout_price,current_price,YTD%,1D%,1W%,1M%,3M%,6M%,1Y%
AEP,2026-05-13,127.059,138.4346,138.4346,126.67,11.52,-0.85,-2.27,-5.1,-4.66,5.77,28.52
ALB,2026-05-19,165.8772,221.0,221.0,176.42,25.04,0.06,3.84,-7.58,-1.01,41.62,209.25
AMP,2026-05-21,450.3206,485.2877,485.2877,445.71,-8.5,1.33,-1.08,-5.9,-4.85,-0.92,-11.46
AVB,2026-05-21,180.6542,188.01,188.01,182.51,1.78,-1.26,-0.87,-1.01,4.13,2.57,-6.11
AXP,2026-05-20,303.1247,339.98,339.98,316.47,-13.99,0.43,2.19,0.26,2.77,-12.26,9.01
BMY,2026-05-28,56.7327,60.78,60.78,57.18,8.37,0.47,-3.98,-0.71,-7.38,19.17,27.82
CCI,2026-05-13,87.4259,92.81,92.81,91.5,4.25,0.45,-0.59,6.56,3.47,4.85,-3.84
CCI,2026-05-15,85.855,92.81,92.81,91.5,4.25,0.45,-0.59,6.56,3.47,4.85,-3.84
CF,2026-04-08,122.6872,141.3828,141.3828,112.35,46.64,-3.56,-7.68,-11.02,13.33,46.0,25.38
CF,2026-05-07,113.4321,141.3828,141.3828,112.35,46.64,-3.56,-7.68,-11.02,13.33,46.0,25.38
CF,2026-05-27,113.8447,141.3828,141.3828,112.35,46.64,-3.56,-7.68,-11.02,13.33,46.0,25.38
CF,2026-05-29,111.5084,141.3828,141.3828,112.35,46.64,-3.56,-7.68,-11.02,13.33,46.0,25.38
CMI,2026-05-19,650.1552,715.8317,715.8317,646.63,27.5,-3.3,1.55,1.52,11.1,31.5,103.38
CMI,2026-05-21,634.4179,715.8317,715.8317,646.63,27.5,-3.3,1.55,1.52,11.1,31.5,103.38
CVNA,2026-05-13,69.5161,83.914,83.914,73.0,-13.51,-0.67,13.37,-7.97,9.23,3.92,13.95
