,ticker,current_up_trend,current_trend_length,last_trend_length,second_last_trend_length,current_jump_trender_up,last_jump_trender_up,second_last_jump_trender_up,current_trender_up_price,last_trender_up_price,second_last_trender_up_price,current_price,1D,1W,1M,3M,6M,1Y
30,CTSH,False,4,65,78,0,43,0,0.0,81.91291029779215,0.0,77.08000183105469,0.31234448803026976,-6.068725171461489,-8.358100972872519,3.6930227622084755,12.502281385376351,-6.308099377849791
31,CMCSA,True,37,65,17,22,0,9,28.391347131423835,0.0,30.305369824789107,31.3700008392334,1.6855768276619338,5.445380972213104,13.75537646847178,21.20321433735243,8.063218788050973,2.6827834164356235
36,CRWD,False,55,57,31,0,27,0,0.0,522.7308591590778,0.0,395.5,4.862656739796059,-10.399746016979169,-17.416634236974208,-25.9557439709302,-6.9411764705882355,-5.205886859967092
42,EA,False,5,87,2,0,51,0,0.0,203.708245741428,0.0,200.0,1.045828020420089,-1.922321598736795,-2.2004889975550124,-0.2754158189978102,23.138691301920716,54.02591172911689
75,ODFL,True,47,55,14,32,0,3,176.9743889983778,0.0,144.6549152714338,202.47000122070312,0.16325409718566908,16.899540870781752,22.175959286324748,44.10538520417694,39.85494965081252,5.307085621825785
86,ROST,False,12,67,3,0,43,0,0.0,187.23939159601392,0.0,190.74000549316406,0.7979759021921518,1.1078779031535586,2.005454778243264,17.84166090043685,32.06112596083764,30.803402136160784
89,SBUX,False,6,54,8,0,21,0,0.0,92.21819829159351,0.0,99.44999694824219,3.518265081872449,8.156607122261985,14.71910733358257,20.859641833828157,10.777181843777361,-9.050948551877955
91,TMUS,True,6,108,25,4,0,12,191.43216483101668,0.0,249.1785990738284,197.38999938964844,-2.2144066220090455,0.09126954497922721,0.05068990162647761,-3.112272212390759,-18.05577691161048,-17.308234178097166
94,TXN,True,49,59,10,29,0,6,204.90149045059562,0.0,191.50360942800782,221.44000244140625,-1.13402684819344,2.732544331365253,20.017979178391244,36.26300408996745,20.958970629199033,25.795781869371616
99,WBD,False,7,68,8,0,32,0,0.0,27.63438750127212,0.0,27.360000610351562,2.24215387271242,-0.6535958576322892,-4.30220194358758,20.210897782120618,130.69141148707985,168.49854501488022
114,ALB,False,6,54,5,0,33,0,0.0,175.46164461086153,0.0,163.3699951171875,4.40311833957691,-4.2548259730820055,1.1140605999706101,78.18951659845699,135.15868069645222,108.76301866514007
117,ALLE,True,13,60,2,8,0,0,167.57511920657706,0.0,172.6886289335317,179.77000427246094,2.2408021386429717,8.694603625297871,13.048672772293141,8.419279246979071,9.789909760303573,40.367891522160406
127,AMP,True,45,99,13,23,0,10,499.217261334748,0.0,522.1778085157721,542.989990234375,1.48965840756908,2.9970196171777395,9.025375656220751,18.691997575821453,9.314742198527638,2.1653123057416246
