Rank,Industry,Sector,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
1,Semiconductor Materials & Equipment,Information Technology,184.12,99,99,97,91,"TER,LRCX,AMAT,KLAC"
2,Electronic Components,Information Technology,158.1,98,98,96,97,"GLW,APH"
3,Communications Equipment,Information Technology,148.65,97,94,84,90,"CIEN,ANET,MSI,CSCO,FFIV"
4,Construction & Engineering,Industrials,147.57,96,97,87,92,"FIX,PWR,EME,J"
5,"Technology Hardware, Storage & Peripherals",Information Technology,145.89,95,96,94,93,"WDC,STX,DELL,AAPL,HPE,NTAP,SMCI,HPQ"
6,Oil & Gas Refining & Marketing,Energy,133.74,94,71,59,80,"VLO,MPC,PSX"
7,Agricultural Products & Services,Consumer Staples,131.66,93,93,69,48,"BG,ADM"
8,Integrated Oil & Gas,Energy,128.34,92,79,39,43,"XOM,CVX"
9,Construction Machinery & Heavy Transportation Equipment,Industrials,124.48,91,95,88,66,"CAT,CMI,WAB,PCAR"
10,Oil & Gas Equipment & Services,Energy,124.11,90,92,58,47,"HAL,BKR,SLB"
11,Oil & Gas Exploration & Production,Energy,123.95,89,54,34,24,"TPL,APA,DVN,OXY,COP,CTRA,FANG,EQT,EOG,EXE"
12,Apparel Retail,Consumer Discretionary,119.85,88,70,91,59,"ROST,TJX"
13,Oil & Gas Storage & Transportation,Energy,118.06,87,69,30,23,"TRGP,WMB,KMI,OKE"
14,Air Freight & Logistics,Industrials,116.78,86,88,81,34,"FDX,CHRW,EXPD,UPS"
15,Fertilizers & Agricultural Chemicals,Materials,116.68,85,41,13,57,"CF,CTVA,MOS"
16,Semiconductors,Information Technology,116.67,84,86,76,69,"MU,INTC,MPWR,AMD,ADI,MRVL,ON,NVDA,AVGO,TXN,FSLR,MCHP,ARM,NXPI,QCOM,SWKS"
17,Specialty Chemicals,Materials,116.39,83,85,58,17,"ALB,LYB,DD,ECL,IFF,PPG,SHW"
18,Electronic Manufacturing Services,Information Technology,116.08,82,84,85,95,"JBL,TEL"
19,Aerospace & Defense,Industrials,115.57,81,81,64,77,"HII,LHX,HWM,LMT,NOC,RTX,GD,GE,TXT,BA,TDG,AXON"
20,Broadcasting,Communication Services,114.51,80,89,98,94,"WBD,FOXA,FOX"
21,Cargo Ground Transportation,Industrials,114.16,79,87,73,5,"JBHT,ODFL"
22,Biotechnology,Health Care,113.59,78,77,86,64,"MRNA,GILD,BIIB,AMGN,REGN,INCY,INSM,ABBV,VRTX,ALNY"
23,Health Care REITs,Real Estate,112.02,77,65,66,61,"WELL,VTR,DOC"
24,Health Care Distributors,Health Care,111.48,76,73,83,60,"CAH,MCK,COR,HSIC"
25,Data Center REITs,Real Estate,111.23,75,55,7,25,"EQIX,DLR"
26,Consumer Staples Merchandise Retail,Consumer Staples,111.12,74,83,82,36,"TGT,WMT,DG,DLTR,COST"
27,Pharmaceuticals,Health Care,110.9,73,82,67,18,"VTRS,JNJ,MRK,BMY,PFE,LLY,ZTS"
28,Steel,Materials,110.8,72,90,93,49,"STLD,NUE"
29,Multi-Utilities,Utilities,110.52,71,53,51,45,"NEE,PCG,SRE,CNP,NI,PNW,ED,AEE,XEL,DTE,CMS,D"
30,Interactive Media & Services,Communication Services,109.08,70,66,78,87,"GOOGL,GOOG,MTCH,META"
31,Integrated Telecommunication Services,Communication Services,109.07,69,60,26,57,"VZ,T"
32,Electric Utilities,Utilities,108.73,68,49,52,63,"EIX,AEP,FE,ETR,EVRG,EXC,LNT,DUK,ES,PPL,SO,WEC,PEG,CEG,VST"
