ticker,almost_up_cond_date,trender_up_at_almost,previous_swing_high_price,breakout_price,current_price,YTD%,1D%,1W%,1M%,3M%,6M%,1Y%
AEP,2026-05-13,127.059,138.4346,138.4346,129.14,13.7,1.06,1.95,-1.87,-1.36,11.05,30.81
AMP,2026-05-21,450.3206,485.2877,485.2877,454.66,-6.66,-0.09,2.01,-4.34,-1.84,-2.65,-9.22
ARES,2026-06-03,122.0398,131.7,131.7,125.65,-21.2,-3.72,-2.22,1.45,15.77,-20.9,-23.16
CF,2026-04-08,122.6872,141.3828,141.3828,113.49,48.13,-3.43,1.01,-4.85,-1.58,44.48,26.51
CF,2026-05-07,113.4321,141.3828,141.3828,113.49,48.13,-3.43,1.01,-4.85,-1.58,44.48,26.51
CF,2026-05-27,113.8447,141.3828,141.3828,113.49,48.13,-3.43,1.01,-4.85,-1.58,44.48,26.51
CF,2026-05-29,111.5084,141.3828,141.3828,113.49,48.13,-3.43,1.01,-4.85,-1.58,44.48,26.51
CMI,2026-05-19,650.1552,715.8317,715.8317,651.22,28.41,-3.96,0.71,-8.73,21.15,29.08,104.95
CMI,2026-05-21,634.4179,715.8317,715.8317,651.22,28.41,-3.96,0.71,-8.73,21.15,29.08,104.95
CRWD,2026-06-04,678.6519,785.66,785.66,671.02,43.15,-6.68,-8.21,43.36,56.42,28.02,45.7
DASH,2026-05-13,148.3942,191.17,191.17,156.8,-30.77,-2.04,-1.56,-6.65,-12.49,-29.52,-28.8
DIS,2026-06-03,99.3203,110.48,110.48,99.71,-12.36,0.37,-2.08,-7.73,-1.8,-5.06,-11.17
EIX,2026-04-13,71.832,76.22,76.22,73.33,25.47,2.12,4.85,6.58,3.42,31.43,42.91
EIX,2026-05-18,67.8271,76.22,76.22,73.33,25.47,2.12,4.85,6.58,3.42,31.43,42.91
EME,2026-05-19,853.6502,951.96,951.96,817.44,33.76,-3.31,-1.13,-13.38,15.88,33.71,69.69
EME,2026-05-21,841.0484,951.96,951.96,817.44,33.76,-3.31,-1.13,-13.38,15.88,33.71,69.69
EME,2026-05-29,822.7026,951.96,951.96,817.44,33.76,-3.31,-1.13,-13.38,15.88,33.71,69.69
