Rank,Industry,Sector,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
1,Electronic Components,Information Technology,206.38,99,99,97,99,"COHR,GLW,APH"
2,Semiconductor Materials & Equipment,Information Technology,199.15,99,98,99,94,"TER,LRCX,AMAT,KLAC"
3,Communications Equipment,Information Technology,170.41,98,96,84,95,"CIEN,ANET,CSCO,MSI,FFIV"
4,Wireless Telecommunication Services,Communication Services,165.67,97,99,99,99,"SATS,TMUS"
5,"Technology Hardware, Storage & Peripherals",Information Technology,164.44,96,95,96,97,"WDC,STX,DELL,HPE,AAPL,NTAP,HPQ,SMCI"
6,Construction & Engineering,Industrials,150.56,95,97,88,96,"FIX,PWR,EME,J"
7,Oil & Gas Equipment & Services,Energy,136.1,94,94,86,25,"HAL,BKR,SLB"
8,Construction Machinery & Heavy Transportation Equipment,Industrials,135.99,93,92,93,71,"CAT,CMI,WAB,PCAR"
9,Oil & Gas Refining & Marketing,Energy,135.8,92,90,72,77,"VLO,MPC,PSX"
10,Agricultural Products & Services,Consumer Staples,134.01,91,93,73,63,"BG,ADM"
11,Electrical Components & Equipment,Industrials,131.34,90,91,62,81,"VRT,GNRC,AME,ETN,ROK,EMR"
12,Semiconductors,Information Technology,128.1,89,82,90,88,"MU,INTC,MPWR,MRVL,AMD,ADI,ON,AVGO,ARM,MCHP,NVDA,TXN,FSLR,NXPI,SWKS,QCOM"
13,Oil & Gas Exploration & Production,Energy,126.44,88,80,35,22,"APA,DVN,OXY,TPL,COP,FANG,CTRA,EOG,EQT,EXE"
14,Electronic Manufacturing Services,Information Technology,126.42,87,73,87,92,"JBL,TEL"
15,Cargo Ground Transportation,Industrials,125.46,86,87,79,2,"JBHT,ODFL"
16,Integrated Oil & Gas,Energy,124.67,85,89,57,42,"XOM,CVX"
17,Apparel Retail,Consumer Discretionary,122.63,84,86,78,69,"ROST,TJX"
18,Steel,Materials,122.61,83,83,83,59,"STLD,NUE"
19,Specialty Chemicals,Materials,120.39,82,78,74,21,"ALB,LYB,DD,IFF,PPG,ECL,SHW"
20,Oil & Gas Storage & Transportation,Energy,118.47,81,81,28,19,"TRGP,WMB,KMI,OKE"
21,Air Freight & Logistics,Industrials,117.82,80,84,92,39,"FDX,CHRW,EXPD,UPS"
22,Interactive Media & Services,Communication Services,117.45,79,76,95,89,"GOOGL,GOOG,META"
23,Broadcasting,Communication Services,117.32,78,88,98,93,"WBD,FOX,FOXA"
24,Data Center REITs,Real Estate,116.8,77,70,15,40,"EQIX,DLR"
25,Fertilizers & Agricultural Chemicals,Materials,116.08,76,69,24,27,"CF,CTVA,MOS"
26,Pharmaceuticals,Health Care,110.31,75,74,64,31,"VTRS,JNJ,MRK,BMY,PFE,LLY,ZTS"
27,Aerospace & Defense,Industrials,110.29,74,84,77,79,"HII,HWM,LHX,LMT,RTX,NOC,GE,TXT,GD,BA,TDG,AXON"
28,Biotechnology,Health Care,109.49,73,79,82,80,"MRNA,INSM,GILD,REGN,BIIB,INCY,AMGN,ABBV,VRTX,ALNY"
29,Multi-Utilities,Utilities,109.06,72,67,33,62,"NEE,SRE,PCG,NI,CNP,PNW,AEE,DTE,D,ED,XEL,CMS"
30,Passenger Airlines,Industrials,108.9,71,54,91,72,"DAL,LUV,UAL"
31,Rail Transportation,Industrials,108.8,70,64,45,57,"CSX,NSC,UNP"
32,Regional Banks,Financials,107.86,69,58,76,55,"CFG,KEY,FITB,MTB,RF,HBAN"
33,Consumer Staples Merchandise Retail,Consumer Staples,107.67,68,77,80,50,"TGT,WMT,COST,DG,DLTR"
34,Independent Power Producers & Energy Traders,Utilities,107.54,67,68,59,90,"NRG,AES"
35,Diversified Banks,Financials,107.33,66,51,81,67,"C,USB,PNC,TFC,BAC,JPM,WFC"
36,Electric Utilities,Utilities,106.95,65,66,38,74,"EIX,ETR,AEP,FE,EVRG,LNT,PPL,EXC,DUK,WEC,ES,SO,PEG,VST,CEG"
37,Health Care REITs,Real Estate,106.2,64,65,54,53,"WELL,VTR,DOC"
38,Retail REITs,Real Estate,105.89,63,61,39,44,"SPG,FRT,REG,O,KIM"
39,Integrated Telecommunication Services,Communication Services,105.65,62,62,17,45,"VZ,T"
40,Health Care Distributors,Health Care,105.21,61,75,69,61,"CAH,MCK,HSIC,COR"
41,Industrial Gases,Materials,103.51,60,49,20,18,"LIN,APD"
42,Industrial Machinery & Supplies & Components,Industrials,103.41,59,50,56,26,"PH,HUBB,NDSN,DOV,GWW,SNA,FTV,IEX,ITW,IR,SWK,XYL,PNR,OTIS"
43,Electronic Equipment & Instruments,Information Technology,103.28,58,41,37,41,"KEYS,TDY,TRMB,ZBRA,ROP"
44,Tobacco,Consumer Staples,103.18,57,63,36,73,"MO,PM"
45,Investment Banking & Brokerage,Financials,103.12,56,55,89,98,"GS,IBKR,MS,SCHW,RJF,HOOD"
46,Automobile Manufacturers,Consumer Discretionary,103.0,55,72,94,87,"GM,F,TSLA"
47,Broadline Retail,Consumer Discretionary,102.87,54,42,58,76,"EBAY,AMZN"
48,Hotel & Resort REITs,Real Estate,102.83,53,52,44,38,"HST,VICI"
49,--- Reference ---,--- Reference ---,102.11,52,71,21,60,"^VIX,QQQ,SPY"
50,Casinos & Gaming,Consumer Discretionary,101.83,51,32,65,54,"LVS,MGM,WYNN"
51,Health Care Facilities,Health Care,101.24,50,60,61,68,"HCA,UHS"
52,Health Care Services,Health Care,100.65,49,46,25,56,"DVA,DGX,CVS,LH,CI"
53,Industrial Conglomerates,Industrials,100.26,48,57,51,28,"HON,MMM"
54,Construction Materials,Materials,99.83,47,37,68,84,"MLM,CRH,VMC"
55,Soft Drinks & Non-alcoholic Beverages,Consumer Staples,99.77,46,53,42,32,"KO,PEP,MNST,KDP"
56,"Hotels, Resorts & Cruise Lines",Consumer Discretionary,99.46,45,44,71,64,"MAR,HLT,EXPE,CCL,ABNB,RCL,NCLH,BKNG"
57,Trading Companies & Distributors,Industrials,98.77,44,47,55,78,"FAST,URI"
58,Multi-line Insurance,Financials,98.36,43,45,46,65,"L,AIZ,AIG"
59,Property & Casualty Insurance,Financials,97.96,42,43,40,52,"CB,TRV,HIG,CINF,ACGL,ALL,WRB,PGR"
60,"Apparel, Accessories & Luxury Goods",Consumer Discretionary,97.81,41,56,70,70,"TPR,RL,LULU,NKE"
61,Life & Health Insurance,Financials,97.53,40,35,53,48,"PFG,GL,AFL,MET,PRU"
62,Self-Storage REITs,Real Estate,96.33,39,47,18,36,"PSA,EXR"
63,Health Care Supplies,Health Care,95.83,38,30,49,4,"ALGN,WST,COO"
64,Internet Services & Infrastructure,Information Technology,95.17,37,17,12,11,"AKAM,VRSN,GDDY"
65,Building Products,Industrials,93.82,36,33,31,29,"JCI,TT,AOS,CARR,MAS,ALLE,LII,BLDR"
66,Automotive Retail,Consumer Discretionary,93.75,35,27,67,86,"CVNA,ORLY,AZO"
67,Asset Management & Custody Banks,Financials,93.35,34,26,66,58,"BK,STT,NTRS,IVZ,BEN,BLK,TROW,AMP,APO,BX,KKR,ARES"
68,Interactive Home Entertainment,Communication Services,92.89,33,40,60,91,"EA,TTWO"
69,Movies & Entertainment,Communication Services,92.85,32,29,30,83,"LYV,TKO,NFLX,DIS,PSKY"
70,Telecom Tower REITs,Real Estate,92.15,31,25,7,9,"SBAC,CCI,AMT"
