ticker,almost_up_cond_date,breakout_date,trade_date,trade_price,stop_loss_price,stop_loss_pct_vs_trade,target_gain_price,stop_loss_threshold,trade_outcome,exit_date,exit_price,current_price,YTD%,1D%,1W%,1M%,3M%,6M%,1Y%
A,2026-07-21,2026-08-05,2026-08-06,141.58,128.3468,-9.35%,168.0465,128.3468,PENDING,,,153.69,13.63,2.28,6.18,3.53,19.98,36.88,23.32
AES,2026-06-17,2026-07-10,2026-07-13,14.6147,14.4086,-1.41%,15.027,14.4086,PENDING,,,14.81,7.06,0.07,-0.07,0.34,2.37,6.85,19.32
AIZ,2026-07-15,2026-08-05,2026-08-06,300.0229,271.9037,-9.37%,356.2611,271.9037,PENDING,,,283.56,18.98,-0.89,1.11,1.18,9.17,31.33,37.98
ANET,2026-07-17,2026-08-04,2026-08-05,210.19,158.2608,-24.71%,314.0484,158.2608,PENDING,,,,,,,,,,
AXON,2026-06-18,2026-06-30,2026-07-01,580.52,405.2571,-30.19%,931.0459,405.2571,PENDING,,,468.42,-17.52,5.96,-4.4,-22.49,7.59,-7.53,-38.43
AXP,2026-05-20,2026-06-16,2026-06-17,340.4581,302.2972,-11.21%,416.7798,302.2972,PENDING,,,312.43,-14.86,-3.7,-2.91,-7.07,-8.06,4.66,-3.51
BBY,2026-04-23,2026-05-28,2026-05-29,73.0282,60.4238,-17.26%,98.2368,60.4238,PENDING,,,92.45,42.1,-0.85,5.02,8.2,23.95,51.88,30.93
BIIB,2026-07-08,2026-08-19,2026-08-20,217.98,198.9606,-8.73%,256.0188,198.9606,PENDING,,,216.01,22.74,-0.07,2.51,3.28,10.43,16.58,50.72
BMY,2026-05-28,2026-07-16,2026-07-17,60.87,56.0994,-7.84%,70.4112,56.0994,PENDING,,,63.6,21.89,-0.2,-1.26,-1.59,15.02,8.83,43.8
BRK.B,2026-07-08,2026-08-03,2026-08-04,512.07,494.4799,-3.44%,547.2501,494.4799,PENDING,,,519.8,3.41,0.59,2.58,4.33,5.02,5.53,5.75
CAH,2026-07-14,2026-09-02,2026-09-03,246.11,228.4796,-7.16%,281.3707,228.4796,PENDING,,,232.54,13.96,-0.05,-3.11,-1.32,2.34,7.97,56.36
CNC,2026-07-15,2026-09-14,2026-09-15,68.5,64.1592,-6.34%,77.1815,64.1592,PENDING,,,66.01,60.41,-2.44,3.04,2.48,7.53,88.92,102.24
COP,2026-04-17,2026-08-20,2026-08-21,134.89,110.7773,-17.88%,183.1153,110.7773,PENDING,,,132.54,44.71,-6.15,-2.92,3.9,19.83,9.4,48.08
COR,2026-08-04,2026-08-06,2026-08-07,323.3729,301.3063,-6.82%,367.5061,301.3063,PENDING,,,318.5,-5.14,-1.48,-1.49,1.91,13.38,-4.44,10.13
CRM,2026-07-09,2026-08-27,2026-08-28,250.47,157.2835,-37.20%,436.843,157.2835,PENDING,,,250.54,-4.94,-2.0,2.61,31.19,54.93,28.93,4.18
CRWD,2026-06-04,2026-07-06,2026-07-07,200.69,169.663,-15.46%,262.744,169.663,PENDING,,,,,,,,,,
DASH,2026-05-13,2026-07-02,2026-07-06,191.93,148.3942,-22.68%,279.0017,148.3942,PENDING,,,,,,,,,,
DE,2026-05-15,2026-06-25,2026-06-26,621.16,554.8944,-10.67%,753.6911,554.8944,PENDING,,,669.47,44.59,-2.13,-1.14,11.59,14.68,17.22,44.5
DELL,2026-07-15,2026-08-12,2026-08-13,499.68,399.0268,-20.14%,700.9865,399.0268,PENDING,,,,,,,,,,
DGX,2026-07-14,2026-07-23,2026-07-24,228.0,202.4275,-11.22%,279.145,202.4275,PENDING,,,247.08,44.24,0.0,4.94,4.91,23.4,25.46,39.2
DIS,2026-06-03,2026-08-24,2026-08-25,110.5,98.565,-10.80%,134.3699,98.565,PENDING,,,106.99,-5.24,0.54,2.7,3.37,6.45,7.49,-6.12
DXCM,2026-06-22,2026-07-31,2026-08-03,85.25,68.749,-19.36%,118.252,68.749,PENDING,,,87.34,31.6,1.03,4.12,-1.6,19.38,29.74,15.56
EMR,2026-07-08,2026-08-03,2026-08-04,155.4727,133.9629,-13.84%,198.4924,133.9629,PENDING,,,145.83,11.12,-0.8,-3.0,-10.01,-1.67,10.89,9.19
EOG,2026-05-07,2026-08-20,2026-08-21,152.29,128.2971,-15.75%,200.2757,128.2971,PENDING,,,144.93,41.45,-5.73,-1.41,-0.83,10.57,8.41,27.59
EXPD,2026-09-03,2026-09-11,2026-09-14,191.68,185.0935,-3.44%,204.8531,185.0935,PENDING,,,189.04,27.52,-2.51,0.39,0.41,15.25,32.73,53.82
EXPE,2026-04-29,2026-07-28,2026-07-29,291.1203,233.9164,-19.65%,405.5283,233.9164,PENDING,,,286.97,1.87,-2.08,5.27,-9.77,17.99,19.38,26.67
FANG,2026-04-17,2026-04-29,2026-04-30,198.4199,168.7353,-14.96%,257.7893,168.7353,PENDING,,,,,,,,,,
FDS,2026-06-18,2026-07-28,2026-07-29,282.5951,216.2752,-23.47%,415.2348,216.2752,PENDING,,,276.41,-3.43,-0.25,-0.99,0.25,16.79,33.4,-18.31
FTNT,2026-06-09,2026-06-26,2026-06-29,152.97,135.3961,-11.49%,188.1179,135.3961,PENDING,,,171.77,116.31,-0.35,9.25,10.21,16.83,106.55,112.06
GEN,2026-06-22,2026-08-03,2026-08-04,28.0464,22.5867,-19.47%,38.9656,22.5867,PENDING,,,30.65,14.44,-1.86,2.99,11.82,25.3,47.24,8.7
GM,2026-05-19,2026-05-27,2026-05-28,83.247,71.5815,-14.01%,106.578,71.5815,PENDING,,,84.29,4.34,-1.27,0.63,0.11,2.37,14.33,44.22
HBAN,2026-05-12,2026-06-12,2026-06-15,17.5912,15.4764,-12.02%,21.8207,15.4764,PENDING,,,15.82,-7.06,-5.55,-4.87,-11.87,-7.84,4.78,-6.9
HPQ,2026-06-30,2026-08-07,2026-08-10,29.8697,21.7217,-27.28%,46.1658,21.7217,PENDING,,,32.7,52.43,-3.31,0.96,12.31,35.93,78.24,23.84
IBKR,2026-05-22,2026-06-01,2026-06-02,88.8695,81.0195,-8.83%,104.5697,81.0195,PENDING,,,86.74,35.28,-2.32,-3.92,-7.96,-6.75,26.63,39.93
IFF,2026-07-08,2026-08-05,2026-08-06,86.88,78.0475,-10.17%,104.5451,78.0475,PENDING,,,84.4,26.65,0.19,0.11,3.14,8.99,19.74,34.29
IQV,2026-07-22,2026-07-27,2026-07-28,235.0,198.1264,-15.69%,308.7473,198.1264,PENDING,,,,,,,,,,
J,2026-06-22,2026-07-28,2026-07-29,139.4798,117.9709,-15.42%,182.4976,117.9709,PENDING,,,143.49,9.22,-0.98,1.23,0.15,15.24,10.67,-1.17
JBHT,2026-05-12,2026-05-15,2026-05-18,260.4307,234.0132,-10.14%,313.2658,234.0132,PENDING,,,236.73,22.49,-13.3,-11.6,-16.46,-15.26,18.71,75.04
JNJ,2026-06-18,2026-06-25,2026-06-26,247.0516,226.7308,-8.23%,287.693,226.7308,PENDING,,,267.28,31.23,0.03,0.07,2.37,14.21,13.45,54.06
KKR,2026-05-19,2026-08-04,2026-08-05,108.7833,92.6462,-14.83%,141.0574,92.6462,PENDING,,,96.84,-23.6,-3.16,-6.97,-11.02,-1.97,9.27,-32.57
KO,2026-07-17,2026-07-28,2026-07-29,88.1242,80.3575,-8.81%,103.6574,80.3575,PENDING,,,87.87,28.13,-0.95,0.96,1.63,10.11,14.68,36.24
MDLZ,2026-06-17,2026-07-29,2026-07-30,63.86,59.9727,-6.09%,71.6345,59.9727,PENDING,,,62.36,17.83,0.42,-0.1,0.29,1.18,9.47,4.75
MMM,2026-07-06,2026-07-21,2026-07-22,171.3001,156.0692,-8.89%,201.762,156.0692,PENDING,,,162.65,3.03,-1.23,-1.06,-9.35,1.07,10.16,5.74
MSFT,2026-06-08,2026-08-03,2026-08-04,479.9964,407.8716,-15.03%,624.2461,407.8716,PENDING,,,490.3,2.02,-1.37,-0.27,2.26,24.73,23.25,-4.08
NEM,2026-07-17,2026-08-07,2026-08-10,114.7611,89.0261,-22.42%,166.2311,89.0261,PENDING,,,121.76,22.73,-1.96,-5.4,1.4,12.52,10.14,54.87
NTAP,2026-07-15,2026-08-10,2026-08-11,198.8,156.9101,-21.07%,282.5799,156.9101,PENDING,,,191.49,81.15,0.82,3.65,-6.22,19.11,89.42,56.93
