Rank,Industry,Sector,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
1,"Technology Hardware, Storage & Peripherals",Information Technology,212.59,99,99,93,94,"WDC,STX,DELL,HPE,NTAP,AAPL,SMCI,HPQ"
2,Semiconductor Materials & Equipment,Information Technology,193.91,99,96,98,96,"TER,LRCX,AMAT,KLAC,Q"
3,Semiconductors,Information Technology,186.39,98,97,78,86,"MU,INTC,MRVL,AMD,ARM,ON,TXN,MPWR,ADI,NXPI,MCHP,QCOM,FSLR,AVGO,NVDA,SWKS"
4,Electronic Components,Information Technology,180.33,97,98,99,98,"COHR,GLW,APH"
5,Communications Equipment,Information Technology,170.89,96,99,99,99,"LITE,CIEN,CSCO,FFIV,ANET,MSI"
6,Electronic Manufacturing Services,Information Technology,148.89,95,94,80,92,"FLEX,JBL,TEL"
7,Steel,Materials,142.54,94,93,76,90,"NUE,STLD"
8,Managed Health Care,Health Care,133.22,93,88,6,14,"CNC,HUM,UNH,ELV"
9,Construction & Engineering,Industrials,130.48,92,92,95,91,"FIX,PWR,EME,J"
10,Cargo Ground Transportation,Industrials,128.92,91,89,83,75,"JBHT,ODFL"
11,Construction Machinery & Heavy Transportation Equipment,Industrials,127.13,90,85,88,87,"CAT,CMI,WAB,PCAR"
12,Electrical Components & Equipment,Industrials,120.09,89,86,85,66,"VRT,GNRC,ROK,AME,ETN,EMR"
13,Passenger Airlines,Industrials,119.61,88,65,63,88,"DAL,LUV,UAL"
14,Oil & Gas Refining & Marketing,Energy,113.02,87,90,96,56,"VLO,MPC,PSX"
15,Wireless Telecommunication Services,Communication Services,112.21,86,95,97,99,"SATS,TMUS"
16,Air Freight & Logistics,Industrials,111.67,85,77,81,83,"FDX,CHRW,EXPD,UPS"
17,Investment Banking & Brokerage,Financials,111.38,84,63,46,89,"IBKR,MS,GS,HOOD,RJF,SCHW"
18,Apparel Retail,Consumer Discretionary,109.69,83,78,87,81,"ROST,TJX"
19,Systems Software,Information Technology,108.78,82,80,9,27,"FTNT,PANW,CRWD,GEN,MSFT,NOW"
20,Data Center REITs,Real Estate,108.72,81,73,75,19,"EQIX,DLR"
21,Oil & Gas Equipment & Services,Energy,108.54,80,91,94,58,"HAL,SLB,BKR"
22,Health Care REITs,Real Estate,107.21,79,71,66,59,"DOC,WELL,VTR"
23,Interactive Media & Services,Communication Services,107.17,78,87,64,95,"GOOGL,GOOG,META"
24,Oil & Gas Storage & Transportation,Energy,106.84,77,83,86,32,"TRGP,WMB,OKE,KMI"
25,Life & Health Insurance,Financials,106.38,76,60,35,51,"PFG,GL,MET,AFL,PRU"
26,Health Care Services,Health Care,106.37,75,69,57,33,"DVA,CVS,DGX,CI,LH"
27,Agricultural Products & Services,Consumer Staples,106.3,74,82,92,62,"ADM,BG"
28,Regional Banks,Financials,106.0,73,61,55,70,"CFG,FITB,KEY,MTB,RF,HBAN"
29,Trading Companies & Distributors,Industrials,105.96,72,50,47,35,"URI,FAST"
30,Hotel & Resort REITs,Real Estate,104.95,71,64,56,42,"HST,VICI"
31,Diversified Banks,Financials,104.73,70,58,49,77,"C,USB,PNC,BAC,JPM,TFC,WFC"
32,Broadline Retail,Consumer Discretionary,104.19,69,84,51,61,"EBAY,AMZN"
33,Retail REITs,Real Estate,104.09,68,62,59,37,"SPG,FRT,KIM,REG,O"
34,Rail Transportation,Industrials,103.18,67,70,62,57,"CSX,UNP,NSC"
35,Soft Drinks & Non-alcoholic Beverages,Consumer Staples,102.26,66,49,52,55,"MNST,KO,KDP,PEP"
36,Self-Storage REITs,Real Estate,102.17,65,47,37,10,"PSA,EXR"
37,Tobacco,Consumer Staples,101.32,64,68,58,46,"MO,PM"
38,Asset Management & Custody Banks,Financials,100.91,63,59,26,65,"STT,BEN,BNY,NTRS,IVZ,TROW,APO,BLK,AMP,BX,ARES,KKR"
39,Pharmaceuticals,Health Care,100.04,62,66,73,68,"VTRS,LLY,MRK,JNJ,BMY,PFE,ZTS"
40,--- Reference ---,--- Reference ---,99.96,61,55,89,43,"QQQ,SPY,^VIX"
41,Food Retail,Consumer Staples,99.21,60,74,82,49,"CASY,KR"
42,Automobile Manufacturers,Consumer Discretionary,98.86,59,72,60,93,"F,GM,TSLA"
43,Electronic Equipment & Instruments,Information Technology,98.77,58,66,53,26,"KEYS,TDY,ZBRA,ROP"
44,Biotechnology,Health Care,98.18,57,49,79,85,"MRNA,BIIB,INCY,ABBV,AMGN,VRTX,GILD,REGN,ALNY,INSM"
45,Multi-Utilities,Utilities,97.84,56,51,69,45,"D,PNW,CNP,NI,AEE,XEL,DTE,NEE,SRE,PCG,ED,CMS"
