,ticker,current_up_trend,current_trend_length,last_trend_length,second_last_trend_length,current_jump_trender_up,last_jump_trender_up,second_last_jump_trender_up,current_trender_up_price,last_trender_up_price,second_last_trender_up_price
2,^VIX,False,28,82,26,0,14,0,0.0,17.658234485655967,0.0
24,BKNG,True,25,64,7,18,0,4,5265.732743602082,0.0,5526.451958571827
31,CTSH,True,48,78,4,38,0,2,81.25990397861851,0.0,76.27707565996064
32,CMCSA,True,16,65,17,9,0,9,26.509300268326218,0.0,30.660637214100287
37,CRWD,False,34,57,31,0,27,0,0.0,522.7308591590778,0.0
39,DDOG,False,25,66,20,0,24,0,0.0,156.50614400277593,0.0
60,LIN,True,17,51,14,15,0,2,421.91327795474473,0.0,465.669193308095
76,ODFL,True,26,55,14,20,0,3,156.12347532859607,0.0,144.65492536064713
91,SNPS,True,27,62,45,16,0,21,469.5568762326256,0.0,593.5392980258365
95,TXN,True,28,59,10,12,0,6,172.210183490521,0.0,192.7535947200766
97,VRSK,True,7,55,7,2,0,3,217.75020354373763,0.0,242.6229467825046
127,AMP,True,24,99,13,18,0,10,483.8959669757639,0.0,522.17781215922
155,XYZ,True,8,53,4,1,0,2,64.25009798378548,0.0,74.49672646587351
181,CF,True,4,54,15,2,0,7,75.83973737120574,0.0,85.00411707974281
186,CB,False,1,51,6,0,31,0,0.0,307.19039551577094,0.0
196,COIN,True,3,56,18,1,0,8,223.78054291448507,0.0,350.786468376921
216,DECK,True,28,56,35,20,0,13,102.76559136646206,0.0,116.50537183645918
265,FSLR,False,1,129,11,0,47,0,0.0,248.11273711772185,0.0
326,JCI,False,2,52,7,0,23,0,0.0,116.71162243784148,0.0
344,LYV,True,24,52,28,17,0,18,141.07843622617395,0.0,164.6194978704595
355,MA,True,27,56,26,14,0,15,561.4083198884914,0.0,582.1323124602872
359,MCK,False,25,57,49,0,31,0,0.0,855.2161999324725,0.0
372,MSI,True,14,59,42,12,0,24,368.33463055157523,0.0,467.57680620754724
378,NWS,True,2,66,8,0,0,4,29.261602007967127,0.0,32.97513809300716
438,SRE,False,23,59,3,0,27,0,0.0,89.9918114170496,0.0
470,TSCO,False,88,61,10,0,36,0,0.0,60.32106537897582,0.0
