Rank,Industry,Sector,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
1,Communications Equipment,Information Technology,225.63,99,99,99,97,"LITE,CIEN,ANET,CSCO,MSI,FFIV"
2,Semiconductor Materials & Equipment,Information Technology,192.69,99,99,97,94,"TER,LRCX,AMAT,KLAC"
3,Electronic Components,Information Technology,189.37,98,98,98,98,"COHR,GLW,APH"
4,Wireless Telecommunication Services,Communication Services,174.01,97,97,99,99,"SATS,TMUS"
5,Construction & Engineering,Industrials,152.08,96,96,91,95,"FIX,PWR,EME,J"
6,"Technology Hardware, Storage & Peripherals",Information Technology,148.87,95,95,95,96,"WDC,STX,DELL,HPE,AAPL,NTAP,HPQ,SMCI"
7,Oil & Gas Refining & Marketing,Energy,144.65,94,72,54,79,"VLO,MPC,PSX"
8,Oil & Gas Equipment & Services,Energy,142.84,93,94,57,46,"HAL,BKR,SLB"
9,Agricultural Products & Services,Consumer Staples,140.39,92,89,60,55,"BG,ADM"
10,Oil & Gas Exploration & Production,Energy,136.63,91,65,30,29,"APA,TPL,DVN,OXY,COP,CTRA,FANG,EOG,EQT,EXE"
11,Integrated Oil & Gas,Energy,135.97,90,81,45,37,"XOM,CVX"
12,Construction Machinery & Heavy Transportation Equipment,Industrials,130.4,89,93,88,70,"CAT,CMI,WAB,PCAR"
13,Electrical Components & Equipment,Industrials,127.66,88,92,66,76,"VRT,GNRC,ETN,AME,ROK,EMR"
14,Apparel Retail,Consumer Discretionary,127.19,87,71,82,69,"ROST,TJX"
15,Specialty Chemicals,Materials,124.87,86,87,65,15,"ALB,LYB,DD,IFF,ECL,PPG,SHW"
16,Cargo Ground Transportation,Industrials,122.55,85,88,75,2,"JBHT,ODFL"
17,Oil & Gas Storage & Transportation,Energy,122.03,84,73,28,27,"TRGP,KMI,WMB,OKE"
18,Fertilizers & Agricultural Chemicals,Materials,120.49,83,49,12,40,"CF,CTVA,MOS"
19,Air Freight & Logistics,Industrials,120.38,82,86,85,26,"FDX,CHRW,EXPD,UPS"
20,Electronic Manufacturing Services,Information Technology,119.75,81,91,90,92,"JBL,TEL"
21,--- Reference ---,--- Reference ---,119.47,80,35,39,50,"^VIX,QQQ,SPY"
22,Semiconductors,Information Technology,119.44,79,90,83,80,"MU,INTC,MPWR,AMD,ADI,MRVL,ARM,ON,AVGO,NVDA,TXN,MCHP,FSLR,NXPI,SWKS,QCOM"
23,Biotechnology,Health Care,115.63,78,75,86,77,"MRNA,BIIB,GILD,INSM,AMGN,REGN,INCY,VRTX,ABBV,ALNY"
24,Integrated Telecommunication Services,Communication Services,114.93,77,53,21,51,"VZ,T"
25,Pharmaceuticals,Health Care,114.92,76,76,73,35,"JNJ,VTRS,MRK,BMY,PFE,LLY,ZTS"
26,Steel,Materials,114.81,75,84,92,53,"STLD,NUE"
27,Data Center REITs,Real Estate,113.92,74,60,18,22,"EQIX,DLR"
28,Broadcasting,Communication Services,113.68,73,83,96,93,"WBD,FOXA,FOX"
29,Aerospace & Defense,Industrials,112.69,72,78,71,82,"HII,LHX,LMT,HWM,NOC,RTX,GD,GE,TXT,BA,TDG,AXON"
30,Consumer Staples Merchandise Retail,Consumer Staples,111.73,71,80,76,25,"TGT,WMT,DLTR,DG,COST"
31,Interactive Media & Services,Communication Services,111.11,70,77,94,89,"GOOGL,GOOG,META"
32,Multi-Utilities,Utilities,109.95,69,54,43,56,"NEE,SRE,CNP,PCG,NI,PNW,ED,AEE,DTE,XEL,D,CMS"
33,Health Care Distributors,Health Care,109.58,68,74,80,64,"CAH,MCK,COR,HSIC"
34,Health Care REITs,Real Estate,108.88,67,58,59,68,"WELL,VTR,DOC"
35,Electric Utilities,Utilities,107.54,66,51,48,66,"EIX,AEP,FE,ETR,EVRG,EXC,LNT,DUK,PPL,WEC,SO,ES,PEG,CEG,VST"
36,Industrial Gases,Materials,107.32,65,41,11,20,"LIN,APD"
37,Passenger Airlines,Industrials,106.96,64,82,87,61,"DAL,LUV,UAL"
38,Independent Power Producers & Energy Traders,Utilities,106.72,63,85,77,90,"AES,NRG"
39,Rail Transportation,Industrials,106.43,62,67,56,58,"CSX,NSC,UNP"
40,Automobile Manufacturers,Consumer Discretionary,105.57,61,79,93,86,"GM,F,TSLA"
41,Retail REITs,Real Estate,104.98,60,57,36,42,"KIM,O,REG,FRT,SPG"
42,Tobacco,Consumer Staples,103.83,59,66,42,75,"MO,PM"
43,Regional Banks,Financials,103.5,58,70,70,59,"CFG,KEY,FITB,MTB,RF,HBAN"
44,Hotel & Resort REITs,Real Estate,103.42,57,50,40,47,"HST,VICI"
45,Health Care Services,Health Care,103.18,56,44,33,52,"DVA,DGX,LH,CVS,CI"
46,Industrial Machinery & Supplies & Components,Industrials,102.93,55,61,53,24,"PH,HUBB,NDSN,DOV,SNA,IEX,GWW,ITW,FTV,IR,SWK,XYL,PNR,OTIS"
47,Health Care Facilities,Health Care,102.85,54,68,81,65,"HCA,UHS"
48,Industrial Conglomerates,Industrials,102.28,53,56,44,31,"HON,MMM"
49,Soft Drinks & Non-alcoholic Beverages,Consumer Staples,102.11,52,64,55,20,"KO,PEP,MNST,KDP"
50,Broadline Retail,Consumer Discretionary,101.76,51,27,58,74,"EBAY,AMZN"
51,Diversified Banks,Financials,101.55,50,62,78,71,"C,USB,PNC,TFC,JPM,BAC,WFC"
52,"Apparel, Accessories & Luxury Goods",Consumer Discretionary,101.43,49,63,69,72,"TPR,RL,NKE,LULU"
53,Investment Banking & Brokerage,Financials,100.61,48,59,89,99,"IBKR,GS,MS,SCHW,RJF,HOOD"
54,Casinos & Gaming,Consumer Discretionary,99.99,47,28,79,78,"MGM,LVS,WYNN"
55,Trading Companies & Distributors,Industrials,99.66,46,45,38,84,"FAST,URI"
56,Electronic Equipment & Instruments,Information Technology,99.52,45,47,31,34,"KEYS,TDY,TRMB,ZBRA,ROP"
57,Health Care Supplies,Health Care,99.05,44,43,49,4,"ALGN,WST,COO"
58,"Hotels, Resorts & Cruise Lines",Consumer Discretionary,98.22,43,48,67,63,"MAR,HLT,EXPE,RCL,ABNB,CCL,NCLH,BKNG"
59,Property & Casualty Insurance,Financials,97.28,42,34,47,47,"CB,TRV,HIG,CINF,ALL,ACGL,WRB,PGR"
60,Multi-line Insurance,Financials,96.98,41,39,64,53,"L,AIZ,AIG"
61,Construction Materials,Materials,96.95,40,54,72,81,"MLM,VMC,CRH"
62,Building Products,Industrials,96.6,39,42,29,36,"JCI,TT,AOS,CARR,ALLE,MAS,LII,BLDR"
63,Interactive Home Entertainment,Communication Services,96.04,38,36,68,88,"EA,TTWO"
64,Internet Services & Infrastructure,Information Technology,95.83,37,13,17,14,"AKAM,VRSN,GDDY"
65,Self-Storage REITs,Real Estate,95.38,36,38,13,19,"PSA,EXR"
66,Household Products,Consumer Staples,94.61,35,37,3,6,"CHD,CL,CLX,KMB"
67,Life & Health Insurance,Financials,94.33,34,33,51,43,"PFG,GL,AFL,PRU,MET"
68,Paper & Plastic Packaging Products & Materials,Materials,93.9,33,46,20,9,"PKG,SW,AVY,AMCR,IP"
69,Restaurants,Consumer Discretionary,93.83,32,32,23,17,"SBUX,YUM,DRI,MCD,DPZ,CMG"
70,Other Specialty Retail,Consumer Discretionary,93.72,31,69,62,73,"ULTA,TSCO"
71,Home Improvement Retail,Consumer Discretionary,93.61,30,40,27,44,"LOW,HD"
72,Distillers & Vintners,Consumer Staples,91.69,29,21,5,0,"STZ,BF.B"
73,Asset Management & Custody Banks,Financials,91.65,28,30,61,57,"IVZ,BK,STT,NTRS,BEN,BLK,TROW,AMP,APO,BX,KKR,ARES"
74,Environmental & Facilities Services,Industrials,91.51,27,24,34,41,"WM,RSG,ROL,VLTO"
75,Automotive Retail,Consumer Discretionary,91.45,26,26,63,91,"ORLY,AZO,CVNA"
76,Homebuilding,Consumer Discretionary,90.47,25,31,24,60,"PHM,DHI,NVR,LEN"
77,Personal Care Products,Consumer Staples,90.11,24,52,50,8,"KVUE,PG,EL"
78,Life Sciences Tools & Services,Health Care,89.55,23,19,74,30,"MTD,TMO,CRL,TECH,DHR,A,IQV,WAT"
79,Health Care Equipment,Health Care,88.4,22,23,41,23,"HOLX,BDX,EW,IDXX,MDT,DXCM,STE,ZBH,RMD,GEHC,RVTY,ISRG,SYK,ABT,PODD,BAX,BSX"
80,Movies & Entertainment,Communication Services,88.04,21,18,37,85,"LYV,TKO,NFLX,DIS,PSKY"
81,Consumer Finance,Financials,87.71,20,29,84,67,"SYF,AXP,COF"
82,Packaged Foods & Meats,Consumer Staples,87.68,19,25,15,12,"HSY,TSN,MDLZ,SJM,HRL,KHC,CAG,MKC,GIS,CPB"
83,Cable & Satellite,Communication Services,86.93,18,20,0,1,"CMCSA,CHTR"
84,Financial Exchanges & Data,Financials,86.58,17,15,35,28,"CBOE,CME,NDAQ,ICE,MSCI,MCO,SPGI,COIN,FDS"
85,Multi-Family Residential REITs,Real Estate,86.36,16,22,18,11,"EQR,ESS,UDR,CPT,MAA,AVB"
86,Publishing,Communication Services,84.97,15,11,9,39,"NWS,NWSA"
87,Diversified Support Services,Industrials,83.73,14,16,25,33,"LDOS,CTAS,CPRT"
88,Telecom Tower REITs,Real Estate,82.22,13,17,14,10,"AMT,CCI,SBAC"
89,Transaction & Payment Processing Services,Financials,78.32,12,9,10,7,"CPAY,JKHY,XYZ,MA,V,GPN,FIS,PYPL,FISV"
90,Distributors,Consumer Discretionary,78.03,11,10,6,38,"GPC,POOL"
91,Insurance Brokers,Financials,77.62,10,8,8,18,"AON,WTW,MRSH,ERIE,AJG,BRO"
92,Systems Software,Information Technology,74.44,9,3,26,49,"FTNT,CRWD,MSFT,PANW,GEN,NOW"
93,Office REITs,Real Estate,74.2,8,12,0,32,"BXP,ARE"
94,Application Software,Information Technology,74.17,7,6,52,83,"PLTR,DDOG,CDNS,APP,SNPS,PTC,ADSK,ORCL,CRM,ADBE,TYL,INTU,FICO,WDAY"
95,Managed Health Care,Health Care,73.97,6,14,16,5,"ELV,UNH,CNC,HUM"
96,Human Resource & Employment Services,Industrials,72.05,5,1,4,16,"PAYX,ADP"
97,Research & Consulting Services,Industrials,71.31,4,7,2,13,"VRSK,EFX"
98,Advertising,Communication Services,71.12,3,4,1,0,"OMC,TTD"
99,Real Estate Services,Real Estate,70.42,2,5,32,62,"CBRE,CSGP"
100,EDP Services,Technology,69.69,1,2,22,87,"PDD,ZS"
101,IT Consulting & Other Services,Information Technology,69.21,0,0,46,3,"IBM,CTSH,EPAM,ACN,IT"
102,Computer Software,Technology,57.96,0,0,7,45,"SHOP,MSTR,TRI,TEAM"
