Rank,Industry,Sector,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
1,Communications Equipment,Information Technology,212.99,99,99,97,95,"LITE,CIEN,ANET,CSCO,FFIV,MSI"
2,Electronic Components,Information Technology,177.84,99,99,99,99,"COHR,GLW,APH"
3,Semiconductor Materials & Equipment,Information Technology,175.08,98,97,98,96,"TER,LRCX,AMAT,KLAC,Q"
4,"Technology Hardware, Storage & Peripherals",Information Technology,161.76,97,90,95,98,"WDC,STX,DELL,HPE,AAPL,NTAP,HPQ,SMCI"
5,Wireless Telecommunication Services,Communication Services,159.88,96,98,99,99,"SATS,TMUS"
6,Semiconductors,Information Technology,144.49,95,70,91,90,"MU,INTC,MRVL,AMD,MPWR,ON,ARM,ADI,TXN,AVGO,NVDA,MCHP,NXPI,SWKS,FSLR,QCOM"
7,Construction & Engineering,Industrials,139.69,94,94,89,93,"FIX,PWR,EME,J"
8,Steel,Materials,139.24,93,79,85,76,"NUE,STLD"
9,Oil & Gas Equipment & Services,Energy,133.9,92,95,90,69,"HAL,BKR,SLB"
10,Cargo Ground Transportation,Industrials,132.81,91,83,81,29,"JBHT,ODFL"
11,Construction Machinery & Heavy Transportation Equipment,Industrials,129.35,90,85,92,80,"CAT,CMI,WAB,PCAR"
12,Oil & Gas Refining & Marketing,Energy,128.8,89,96,70,85,"VLO,MPC,PSX"
13,Electrical Components & Equipment,Industrials,121.75,88,81,71,83,"VRT,GNRC,ETN,AME,ROK,EMR"
14,Air Freight & Logistics,Industrials,119.97,87,80,93,70,"FDX,CHRW,EXPD,UPS"
15,Agricultural Products & Services,Consumer Staples,118.85,86,92,86,75,"BG,ADM"
16,Interactive Media & Services,Communication Services,118.84,85,63,94,89,"GOOGL,GOOG,META"
17,Oil & Gas Exploration & Production,Energy,118.62,84,91,61,37,"APA,DVN,CTRA,OXY,FANG,COP,EOG,TPL,EQT,EXE"
18,Electronic Manufacturing Services,Information Technology,118.44,83,73,77,92,"JBL,TEL"
19,Apparel Retail,Consumer Discretionary,116.05,82,86,73,67,"ROST,TJX"
20,Broadcasting,Communication Services,113.08,81,77,96,97,"WBD,FOXA,FOX"
21,Rail Transportation,Industrials,112.81,80,62,54,54,"CSX,UNP,NSC"
22,Data Center REITs,Real Estate,112.69,79,78,23,39,"EQIX,DLR"
23,Integrated Oil & Gas,Energy,112.43,78,93,83,56,"XOM,CVX"
24,Food Retail,Consumer Staples,111.89,77,82,50,47,"CASY,KR"
25,Oil & Gas Storage & Transportation,Energy,111.36,76,84,65,20,"TRGP,WMB,OKE,KMI"
26,Specialty Chemicals,Materials,111.35,75,88,84,34,"ALB,LYB,DD,ECL,PPG,IFF,SHW"
27,Regional Banks,Financials,106.31,74,56,82,50,"CFG,KEY,FITB,RF,MTB,HBAN"
28,Broadline Retail,Consumer Discretionary,106.28,73,49,62,73,"EBAY,AMZN"
29,Electronic Equipment & Instruments,Information Technology,105.04,72,50,29,26,"KEYS,TDY,ZBRA,ROP"
30,Retail REITs,Real Estate,104.57,71,61,46,38,"SPG,FRT,KIM,REG,O"
31,Diversified Banks,Financials,104.45,70,51,75,71,"C,USB,PNC,TFC,BAC,JPM,WFC"
32,Pharmaceuticals,Health Care,103.99,69,76,72,49,"VTRS,JNJ,MRK,BMY,PFE,LLY,ZTS"
33,Health Care REITs,Real Estate,103.73,68,65,53,65,"WELL,VTR,DOC"
34,Managed Health Care,Health Care,103.62,67,4,11,24,"CNC,UNH,ELV,HUM"
35,Industrial Gases,Materials,103.58,66,68,32,6,"APD,LIN"
36,Hotel & Resort REITs,Real Estate,103.12,65,57,45,41,"HST,VICI"
37,Integrated Telecommunication Services,Communication Services,101.56,64,74,47,27,"VZ,T"
38,Passenger Airlines,Industrials,100.78,63,54,88,58,"DAL,LUV,UAL"
39,Multi-Utilities,Utilities,100.55,62,71,41,59,"NEE,NI,PNW,SRE,AEE,CNP,DTE,D,XEL,ED,CMS,PCG"
40,Fertilizers & Agricultural Chemicals,Materials,100.34,61,87,39,22,"CF,CTVA,MOS"
41,Trading Companies & Distributors,Industrials,100.32,60,48,34,51,"URI,FAST"
42,Biotechnology,Health Care,100.26,59,75,79,82,"MRNA,BIIB,INCY,INSM,REGN,AMGN,GILD,ABBV,VRTX,ALNY"
43,Consumer Staples Merchandise Retail,Consumer Staples,99.8,58,72,76,43,"TGT,WMT,COST,DG,DLTR"
44,Investment Banking & Brokerage,Financials,99.49,57,45,80,94,"MS,IBKR,GS,RJF,SCHW,HOOD"
45,Automobile Manufacturers,Consumer Discretionary,99.46,56,58,87,91,"GM,F,TSLA"
46,Health Care Services,Health Care,99.15,55,55,31,46,"DVA,CVS,DGX,LH,CI"
47,Electric Utilities,Utilities,98.78,54,69,36,64,"ETR,AEP,EIX,EVRG,LNT,FE,PPL,DUK,WEC,EXC,SO,CEG,ES,PEG,VST"
48,Industrial Machinery & Supplies & Components,Industrials,98.67,53,49,52,44,"HUBB,PH,NDSN,FTV,DOV,IEX,SWK,GWW,SNA,ITW,IR,XYL,OTIS,PNR"
49,Health Care Distributors,Health Care,98.62,52,64,74,81,"CAH,HSIC,MCK,COR"
50,--- Reference ---,--- Reference ---,98.54,51,89,38,62,"QQQ,SPY,^VIX"
51,Multi-line Insurance,Financials,98.53,50,43,49,57,"L,AIZ,AIG"
52,Independent Power Producers & Energy Traders,Utilities,98.39,49,60,67,88,"AES,NRG"
53,Life & Health Insurance,Financials,98.34,49,39,48,45,"PFG,GL,AFL,MET,PRU"
54,Casinos & Gaming,Consumer Discretionary,97.8,48,41,40,77,"MGM,LVS,WYNN"
55,Soft Drinks & Non-alcoholic Beverages,Consumer Staples,97.52,47,59,55,42,"MNST,KO,PEP,KDP"
56,Tobacco,Consumer Staples,97.34,46,66,68,31,"MO,PM"
57,Property & Casualty Insurance,Financials,97.22,45,47,43,35,"TRV,CB,ALL,HIG,CINF,ACGL,WRB,PGR"
58,Asset Management & Custody Banks,Financials,96.86,44,28,57,48,"STT,NTRS,BK,BEN,IVZ,TROW,BLK,AMP,APO,KKR,BX,ARES"
59,Construction Materials,Materials,94.21,43,40,60,66,"CRH,VMC,MLM"
60,"Hotels, Resorts & Cruise Lines",Consumer Discretionary,94.09,42,38,63,53,"MAR,HLT,EXPE,ABNB,CCL,RCL,NCLH,BKNG"
61,Self-Storage REITs,Real Estate,93.58,41,36,17,18,"PSA,EXR"
62,Aerospace & Defense,Industrials,93.16,40,67,78,79,"HWM,HII,LHX,TXT,GE,RTX,BA,LMT,NOC,GD,TDG,AXON"
63,Automotive Retail,Consumer Discretionary,92.95,39,26,64,49,"CVNA,AZO,ORLY"
64,Building Products,Industrials,92.74,38,30,30,33,"JCI,TT,MAS,CARR,LII,AOS,ALLE,BLDR"
65,Health Care Supplies,Health Care,92.57,36,42,22,17,"WST,ALGN,COO"
66,Interactive Home Entertainment,Communication Services,92.57,36,37,59,86,"EA,TTWO"
67,Consumer Finance,Financials,91.41,35,21,49,78,"SYF,AXP,COF"
68,"Apparel, Accessories & Luxury Goods",Consumer Discretionary,91.07,34,44,51,52,"TPR,RL,LULU,NKE"
69,Industrial Conglomerates,Industrials,90.64,33,53,44,55,"HON,MMM"
70,Multi-Family Residential REITs,Real Estate,90.22,32,16,18,12,"ESS,EQR,AVB,CPT,UDR,MAA"
71,Telecom Tower REITs,Real Estate,89.44,31,14,10,11,"SBAC,AMT,CCI"
72,Distillers & Vintners,Consumer Staples,88.36,30,46,15,1,"BF.B,STZ"
73,Publishing,Communication Services,87.36,29,23,18,16,"NWSA,NWS"
74,Movies & Entertainment,Communication Services,87.05,28,17,14,74,"LYV,TKO,DIS,NFLX,PSKY"
75,Homebuilding,Consumer Discretionary,86.6,27,20,28,28,"DHI,PHM,NVR,LEN"
76,Health Care Facilities,Health Care,86.42,26,52,66,84,"HCA,UHS"
77,Financial Exchanges & Data,Financials,86.16,25,19,25,36,"CBOE,CME,MSCI,NDAQ,MCO,ICE,SPGI,COIN,FDS"
78,Household Products,Consumer Staples,85.78,24,35,13,3,"CHD,CL,KMB,CLX"
79,Restaurants,Consumer Discretionary,85.71,23,29,33,13,"SBUX,YUM,DRI,MCD,DPZ,CMG"
80,Home Improvement Retail,Consumer Discretionary,85.11,22,31,42,30,"LOW,HD"
81,Personal Care Products,Consumer Staples,84.96,21,22,56,32,"PG,KVUE,EL"
82,Internet Services & Infrastructure,Information Technology,84.43,20,34,12,14,"AKAM,VRSN,GDDY"
83,Environmental & Facilities Services,Industrials,84.38,19,33,35,25,"WM,ROL,RSG,VLTO"
84,Paper & Plastic Packaging Products & Materials,Materials,83.24,18,27,37,10,"PKG,AVY,SW,AMCR,IP"
