ticker,almost_up_cond_date,breakout_date,trade_date,trade_price,stop_loss_price,stop_loss_pct_vs_trade,target_gain_price,stop_loss_threshold,trade_outcome,exit_date,exit_price,current_price,YTD%,1D%,1W%,1M%,3M%,6M%,1Y%
ADM,2025-11-04,2026-01-14,2026-01-15,63.9381,56.9357,-10.95%,77.9427,56.9357,PENDING,,,71.66,25.59,0.31,1.11,5.35,24.81,19.95,61.52
AEE,2025-10-28,2026-02-11,2026-02-12,107.7183,101.8496,-5.45%,119.4556,101.8496,PENDING,,,107.8,8.68,0.1,-2.66,-2.46,9.12,8.33,12.25
AEP,2025-12-02,2026-02-12,2026-02-13,127.32,117.8898,-7.41%,146.1804,117.8898,PENDING,,,128.3,12.15,-0.39,-2.04,-3.09,12.82,20.52,27.26
AES,2025-10-31,2026-02-03,2026-02-04,15.88,13.4826,-15.10%,20.6748,13.4826,PENDING,,,14.06,-0.79,-0.5,-0.85,-13.58,2.64,9.64,15.41
ALGN,2026-01-29,2026-02-05,2026-02-06,177.89,160.8126,-9.60%,212.0447,160.8126,PENDING,,,180.27,15.45,0.52,4.56,-2.84,13.18,39.74,5.81
CB,2026-01-05,2026-02-04,2026-02-05,329.0287,306.2862,-6.91%,374.5136,306.2862,PENDING,,,323.21,3.86,-0.74,-1.45,-3.77,4.25,17.49,11.6
CMCSA,2026-01-29,2026-01-30,2026-02-02,29.62,27.8685,-5.91%,33.1231,27.8685,PENDING,,,28.73,3.76,-1.68,0.56,-9.11,6.0,-0.87,-12.79
CMS,2026-01-05,2026-02-13,2026-02-17,76.58,68.151,-11.01%,93.438,68.151,PENDING,,,75.44,8.69,0.13,-2.63,-1.75,8.94,7.12,6.27
COHR,2026-02-05,2026-02-09,2026-02-10,232.2,189.3103,-18.47%,317.9794,189.3103,PENDING,,,272.04,47.39,-0.11,5.77,6.74,42.44,148.92,254.63
CTVA,2026-03-05,2026-03-25,,,76.4073,,,,PENDING,,,82.03,22.65,1.8,3.39,5.44,22.54,18.65,33.45
DOV,2026-01-29,2026-02-03,2026-02-04,212.3727,198.9618,-6.31%,239.1945,198.9618,PENDING,,,215.16,10.46,-0.19,1.38,-6.78,8.09,27.9,17.25
DOW,2026-02-20,2026-03-11,2026-03-12,35.75,29.1792,-18.38%,48.8916,29.1792,PENDING,,,39.62,71.47,3.42,5.12,29.11,71.18,77.97,16.56
ED,2026-01-05,2026-01-16,2026-01-20,103.1993,96.2617,-6.72%,117.0744,96.2617,PENDING,,,110.03,11.65,0.14,-3.08,-0.88,12.5,13.46,6.43
EQT,2026-03-17,2026-03-25,,,61.7856,,,,PENDING,,,67.93,27.09,3.98,6.94,16.3,27.33,34.1,27.29
EVRG,2025-11-03,2026-02-10,2026-02-11,78.0718,74.7565,-4.25%,84.7024,74.7565,PENDING,,,79.98,11.26,0.06,-1.91,-2.24,11.35,11.07,22.94
HSY,2026-01-23,2026-02-04,2026-02-05,217.4223,188.0843,-13.49%,276.0984,188.0843,PENDING,,,217.0,20.03,0.84,2.01,-5.74,17.19,15.4,33.13
IRM,2025-11-05,2026-02-13,2026-02-17,110.0825,97.9786,-11.00%,134.2904,97.9786,PENDING,,,100.53,22.18,-0.18,-4.93,-10.5,25.09,-1.61,15.5
JBL,2026-03-09,2026-03-25,,,235.6857,,,,PENDING,,,283.24,24.26,2.11,9.5,6.38,23.3,20.9,89.16
KLAC,2025-11-20,2026-01-05,2026-01-06,1367.5331,1096.6408,-19.81%,1909.3176,1096.6408,PENDING,,,1543.8199,27.22,-1.43,4.15,2.47,22.14,44.55,113.75
LHX,2025-11-24,2026-01-05,2026-01-06,310.5981,272.6801,-12.21%,386.4341,272.6801,PENDING,,,352.02,20.33,0.17,-4.44,-0.29,19.7,23.94,69.93
MCD,2026-01-02,2026-02-04,2026-02-05,323.2741,300.9971,-6.89%,367.8282,300.9971,PENDING,,,311.7,2.56,1.25,-1.28,-5.89,-0.88,4.0,4.33
MRNA,2026-02-11,2026-03-04,2026-03-05,56.955,36.6574,-35.64%,97.5502,36.6574,PENDING,,,53.54,81.55,4.29,2.18,5.98,53.41,107.6,56.69
NEE,2025-11-21,2026-01-27,2026-01-28,87.1259,81.6292,-6.31%,98.1193,81.6292,PENDING,,,91.16,14.33,-0.5,0.22,-4.07,14.67,27.77,33.97
NEM,2025-10-27,2025-12-11,2025-12-12,101.9237,77.2923,-24.17%,151.1866,77.2923,PENDING,,,101.52,1.88,2.52,-4.71,-18.02,-3.01,20.49,119.65
NOC,2025-11-10,2026-01-14,2026-01-15,638.3256,555.0568,-13.04%,804.8633,555.0568,PENDING,,,691.21,21.61,1.33,-4.64,-5.02,18.6,20.65,41.86
PFE,2026-02-03,2026-02-06,2026-02-09,27.18,25.3501,-6.73%,30.8398,25.3501,PENDING,,,27.28,11.39,1.19,-0.15,0.52,10.02,16.97,11.94
PPL,2025-10-29,2026-02-24,2026-02-25,37.7769,35.8358,-5.14%,41.659,35.8358,PENDING,,,37.16,6.91,0.27,-2.34,-1.79,7.95,3.95,10.24
Q,2025-12-15,2026-02-10,2026-02-11,110.5491,76.4433,-30.85%,178.7606,76.4433,PENDING,,,120.26,47.38,1.62,5.51,3.04,46.95,,
SLB,2025-12-16,2026-01-05,2026-01-06,44.0204,37.3466,-15.16%,57.3681,37.3466,PENDING,,,51.89,36.0,2.73,14.5,0.08,36.18,52.53,28.24
SRE,2025-11-03,2026-02-26,2026-02-27,95.5141,89.0965,-6.72%,108.3494,89.0965,PENDING,,,95.32,8.72,0.34,0.99,2.14,8.96,13.17,39.81
TPR,2026-01-20,2026-02-05,2026-02-06,145.0411,127.958,-11.78%,179.2074,127.958,PENDING,,,146.18,14.72,1.5,4.2,-5.14,13.65,26.64,95.85
TSN,2026-01-05,2026-01-20,2026-01-21,60.6399,56.3948,-7.00%,69.1301,56.3948,PENDING,,,61.45,5.67,0.92,0.38,-2.32,5.64,16.06,5.39
TT,2025-12-12,2026-02-09,2026-02-10,459.4517,389.3621,-15.26%,599.6311,389.3621,PENDING,,,434.0,11.78,0.91,1.71,-6.19,11.59,7.38,22.2
UNP,2025-10-23,2025-12-12,2025-12-15,238.7523,217.5285,-8.89%,281.1999,217.5285,PENDING,,,241.33,4.87,0.69,2.01,-9.03,3.4,7.03,5.03
VRT,2025-11-07,2026-02-11,2026-02-12,243.892,169.8939,-30.34%,391.888,169.8939,PENDING,,,276.16,70.5,1.95,4.33,9.12,66.15,93.77,195.12
