,ticker,current_up_trend,current_trend_length,last_trend_length,second_last_trend_length,current_jump_trender_up,last_jump_trender_up,second_last_jump_trender_up,current_trender_up_price,last_trender_up_price,second_last_trender_up_price
0,SPY,False,12,43,52,0,37,0,0.0,744.556307252301,0.0
1,QQQ,False,12,43,41,0,38,0,0.0,725.915745538149,0.0
2,^VIX,True,12,41,55,3,0,16,12.873602233578977,0.0,19.821370885478547
3,ADBE,False,10,7,2,0,3,0,0.0,242.24834399975612,0.0
4,AMD,True,6,6,50,4,0,34,472.5775509197574,0.0,478.73187547186575
5,ABNB,True,6,23,20,4,0,10,133.37980397907324,0.0,136.79501826281208
6,ALNY,False,15,3,28,0,1,0,0.0,287.442385885579,0.0
7,GOOGL,False,16,41,37,0,30,0,0.0,376.63817750590243,0.0
8,GOOG,False,16,41,37,0,30,0,0.0,373.71396037261985,0.0
9,AMZN,False,16,39,10,0,23,0,0.0,259.6959489166257,0.0
10,AEP,True,1,32,20,0,0,7,126.72777234143605,0.0,131.99663376354826
11,AMGN,True,13,27,12,5,0,3,333.0714918679418,0.0,338.6061140818308
12,ADI,True,3,6,6,1,0,2,403.6375819049094,0.0,394.9449238603807
13,AAPL,False,11,44,35,0,33,0,0.0,303.0798849259787,0.0
14,AMAT,True,53,8,2,31,0,0,547.4151355156142,0.0,335.17050478892475
15,APP,False,10,39,18,0,15,0,0.0,524.7070801999757,0.0
16,ARM,True,6,3,59,4,0,35,362.1211536656628,0.0,315.76789018567115
17,ASML,True,53,26,39,25,0,26,1736.2841618273067,0.0,1430.9424343536032
18,ADSK,False,14,29,20,0,5,0,0.0,229.818444660484,0.0
19,ADP,False,2,36,33,0,18,0,0.0,217.56865304578187,0.0
20,AXON,False,4,28,31,0,8,0,0.0,430.7705730374882,0.0
21,BKR,False,32,34,11,0,16,0,0.0,64.20598327296327,0.0
22,BKNG,True,19,23,13,8,0,10,162.02918379235783,0.0,177.02664061896377
23,AVGO,False,13,41,11,0,21,0,0.0,422.64801014751083,0.0
24,CDNS,True,49,51,13,26,0,4,366.69440194594335,0.0,304.69835561029595
25,CHTR,False,3,4,34,0,2,0,0.0,131.67154746223994,0.0
26,CTAS,False,4,21,46,0,8,0,0.0,172.47487958545088,0.0
27,CSCO,False,4,49,6,0,31,0,0.0,118.63211125192922,0.0
28,CCEP,True,12,5,5,7,0,3,95.46598760419188,0.0,90.96045425024327
29,CTSH,False,4,21,72,0,10,0,0.0,50.72249836928393,0.0
30,CMCSA,False,41,6,24,0,4,0,0.0,28.251485584384653,0.0
31,CEG,True,3,9,8,1,0,1,257.41541553113655,0.0,262.32918763637724
32,CPRT,False,15,7,76,0,2,0,0.0,31.75707690261063,0.0
33,COST,False,21,8,21,0,6,0,0.0,1034.2824645784524,0.0
34,CRWD,False,12,32,7,0,30,0,0.0,678.6519325735713,0.0
