,ticker,current_up_trend,current_trend_length,last_trend_length,second_last_trend_length,current_jump_trender_up,last_jump_trender_up,second_last_jump_trender_up,current_trender_up_price,last_trender_up_price,second_last_trender_up_price,current_price,1M,3M,6M,1Y
30,CTSH,True,56,78,4,41,0,2,81.55495862799123,0.0,76.27707565455356,82.20999908447266,-1.6979531454992092,24.95408192788297,9.96677757816158,7.890188481411185
31,CMCSA,True,24,65,17,16,0,9,26.969502383585116,0.0,30.305370030558898,28.15999984741211,0.26040358005009506,2.9077676599047075,-12.249018206785616,-13.840856216102152
33,CPRT,True,4,52,6,2,0,2,38.520278245395,0.0,43.51865714501947,40.709999084472656,4.091021347868783,-8.186741217012312,-11.557679417573697,-27.819152512268918
36,CRWD,False,42,57,31,0,27,0,0.0,522.7308591590778,0.0,442.7300109863281,-5.806131369989446,-8.649537488513797,-8.067190636899046,21.8366462208358
38,DDOG,False,33,66,20,0,24,0,0.0,156.50614400277593,0.0,117.0,-14.417384058154612,-23.464379056001263,-19.460317643716163,-14.467427631739666
59,LIN,True,25,51,14,22,0,2,430.0982710388693,0.0,465.6691932914632,433.1499938964844,2.559548622514377,-3.580647462221181,-7.290797865791228,1.501157360394475
67,MSTR,True,5,64,6,3,0,2,155.04581208582536,0.0,319.5730703150223,160.22999572753906,-0.09353357694623289,-44.72349728271741,-62.41203054650075,-56.340600619199165
75,ODFL,True,34,55,14,27,0,3,165.6388394623758,0.0,144.65491527143385,170.0,9.163298442149415,23.396956123058036,4.536552260066051,-9.844413088271816
90,SNPS,True,35,62,45,21,0,21,488.36553972170947,0.0,593.5392980258365,510.9700012207031,12.779480645482433,14.147525801955624,-13.608700125411733,-0.938329299703196
94,TXN,True,36,59,10,17,0,6,176.98653664139925,0.0,192.753594720077,189.58999633789062,8.653785528889864,8.326099224854051,-10.20888102434823,4.469980678261952
96,VRSK,True,15,55,7,2,0,3,217.75020354373763,0.0,242.6229467825068,218.49000549316406,-0.3102581016846491,-5.765794686937442,-26.785896713378815,-21.005146733656808
120,MO,True,6,59,12,4,0,4,58.60657759903044,0.0,63.38570141571268,61.150001525878906,5.2198617815304855,-4.275003496357757,7.392134258172467,28.093693964373728
127,AMP,True,32,99,13,21,0,10,486.47697255945434,0.0,522.1778085157728,492.5799865722656,1.0420485276442308,5.113012928536537,-7.227942924433087,-8.700125437299677
181,CF,True,12,54,15,7,0,7,80.36221460280218,0.0,85.00411707974281,88.41999816894531,11.909879481448385,6.511046304523403,-1.668291332835172,-6.888196123933477
186,CB,False,9,51,6,0,31,0,0.0,307.19039551577094,0.0,301.05999755859375,-3.8024010165505406,12.2478681443967,9.867896368528337,10.784391123668625
215,DAY,False,1,53,15,0,29,0,0.0,69.09904687766486,0.0,69.0199966430664,-0.28894044222712184,1.1133818972334226,20.2438933942338,-1.6528977729625698
230,DUK,True,4,53,25,2,0,18,115.95436214542545,0.0,124.95163375310025,119.55000305175781,1.8053331696096326,-6.178207098854283,1.5034761326888617,13.583267884409286
232,ETN,True,2,59,30,0,0,10,319.68976618026954,0.0,361.61192898748095,337.5899963378906,6.893163355329464,-9.566030705278994,-9.390052223292603,-1.2148392923177131
254,EXPE,False,1,61,18,0,29,0,0.0,281.49308317184796,0.0,272.1499938964844,-3.7727222796874136,26.934406486516956,47.25785060904499,45.41091888261455
265,FSLR,False,9,129,11,0,47,0,0.0,248.11273711772185,0.0,242.11000061035156,-4.692358471922638,4.4252724764885665,35.76515343712071,26.832207755499986
270,FOXA,False,2,56,12,0,34,0,0.0,72.11119969306431,0.0,71.95999908447266,1.1100195810768714,23.919406686145468,30.325497288771924,50.33198920414477
326,JCI,False,10,52,7,0,23,0,0.0,116.71162243784147,0.0,114.55999755859375,-1.563842359319842,5.265088331464133,5.809551224300471,43.5403621257682
371,MSI,True,22,59,42,19,0,24,379.4529011631303,0.0,467.5768062074688,391.0799865722656,4.430023971403816,-11.824309842286526,-6.566323361997224,-14.555265499978265
377,NWS,True,10,66,8,7,0,4,29.931009559362124,0.0,32.975138093007146,30.09000015258789,1.6210723821076918,1.8963747135828344,-10.03572378472753,-0.38993955075089426
453,SMCI,True,2,58,31,0,0,17,26.88448345683696,0.0,50.61009488497797,31.40999984741211,5.261393052265316,-39.804523450153134,-39.00970903415125,0.9318733944669607
469,TSCO,False,96,61,10,0,36,0,0.0,60.32106461649396,0.0,50.970001220703125,-4.711161672627384,-7.259976048515984,-10.495869634257367,-3.177505756351008
490,VRSN,True,7,70,18,4,0,10,240.8044197196699,0.0,280.1188806802959,248.1199951171875,2.056597606293108,-6.006276347741341,-12.163831000206454,18.792877683777366
495,VST,True,3,60,28,0,0,9,147.81729117026805,0.0,195.62271590559155,156.80999755859375,-1.8386988037382428,-22.012102478345145,-16.48637344024993,-9.385676558350424
