Rank,Industry,Sector,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
1,"Technology Hardware, Storage & Peripherals",Information Technology,207.16,99,99,93,95,"WDC,STX,DELL,HPE,NTAP,AAPL,HPQ,SMCI"
2,Semiconductor Materials & Equipment,Information Technology,192.9,99,96,98,97,"TER,LRCX,AMAT,KLAC,Q"
3,Electronic Components,Information Technology,188.13,98,97,99,99,"COHR,GLW,APH"
4,Semiconductors,Information Technology,181.55,97,98,78,87,"MU,INTC,MRVL,AMD,ARM,ON,TXN,MPWR,ADI,MCHP,NXPI,QCOM,FSLR,AVGO,NVDA,SWKS"
5,Communications Equipment,Information Technology,170.09,96,99,99,99,"LITE,CIEN,CSCO,FFIV,ANET,MSI"
6,Electronic Manufacturing Services,Information Technology,146.34,95,95,81,94,"FLEX,JBL,TEL"
7,Steel,Materials,141.24,94,94,73,91,"NUE,STLD"
8,Construction & Engineering,Industrials,132.22,93,93,96,92,"FIX,PWR,EME,J"
9,Managed Health Care,Health Care,132.12,92,86,6,24,"HUM,CNC,UNH,ELV"
10,Cargo Ground Transportation,Industrials,128.43,91,91,82,75,"JBHT,ODFL"
11,Construction Machinery & Heavy Transportation Equipment,Industrials,127.1,90,89,89,88,"CAT,CMI,WAB,PCAR"
12,Passenger Airlines,Industrials,124.62,89,70,59,90,"DAL,LUV,UAL"
13,Electrical Components & Equipment,Industrials,121.44,88,88,85,65,"VRT,GNRC,ROK,AME,ETN,EMR"
14,Oil & Gas Refining & Marketing,Energy,113.31,87,90,97,56,"VLO,MPC,PSX"
15,Air Freight & Logistics,Industrials,111.54,86,81,80,84,"FDX,CHRW,EXPD,UPS"
16,Apparel Retail,Consumer Discretionary,110.04,85,79,87,82,"ROST,TJX"
17,Health Care REITs,Real Estate,108.59,84,71,67,59,"DOC,WELL,VTR"
18,Systems Software,Information Technology,108.51,83,78,8,26,"FTNT,PANW,CRWD,GEN,MSFT,NOW"
19,Trading Companies & Distributors,Industrials,107.42,82,56,47,35,"URI,FAST"
20,Investment Banking & Brokerage,Financials,107.27,81,64,46,89,"IBKR,MS,GS,HOOD,RJF,SCHW"
21,Health Care Services,Health Care,107.16,80,65,57,34,"DVA,CVS,DGX,LH,CI"
22,Data Center REITs,Real Estate,106.93,79,77,79,20,"EQIX,DLR"
23,Interactive Media & Services,Communication Services,106.85,78,87,61,96,"GOOGL,GOOG,META"
24,Regional Banks,Financials,106.56,77,62,56,73,"CFG,FITB,KEY,MTB,RF,HBAN"
25,Oil & Gas Storage & Transportation,Energy,105.8,76,80,88,31,"TRGP,WMB,KMI,OKE"
26,Retail REITs,Real Estate,105.65,75,66,62,36,"SPG,FRT,KIM,REG,O"
27,Agricultural Products & Services,Consumer Staples,105.16,74,83,94,62,"ADM,BG"
28,Broadline Retail,Consumer Discretionary,104.99,73,85,48,66,"EBAY,AMZN"
29,Diversified Banks,Financials,104.44,72,58,49,80,"C,USB,PNC,BAC,TFC,JPM,WFC"
30,Hotel & Resort REITs,Real Estate,104.21,71,68,55,40,"HST,VICI"
31,Oil & Gas Equipment & Services,Energy,104.01,70,92,95,58,"HAL,SLB,BKR"
32,Life & Health Insurance,Financials,103.93,69,60,34,54,"GL,PFG,MET,AFL,PRU"
33,Rail Transportation,Industrials,103.12,68,72,65,57,"CSX,UNP,NSC"
34,Soft Drinks & Non-alcoholic Beverages,Consumer Staples,102.88,67,52,58,55,"MNST,KO,KDP,PEP"
35,Tobacco,Consumer Staples,101.42,66,57,64,44,"MO,PM"
36,Self-Storage REITs,Real Estate,101.26,65,49,40,10,"PSA,EXR"
37,Consumer Staples Merchandise Retail,Consumer Staples,100.63,64,43,72,78,"TGT,DLTR,WMT,DG,COST"
38,Specialty Chemicals,Materials,100.5,63,69,86,61,"ALB,DD,PPG,IFF,ECL,SHW,LYB"
39,Pharmaceuticals,Health Care,99.98,62,63,75,69,"VTRS,LLY,MRK,JNJ,BMY,PFE,ZTS"
40,Electronic Equipment & Instruments,Information Technology,99.87,61,67,53,28,"KEYS,TDY,ZBRA,ROP"
41,Health Care Supplies,Health Care,99.32,60,45,43,49,"WST,ALGN,COO"
42,Multi-Utilities,Utilities,99.08,59,51,71,45,"D,PNW,CNP,NI,AEE,DTE,XEL,NEE,ED,PCG,CMS,SRE"
43,Automobile Manufacturers,Consumer Discretionary,98.68,58,74,60,93,"F,GM,TSLA"
44,--- Reference ---,--- Reference ---,98.43,57,59,90,43,"QQQ,SPY,^VIX"
45,Biotechnology,Health Care,98.33,56,50,74,83,"MRNA,INCY,BIIB,ABBV,AMGN,VRTX,GILD,REGN,ALNY,INSM"
46,"Hotels, Resorts & Cruise Lines",Consumer Discretionary,97.93,55,38,35,71,"MAR,HLT,EXPE,RCL,ABNB,CCL,NCLH,BKNG"
47,Asset Management & Custody Banks,Financials,97.52,54,61,25,64,"STT,BEN,BNY,NTRS,IVZ,TROW,AMP,APO,BLK,BX,ARES,KKR"
48,Food Retail,Consumer Staples,97.48,53,76,83,46,"CASY,KR"
49,Multi-line Insurance,Financials,97.47,52,53,41,67,"AIZ,L,AIG"
50,Industrial Conglomerates,Industrials,97.07,51,44,52,41,"MMM,HON"
51,Industrial Machinery & Supplies & Components,Industrials,96.79,50,39,51,47,"GWW,SWK,IEX,NDSN,PH,DOV,SNA,HUBB,FTV,ITW,IR,XYL,OTIS,PNR"
52,Electric Utilities,Utilities,96.35,49,48,69,51,"EIX,ETR,AEP,EVRG,LNT,ES,FE,WEC,SO,EXC,DUK,PPL,PEG,VST,CEG"
53,Property & Casualty Insurance,Financials,95.66,48,37,45,52,"CINF,ALL,TRV,CB,WRB,ACGL,PGR,HIG"
54,Interactive Home Entertainment,Communication Services,95.6,47,47,37,76,"EA,TTWO"
55,Multi-Family Residential REITs,Real Estate,94.96,46,42,19,21,"ESS,EQR,UDR,CPT,AVB,MAA"
56,Life Sciences Tools & Services,Health Care,94.59,45,21,23,68,"CRL,WAT,TECH,A,IQV,TMO,DHR,MTD"
57,Industrial Gases,Materials,94.44,44,54,68,9,"LIN,APD"
58,Building Products,Industrials,94.41,43,29,33,26,"CARR,MAS,JCI,TT,LII,AOS,ALLE,BLDR"
59,Construction Materials,Materials,94.29,42,22,39,70,"VMC,CRH,MLM"
60,Health Care Distributors,Health Care,93.96,41,28,66,85,"CAH,HSIC,MCK,COR"
61,Integrated Oil & Gas,Energy,93.91,40,75,91,50,"XOM,CVX"
62,Casinos & Gaming,Consumer Discretionary,93.71,39,36,42,77,"MGM,WYNN,LVS"
63,Paper & Plastic Packaging Products & Materials,Materials,93.19,38,16,32,14,"PKG,SW,AMCR,IP,AVY"
64,Homebuilding,Consumer Discretionary,92.68,37,14,24,17,"DHI,PHM,NVR,LEN"
65,Oil & Gas Exploration & Production,Energy,92.65,36,73,92,30,"APA,FANG,EOG,DVN,OXY,COP,TPL,EQT,EXE"
66,Distillers & Vintners,Consumer Staples,92.6,35,19,50,5,"BF.B,STZ"
67,Personal Care Products,Consumer Staples,92.38,34,24,22,48,"KVUE,PG,EL"
68,Independent Power Producers & Energy Traders,Utilities,92.22,33,34,63,79,"AES,NRG"
69,Consumer Finance,Financials,92.07,32,32,16,86,"SYF,AXP,COF"
70,Household Products,Consumer Staples,90.88,31,23,38,2,"CL,CHD,KMB,CLX"
71,Aerospace & Defense,Industrials,90.56,30,46,70,74,"HWM,GE,RTX,BA,GD,TDG,TXT,LHX,LMT,HII,NOC,AXON"
72,Broadcasting,Communication Services,88.94,29,84,76,98,"WBD,FOX,FOXA"
73,Internet Services & Infrastructure,Information Technology,87.84,28,82,36,18,"AKAM,VRSN,GDDY"
74,Office REITs,Real Estate,87.25,27,17,7,0,"BXP,ARE"
75,Telecom Tower REITs,Real Estate,87.15,26,35,14,12,"SBAC,AMT,CCI"
76,"Apparel, Accessories & Luxury Goods",Consumer Discretionary,85.83,25,27,44,72,"RL,TPR,NKE,LULU"
77,Packaged Foods & Meats,Consumer Staples,85.28,24,15,28,11,"SJM,HRL,MDLZ,TSN,KHC,HSY,CAG,GIS,MKC"
78,Fertilizers & Agricultural Chemicals,Materials,85.02,23,55,84,12,"CTVA,CF,MOS"
79,Home Improvement Retail,Consumer Discretionary,85.01,22,10,29,25,"HD,LOW"
80,Restaurants,Consumer Discretionary,84.5,21,25,26,19,"SBUX,DRI,YUM,MCD,CMG,DPZ"
81,Publishing,Communication Services,83.78,20,40,21,15,"NWSA,NWS"
