ticker,almost_up_cond_date,breakout_date,trade_date,trade_price,stop_loss_price,stop_loss_pct_vs_trade,target_gain_price,stop_loss_threshold,trade_outcome,exit_date,exit_price,current_price,YTD%,1D%,1W%,1M%,3M%,6M%,1Y%
ADI,2026-03-03,2026-04-17,2026-04-20,372.001,337.0319,-9.40%,441.9393,337.0319,PENDING,,,414.45,53.72,-0.37,5.55,-0.72,34.67,48.65,81.2
AES,2026-01-20,2026-01-28,2026-01-29,14.8392,13.3271,-10.19%,17.8632,13.3271,PENDING,,,14.61,4.36,-0.2,-0.14,0.55,4.3,7.97,34.04
AFL,2026-03-05,2026-06-05,2026-06-08,117.32,109.712,-6.48%,132.536,109.712,PENDING,,,116.24,6.52,-1.0,-0.74,-1.54,8.27,5.35,15.58
ANET,2026-02-23,2026-04-13,2026-04-14,153.99,126.6259,-17.77%,208.7182,126.6259,PENDING,,,164.93,25.87,-1.83,8.68,16.39,21.21,31.01,73.45
APD,2026-02-13,2026-04-08,2026-04-09,295.0,273.4019,-7.32%,338.1962,273.4019,PENDING,,,281.75,15.61,0.45,1.9,-3.94,0.74,16.56,3.17
ARES,2026-06-03,2026-06-11,2026-06-12,133.3368,120.8227,-9.39%,158.365,120.8227,PENDING,,,128.35,-18.7,-4.91,1.04,4.8,22.34,-23.41,-20.32
AXP,2026-05-20,2026-06-16,2026-06-17,341.39,303.1247,-11.21%,417.9206,303.1247,PENDING,,,340.54,-7.45,-0.06,8.68,9.06,16.04,-10.51,16.96
BBY,2026-02-20,2026-05-28,2026-05-29,74.0,62.1016,-16.08%,97.7969,62.1016,PENDING,,,73.1,10.88,-3.28,-3.36,26.3,18.04,3.16,8.41
BEN,2026-02-27,2026-04-28,2026-04-29,29.86,26.0167,-12.87%,37.5465,26.0167,PENDING,,,33.29,41.38,0.33,6.9,4.13,42.7,44.96,54.5
BIIB,2026-03-31,2026-05-13,2026-05-14,200.25,179.9904,-10.12%,240.7692,179.9904,PENDING,,,198.67,12.89,1.56,2.28,3.52,8.97,13.05,51.61
BNY,2026-04-29,2026-05-21,2026-05-22,139.59,130.9471,-6.19%,156.8758,130.9471,PENDING,,,146.07,26.88,1.12,4.52,6.95,27.9,25.94,64.45
CARR,2026-03-06,2026-06-04,2026-06-05,67.66,57.9185,-14.40%,87.1431,57.9185,PENDING,,,69.49,32.54,-2.33,2.24,7.72,21.05,33.2,-0.74
CAT,2026-06-10,2026-06-17,,,855.2696,,,,PENDING,,,955.92,67.57,1.11,11.65,10.65,38.08,62.77,166.6
CMI,2026-05-19,2026-06-17,,,650.1552,,,,PENDING,,,717.78,41.53,2.54,13.84,6.22,32.53,39.67,126.26
CPAY,2026-03-16,2026-06-01,2026-06-02,359.84,305.2405,-15.17%,469.0389,305.2405,PENDING,,,353.33,17.41,-1.95,1.24,1.39,23.58,13.19,6.3
CPT,2026-03-06,2026-06-04,2026-06-05,111.6,104.6474,-6.23%,125.5052,104.6474,PENDING,,,109.35,0.42,-2.68,-5.17,4.53,10.16,6.7,-2.01
D,2026-03-19,2026-05-18,2026-05-19,66.5338,60.3738,-9.26%,78.8537,60.3738,PENDING,,,68.02,18.51,-0.7,1.87,1.69,10.45,16.03,29.77
DAL,2026-03-02,2026-05-22,2026-05-26,78.2,62.4139,-20.19%,109.7721,62.4139,PENDING,,,82.25,19.15,-1.07,7.56,17.1,29.24,16.03,68.29
DOV,2026-01-29,2026-02-03,2026-02-04,211.853,198.4749,-6.31%,238.6092,198.4749,PENDING,,,220.79,13.62,-0.83,3.29,4.98,4.29,10.2,24.12
DOW,2026-02-20,2026-03-11,2026-03-12,35.3901,28.8855,-18.38%,48.3995,28.8855,PENDING,,,32.5,42.08,-1.4,-5.08,-14.86,-12.89,41.66,11.87
DVA,2026-03-13,2026-05-06,2026-05-07,194.32,146.8105,-24.45%,289.3391,146.8105,PENDING,,,210.58,85.35,0.77,6.06,5.54,41.49,75.41,52.77
ESS,2026-02-12,2026-04-28,2026-04-29,269.33,248.0423,-7.90%,311.9053,248.0423,PENDING,,,274.4,7.04,-2.2,-3.6,0.79,12.43,8.04,0.09
ETR,2026-03-19,2026-03-27,2026-03-30,110.9346,101.8315,-8.21%,129.1408,101.8315,PENDING,,,110.86,21.39,-1.36,0.34,1.17,6.91,19.68,39.11
EW,2026-01-29,2026-05-26,2026-05-27,87.63,80.8594,-7.73%,101.1711,80.8594,PENDING,,,86.68,1.68,-2.14,0.81,5.21,4.93,3.96,15.85
FDS,2026-05-05,2026-06-01,2026-06-02,265.42,211.3772,-20.36%,373.5056,211.3772,PENDING,,,228.3,-20.54,-3.9,-8.34,2.26,10.39,-21.04,-44.89
FTV,2026-03-06,2026-06-09,2026-06-10,62.59,55.9914,-10.54%,75.7873,55.9914,PENDING,,,60.68,10.03,-1.22,1.03,2.83,10.65,9.75,14.19
GE,2026-04-21,2026-06-16,2026-06-17,352.105,286.1246,-18.74%,484.0657,286.1246,PENDING,,,357.03,16.08,1.51,12.02,24.84,18.63,18.93,51.74
GL,2026-03-06,2026-04-23,2026-04-24,154.63,139.4678,-9.81%,184.9544,139.4678,PENDING,,,171.25,22.97,1.23,5.37,8.83,24.73,22.28,43.17
GS,2026-02-13,2026-05-20,2026-05-21,977.9002,866.5517,-11.39%,1200.5974,866.5517,PENDING,,,1099.14,26.26,0.78,9.77,16.66,37.06,24.75,78.59
GWW,2026-03-09,2026-05-07,2026-05-08,1237.0681,1089.6978,-11.91%,1531.8089,1089.6978,PENDING,,,1311.1,30.44,-0.65,-0.5,3.64,25.62,27.84,23.39
HBAN,2026-05-12,2026-06-12,2026-06-15,17.75,15.6161,-12.02%,22.0178,15.6161,PENDING,,,16.85,-1.89,-2.71,0.06,8.22,11.52,-3.21,11.45
HLT,2026-03-06,2026-04-17,2026-04-20,339.702,291.9461,-14.06%,435.2139,291.9461,PENDING,,,349.3,21.72,-0.26,3.28,9.85,18.64,22.31,41.51
HST,2026-03-09,2026-04-14,2026-04-15,20.84,18.3579,-11.91%,25.8042,18.3579,PENDING,,,24.62,40.34,-1.12,2.8,12.57,30.48,36.09,66.19
HWM,2026-03-12,2026-05-07,2026-05-08,273.42,240.6297,-11.99%,339.0006,240.6297,PENDING,,,283.23,38.29,2.09,13.52,10.21,17.12,43.74,65.43
IBKR,2026-02-05,2026-04-15,2026-04-16,80.1188,68.9167,-13.98%,102.5232,68.9167,PENDING,,,95.09,48.17,2.14,11.32,10.53,39.06,51.56,82.25
