ticker,almost_up_cond_date,breakout_date,trade_date,trade_price,stop_loss_price,stop_loss_pct_vs_trade,target_gain_price,stop_loss_threshold,trade_outcome,exit_date,exit_price,current_price,YTD%,1D%,1W%,1M%,3M%,6M%,1Y%
AFL,2026-03-05,2026-06-05,2026-06-08,117.32,109.712,-6.48%,132.536,109.712,PENDING,,,116.55,6.81,0.94,-1.06,-0.57,10.29,6.58,15.99
AME,2026-03-05,2026-06-22,,,225.0425,,,,PENDING,,,241.55,18.01,1.74,6.51,7.66,15.54,21.21,36.74
ANET,2026-02-23,2026-04-13,2026-04-14,153.99,126.6259,-17.77%,208.7182,126.6259,PENDING,,,174.56,33.22,2.88,6.93,24.25,33.03,42.66,93.44
APD,2026-02-13,2026-04-08,2026-04-09,295.0,273.4019,-7.32%,338.1962,273.4019,PENDING,,,283.11,16.17,1.03,0.53,-2.1,1.38,16.47,5.57
ARES,2026-06-03,2026-06-11,2026-06-12,133.3368,120.8227,-9.39%,158.365,120.8227,PENDING,,,125.9,-20.25,-2.66,-5.73,4.14,20.12,-23.51,-21.99
ARM,2026-06-09,2026-06-18,2026-06-22,440.5,303.1942,-31.17%,715.1117,303.1942,PENDING,,,407.72,272.99,-7.22,7.07,58.81,208.06,255.84,179.16
AXP,2026-05-20,2026-06-16,2026-06-17,341.39,303.1247,-11.21%,417.9206,303.1247,PENDING,,,338.07,-8.12,0.02,3.88,9.12,14.77,-9.51,15.25
BBY,2026-02-20,2026-05-28,2026-05-29,73.0282,61.286,-16.08%,96.5125,61.286,PENDING,,,76.01,16.83,1.71,-1.92,26.31,24.51,9.44,18.43
BEN,2026-02-27,2026-04-28,2026-04-29,29.86,26.0167,-12.87%,37.5465,26.0167,PENDING,,,33.93,44.1,2.66,5.6,8.75,46.74,47.44,58.79
BIIB,2026-03-31,2026-05-13,2026-05-14,200.25,179.9904,-10.12%,240.7692,179.9904,PENDING,,,199.71,13.48,1.59,-0.17,6.34,10.06,16.04,57.82
BNY,2026-04-29,2026-05-21,2026-05-22,139.59,130.9471,-6.19%,156.8758,130.9471,PENDING,,,146.44,27.21,1.96,1.71,6.77,27.91,30.04,62.87
CARR,2026-03-06,2026-06-04,2026-06-05,67.66,57.9185,-14.40%,87.1431,57.9185,PENDING,,,71.85,37.05,0.06,2.77,12.99,24.17,38.2,4.36
CAT,2026-06-10,2026-06-17,2026-06-18,979.0,855.2696,-12.64%,1226.4608,855.2696,PENDING,,,1022.28,79.21,3.7,12.27,17.16,50.43,82.71,187.2
CMI,2026-05-19,2026-06-17,2026-06-18,732.89,650.1552,-11.29%,898.3597,650.1552,PENDING,,,724.93,42.94,1.13,9.91,8.56,36.3,46.68,133.83
CPAY,2026-03-16,2026-06-01,2026-06-02,359.84,305.2405,-15.17%,469.0389,305.2405,PENDING,,,347.17,15.37,0.55,-2.51,-0.94,20.77,12.51,10.42
CPT,2026-03-06,2026-06-04,2026-06-05,111.6,104.6474,-6.23%,125.5052,104.6474,PENDING,,,108.98,0.09,-0.01,-5.22,2.53,13.16,2.21,-1.89
