ticker,almost_up_cond_date,breakout_date,trade_date,trade_price,stop_loss_price,stop_loss_pct_vs_trade,target_gain_price,stop_loss_threshold,trade_outcome,exit_date,exit_price,current_price,YTD%,1D%,1W%,1M%,3M%,6M%,1Y%
ADI,2026-03-03,2026-04-17,2026-04-20,372.001,337.0319,-9.40%,441.9393,337.0319,PENDING,,,403.89,49.8,0.62,0.57,-0.86,26.68,47.05,87.72
AFL,2026-03-05,2026-06-05,2026-06-08,117.32,109.712,-6.48%,132.536,109.712,PENDING,,,115.24,5.61,-2.54,2.79,1.97,5.13,6.6,15.15
AMAT,2026-05-19,2026-05-26,2026-05-27,461.22,397.6929,-13.77%,588.2742,397.6929,PENDING,,,492.17,91.99,8.64,7.42,20.0,45.39,83.12,201.96
ANET,2026-02-23,2026-04-13,2026-04-14,153.99,126.6259,-17.77%,208.7182,126.6259,PENDING,,,156.4,19.36,1.38,-8.37,10.34,14.02,21.66,64.32
APD,2026-02-13,2026-04-08,2026-04-09,295.0,273.4019,-7.32%,338.1962,273.4019,PENDING,,,276.77,13.57,-1.98,-0.76,-6.18,1.5,7.23,2.89
ASML,2026-02-26,2026-05-06,2026-05-07,1548.74,1430.9424,-7.61%,1784.3351,1430.9424,PENDING,,,1749.04,64.06,6.54,7.4,15.33,29.13,58.11,135.74
AVB,2026-05-21,2026-06-04,2026-06-05,188.77,180.6542,-4.30%,205.0016,180.6542,PENDING,,,187.61,4.63,-1.11,2.59,0.98,7.35,6.74,-3.96
BBY,2026-02-20,2026-05-28,2026-05-29,74.0,62.1016,-16.08%,97.7969,62.1016,PENDING,,,74.17,12.5,3.68,-1.08,26.7,14.16,3.02,11.2
BEN,2026-02-27,2026-04-28,2026-04-29,29.86,26.0167,-12.87%,37.5465,26.0167,PENDING,,,31.39,33.31,0.19,1.45,2.85,23.54,39.52,52.58
BIIB,2026-03-31,2026-05-13,2026-05-14,200.25,179.9904,-10.12%,240.7692,179.9904,PENDING,,,192.62,9.45,-1.39,0.2,0.65,2.33,5.85,47.76
BKR,2026-03-03,2026-04-24,2026-04-27,69.7667,61.8632,-11.33%,85.5736,61.8632,PENDING,,,64.84,43.4,3.59,2.97,2.06,8.25,29.03,77.55
BNY,2026-04-29,2026-05-21,2026-05-22,139.59,130.9471,-6.19%,156.8758,130.9471,PENDING,,,141.78,23.16,-0.43,-0.57,8.49,23.67,25.47,63.07
