Rank,Industry,Sector,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
1,Semiconductor Materials & Equipment,Information Technology,189.59,99,99,99,91,"TER,LRCX,AMAT,KLAC"
2,Communications Equipment,Information Technology,157.03,98,96,94,92,"CIEN,ANET,CSCO,MSI,FFIV"
3,Electronic Components,Information Technology,156.65,97,98,97,98,"GLW,APH"
4,Construction & Engineering,Industrials,149.89,96,97,93,97,"FIX,PWR,EME,J"
5,Oil & Gas Refining & Marketing,Energy,142.09,95,71,52,82,"VLO,PSX,MPC"
6,"Technology Hardware, Storage & Peripherals",Information Technology,141.38,94,95,96,95,"WDC,STX,DELL,HPE,AAPL,NTAP,HPQ,SMCI"
7,Oil & Gas Equipment & Services,Energy,140.16,93,93,58,54,"HAL,BKR,SLB"
8,Integrated Oil & Gas,Energy,135.22,92,82,44,43,"XOM,CVX"
9,Oil & Gas Exploration & Production,Energy,132.92,91,67,32,33,"APA,TPL,OXY,DVN,COP,CTRA,FANG,EOG,EQT,EXE"
10,Agricultural Products & Services,Consumer Staples,132.43,90,88,61,53,"BG,ADM"
11,Construction Machinery & Heavy Transportation Equipment,Industrials,128.26,89,94,89,71,"CAT,CMI,WAB,PCAR"
12,Apparel Retail,Consumer Discretionary,125.37,88,72,81,67,"ROST,TJX"
13,Oil & Gas Storage & Transportation,Energy,122.67,87,77,29,34,"TRGP,KMI,WMB,OKE"
14,Cargo Ground Transportation,Industrials,120.12,86,91,74,5,"JBHT,ODFL"
15,Specialty Chemicals,Materials,117.94,85,84,62,16,"ALB,LYB,DD,IFF,ECL,PPG,SHW"
16,Air Freight & Logistics,Industrials,117.88,84,92,85,28,"FDX,CHRW,EXPD,UPS"
17,Semiconductors,Information Technology,117.16,83,90,80,75,"MU,INTC,MPWR,AMD,ADI,MRVL,ON,AVGO,NVDA,ARM,TXN,MCHP,FSLR,NXPI,SWKS,QCOM"
18,--- Reference ---,--- Reference ---,116.92,82,37,36,51,"^VIX,QQQ,SPY"
19,Electronic Manufacturing Services,Information Technology,114.4,81,86,90,94,"JBL,TEL"
20,Integrated Telecommunication Services,Communication Services,114.23,80,56,22,47,"VZ,T"
21,Broadcasting,Communication Services,113.86,79,85,98,96,"WBD,FOXA,FOX"
22,Data Center REITs,Real Estate,112.57,78,52,18,25,"EQIX,DLR"
23,Aerospace & Defense,Industrials,112.45,77,81,75,80,"HII,LHX,HWM,LMT,NOC,RTX,GD,GE,TXT,BA,TDG,AXON"
24,Steel,Materials,112.36,76,89,91,50,"NUE,STLD"
25,Fertilizers & Agricultural Chemicals,Materials,112.27,75,50,15,58,"CF,CTVA,MOS"
26,Biotechnology,Health Care,111.73,74,78,87,63,"MRNA,BIIB,GILD,AMGN,INSM,REGN,INCY,VRTX,ABBV,ALNY"
27,Pharmaceuticals,Health Care,111.5,73,79,70,17,"JNJ,VTRS,MRK,BMY,PFE,LLY,ZTS"
28,Electrical Components & Equipment,Industrials,110.64,72,75,55,59,"GNRC,AME,ETN,ROK,EMR"
29,Interactive Media & Services,Communication Services,110.31,71,66,86,85,"GOOGL,GOOG,MTCH,META"
30,Consumer Staples Merchandise Retail,Consumer Staples,110.19,70,80,72,32,"TGT,WMT,DG,DLTR,COST"
31,Health Care Distributors,Health Care,109.14,69,74,83,61,"CAH,MCK,COR,HSIC"
