ticker,almost_up_cond_date,breakout_date,trade_date,trade_price,stop_loss_price,stop_loss_pct_vs_trade,target_gain_price,stop_loss_threshold,trade_outcome,exit_date,exit_price,current_price,YTD%,1D%,1W%,1M%,3M%,6M%,1Y%
ADM,2026-02-03,2026-03-02,2026-03-03,68.44,64.39,-5.92%,76.54,64.39,PENDING,,,69.73,22.2,-0.88,-5.55,-1.55,14.82,13.87,72.74
AEE,2026-03-19,2026-04-09,2026-04-10,113.99,108.6264,-4.71%,124.7171,108.6264,PENDING,,,113.45,14.38,-0.76,1.58,3.75,14.75,10.94,23.88
AEP,2025-12-02,2026-02-12,2026-02-13,127.32,117.8898,-7.41%,146.1804,117.8898,PENDING,,,136.3,19.14,-0.62,2.73,3.84,18.5,17.15,39.07
AES,2025-12-17,2026-01-02,2026-01-05,14.7948,13.2368,-10.53%,17.9108,13.2368,PENDING,,,14.39,1.54,-0.14,0.63,1.12,2.39,0.11,48.71
ALGN,2026-01-29,2026-02-05,2026-02-06,177.89,160.8126,-9.60%,212.0447,160.8126,PENDING,,,173.14,10.88,-0.8,1.49,-0.96,1.5,30.09,19.97
APD,2026-02-13,2026-04-08,2026-04-09,295.0,273.4019,-7.32%,338.1962,273.4019,PENDING,,,298.71,22.57,0.33,1.76,8.24,15.07,12.73,23.38
CAT,2026-03-03,2026-04-10,,,710.0125,,,,PENDING,,,790.66,38.34,0.46,10.24,11.74,30.32,58.29,192.6
CB,2026-01-05,2026-02-04,2026-02-05,329.0287,306.2862,-6.91%,374.5136,306.2862,PENDING,,,327.91,5.37,-1.51,-0.13,1.9,5.07,14.55,20.0
CMS,2026-01-05,2026-02-13,2026-02-17,76.58,68.151,-11.01%,93.438,68.151,PENDING,,,79.38,14.36,-0.7,1.02,4.67,14.49,10.1,16.51
COHR,2026-02-05,2026-02-09,2026-02-10,232.2,189.3103,-18.47%,317.9794,189.3103,PENDING,,,307.5,66.6,8.21,19.11,22.31,77.59,163.56,498.37
COST,2026-03-06,2026-04-08,2026-04-09,1029.49,970.2565,-5.75%,1147.9569,970.2565,PENDING,,,998.47,15.94,-3.25,-1.62,0.63,9.23,9.45,10.48
CTVA,2026-03-05,2026-03-25,2026-03-26,81.74,76.4073,-6.52%,92.4053,76.4073,PENDING,,,83.83,25.35,0.32,-1.91,6.61,19.79,33.49,52.47
DOV,2026-01-29,2026-02-03,2026-02-04,212.3727,198.9618,-6.31%,239.1945,198.9618,PENDING,,,217.12,11.46,-0.55,5.72,3.22,7.74,32.46,45.22
DOW,2026-02-20,2026-03-11,2026-03-12,35.75,29.1792,-18.38%,48.8916,29.1792,PENDING,,,39.01,68.83,2.55,-5.77,13.5,52.28,77.25,61.37
ED,2026-01-05,2026-01-16,2026-01-20,103.1993,96.2617,-6.72%,117.0744,96.2617,PENDING,,,113.56,15.24,-1.24,-1.62,1.63,14.25,14.46,10.66
EIX,2026-03-20,2026-04-09,2026-04-10,75.81,68.2651,-9.95%,90.8998,68.2651,PENDING,,,75.72,29.56,-0.13,4.32,7.14,28.56,45.43,52.8
