Rank,Industry,Sector,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
1,Communications Equipment,Information Technology,214.3,99,99,99,97,"LITE,CIEN,CSCO,ANET,MSI,FFIV"
2,Semiconductor Materials & Equipment,Information Technology,182.54,99,98,97,93,"TER,LRCX,AMAT,KLAC"
3,Electronic Components,Information Technology,180.17,98,99,98,98,"COHR,GLW,APH"
4,Wireless Telecommunication Services,Communication Services,166.28,97,97,99,99,"SATS,TMUS"
5,Construction & Engineering,Industrials,150.32,96,96,92,95,"FIX,PWR,EME,J"
6,Oil & Gas Refining & Marketing,Energy,149.34,95,86,59,76,"VLO,MPC,PSX"
7,"Technology Hardware, Storage & Peripherals",Information Technology,141.9,94,95,95,96,"WDC,STX,DELL,HPE,AAPL,NTAP,HPQ,SMCI"
8,Oil & Gas Equipment & Services,Energy,141.34,93,93,68,45,"HAL,SLB,BKR"
9,Agricultural Products & Services,Consumer Staples,141.31,92,89,64,67,"BG,ADM"
10,Integrated Oil & Gas,Energy,139.52,91,87,55,39,"XOM,CVX"
11,Oil & Gas Exploration & Production,Energy,135.75,90,77,42,36,"APA,OXY,TPL,DVN,COP,CTRA,FANG,EOG,EQT,EXE"
12,Construction Machinery & Heavy Transportation Equipment,Industrials,129.88,89,92,86,72,"CAT,CMI,WAB,PCAR"
13,Apparel Retail,Consumer Discretionary,126.99,88,72,78,61,"ROST,TJX"
14,Electrical Components & Equipment,Industrials,126.29,87,90,71,77,"VRT,GNRC,AME,ETN,ROK,EMR"
15,Specialty Chemicals,Materials,125.91,86,81,62,17,"ALB,LYB,DD,IFF,PPG,ECL,SHW"
16,Cargo Ground Transportation,Industrials,125.21,85,94,74,3,"JBHT,ODFL"
17,Oil & Gas Storage & Transportation,Energy,122.69,84,79,38,27,"TRGP,WMB,KMI,OKE"
18,Fertilizers & Agricultural Chemicals,Materials,122.1,83,62,17,55,"CF,CTVA,MOS"
19,Steel,Materials,119.73,82,85,91,49,"STLD,NUE"
20,Electronic Manufacturing Services,Information Technology,119.28,81,75,93,92,"JBL,TEL"
21,Air Freight & Logistics,Industrials,119.05,80,91,84,43,"FDX,CHRW,EXPD,UPS"
22,Semiconductors,Information Technology,118.66,79,83,87,84,"MU,INTC,MPWR,AMD,ADI,MRVL,ON,ARM,AVGO,NVDA,TXN,MCHP,FSLR,NXPI,SWKS,QCOM"
23,Biotechnology,Health Care,118.23,78,76,80,78,"MRNA,INSM,BIIB,GILD,REGN,INCY,AMGN,ABBV,VRTX,ALNY"
24,Data Center REITs,Real Estate,117.81,77,68,19,33,"EQIX,DLR"
25,--- Reference ---,--- Reference ---,116.92,76,60,35,48,"^VIX,QQQ,SPY"
26,Pharmaceuticals,Health Care,115.49,75,74,66,28,"JNJ,VTRS,MRK,BMY,PFE,LLY,ZTS"
27,Broadcasting,Communication Services,114.71,74,84,96,94,"WBD,FOX,FOXA"
28,Integrated Telecommunication Services,Communication Services,113.35,73,64,26,30,"VZ,T"
29,Interactive Media & Services,Communication Services,112.59,72,78,94,89,"GOOGL,GOOG,META"
30,Consumer Staples Merchandise Retail,Consumer Staples,112.22,71,82,77,22,"TGT,WMT,DLTR,COST,DG"
31,Multi-Utilities,Utilities,111.0,70,59,45,59,"NEE,SRE,CNP,NI,PNW,PCG,ED,AEE,DTE,XEL,CMS,D"
32,Aerospace & Defense,Industrials,110.1,69,88,75,81,"HII,LHX,HWM,LMT,NOC,RTX,GD,GE,TXT,BA,TDG,AXON"
33,Electric Utilities,Utilities,109.05,68,57,50,68,"EIX,ETR,FE,AEP,EVRG,LNT,EXC,DUK,PPL,WEC,SO,ES,PEG,VST,CEG"
34,Rail Transportation,Industrials,108.17,67,73,54,57,"CSX,NSC,UNP"
35,Health Care Distributors,Health Care,108.02,66,80,79,56,"CAH,MCK,HSIC,COR"
36,Industrial Gases,Materials,107.24,65,39,14,24,"LIN,APD"
37,Health Care REITs,Real Estate,107.14,64,56,56,60,"WELL,VTR,DOC"
38,Passenger Airlines,Industrials,106.81,63,71,89,64,"DAL,LUV,UAL"
39,Retail REITs,Real Estate,106.28,62,61,36,42,"KIM,FRT,O,REG,SPG"
40,Tobacco,Consumer Staples,106.2,61,58,43,70,"MO,PM"
41,Independent Power Producers & Energy Traders,Utilities,106.01,60,65,83,88,"AES,NRG"
42,Automobile Manufacturers,Consumer Discretionary,105.76,59,70,88,83,"GM,TSLA,F"
43,Regional Banks,Financials,105.33,58,66,72,57,"CFG,KEY,MTB,FITB,RF,HBAN"
44,Hotel & Resort REITs,Real Estate,102.75,57,51,48,35,"HST,VICI"
45,Diversified Banks,Financials,102.61,56,53,81,74,"C,USB,PNC,TFC,JPM,BAC,WFC"
46,Soft Drinks & Non-alcoholic Beverages,Consumer Staples,102.39,55,52,49,19,"PEP,KO,MNST,KDP"
47,Health Care Services,Health Care,102.22,54,50,33,52,"DVA,DGX,LH,CVS,CI"
48,Broadline Retail,Consumer Discretionary,102.13,53,35,60,80,"EBAY,AMZN"
49,Industrial Machinery & Supplies & Components,Industrials,101.91,52,63,52,25,"HUBB,PH,NDSN,DOV,GWW,SNA,IEX,ITW,FTV,SWK,IR,XYL,PNR,OTIS"
50,Industrial Conglomerates,Industrials,101.22,51,55,46,37,"HON,MMM"
51,Investment Banking & Brokerage,Financials,101.09,50,45,90,99,"IBKR,GS,MS,SCHW,RJF,HOOD"
52,"Apparel, Accessories & Luxury Goods",Consumer Discretionary,100.42,49,49,73,75,"TPR,RL,NKE,LULU"
53,Trading Companies & Distributors,Industrials,99.98,48,54,41,87,"FAST,URI"
54,Casinos & Gaming,Consumer Discretionary,99.66,47,27,82,65,"MGM,LVS,WYNN"
55,Electronic Equipment & Instruments,Information Technology,98.95,46,46,31,46,"KEYS,TDY,TRMB,ZBRA,ROP"
