,ticker,current_up_trend,current_trend_length,last_trend_length,second_last_trend_length,current_jump_trender_up,last_jump_trender_up,second_last_jump_trender_up,current_trender_up_price,last_trender_up_price,second_last_trender_up_price
21,ADP,False,9,14,86,0,10,0,0.0,257.93017080230914,0.0
45,FAST,False,5,18,62,0,8,0,0.0,41.09556273003427,0.0
58,KHC,False,21,7,60,0,3,0,0.0,24.51199186338097,0.0
80,PAYX,False,3,14,92,0,4,0,0.0,111.86997847261803,0.0
93,TTWO,True,8,40,54,4,0,30,247.60969622778504,0.0,253.35705289170681
105,AOS,True,27,35,71,13,0,21,66.73724374641834,0.0,70.84862870500957
152,BIIB,True,1,11,55,0,0,23,167.13239293040783,0.0,170.8417220508738
160,BR,False,4,19,65,0,3,0,0.0,224.28059697470042,0.0
174,CAT,True,2,11,81,0,0,41,567.1989232300726,0.0,573.850996040143
204,GLW,True,20,16,129,3,0,80,85.25369428009856,0.0,82.51064617988486
208,CRH,True,28,14,89,15,0,38,123.0512515751901,0.0,116.49447287290882
210,CMI,True,47,13,73,25,0,48,504.08835366593877,0.0,421.78976149434123
214,DVA,False,46,2,58,0,0,0,0.0,125.34466659684325,0.0
237,ELV,True,34,14,51,15,0,19,342.1507715901387,0.0,339.0417443438821
238,EME,True,17,29,91,1,0,52,597.976717628077,0.0,673.4789677557054
265,FSLR,True,129,11,51,47,0,10,248.11273711772185,0.0,152.83778260589335
286,GDDY,False,16,28,127,0,6,0,0.0,125.31530431818801,0.0
325,JNJ,True,17,2,51,4,0,28,202.8060705058752,0.0,201.53642850878285
328,KVUE,False,2,38,52,0,19,0,0.0,16.953713241980285,0.0
331,KMB,False,21,6,65,0,3,0,0.0,102.9811353336309,0.0
353,MLM,True,27,22,82,14,0,39,618.3652859487041,0.0,617.947649238138
382,NDSN,True,28,6,67,9,0,20,237.08307829365705,0.0,227.84158551700023
384,NTRS,True,27,33,107,20,0,50,136.16557750986385,0.0,127.70971880267295
386,NCLH,True,18,49,66,10,0,29,21.08387595056444,0.0,24.626499088602145
416,PTC,False,3,7,73,0,1,0,0.0,170.30436884201288,0.0
427,RSG,False,20,13,78,0,6,0,0.0,211.5651060595175,0.0
443,SJM,False,31,7,53,0,3,0,0.0,104.41574475372288,0.0
462,TDY,True,22,38,74,11,0,31,505.18834509082654,0.0,575.1175967231167
486,UNH,True,23,23,55,7,0,31,325.94737633185315,0.0,349.2037919309968
504,WAT,True,2,14,51,0,0,28,372.4370878154846,0.0,385.6721344509147
508,WST,True,28,7,80,6,0,28,265.9024598830009,0.0,265.5441931300502
