,ticker,current_up_trend,current_trend_length,last_trend_length,second_last_trend_length,current_jump_trender_up,last_jump_trender_up,second_last_jump_trender_up,current_trender_up_price,last_trender_up_price,second_last_trender_up_price,current_price,1D,1W,1M,3M,6M,1Y
0,SPY,True,18,52,17,16,0,10,699.1947725955686,0.0,683.0556806032723,711.5800170898438,-0.01545410939948607,0.05202332725307478,12.597124875750856,2.6032302627300186,4.435195775340291,30.659389909422323
2,^VIX,False,15,55,35,0,16,0,0.0,19.821370885478547,0.0,18.809999465942383,5.49635191491706,-0.5813985724523816,-38.54949659954826,15.045865609035069,19.126026037905987,-25.20874850398264
24,CDNS,True,12,51,13,8,0,4,304.29594199992255,0.0,304.69835561029595,329.95001220703125,1.426336320205393,-0.50057996377021,21.806706386384437,2.951737109086657,-6.1041497046160655,15.472115728846173
29,CTSH,False,60,65,78,0,43,0,0.0,81.4981921399714,0.0,54.70000076293945,-0.7619705680044198,-6.988608254340475,-10.415985043088398,-33.99958298889259,-18.855452203904235,-23.289568021456894
40,DASH,True,16,60,26,8,0,15,167.0740559820953,0.0,218.95356899226596,169.3300018310547,-1.5351511140947838,-7.099359268167498,14.404437616024687,-18.063486484830182,-35.701538672265784,-9.873324765627995
53,ISRG,True,6,67,16,3,0,5,443.2711063557481,0.0,557.8352160831571,453.8299865722656,-2.7451627965987524,-6.159796709336503,0.23189800693483287,-13.066047491769947,-17.672564794146826,-11.707947715025993
79,PYPL,True,13,124,5,7,0,3,48.20227016836369,0.0,68.86988860356433,50.939998626708984,2.6188542567380435,-0.5466665117551063,14.03626755042625,-5.521030737680996,-27.099864491587965,-21.126843670361893
82,QCOM,True,13,61,5,7,0,1,131.04851653494816,0.0,167.83352640461044,156.0,4.0,14.646866761970081,22.766979125407325,2.8170247815031018,-15.918685775488045,8.15282237738861
90,SNPS,True,12,51,41,8,0,21,443.17272492539297,0.0,488.36553972170947,481.2200012207031,-0.5517810549726326,0.8297346046283692,25.598993272018873,-5.892246900005532,3.3970042401735547,8.390206522418291
93,TSLA,True,11,72,18,5,0,16,358.3004590282721,0.0,457.2523699631363,372.79998779296875,-0.8563377785179521,-3.796036644718729,4.931318699017292,-13.595699444641745,-17.59869662518443,30.40435897074591
103,ZS,True,6,108,15,0,0,7,124.29476988165635,0.0,315.9215262231083,134.72999572753906,-0.9847957114360956,-5.558676385115311,-1.8432164363600303,-37.02734393582051,-58.71357176129348,-38.72009671904111
131,APA,False,16,58,18,0,42,0,0.0,39.78843881316427,0.0,40.31999969482422,4.320823034967103,5.937988018884254,-7.201924926564589,56.05490038764774,75.56067103296415,153.77112439259156
132,APO,True,12,58,50,7,0,25,117.79801228900601,0.0,142.10538562728368,122.27999877929688,-1.0439434480158665,-5.253369678872595,11.214190244006016,-7.608171325375436,-2.460362596470921,-8.951883600086166
136,ARES,True,12,58,36,6,0,18,109.69628357495348,0.0,162.5696736058598,110.86000061035156,-1.9024878198720305,-8.418010891787645,2.972317331778447,-24.987124993495385,-25.085171251959657,-25.298074759905358
148,BDX,False,40,76,10,0,35,0,0.0,171.20287567072623,0.0,145.30999755859375,-2.815681242354405,-6.643107448348042,-6.063743444806962,-7.877003931198321,-0.006825088521398123,-7.551175516871241
165,BXP,True,12,87,7,8,0,4,55.77927216881414,0.0,67.84329984770814,57.599998474121094,-2.6369191638178413,-1.1837406597508673,12.676055707416294,-8.980935086463475,-20.857644652963295,-8.81548860079925
182,CF,False,15,66,54,0,41,0,0.0,123.18809716127706,0.0,126.77999877929688,3.654649096499024,3.5276822857431935,-7.863377067061266,36.80026995674946,48.4165134850029,62.892761851118365
185,CVX,False,20,63,26,0,48,0,0.0,201.093036985806,0.0,192.22000122070312,2.049267677768011,3.1665917048928036,-8.7750960580968,14.223722476902424,26.3962978503861,43.37635004355695
203,COP,False,16,65,11,0,44,0,0.0,126.57244147525344,0.0,128.25,3.1611971644329064,4.608484173082214,-3.4916091586722313,27.476139151296273,47.08230772272972,42.73409326361517
244,EOG,False,20,54,19,0,41,0,0.0,139.73925438309854,0.0,139.1199951171875,2.459858865752098,4.593640224560376,-6.464626651242554,26.283707884622043,32.54978448626783,26.22929802618408
260,XOM,False,20,64,8,0,40,0,0.0,160.9887474534378,0.0,154.6699981689453,2.7298091637867254,3.4581927551473663,-9.797633948887729,13.171194037832725,35.469017791943,47.27456165037774
270,FISV,True,13,57,7,7,0,1,59.560395026306885,0.0,65.39139151697874,62.02000045776367,0.681821418906408,-1.960161075988277,13.735561793759818,-4.511157241182616,-50.451385024346166,-65.06505892851034
289,GDDY,True,9,85,28,3,0,6,81.79267467459091,0.0,125.31530431818801,85.76000213623047,0.5392720609793423,-2.9864245973746772,4.918038142306786,-17.019832218280264,-34.97118671444082,-53.660777682906755
304,HPQ,True,25,65,12,6,0,7,18.60665657829997,0.0,23.63629680777345,20.139999389648438,2.0780530001250943,-1.467715932342128,5.721785807042792,7.437122661950181,-25.821924736984087,-16.668277927403615
319,IVZ,True,12,53,41,8,0,28,23.9679631076875,0.0,27.188513195200468,25.639999389648438,-0.8507394257951417,0.31298875343347016,10.090160505551376,-6.215773826342323,11.147836796844047,91.46619637886559
336,KKR,True,13,69,33,7,0,12,97.45106746414072,0.0,128.3657087219674,99.31999969482422,-2.051283826187949,-6.2311164918960005,9.915890907426805,-14.788946370871987,-18.48954780354072,-12.278899288801249
337,KR,False,15,54,38,0,24,0,0.0,70.5848055143388,0.0,67.0999984741211,0.25399397604987956,-1.4250054723841583,-8.979927613895516,9.085261126055242,-0.34367255540657665,-2.698637670670086
351,LYB,False,15,65,20,0,41,0,0.0,73.24422084826115,0.0,73.29000091552734,2.532173298251782,1.7916679382324219,-11.034227532113055,46.97810491031846,55.457237258921346,36.371646842741995
366,MAA,True,16,59,16,5,0,8,122.73851471737439,0.0,131.37649708157724,129.7100067138672,-0.5138810736719307,4.109487540308605,7.870583597600565,-0.8756879264047599,-0.16464478934885973,-15.438087938400047
372,MSI,False,38,53,59,0,46,0,0.0,437.65942810195804,0.0,429.2300109863281,-1.267419462625548,-2.8143804222061224,0.5740691255538989,6.241761830973808,-2.7462935574802225,0.6753943910420215
385,NOC,False,28,65,41,0,34,0,0.0,711.7404528022487,0.0,572.4099731445312,-0.9362836369651515,-2.91883282710515,-14.767946179207007,-16.67127216637375,-3.2518313144034243,20.338569615295977
390,OXY,False,16,65,12,0,40,0,0.0,60.72413647440891,0.0,60.7599983215332,3.668312043664973,6.503065966848576,-8.272946435636369,36.17775446952352,45.16113127457042,53.2360559862656
