,ticker,current_up_trend,current_trend_length,last_trend_length,second_last_trend_length,current_jump_trender_up,last_jump_trender_up,second_last_jump_trender_up,current_trender_up_price,last_trender_up_price,second_last_trender_up_price,current_price,1D,1W,1M,3M,6M,1Y
24,AVGO,True,4,57,13,2,0,8,314.8104641892658,0.0,362.39303263723195,335.9700012207031,-1.639489997199927,0.961628846554362,-1.3130070463656707,-17.14961281275291,-8.761647863146429,78.33970264796203
30,CTSH,False,27,65,78,0,43,0,0.0,81.49819214048136,0.0,61.18000030517578,-2.00224250182547,-6.99300480310873,-17.538788925435554,-24.037889619145783,-10.699339403280266,-24.491204513021973
31,CMCSA,False,1,59,65,0,28,0,0.0,30.478523783002114,0.0,30.15999984741211,-1.341183681730707,-4.556963660361331,-6.654291038366218,21.53031800810042,-1.7217635048836044,-6.797541074145595
36,CRWD,True,6,72,57,4,0,27,398.3843154667448,0.0,522.7308591590778,441.5400085449219,-0.1108499956401487,3.6089742703791803,6.809548585837081,-14.757321673832486,3.923556292351607,33.90144307654947
42,EA,False,28,87,2,0,51,0,0.0,203.51568969788167,0.0,199.0800018310547,-0.4201662392877645,-0.8368164583328107,-1.634728322712769,-2.2331715389569156,17.140317538985325,45.00554208085937
49,HON,False,5,55,18,0,37,0,0.0,236.9047390869037,0.0,233.39999389648438,-2.522556165776826,-2.089106000638055,-3.6086279281299225,23.341626206888876,18.260484608070698,21.264955660417893
60,MAR,False,5,55,5,0,24,0,0.0,327.9281036681016,0.0,316.30999755859375,-3.085362820505628,-5.0234237800505905,-11.807113974470397,11.65486166925906,21.054046617186962,29.633542480223557
64,MCHP,False,8,61,19,0,25,0,0.0,73.550913106262,0.0,62.72999954223633,-4.651164813358155,-7.491517769142907,-17.903518683156765,-5.610534099165491,-1.6550824589858046,23.671372422437155
71,NFLX,True,12,85,10,8,0,4,87.74174579516509,0.0,117.75870061128927,94.30999755859375,-0.6112359940830181,-4.900676313487573,14.71840239493017,-2.4816477598997726,-24.413529791057044,5.362524084244674
75,ODFL,False,5,65,55,0,41,0,0.0,191.89463261756975,0.0,176.24000549316406,-6.642649309895031,-16.3470611258362,-9.256963271118005,18.534578086497326,20.864040126216928,6.251509245899106
76,PCAR,False,8,67,4,0,41,0,0.0,122.47608830569601,0.0,116.81999969482422,-1.100578243760183,-5.286198181168126,-7.8270517345645025,8.909634803726838,20.63061547739707,14.415939858635873
87,STX,False,8,57,11,0,20,0,0.0,373.5446263039884,0.0,373.9800109863281,-3.1064565112455345,1.807593704642445,-5.615425228546793,32.56070473022776,94.85241149511496,338.3547732464153
91,TMUS,True,29,108,25,14,0,12,213.20922671591785,0.0,247.9861950622877,214.3699951171875,0.43571620368424263,-2.797677680592036,8.008210773950013,6.978275622180284,-9.947614446531365,-15.053323283280992
94,TXN,False,13,59,59,0,35,0,0.0,215.01671660472303,0.0,190.0500030517578,-4.3388509571823795,-4.0054514834390345,-13.973381936016551,6.55665013335925,4.884480366912865,10.551119893183147
95,TRI,True,12,80,10,8,0,8,95.63466225485615,0.0,154.804926734011,99.27999877929688,-3.714481435732026,-9.283628870119042,10.096944631918282,-22.24322971462894,-41.069867977188444,-41.09035662693582
100,WDC,False,8,58,10,0,30,0,0.0,257.9182087663108,0.0,261.17999267578125,-2.838437912321082,0.8300173364538558,-0.4779840571199321,54.125869894426785,175.22111585462622,527.5295460117638
101,WDAY,True,5,81,36,1,0,13,131.23773757953936,0.0,230.77432998218723,134.13999938964844,-2.6842694765982817,-8.859895322089228,-12.458393832911725,-39.64454470656988,-40.77181123271385,-44.78244620511963
105,AOS,False,12,60,35,0,30,0,0.0,76.64044800337301,0.0,66.56999969482422,-2.2610496281412304,-7.567338520234264,-17.273519715447385,0.7062335178035134,-7.211767454507732,1.223715278192673
128,AME,False,6,93,17,0,62,0,0.0,227.05339871968891,0.0,215.57000732421875,-3.892106825127681,-4.968254803215835,-7.524341830126496,10.001533898773582,15.393479493874693,21.33578302123059
144,AVY,False,7,61,10,0,28,0,0.0,189.1380569271462,0.0,171.00999450683594,-2.0336864696427366,-6.923203350837796,-9.86658823741352,-0.6260112687525847,4.899259445070517,-3.0367590968540465
145,BALL,False,6,55,3,0,42,0,0.0,64.77048169334668,0.0,61.689998626708984,0.2926358479719993,-2.420124271514723,-8.686045444037756,32.01267028046502,24.076698060904423,19.663138138699214
148,BDX,False,7,76,10,0,35,0,0.0,171.2028756714993,0.0,159.6300048828125,-2.1695123649309127,-5.466943875360186,-6.425049202487232,8.222724521938831,9.036972678929503,-7.602189705916253
156,BK,False,20,52,7,0,26,0,0.0,118.31785806431257,0.0,117.12000274658203,0.0,0.35130122982232354,-7.378406031499596,1.4739856767832928,13.672105560947479,47.54512955988335
159,BMY,False,3,88,2,0,53,0,0.0,60.13590160708604,0.0,58.95000076293945,-1.7172370576154758,-2.946988584232991,-3.1383500299985885,17.76239404089886,28.242732078191157,0.6795125965122362
172,CARR,False,12,59,9,0,24,0,0.0,61.67543989343338,0.0,56.4900016784668,-3.7485040036122954,-6.47350951760628,-14.175019841410133,7.366228637161895,-8.879261898463596,-12.714566281692033
