,ticker,current_up_trend,current_trend_length,last_trend_length,second_last_trend_length,current_jump_trender_up,last_jump_trender_up,second_last_jump_trender_up,current_trender_up_price,last_trender_up_price,second_last_trender_up_price
2,^VIX,False,32,82,26,0,14,0,0.0,17.658234485655967,0.0
24,BKNG,True,29,64,7,18,0,4,5265.732743602083,0.0,5526.451958571826
31,CTSH,True,52,78,4,38,0,2,81.25990397861855,0.0,76.27707565850679
32,CMCSA,True,20,65,17,13,0,9,27.1223839017236,0.0,30.66063721410025
37,CRWD,False,38,57,31,0,27,0,0.0,522.7308591590778,0.0
39,DDOG,False,29,66,20,0,24,0,0.0,156.50614400277593,0.0
60,LIN,True,21,51,14,19,0,2,428.2615508328722,0.0,465.66919330824476
68,MSTR,True,1,64,6,0,0,2,148.24823316610247,0.0,319.5730703150223
76,ODFL,True,30,55,14,23,0,3,160.70042234156722,0.0,144.6549152714338
91,SNPS,True,31,62,45,20,0,21,488.3905444119432,0.0,593.5392980258365
95,TXN,True,32,59,10,13,0,6,173.64673510154708,0.0,192.75359472007779
97,VRSK,True,11,55,7,2,0,3,217.75020354373737,0.0,242.6229467825044
120,MO,True,2,59,12,0,0,4,55.30843601725503,0.0,63.38570141567159
127,AMP,True,28,99,13,20,0,10,484.66254488640385,0.0,522.1778121548568
155,XYZ,True,12,53,4,5,0,2,65.39260838305891,0.0,74.49672646587351
181,CF,True,8,54,15,3,0,7,76.39956489048122,0.0,85.00411707974276
186,CB,False,5,51,6,0,31,0,0.0,307.19039551577106,0.0
196,COIN,True,7,56,18,4,0,8,227.08740123570624,0.0,350.786468376921
265,FSLR,False,5,129,11,0,47,0,0.0,248.11273711772185,0.0
326,JCI,False,6,52,7,0,23,0,0.0,116.71162243784144,0.0
344,LYV,True,28,52,28,18,0,18,141.07843622617395,0.0,164.6194978704595
359,MCK,False,29,57,49,0,31,0,0.0,855.2161999324724,0.0
372,MSI,True,18,59,42,15,0,24,371.01630189127474,0.0,467.57679723172356
378,NWS,True,6,66,8,4,0,4,29.62538132614374,0.0,32.97513809300716
470,TSCO,False,92,61,10,0,36,0,0.0,60.321065378960576,0.0
491,VRSN,True,3,70,18,1,0,10,239.2814045531857,0.0,280.11888070954257
