,ticker,current_up_trend,current_trend_length,last_trend_length,second_last_trend_length,current_jump_trender_up,last_jump_trender_up,second_last_jump_trender_up,current_trender_up_price,last_trender_up_price,second_last_trender_up_price
2,^VIX,False,29,82,26,0,14,0,0.0,17.658234485655967,0.0
24,BKNG,True,26,64,7,18,0,4,5265.732743602084,0.0,5526.451958581839
31,CTSH,True,49,78,4,38,0,2,81.25990397861855,0.0,76.2770793768797
32,CMCSA,True,17,65,17,10,0,9,26.589814142072015,0.0,30.66063721411813
37,CRWD,False,35,57,31,0,27,0,0.0,522.7308591590778,0.0
39,DDOG,False,26,66,20,0,24,0,0.0,156.50614400277593,0.0
60,LIN,True,18,51,14,16,0,2,422.5494852628763,0.0,465.6691933080952
76,ODFL,True,27,55,14,21,0,3,156.1234753285962,0.0,144.65492536064724
91,SNPS,True,28,62,45,17,0,21,475.37204169109225,0.0,593.5392980258365
95,TXN,True,29,59,10,12,0,6,172.2101834905209,0.0,192.753594720077
97,VRSK,True,8,55,7,2,0,3,217.75020354373754,0.0,242.62294678250453
127,AMP,True,25,99,13,18,0,10,483.89596697576326,0.0,522.1778085119465
155,XYZ,True,9,53,4,2,0,2,65.00867963599815,0.0,74.49672646587351
181,CF,True,5,54,15,2,0,7,75.83973737120654,0.0,85.00411708486337
186,CB,False,2,51,6,0,31,0,0.0,307.1903955157711,0.0
196,COIN,True,4,56,18,2,0,8,225.28186894317722,0.0,350.786468376921
216,DECK,True,29,56,35,20,0,13,102.76559136646206,0.0,116.50537183645918
265,FSLR,False,2,129,11,0,47,0,0.0,248.11273711772185,0.0
326,JCI,False,3,52,7,0,23,0,0.0,116.71162243784147,0.0
344,LYV,True,25,52,28,18,0,18,141.07843622617395,0.0,164.6194978704595
355,MA,True,28,56,26,14,0,15,561.4083198884914,0.0,582.1323124621402
359,MCK,False,26,57,49,0,31,0,0.0,855.2161999325687,0.0
372,MSI,True,15,59,42,12,0,24,369.86100166590654,0.0,467.5767972314365
378,NWS,True,3,66,8,1,0,4,29.374173497215036,0.0,32.975138093007146
438,SRE,False,24,59,3,0,27,0,0.0,89.99181141704963,0.0
470,TSCO,False,89,61,10,0,36,0,0.0,60.32106537896058,0.0
