Rank,Industry,Sector,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
1,Semiconductor Materials & Equipment,Information Technology,213.4,99,96,98,96,"TER,AMAT,LRCX,KLAC,Q"
2,"Technology Hardware, Storage & Peripherals",Information Technology,208.14,99,99,91,94,"WDC,STX,DELL,HPE,NTAP,AAPL,HPQ,SMCI"
3,Electronic Components,Information Technology,200.64,98,97,99,98,"COHR,GLW,APH"
4,Semiconductors,Information Technology,187.16,97,98,71,85,"MU,INTC,MRVL,AMD,ARM,ON,TXN,MPWR,ADI,MCHP,NXPI,QCOM,FSLR,AVGO,NVDA,SWKS"
5,Communications Equipment,Information Technology,175.59,96,99,99,98,"LITE,CIEN,CSCO,ANET,FFIV,MSI"
6,Electronic Manufacturing Services,Information Technology,154.59,95,95,75,92,"FLEX,JBL,TEL"
7,Steel,Materials,144.82,94,94,81,90,"NUE,STLD"
8,Construction & Engineering,Industrials,136.56,93,93,95,89,"FIX,PWR,EME,J"
9,Construction Machinery & Heavy Transportation Equipment,Industrials,133.83,92,89,87,87,"CAT,CMI,WAB,PCAR"
10,Managed Health Care,Health Care,133.79,91,86,4,24,"HUM,CNC,UNH,ELV"
11,Specialty Chemicals,Materials,132.08,90,69,90,60,"DD,ALB,PPG,IFF,ECL,SHW,LYB"
12,Cargo Ground Transportation,Industrials,129.67,89,92,85,73,"JBHT,ODFL"
13,Passenger Airlines,Industrials,128.65,88,75,55,91,"DAL,LUV,UAL"
14,Electrical Components & Equipment,Industrials,126.14,87,87,83,62,"VRT,GNRC,ROK,AME,ETN,EMR"
15,Air Freight & Logistics,Industrials,114.5,86,82,82,82,"FDX,CHRW,EXPD,UPS"
16,Oil & Gas Refining & Marketing,Energy,114.41,85,90,97,54,"VLO,MPC,PSX"
17,Trading Companies & Distributors,Industrials,111.07,84,61,48,31,"URI,FAST"
18,Health Care REITs,Real Estate,109.64,83,70,66,57,"DOC,WELL,VTR"
19,Systems Software,Information Technology,108.05,82,72,9,22,"FTNT,PANW,CRWD,GEN,MSFT,NOW"
20,Regional Banks,Financials,107.92,81,60,57,71,"CFG,FITB,KEY,RF,MTB,HBAN"
21,Health Care Services,Health Care,107.79,80,65,56,34,"DVA,CVS,DGX,LH,CI"
22,Data Center REITs,Real Estate,107.4,79,76,80,20,"EQIX,DLR"
23,Agricultural Products & Services,Consumer Staples,106.67,78,85,93,64,"ADM,BG"
24,Oil & Gas Storage & Transportation,Energy,106.19,77,79,86,33,"TRGP,WMB,OKE,KMI"
25,Interactive Media & Services,Communication Services,106.18,76,88,64,95,"GOOGL,GOOG,META"
26,Retail REITs,Real Estate,105.88,75,67,62,38,"SPG,FRT,KIM,REG,O"
27,Investment Banking & Brokerage,Financials,105.83,74,57,45,88,"IBKR,MS,GS,HOOD,RJF,SCHW"
28,Rail Transportation,Industrials,105.39,73,78,63,56,"CSX,UNP,NSC"
29,Diversified Banks,Financials,105.14,72,54,52,79,"C,USB,PNC,BAC,TFC,JPM,WFC"
30,Oil & Gas Equipment & Services,Energy,105.1,71,91,96,58,"HAL,SLB,BKR"
31,Hotel & Resort REITs,Real Estate,104.63,70,68,58,40,"HST,VICI"
32,Soft Drinks & Non-alcoholic Beverages,Consumer Staples,103.73,69,56,60,55,"MNST,KDP,KO,PEP"
33,Life & Health Insurance,Financials,103.35,68,58,39,52,"GL,PFG,MET,AFL,PRU"
34,Apparel Retail,Consumer Discretionary,102.97,67,80,88,81,"ROST,TJX"
35,Self-Storage REITs,Real Estate,101.93,65,50,36,10,"PSA,EXR"
36,Broadline Retail,Consumer Discretionary,101.93,65,84,49,66,"EBAY,AMZN"
37,Tobacco,Consumer Staples,101.8,64,63,67,47,"MO,PM"
38,Electronic Equipment & Instruments,Information Technology,101.17,63,64,51,22,"KEYS,TDY,ZBRA,ROP"
39,Health Care Supplies,Health Care,100.87,62,38,42,46,"WST,ALGN,COO"
40,Pharmaceuticals,Health Care,100.53,61,66,78,72,"VTRS,MRK,LLY,JNJ,BMY,PFE,ZTS"
41,Industrial Machinery & Supplies & Components,Industrials,99.64,60,37,50,45,"GWW,SWK,IEX,NDSN,PH,DOV,HUBB,SNA,FTV,ITW,IR,XYL,OTIS,PNR"
42,Automobile Manufacturers,Consumer Discretionary,99.45,59,81,59,93,"F,GM,TSLA"
43,Multi-Utilities,Utilities,98.78,58,52,72,43,"D,PNW,AEE,DTE,CNP,NI,XEL,NEE,PCG,ED,CMS,SRE"
44,Industrial Conglomerates,Industrials,98.71,57,44,54,41,"MMM,HON"
45,Building Products,Industrials,98.44,55,27,30,25,"CARR,MAS,JCI,TT,LII,AOS,BLDR,ALLE"
46,Life Sciences Tools & Services,Health Care,98.44,55,21,24,65,"TECH,CRL,WAT,A,TMO,IQV,DHR,MTD"
47,Consumer Staples Merchandise Retail,Consumer Staples,98.41,54,48,73,76,"TGT,DLTR,WMT,DG,COST"
48,Biotechnology,Health Care,98.17,53,51,76,84,"MRNA,BIIB,INCY,ABBV,AMGN,VRTX,GILD,REGN,ALNY,INSM"
49,--- Reference ---,--- Reference ---,98.12,52,58,77,35,"QQQ,SPY,^VIX"
50,Asset Management & Custody Banks,Financials,97.39,51,62,27,63,"STT,BEN,BNY,NTRS,IVZ,TROW,APO,BLK,AMP,BX,KKR,ARES"
51,"Hotels, Resorts & Cruise Lines",Consumer Discretionary,96.66,50,45,38,69,"MAR,HLT,EXPE,RCL,ABNB,CCL,NCLH,BKNG"
52,Construction Materials,Materials,96.58,49,26,40,68,"VMC,CRH,MLM"
53,Electric Utilities,Utilities,96.33,48,47,70,50,"EIX,ETR,AEP,EVRG,LNT,ES,WEC,FE,SO,DUK,EXC,PPL,PEG,VST,CEG"
54,Multi-Family Residential REITs,Real Estate,96.26,47,41,16,22,"ESS,CPT,UDR,EQR,MAA,AVB"
55,Interactive Home Entertainment,Communication Services,95.97,46,46,37,75,"EA,TTWO"
56,Multi-line Insurance,Financials,95.68,45,49,43,67,"AIZ,L,AIG"
57,Food Retail,Consumer Staples,95.26,44,74,84,48,"CASY,KR"
58,Paper & Plastic Packaging Products & Materials,Materials,94.5,43,19,26,13,"PKG,SW,AMCR,IP,AVY"
59,Industrial Gases,Materials,94.44,42,53,69,9,"LIN,APD"
60,Health Care Distributors,Health Care,94.26,41,29,65,83,"CAH,HSIC,MCK,COR"
61,Property & Casualty Insurance,Financials,93.83,40,35,47,51,"CINF,ALL,TRV,CB,WRB,ACGL,PGR,HIG"
62,Independent Power Producers & Energy Traders,Utilities,93.24,39,34,61,78,"AES,NRG"
63,Consumer Finance,Financials,93.17,38,32,21,85,"SYF,AXP,COF"
64,Homebuilding,Consumer Discretionary,93.11,37,15,20,21,"DHI,PHM,NVR,LEN"
65,Integrated Oil & Gas,Energy,92.88,36,73,94,53,"XOM,CVX"
66,Casinos & Gaming,Consumer Discretionary,91.88,35,40,41,77,"MGM,WYNN,LVS"
67,Personal Care Products,Consumer Staples,91.7,34,31,22,49,"KVUE,EL,PG"
68,Oil & Gas Exploration & Production,Energy,91.57,33,71,92,30,"APA,FANG,EOG,DVN,OXY,TPL,COP,EQT,EXE"
