ticker,almost_up_cond_date,breakout_date,trade_date,trade_price,stop_loss_price,stop_loss_pct_vs_trade,target_gain_price,stop_loss_threshold,trade_outcome,exit_date,exit_price,current_price,YTD%,1D%,1W%,1M%,3M%,6M%,1Y%
ADI,2026-03-03,2026-04-17,2026-04-20,372.001,337.0319,-9.40%,441.9393,337.0319,PENDING,,,417.79,54.96,1.37,4.09,-3.11,36.88,49.25,82.08
AES,2026-01-20,2026-01-28,2026-01-29,14.8392,13.3271,-10.19%,17.8632,13.3271,PENDING,,,14.68,4.86,0.07,0.07,1.73,4.73,8.96,34.45
AFL,2026-03-05,2026-06-05,2026-06-08,117.32,109.712,-6.48%,132.536,109.712,PENDING,,,117.8,7.95,1.16,-0.37,2.54,8.92,11.05,18.71
AMAT,2026-05-19,2026-05-26,2026-05-27,461.22,397.6929,-13.77%,588.2742,397.6929,PENDING,,,567.25,121.28,2.64,25.22,30.08,66.3,106.67,230.7
ANET,2026-02-23,2026-04-13,2026-04-14,153.99,126.6259,-17.77%,208.7182,126.6259,PENDING,,,163.24,24.58,4.37,5.81,16.03,22.21,23.33,73.27
APD,2026-02-13,2026-04-08,2026-04-09,295.0,273.4019,-7.32%,338.1962,273.4019,PENDING,,,281.62,15.56,1.26,-0.26,-8.03,-1.6,20.59,2.47
ARES,2026-06-03,2026-06-11,2026-06-12,134.68,122.0398,-9.39%,159.9603,122.0398,PENDING,,,134.9,-15.4,1.57,7.36,9.51,34.37,-22.8,-17.39
AVB,2026-05-21,2026-06-04,2026-06-05,188.77,180.6542,-4.30%,205.0016,180.6542,PENDING,,,187.03,4.3,1.45,-1.42,0.31,11.93,8.27,-5.91
BBY,2026-02-20,2026-05-28,2026-05-29,74.0,62.1016,-16.08%,97.7969,62.1016,PENDING,,,78.53,19.12,1.85,9.77,41.44,27.38,8.98,14.19
BEN,2026-02-27,2026-04-28,2026-04-29,29.86,26.0167,-12.87%,37.5465,26.0167,PENDING,,,32.13,36.46,1.01,2.55,0.28,35.1,41.77,50.7
BIIB,2026-03-31,2026-05-13,2026-05-14,200.25,179.9904,-10.12%,240.7692,179.9904,PENDING,,,200.05,13.67,0.05,2.41,-2.19,10.19,12.67,50.35
BKR,2026-03-03,2026-04-24,2026-04-27,69.7667,61.8632,-11.33%,85.5736,61.8632,PENDING,,,63.14,39.64,-0.54,0.88,-3.47,16.75,32.37,64.57
BNY,2026-04-29,2026-05-21,2026-05-22,139.59,130.9471,-6.19%,156.8758,130.9471,PENDING,,,143.98,25.07,1.33,1.12,6.66,24.43,22.65,63.78
