ticker,almost_up_cond_date,trender_up_at_almost,previous_swing_high_price,breakout_price,current_price,YTD%,1D%,1W%,1M%,3M%,6M%,1Y%
AZO,2026-03-03,3596.6164,3887.03,3887.03,3572.3799,5.33,2.38,4.14,6.26,3.09,-11.29,-1.62
BBY,2026-02-20,62.1016,72.3189,72.3189,65.73,-0.3,1.64,5.39,6.14,-2.07,-13.77,13.57
BBY,2026-02-23,60.8161,72.3189,72.3189,65.73,-0.3,1.64,5.39,6.14,-2.07,-13.77,13.57
BIIB,2026-03-31,179.9904,202.41,202.41,177.35,0.77,0.76,2.53,-2.72,5.21,23.45,51.61
BIIB,2026-04-06,168.9257,202.41,202.41,177.35,0.77,0.76,2.53,-2.72,5.21,23.45,51.61
CAH,2026-03-06,215.6991,233.0351,233.0351,213.99,4.64,0.42,-0.71,1.25,0.49,38.14,61.19
CAH,2026-03-20,206.8217,233.0351,233.0351,213.99,4.64,0.42,-0.71,1.25,0.49,38.14,61.19
CAH,2026-03-24,203.7207,233.0351,233.0351,213.99,4.64,0.42,-0.71,1.25,0.49,38.14,61.19
CF,2026-04-08,123.1881,141.96,141.96,112.68,46.47,-9.65,-7.12,-11.09,30.81,33.38,57.69
CFG,2026-02-12,64.7563,68.79,68.79,64.45,11.12,0.06,0.44,13.81,7.08,26.67,85.06
CFG,2026-02-27,60.103,68.79,68.79,64.45,11.12,0.06,0.44,13.81,7.08,26.67,85.06
CI,2026-03-03,274.7225,296.1684,296.1684,278.64,1.8,0.82,2.72,5.3,0.8,-4.35,-13.42
COP,2026-04-08,124.3542,135.87,135.87,116.04,24.93,-4.55,-5.31,-6.15,18.21,34.52,40.01
COP,2026-04-17,112.345,135.87,135.87,116.04,24.93,-4.55,-5.31,-6.15,18.21,34.52,40.01
CTRA,2026-04-17,29.439,36.88,36.88,30.89,18.22,-3.38,-7.54,-7.71,20.93,35.26,26.18
DAL,2026-03-02,62.5795,76.183,76.183,71.72,3.62,2.62,5.75,12.4,0.81,16.91,77.81
DAL,2026-03-05,60.368,76.183,76.183,71.72,3.62,2.62,5.75,12.4,0.81,16.91,77.81
