ticker,almost_up_cond_date,trender_up_at_almost,previous_swing_high_price,breakout_price,current_price,YTD%,1D%,1W%,1M%,3M%,6M%,1Y%
ALL,2026-03-12,203.3629,215.6588,215.6588,204.1,-1.45,-1.56,-0.3,-4.45,-1.9,-3.98,0.51
ALL,2026-03-27,201.7734,215.6588,215.6588,204.1,-1.45,-1.56,-0.3,-4.45,-1.9,-3.98,0.51
APD,2026-02-13,275.1161,296.46,296.46,289.43,18.02,-0.36,-0.23,6.0,17.17,7.61,0.75
AZO,2026-03-03,3596.6164,3887.03,3887.03,3426.47,1.03,1.44,1.19,-5.79,0.81,-20.13,-10.13
BBY,2026-02-20,62.1016,72.3189,72.3189,64.31,-2.45,0.17,6.47,-1.0,-3.75,-12.52,-7.71
BBY,2026-02-23,60.8161,72.3189,72.3189,64.31,-2.45,0.17,6.47,-1.0,-3.75,-12.52,-7.71
BIIB,2026-03-31,179.9904,202.41,202.41,183.78,4.43,0.25,-2.85,-0.13,4.18,31.2,34.3
CAH,2026-03-06,216.2219,233.6,233.6,212.02,3.43,0.34,0.34,-6.33,2.58,35.86,55.83
CAH,2026-03-20,207.3231,233.6,233.6,212.02,3.43,0.34,0.34,-6.33,2.58,35.86,55.83
CAH,2026-03-24,204.2145,233.6,233.6,212.02,3.43,0.34,0.34,-6.33,2.58,35.86,55.83
CFG,2026-02-12,64.7563,68.79,68.79,60.57,4.43,1.0,1.94,1.49,3.47,15.78,53.25
CFG,2026-02-27,60.103,68.79,68.79,60.57,4.43,1.0,1.94,1.49,3.47,15.78,53.25
CI,2026-03-03,274.7225,296.1684,296.1684,267.32,-2.34,0.21,-1.12,-5.33,-2.78,-6.23,-17.03
COST,2026-03-06,970.2565,1028.4399,1028.4399,996.56,15.72,0.01,2.23,-1.11,15.28,7.96,5.95
DAL,2026-03-02,62.5795,76.183,76.183,67.6,-2.33,1.68,-0.57,4.64,-2.24,19.81,56.95
DAL,2026-03-05,60.368,76.183,76.183,67.6,-2.33,1.68,-0.57,4.64,-2.24,19.81,56.95
DAL,2026-03-06,58.8245,76.183,76.183,67.6,-2.33,1.68,-0.57,4.64,-2.24,19.81,56.95
DAL,2026-03-09,57.4467,76.183,76.183,67.6,-2.33,1.68,-0.57,4.64,-2.24,19.81,56.95
DELL,2026-03-31,156.9476,186.39,186.39,169.38,35.15,3.2,-7.95,16.67,32.99,20.43,89.28
DVA,2026-03-13,146.8105,159.42,159.42,150.34,32.33,-2.18,-3.08,-1.27,32.09,13.15,-1.72
DVN,2026-03-31,49.0084,52.71,52.71,48.59,33.34,-3.44,-3.61,11.01,32.66,40.21,33.28
DVN,2026-04-01,47.9954,52.71,52.71,48.59,33.34,-3.44,-3.61,11.01,32.66,40.21,33.28
EIX,2026-03-20,69.0894,75.5,75.5,73.58,24.4,0.55,3.36,-0.38,23.72,37.14,32.73
FANG,2026-04-01,189.0193,204.91,204.91,190.62,27.56,-3.63,-2.75,8.02,26.78,34.93,22.48
FAST,2026-03-20,43.6922,48.45,48.45,46.63,16.84,0.5,2.78,0.87,14.72,-3.89,22.78
FCX,2026-03-03,63.0087,69.75,69.75,61.2,20.8,4.12,7.2,-6.66,19.34,56.99,63.9
FCX,2026-03-06,58.87,69.75,69.75,61.2,20.8,4.12,7.2,-6.66,19.34,56.99,63.9
FCX,2026-03-09,57.0805,69.75,69.75,61.2,20.8,4.12,7.2,-6.66,19.34,56.99,63.9
FCX,2026-03-19,51.513,69.75,69.75,61.2,20.8,4.12,7.2,-6.66,19.34,56.99,63.9
FFIV,2026-03-27,279.9498,304.0,304.0,295.65,15.82,2.18,-0.74,5.01,13.99,-8.52,11.03
FRT,2026-03-09,105.6098,110.89,110.89,106.06,6.41,-0.14,2.7,-4.08,5.36,7.07,13.46
FRT,2026-03-20,102.8667,110.89,110.89,106.06,6.41,-0.14,2.7,-4.08,5.36,7.07,13.46
FTV,2026-03-06,55.9914,62.3518,62.3518,55.9,1.36,1.12,2.04,-3.57,0.04,14.36,1.83
FTV,2026-03-12,54.2549,62.3518,62.3518,55.9,1.36,1.12,2.04,-3.57,0.04,14.36,1.83
GD,2026-01-28,345.059,369.7,369.7,350.53,4.55,2.13,-0.56,-3.89,3.68,3.67,31.08
GD,2026-03-19,345.4354,369.7,369.7,350.53,4.55,2.13,-0.56,-3.89,3.68,3.67,31.08
GD,2026-03-30,340.7063,369.7,369.7,350.53,4.55,2.13,-0.56,-3.89,3.68,3.67,31.08
GL,2026-03-06,139.7963,152.71,152.71,140.43,0.6,0.91,2.12,-2.94,-0.53,-1.39,7.49
GL,2026-03-09,138.455,152.71,152.71,140.43,0.6,0.91,2.12,-2.94,-0.53,-1.39,7.49
GM,2026-02-23,78.3623,87.413,87.413,75.04,-7.5,0.72,-2.05,-2.66,-8.64,23.61,61.18
GM,2026-02-27,78.0848,87.413,87.413,75.04,-7.5,0.72,-2.05,-2.66,-8.64,23.61,61.18
GM,2026-03-02,77.1986,87.413,87.413,75.04,-7.5,0.72,-2.05,-2.66,-8.64,23.61,61.18
GM,2026-03-03,75.7088,87.413,87.413,75.04,-7.5,0.72,-2.05,-2.66,-8.64,23.61,61.18
GM,2026-03-06,73.8613,87.413,87.413,75.04,-7.5,0.72,-2.05,-2.66,-8.64,23.61,61.18
GM,2026-03-09,72.964,87.413,87.413,75.04,-7.5,0.72,-2.05,-2.66,-8.64,23.61,61.18
GWW,2026-03-09,1091.9016,1218.63,1218.63,1107.58,9.97,1.54,2.95,-3.81,8.68,16.72,13.12
GWW,2026-03-13,1066.0748,1218.63,1218.63,1107.58,9.97,1.54,2.95,-3.81,8.68,16.72,13.12
GWW,2026-03-16,1057.5266,1218.63,1218.63,1107.58,9.97,1.54,2.95,-3.81,8.68,16.72,13.12
HAS,2026-03-06,93.0357,106.2475,106.2475,89.38,9.75,-4.51,-3.05,-8.45,8.86,19.75,50.56
HAS,2026-03-09,91.7231,106.2475,106.2475,89.38,9.75,-4.51,-3.05,-8.45,8.86,19.75,50.56
HAS,2026-03-27,88.1367,106.2475,106.2475,89.38,9.75,-4.51,-3.05,-8.45,8.86,19.75,50.56
HLT,2026-03-06,292.0818,333.7024,333.7024,308.26,7.36,1.37,1.68,0.76,6.19,18.94,35.77
HSIC,2026-03-19,72.1683,89.29,89.29,73.04,-3.36,-0.9,-1.63,-8.94,-4.45,10.05,6.64
HST,2026-03-09,18.3579,20.7785,20.7785,19.1,8.88,-0.31,-0.91,-1.51,7.6,15.63,41.9
IBKR,2026-02-05,68.9865,78.7155,78.7155,67.91,5.71,1.25,-1.12,-2.15,4.59,-1.08,64.88
IBKR,2026-03-09,63.8104,79.095,79.095,67.91,5.71,1.25,-1.12,-2.15,4.59,-1.08,64.88
INTU,2026-03-27,415.91,483.21,483.21,425.87,-35.59,-1.51,-0.23,-1.73,-36.31,-37.41,-30.17
JNJ,2026-03-05,238.9669,251.71,251.71,244.12,18.59,-0.13,1.75,-1.07,18.61,33.2,51.3
JPM,2026-03-27,281.9486,326.4,326.4,295.38,-7.92,0.41,-0.01,-1.63,-8.26,-5.48,22.88
KEYS,2026-03-30,268.0822,317.0,317.0,289.84,42.64,2.65,-1.12,-4.2,40.69,65.7,93.52
KMI,2026-04-01,32.5258,34.73,34.73,32.88,20.77,-1.94,-3.24,-3.18,20.37,18.6,20.22
KR,2026-04-01,70.0336,76.58,76.58,70.54,13.47,-2.52,0.26,2.77,13.1,5.73,6.34
LH,2026-02-17,267.5272,291.289,291.289,272.74,8.99,2.22,2.53,-3.62,8.04,-4.5,18.44
LH,2026-03-09,265.0903,291.289,291.289,272.74,8.99,2.22,2.53,-3.62,8.04,-4.5,18.44
LIN,2026-03-24,475.4228,508.9405,508.9405,493.83,16.21,-0.39,0.3,-1.23,15.67,4.7,7.48
MAR,2026-03-06,319.3706,369.2865,369.2865,333.46,7.69,1.95,2.04,-0.73,6.42,28.59,41.32
MAR,2026-03-09,312.748,369.2865,369.2865,333.46,7.69,1.95,2.04,-0.73,6.42,28.59,41.32
MET,2026-02-05,75.1475,83.2534,83.2534,71.17,-9.2,0.64,1.11,-2.06,-10.15,-12.35,-8.72
MET,2026-02-27,71.7939,83.2534,83.2534,71.17,-9.2,0.64,1.11,-2.06,-10.15,-12.35,-8.72
MET,2026-03-27,67.358,83.2534,83.2534,71.17,-9.2,0.64,1.11,-2.06,-10.15,-12.35,-8.72
NDAQ,2026-03-27,81.3211,90.1346,90.1346,85.15,-12.06,0.31,1.68,-2.29,-13.0,-3.14,13.61
NTRS,2026-02-12,142.0693,156.7214,156.7214,141.41,4.11,1.32,1.2,-0.03,2.95,6.29,46.96
NTRS,2026-02-23,137.9956,156.7214,156.7214,141.41,4.11,1.32,1.2,-0.03,2.95,6.29,46.96
NTRS,2026-03-06,136.1949,156.7214,156.7214,141.41,4.11,1.32,1.2,-0.03,2.95,6.29,46.96
NTRS,2026-03-09,134.2459,156.7214,156.7214,141.41,4.11,1.32,1.2,-0.03,2.95,6.29,46.96
NUE,2026-02-13,180.7145,196.2307,196.2307,173.72,6.87,2.73,5.54,-1.74,6.13,29.15,46.55
NUE,2026-03-09,164.981,196.2307,196.2307,173.72,6.87,2.73,5.54,-1.74,6.13,29.15,46.55
NUE,2026-03-19,156.561,196.2307,196.2307,173.72,6.87,2.73,5.54,-1.74,6.13,29.15,46.55
OMC,2026-03-20,74.231,86.3088,86.3088,75.21,-5.93,-0.13,-0.7,-10.23,-5.91,-5.91,-5.72
PCAR,2026-03-09,117.283,131.5375,131.5375,117.65,7.71,1.86,1.13,-2.92,6.31,21.91,23.93
PCAR,2026-03-20,110.9441,131.5375,131.5375,117.65,7.71,1.86,1.13,-2.92,6.31,21.91,23.93
PSX,2026-04-01,174.8747,190.61,190.61,175.64,37.23,-3.59,-3.12,9.93,36.68,31.3,47.46
RCL,2026-03-02,292.7417,354.5014,354.5014,282.06,1.66,2.5,1.09,-5.89,0.66,-12.07,39.31
RCL,2026-03-06,270.4017,354.5014,354.5014,282.06,1.66,2.5,1.09,-5.89,0.66,-12.07,39.31
RCL,2026-03-09,263.126,354.5014,354.5014,282.06,1.66,2.5,1.09,-5.89,0.66,-12.07,39.31
REGN,2026-01-13,744.8827,820.1234,820.1234,777.25,0.82,0.6,3.71,1.38,0.55,38.57,23.22
REGN,2026-03-19,728.5025,820.1234,820.1234,777.25,0.82,0.6,3.71,1.38,0.55,38.57,23.22
RF,2026-02-12,29.3498,30.8732,30.8732,26.34,-1.87,0.84,2.25,-5.05,-2.66,1.91,26.35
RL,2026-03-02,350.1765,388.0851,388.0851,353.01,0.1,2.62,2.33,-1.91,-1.31,13.18,61.79
RL,2026-03-03,343.128,388.0851,388.0851,353.01,0.1,2.62,2.33,-1.91,-1.31,13.18,61.79
RL,2026-03-09,329.8619,388.0851,388.0851,353.01,0.1,2.62,2.33,-1.91,-1.31,13.18,61.79
RSG,2026-03-10,220.2735,233.42,233.42,220.65,4.42,0.74,2.37,-5.0,3.08,-3.3,-7.92
RSG,2026-03-25,212.2584,233.42,233.42,220.65,4.42,0.74,2.37,-5.0,3.08,-3.3,-7.92
SHW,2026-03-02,347.6112,376.9365,376.9365,325.7,0.74,1.61,1.16,-6.63,0.08,-5.51,-5.89
SHW,2026-03-03,342.1798,376.9365,376.9365,325.7,0.74,1.61,1.16,-6.63,0.08,-5.51,-5.89
SHW,2026-03-05,333.4382,376.9365,376.9365,325.7,0.74,1.61,1.16,-6.63,0.08,-5.51,-5.89
SHW,2026-03-06,328.1466,376.9365,376.9365,325.7,0.74,1.61,1.16,-6.63,0.08,-5.51,-5.89
SHW,2026-03-09,322.1271,376.9365,376.9365,325.7,0.74,1.61,1.16,-6.63,0.08,-5.51,-5.89
SHW,2026-03-19,304.9858,376.9365,376.9365,325.7,0.74,1.61,1.16,-6.63,0.08,-5.51,-5.89
SNA,2026-03-09,366.2202,390.05,390.05,367.02,7.18,1.05,-0.16,-4.38,5.63,7.38,11.87
STLD,2026-02-13,188.3959,207.8268,207.8268,182.85,8.24,1.58,5.73,-7.11,7.56,31.93,48.16
STLD,2026-03-09,176.8177,207.8268,207.8268,182.85,8.24,1.58,5.73,-7.11,7.56,31.93,48.16
STLD,2026-03-19,161.7184,207.8268,207.8268,182.85,8.24,1.58,5.73,-7.11,7.56,31.93,48.16
TXN,2026-02-24,211.882,231.32,231.32,196.3,13.89,1.11,-0.24,-3.14,12.63,8.5,12.69
TXN,2026-03-05,196.0009,231.32,231.32,196.3,13.89,1.11,-0.24,-3.14,12.63,8.5,12.69
TXN,2026-03-06,192.8056,231.32,231.32,196.3,13.89,1.11,-0.24,-3.14,12.63,8.5,12.69
TXN,2026-03-19,185.6851,231.32,231.32,196.3,13.89,1.11,-0.24,-3.14,12.63,8.5,12.69
USB,2026-02-12,56.9002,60.5646,60.5646,52.75,-0.12,1.42,2.71,-1.29,-0.92,11.34,30.24
USB,2026-02-23,55.2151,60.5646,60.5646,52.75,-0.12,1.42,2.71,-1.29,-0.92,11.34,30.24
USB,2026-02-24,54.2256,60.5646,60.5646,52.75,-0.12,1.42,2.71,-1.29,-0.92,11.34,30.24
USB,2026-03-09,49.8429,60.5646,60.5646,52.75,-0.12,1.42,2.71,-1.29,-0.92,11.34,30.24
VTRS,2026-02-26,15.0977,16.1619,16.1619,13.63,10.41,0.89,0.96,-7.68,9.62,40.46,63.78
VZ,2026-03-18,49.469,51.67,51.67,49.39,23.37,-1.61,-1.95,-2.91,23.46,16.29,16.34
VZ,2026-03-19,49.1905,51.67,51.67,49.39,23.37,-1.61,-1.95,-2.91,23.46,16.29,16.34
