Rank,Ticker,Sector,Industry,Universe,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Open,High,Low,Close
1,WDC,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,320.52,99,99,99,99,267.8999938964844,273.0,263.760009765625,268.80999755859375
2,CIEN,Information Technology,Communications Equipment,S&P 500,293.03,99,99,99,99,333.8900146484375,346.05999755859375,329.5799865722656,339.95001220703125
3,MU,Information Technology,Semiconductors,S&P 500,272.75,99,99,99,95,410.8500061035156,422.75,405.7900085449219,418.69000244140625
4,TER,Information Technology,Semiconductor Materials & Equipment,S&P 500,231.5,99,99,98,69,300.3900146484375,312.6199951171875,299.5299987792969,301.989990234375
5,STX,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,228.52,99,99,99,99,383.94000244140625,391.239990234375,376.1499938964844,385.9700012207031
6,FIX,Industrials,Construction & Engineering,S&P 500,222.12,99,98,98,98,1384.4200439453125,1436.0699462890625,1362.010009765625,1407.3199462890625
7,GLW,Information Technology,Electronic Components,S&P 500,190.52,98,98,96,97,133.6699981689453,135.3300018310547,129.1999969482422,131.75999450683594
8,LRCX,Information Technology,Semiconductor Materials & Equipment,S&P 500,187.7,98,98,98,95,214.4499969482422,221.6199951171875,214.0,218.8699951171875
9,MRNA,Health Care,Biotechnology,S&P 500,184.48,98,96,44,2,55.0,57.880001068115234,54.810001373291016,55.970001220703125
10,ALB,Materials,Specialty Chemicals,S&P 500,184.24,98,98,97,56,164.94000244140625,170.2725067138672,163.5399932861328,168.0
11,WBD,Communication Services,Broadcasting,S&P 500,178.91,98,99,99,98,27.760000228881836,27.924999237060547,27.7450008392334,27.809999465942383
12,AMAT,Information Technology,Semiconductor Materials & Equipment,S&P 500,171.18,97,96,96,45,347.989990234375,352.9800109863281,343.5299987792969,351.07000732421875
13,INTC,Information Technology,Semiconductors,S&P 500,165.17,97,97,97,68,46.8650016784668,48.83000183105469,46.65999984741211,47.97999954223633
14,NEM,Materials,Gold,S&P 500,165.16,97,98,97,96,116.38999938964844,116.63999938964844,113.61009979248047,116.20999908447266
15,GEV,Industrials,Heavy Electrical Equipment,S&P 500,164.07,97,95,95,98,836.030029296875,852.7498779296875,832.25,847.6500244140625
16,HII,Industrials,Aerospace & Defense,S&P 500,152.19,97,96,93,82,413.4599914550781,419.95001220703125,409.95001220703125,413.70001220703125
17,CAT,Industrials,Construction Machinery & Heavy Transportation Equipment,S&P 500,151.55,96,97,96,86,713.5,720.4199829101562,703.6300048828125,707.5900268554688
18,ASML,Technology,Industrial Machinery,Nasdaq 100,149.41,96,97,93,71,1384.1500244140625,1404.6300048828125,1372.0,1386.6800537109375
19,KEYS,Information Technology,Electronic Equipment & Instruments,S&P 500,148.49,96,87,86,56,284.20001220703125,286.6000061035156,280.54998779296875,284.260009765625
20,KLAC,Information Technology,Semiconductor Materials & Equipment,S&P 500,146.73,96,95,94,89,1464.6099853515625,1495.0,1454.0,1465.0
21,TPL,Energy,Oil & Gas Exploration & Production,S&P 500,146.45,96,56,5,7,518.0,526.989990234375,510.0,524.8300170898438
22,PWR,Industrials,Construction & Engineering,S&P 500,146.06,95,87,91,77,561.2100219726562,575.7100219726562,558.9099731445312,567.7100219726562
23,VLO,Energy,Oil & Gas Refining & Marketing,S&P 500,144.69,95,88,80,82,218.6300048828125,231.22999572753906,218.6300048828125,231.0500030517578
24,TPR,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",S&P 500,143.64,95,96,94,97,147.52000427246094,149.42999267578125,145.22999572753906,145.4199981689453
25,BG,Consumer Staples,Agricultural Products & Services,S&P 500,140.2,95,93,75,27,119.79000091552734,123.5199966430664,118.0,122.72000122070312
26,APA,Energy,Oil & Gas Exploration & Production,S&P 500,139.91,95,83,79,68,31.700000762939453,33.130001068115234,31.520000457763672,32.970001220703125
27,HWM,Industrials,Aerospace & Defense,S&P 500,139.17,94,85,86,93,252.52000427246094,253.91000366210938,248.02999877929688,251.64999389648438
28,CF,Materials,Fertilizers & Agricultural Chemicals,S&P 500,138.62,94,63,18,26,113.31999969482422,120.5,112.62999725341797,120.12999725341797
29,FDX,Industrials,Air Freight & Logistics,S&P 500,137.41,94,95,76,17,359.7799987792969,362.0611877441406,355.8949890136719,361.3900146484375
30,CHRW,Industrials,Air Freight & Logistics,S&P 500,136.84,94,97,93,91,176.3800048828125,178.8699951171875,175.4600067138672,175.77999877929688
31,FCX,Materials,Copper,S&P 500,136.24,94,95,68,57,61.310001373291016,61.77000045776367,59.619998931884766,61.540000915527344
32,HAL,Energy,Oil & Gas Equipment & Services,S&P 500,135.66,94,92,80,15,34.720001220703125,36.1349983215332,34.650001525878906,35.93000030517578
33,LHX,Industrials,Aerospace & Defense,S&P 500,133.88,93,90,74,81,358.989990234375,366.7799987792969,358.760009765625,364.260009765625
34,VTRS,Health Care,Pharmaceuticals,S&P 500,131.14,93,96,76,30,14.039999961853027,14.279999732971191,13.9350004196167,13.970000267028809
35,CMI,Industrials,Construction Machinery & Heavy Transportation Equipment,S&P 500,130.88,93,94,93,87,554.9600219726562,560.0499877929688,547.0001220703125,556.1400146484375
36,GNRC,Industrials,Electrical Components & Equipment,S&P 500,130.75,93,67,56,90,211.7899932861328,215.17999267578125,207.0050048828125,212.6199951171875
37,ROST,Consumer Discretionary,Apparel Retail,S&P 500,130.48,93,80,87,52,212.6999969482422,214.02999877929688,211.5500030517578,212.8699951171875
38,LMT,Industrials,Aerospace & Defense,S&P 500,130.34,92,91,35,28,645.3200073242188,656.9998779296875,644.1300048828125,649.469970703125
39,NOC,Industrials,Aerospace & Defense,S&P 500,129.27,92,85,56,74,730.739990234375,742.0999755859375,728.5701293945312,733.1799926757812
40,EME,Industrials,Construction & Engineering,S&P 500,128.57,92,91,83,91,722.52001953125,727.0599975585938,712.3699951171875,720.1799926757812
41,JNJ,Health Care,Pharmaceuticals,S&P 500,128.55,92,92,86,70,242.8699951171875,243.69000244140625,241.36000061035156,242.99000549316406
