Rank,Ticker,Sector,Industry,Universe,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Open,High,Low,Close
1,WDC,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,337.96,99,99,99,98,295.0299987792969,299.5199890136719,281.67999267578125,284.6700134277344
2,MU,Information Technology,Semiconductors,S&P 500,284.11,99,99,99,79,415.7149963378906,420.31500244140625,407.79998779296875,417.3500061035156
3,CIEN,Information Technology,Communications Equipment,S&P 500,268.95,99,99,99,88,308.8800048828125,320.4200134277344,303.67999267578125,318.4100036621094
4,STX,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,251.96,99,99,99,98,420.1700134277344,424.1099853515625,402.1600036621094,408.9700012207031
5,TER,Information Technology,Semiconductor Materials & Equipment,S&P 500,245.43,99,98,96,74,311.2300109863281,318.2300109863281,308.9800109863281,315.8999938964844
6,FIX,Industrials,Construction & Engineering,S&P 500,208.91,99,98,98,98,1322.9000244140625,1377.5,1302.0,1373.52001953125
7,LRCX,Information Technology,Semiconductor Materials & Equipment,S&P 500,207.01,98,99,98,91,235.0399932861328,237.89999389648438,231.4199981689453,237.38999938964844
8,WBD,Communication Services,Broadcasting,S&P 500,194.22,98,98,99,83,28.649999618530273,29.190000534057617,28.5049991607666,28.530000686645508
9,GLW,Information Technology,Electronic Components,S&P 500,193.13,98,95,95,95,132.0,134.0,128.8800048828125,129.99000549316406
10,AMAT,Information Technology,Semiconductor Materials & Equipment,S&P 500,183.29,98,97,93,28,362.44000244140625,370.0299987792969,360.3999938964844,369.8299865722656
11,ALB,Materials,Specialty Chemicals,S&P 500,181.41,98,99,96,78,165.4499969482422,169.58999633789062,164.1999969482422,168.41000366210938
12,NEM,Materials,Gold,S&P 500,180.56,97,98,97,97,122.01000213623047,126.17990112304688,122.0,125.4000015258789
13,HII,Industrials,Aerospace & Defense,S&P 500,167.55,97,97,94,90,423.20001220703125,443.32000732421875,423.2900085449219,443.1400146484375
14,MRNA,Health Care,Biotechnology,S&P 500,164.98,97,96,7,1,46.98500061035156,50.459999084472656,45.79999923706055,49.70000076293945
