ticker,almost_up_cond_date,trender_up_at_almost,previous_swing_high_price,breakout_price,current_price,YTD%,1D%,1W%,1M%,3M%,6M%,1Y%
AZO,2026-03-03,3596.6164,3887.03,3887.03,3562.26,5.03,-0.44,-0.56,4.9,-5.91,-7.47,-1.31
BIIB,2026-03-31,179.9904,202.41,202.41,180.67,2.66,-2.01,-1.46,-5.44,4.36,20.38,51.18
BIIB,2026-04-06,168.9257,202.41,202.41,180.67,2.66,-2.01,-1.46,-5.44,4.36,20.38,51.18
CF,2026-04-08,123.1881,141.96,141.96,123.63,60.71,2.23,6.63,-6.74,35.61,43.83,63.65
CFG,2026-02-12,64.7563,68.79,68.79,64.78,11.68,1.55,-1.49,10.62,4.34,29.17,79.35
CFG,2026-02-27,60.103,68.79,68.79,64.78,11.68,1.55,-1.49,10.62,4.34,29.17,79.35
CI,2026-03-03,274.7225,296.1684,296.1684,282.58,3.24,2.52,0.95,3.86,1.33,-6.34,-14.04
COP,2026-04-08,124.3542,135.87,135.87,121.68,31.0,-0.07,4.49,-8.68,24.56,37.39,37.09
COP,2026-04-17,112.345,135.87,135.87,121.68,31.0,-0.07,4.49,-8.68,24.56,37.39,37.09
CTRA,2026-04-17,29.439,36.88,36.88,33.67,28.86,0.42,7.16,-5.92,23.82,44.07,36.78
DAL,2026-03-02,62.5795,76.183,76.183,68.2,-1.46,-0.37,-4.23,2.0,1.31,16.36,64.3
DAL,2026-03-05,60.368,76.183,76.183,68.2,-1.46,-0.37,-4.23,2.0,1.31,16.36,64.3
DAL,2026-03-06,58.8245,76.183,76.183,68.2,-1.46,-0.37,-4.23,2.0,1.31,16.36,64.3
DAL,2026-03-09,57.4467,76.183,76.183,68.2,-1.46,-0.37,-4.23,2.0,1.31,16.36,64.3
DVN,2026-03-31,49.0084,52.71,52.71,48.2,32.27,0.54,7.25,-6.13,25.43,45.82,57.13
DVN,2026-04-01,47.9954,52.71,52.71,48.2,32.27,0.54,7.25,-6.13,25.43,45.82,57.13
DVN,2026-04-08,46.8924,52.71,52.71,48.2,32.27,0.54,7.25,-6.13,25.43,45.82,57.13
DVN,2026-04-17,42.0864,52.71,52.71,48.2,32.27,0.54,7.25,-6.13,25.43,45.82,57.13
EIX,2026-04-13,71.832,76.22,76.22,68.57,17.33,-0.42,-2.85,-1.94,12.59,22.96,24.82
EOG,2026-04-08,134.4501,150.6999,150.6999,133.22,29.07,0.07,3.14,-8.97,24.77,25.4,21.6
FANG,2026-04-01,189.0193,204.91,204.91,196.42,31.44,0.84,7.07,-2.85,28.71,35.19,48.19
FANG,2026-04-08,184.6478,204.91,204.91,196.42,31.44,0.84,7.07,-2.85,28.71,35.19,48.19
FANG,2026-04-17,170.5977,204.91,204.91,196.42,31.44,0.84,7.07,-2.85,28.71,35.19,48.19
FAST,2026-04-13,45.6477,49.67,49.67,45.28,13.46,1.32,-0.61,0.38,4.12,6.46,12.62
FTV,2026-03-06,55.9914,62.3518,62.3518,62.01,12.44,1.51,1.71,13.14,13.38,25.25,19.94
